input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,cdn_name,webserver,cdn,final_url
boiling-albatross-dev.aws-use1.cloud-ara.tyk.io,Tyk.io Login,200,1854,boiling-albatross-dev.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:07:40Z,2023-07-20T03:07:39Z,CN=*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fd212b6f8988590ab5842dfaabbf2ee,4669b881abbd47312be2341a2b501692f36f515786b6e4d095d698f194651036,ctls,boiling-albatross-dev.aws-use1.cloud-ara.tyk.io,443,https://boiling-albatross-dev.aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,34.229.8.237,/,62003736,54.234.117.45,55,False,ws://boiling-albatross-dev.aws-use1.cloud-ara.tyk.io:5000,HSTS,True,,,,,,,
bsf.cloud.tyk.io,404 Not Found,404,169,bsf.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,bsf.cloud.tyk.io,443,https://bsf.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.230.129.238,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
cazana-com.cloud.tyk.io,404 Not Found,404,169,cazana-com.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,cazana-com.cloud.tyk.io,443,https://cazana-com.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,160714160,100.25.172.191,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
cheap-valuable-mgw.aws-use1.cloud-ara.tyk.io,404 Not Found,404,146,cheap-valuable-mgw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T03:06:10Z,2024-04-09T03:06:10Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,e896df708af030f7bcf3d52231fb5809,f4d8bcd8957b089d286554bcc9cdfea9f137d9a2ff2f9a0c68c128f8803f1bed,ctls,cheap-valuable-mgw.aws-use1.cloud-ara.tyk.io,443,https://cheap-valuable-mgw.aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,34.192.6.15,/,1494302000,34.229.8.237,8,False,,HSTS,,True,True,Acme Co,,,,
chef-customers-preprodcontainer-corporate.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,chef-customers-preprodcontainer-corporate.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,chef-customers-preprodcontainer-corporate.cloud.tyk.io,443,https://chef-customers-preprodcontainer-corporate.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
cityverve.cloud.tyk.io,404 Not Found,404,169,cityverve.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,cityverve.cloud.tyk.io,443,https://cityverve.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,160714160,100.25.172.191,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
classicstatus.tyk.io,StatusCake Public Report,200,22402,classicstatus.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T13:40:47Z,2023-09-14T13:40:46Z,CN=classicstatus.tyk.io,classicstatus.tyk.io,classicstatus.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a6c24dc96571d2ee42ebe796db983a96,5771e52d2ab3e2aa2fab5365bbaf23c34c19d157bf84c0d07948b55809654555,ctls,classicstatus.tyk.io,443,https://classicstatus.tyk.io:443,https,text/html,GET,178.62.70.245,/,-1909096704,178.62.70.245,578,False,,OpenResty:1.17.8.2,,,,,,openresty/1.17.8.2,,
cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,cloud.tyk.io,443,https://cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
console-acm-pca-eu-west-2.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,console-acm-pca-eu-west-2.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,console-acm-pca-eu-west-2.cloud.tyk.io,443,https://console-acm-pca-eu-west-2.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
content.tyk.io,,404,34160,pages.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T16:33:56Z,2023-08-18T16:33:55Z,CN=pages.tyk.io,pages.tyk.io,pages.tyk.io,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,c36e9efae41daf4661a27d91e760fcc4,7db0b2819975ba2a80c1d42a1e70b438269eb1356cfa5d427a92d02da6565ef3,ctls,pages.tyk.io,443,https://content.tyk.io:443,https,text/html,GET,104.22.64.179,/,1794817190,2606:4700:10::6816:40b3,657,False,,HubSpot CMS Hub,,,,,cloudflare,cloudflare,True,https://pages.tyk.io/
cubo-systems.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,cubo-systems.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,cubo-systems.cloud.tyk.io,443,https://cubo-systems.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
cxs-international.cloud.tyk.io,404 Not Found,404,169,cxs-international.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,cxs-international.cloud.tyk.io,443,https://cxs-international.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.193.72.234,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
dal09-prd-conscont-01b-c7.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,dal09-prd-conscont-01b-c7.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,dal09-prd-conscont-01b-c7.cloud.tyk.io,443,https://dal09-prd-conscont-01b-c7.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
dashboard.cloud-ara.tyk.io,Tyk Cloud,200,1036,dashboard.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-29T03:34:34Z,2023-08-27T03:34:33Z,CN=dashboard.cloud-ara.tyk.io,dashboard.cloud-ara.tyk.io,dashboard.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46f14eba8587ce0a2519d860fca419d3,1f10e6366d493aaaa2f0fa5849f55823f4408e063bf335ac7dccc3248754685c,ctls,dashboard.cloud-ara.tyk.io,443,https://dashboard.cloud-ara.tyk.io:443,https,text/html,GET,18.170.75.108,/,1191407789,3.11.137.17,9,False,https://www.gstatic.com,hCaptcha,,,,,,,,
delicate-lady-gw.aws-use1.cloud-ara.tyk.io,404 Not Found,404,146,delicate-lady-gw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-23T00:22:47Z,2024-06-22T00:22:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,8c329798b6c82f93dcea0049d3a3995c,6fa6c946e983ce171c5eb7ea207ee7ca22c6cf6ddf77b96a80d81d3159cb4b7c,ctls,delicate-lady-gw.aws-use1.cloud-ara.tyk.io,443,https://delicate-lady-gw.aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,54.234.117.45,/,1494302000,34.229.8.237,8,False,,HSTS,,True,True,Acme Co,,,,
deptrack.tyk.io,Dependency-Track,200,3769,deptrack.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=deptrack.tyk.io,deptrack.tyk.io,api.deptrack.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f18171c1ab86ee81ba1a4e41f2aea7aa,be7cfd422bc296d3a2978ba5327e54210d4dfeb2a935b50e0fb1e64c3746fdac,ctls,deptrack.tyk.io,443,https://deptrack.tyk.io:443,https,text/html,GET,3.124.40.43,/,-2114367017,18.195.246.181,23,False,,Nginx:1.23.2,,,,,,nginx/1.23.2,,
developer.frontdoorhome.com.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,developer.frontdoorhome.com.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,developer.frontdoorhome.com.cloud.tyk.io,443,https://developer.frontdoorhome.com.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,True,,,,,
direct-battery-gw.aws-use1.cloud-ara.tyk.io,,404,9,direct-battery-gw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:07:40Z,2023-07-20T03:07:39Z,CN=*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fd212b6f8988590ab5842dfaabbf2ee,4669b881abbd47312be2341a2b501692f36f515786b6e4d095d698f194651036,ctls,direct-battery-gw.aws-use1.cloud-ara.tyk.io,443,https://direct-battery-gw.aws-use1.cloud-ara.tyk.io:443,https,text/plain,GET,54.234.117.45,/,-738705486,34.229.8.237,1,False,,HSTS,True,,,,,,,
discover.tyk.io,,404,10058,discover.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=discover.tyk.io,discover.tyk.io,discover.tyk.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c13c6da76050b6c9b5815743b5710c50,2329973cce97592e5e06deb4279edfae72a04a8cbed84af985c4b9df9f505bc9,ctls,discover.tyk.io,443,https://discover.tyk.io:443,https,text/html,GET,108.138.7.123,/,-2000022716,2600:9000:2490:ca00:15:ea04:e100:93a1,1,False,,webpack,,,,,cloudfront,,True,
docker.tyk.io,,404,80,docker.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2024-03-25T23:59:59Z,CN=docker.tyk.io,docker.tyk.io,docker.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,69cf6b9cc79c9d1cb441c7e7e38e1aa8,cbd19c3cd52e7ae22757260feeb2b84994c3943868533bd6f123b8032bed38f6,ctls,docker.tyk.io,443,https://docker.tyk.io:443,https,application/json,GET,65.9.86.31,/,-193128182,2600:9000:206f:d200:6:ff79:e080:93a1,3,False,,HSTS,,,,,cloudfront,Cloudsmith MCP,True,
edge3-b.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,edge3-b.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,edge3-b.cloud.tyk.io,443,https://edge3-b.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
eplan-partners.cloud.tyk.io,404 Not Found,404,169,eplan-partners.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,eplan-partners.cloud.tyk.io,443,https://eplan-partners.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,160714160,34.238.224.143,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
ethical-village-gw.aws-use1.cloud-ara.tyk.io,,404,9,ethical-village-gw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:07:40Z,2023-07-20T03:07:39Z,CN=*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fd212b6f8988590ab5842dfaabbf2ee,4669b881abbd47312be2341a2b501692f36f515786b6e4d095d698f194651036,ctls,ethical-village-gw.aws-use1.cloud-ara.tyk.io,443,https://ethical-village-gw.aws-use1.cloud-ara.tyk.io:443,https,text/plain,GET,54.234.117.45,/,-738705486,34.229.8.237,1,False,,HSTS,True,,,,,,,
far-snow-dev.aws-euw2.cloud-ara.tyk.io,404 Not Found,404,146,far-snow-dev.aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T22:14:55Z,2024-04-13T22:14:55Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,7921208211e0b151f88d960229e94bab,53833496f3a4813e2622c2eeed2770cd0dbed82cf6bb3c92a9b01876c5ad6bb0,ctls,far-snow-dev.aws-euw2.cloud-ara.tyk.io,443,https://far-snow-dev.aws-euw2.cloud-ara.tyk.io:443,https,text/html,GET,18.170.75.108,/,1494302000,3.11.137.17,8,False,,HSTS,,True,True,Acme Co,,,,
fastcloudpress.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,fastcloudpress.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,fastcloudpress.cloud.tyk.io,443,https://fastcloudpress.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
fddkim.tyk.io,-,404,1111,fddkim.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.freshdesk.com,*.freshdesk.com,*.freshdesk.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b903eaf1af1c5e5466aa330ac0a158ba,995ac6bb46a3eb1a7da6c2cfb341c0276f1afc61c2c4b6401650ab1af91cac18,ctls,fddkim.tyk.io,443,https://fddkim.tyk.io:443,https,text/html,GET,52.207.46.48,/,-1611011004,52.72.100.244,31,False,translate.google.com/translate_a/element.js,Envoy,True,,True,,,fwe,,
flutterwave.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,flutterwave.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,flutterwave.cloud.tyk.io,443,https://flutterwave.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
frsdk.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,frsdk.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,frsdk.cloud.tyk.io,443,https://frsdk.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
futurewei.cloud.tyk.io,404 Not Found,404,169,futurewei.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,futurewei.cloud.tyk.io,443,https://futurewei.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,160714160,34.193.72.234,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
geocod.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,geocod.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,geocod.cloud.tyk.io,443,https://geocod.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
gicp.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,gicp.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,gicp.cloud.tyk.io,443,https://gicp.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
gmc-clubman-1.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,gmc-clubman-1.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,gmc-clubman-1.cloud.tyk.io,443,https://gmc-clubman-1.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
h-135-197-246-26.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,h-135-197-246-26.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,h-135-197-246-26.cloud.tyk.io,443,https://h-135-197-246-26.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
h-135-207-244-46.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,h-135-207-244-46.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,h-135-207-244-46.cloud.tyk.io,443,https://h-135-207-244-46.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
h-135-207-55-35.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,h-135-207-55-35.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,h-135-207-55-35.cloud.tyk.io,443,https://h-135-207-55-35.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
h135-197-254-50.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,h135-197-254-50.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,h135-197-254-50.cloud.tyk.io,443,https://h135-197-254-50.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
