input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,cdn_name,webserver,cdn,final_url
mestergruppen.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,mestergruppen.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,mestergruppen.cloud.tyk.io,443,https://mestergruppen.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
mild-brook-gw.aws-euw2.cloud-ara.tyk.io,,404,9,mild-brook-gw.aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T16:34:03Z,2023-08-13T16:34:02Z,CN=*.aws-euw2.cloud-ara.tyk.io,*.aws-euw2.cloud-ara.tyk.io,*.aws-euw2.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,deda19ac4b51361b12622c1c082a1bfb,9569368c1b0dd94e14112e38301eddd7281950812e42f226ad01315607d83184,ctls,mild-brook-gw.aws-euw2.cloud-ara.tyk.io,443,https://mild-brook-gw.aws-euw2.cloud-ara.tyk.io:443,https,text/plain,GET,3.10.236.38,/,-738705486,3.11.137.17,1,False,,HSTS,True,,,,,,,
modulr-technology-ltd.cloud.tyk.io,404 Not Found,404,169,modulr-technology-ltd.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,modulr-technology-ltd.cloud.tyk.io,443,https://modulr-technology-ltd.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.230.129.238,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
ms11.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,ms11.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ms11.cloud.tyk.io,443,https://ms11.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
mta01v22.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,mta01v22.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,mta01v22.cloud.tyk.io,443,https://mta01v22.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
my-org.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,my-org.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,my-org.cloud.tyk.io,443,https://my-org.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
mycfs.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,mycfs.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,mycfs.cloud.tyk.io,443,https://mycfs.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
nekom.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,nekom.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,nekom.cloud.tyk.io,443,https://nekom.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
noord-holland.cloud.tyk.io,404 Not Found,404,169,noord-holland.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,noord-holland.cloud.tyk.io,443,https://noord-holland.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.230.129.238,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
ntucmlac.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,ntucmlac.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ntucmlac.cloud.tyk.io,443,https://ntucmlac.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
nyapdv01.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,nyapdv01.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,nyapdv01.cloud.tyk.io,443,https://nyapdv01.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
oconnorreagan.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,oconnorreagan.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,oconnorreagan.cloud.tyk.io,443,https://oconnorreagan.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
org-name.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,org-name.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,org-name.cloud.tyk.io,443,https://org-name.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
organic-mountain-gw.aws-usw2.cloud-ara.tyk.io,404 Not Found,404,146,organic-mountain-gw.aws-usw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-14T08:17:34Z,2024-06-13T08:17:34Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,451dae6c8d638be160f692d5a57165d5,182a549fa911d4f6c4b279b58b3bf6e25474cc581c8381e19c41cae7e2f2dc87,ctls,organic-mountain-gw.aws-usw2.cloud-ara.tyk.io,443,https://organic-mountain-gw.aws-usw2.cloud-ara.tyk.io:443,https,text/html,GET,50.112.180.47,/,1494302000,52.25.49.151,8,False,,HSTS,,True,True,Acme Co,,,,
organisation-slug.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,organisation-slug.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,organisation-slug.cloud.tyk.io,443,https://organisation-slug.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
pages.tyk.io,,404,34160,pages.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T16:33:56Z,2023-08-18T16:33:55Z,CN=pages.tyk.io,pages.tyk.io,pages.tyk.io,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,c36e9efae41daf4661a27d91e760fcc4,7db0b2819975ba2a80c1d42a1e70b438269eb1356cfa5d427a92d02da6565ef3,ctls,pages.tyk.io,443,https://pages.tyk.io:443,https,text/html,GET,199.60.103.30,/,1794817190,2606:2c40::c73c:67e2,657,False,,HubSpot CMS Hub,,,,,,cloudflare,,
parkside-cbs-preprod-arn51.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,parkside-cbs-preprod-arn51.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,parkside-cbs-preprod-arn51.cloud.tyk.io,443,https://parkside-cbs-preprod-arn51.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
parkside-ds2-preprod-cdg54.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,parkside-ds2-preprod-cdg54.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,parkside-ds2-preprod-cdg54.cloud.tyk.io,443,https://parkside-ds2-preprod-cdg54.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
particlehealth.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,particlehealth.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,particlehealth.cloud.tyk.io,443,https://particlehealth.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
pgg3f8.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,pgg3f8.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,pgg3f8.cloud.tyk.io,443,https://pgg3f8.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
positive-slapstick-gw.aws-use1.cloud-ara.tyk.io,404 Not Found,404,146,positive-slapstick-gw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T03:06:07Z,2024-04-09T03:06:07Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,f401c3ed95af80337d58867c872d8b97,2b5b93f5d5fce545766bc2cf3dbcedd72a2609b2048f1e30a1d7584969637ae0,ctls,positive-slapstick-gw.aws-use1.cloud-ara.tyk.io,443,https://positive-slapstick-gw.aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,54.234.117.45,/,1494302000,34.192.6.15,8,False,,HSTS,,True,True,Acme Co,,,,
preliminary-pole-gw.aws-use1.cloud-ara.tyk.io,,404,9,preliminary-pole-gw.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:07:40Z,2023-07-20T03:07:39Z,CN=*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fd212b6f8988590ab5842dfaabbf2ee,4669b881abbd47312be2341a2b501692f36f515786b6e4d095d698f194651036,ctls,preliminary-pole-gw.aws-use1.cloud-ara.tyk.io,443,https://preliminary-pole-gw.aws-use1.cloud-ara.tyk.io:443,https,text/plain,GET,34.192.6.15,/,-738705486,34.229.8.237,1,False,,HSTS,True,,,,,,,
profitpack.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,profitpack.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,profitpack.cloud.tyk.io,443,https://profitpack.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
psicobolario.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,psicobolario.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,psicobolario.cloud.tyk.io,443,https://psicobolario.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
pub-ingress-aws-euw2.cloud-ara.tyk.io,404 Not Found,404,146,pub-ingress-aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-04T14:45:51Z,2024-07-03T14:45:51Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,9891af64b21e820985658d2ffaf3f8da,63e5efe9927c69e64e1c527b23d62027a3e9142dc96bb8fb2dbb70bc2b80cf55,ctls,pub-ingress-aws-euw2.cloud-ara.tyk.io,443,https://pub-ingress-aws-euw2.cloud-ara.tyk.io:443,https,text/html,GET,3.11.137.17,/,1494302000,3.10.236.38,8,False,,HSTS,,True,True,Acme Co,,,,
pub-ingress-aws-use1.cloud-ara.tyk.io,404 Not Found,404,146,pub-ingress-aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T03:06:11Z,2024-04-09T03:06:11Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,690f37c1dae0ee207af18489e3ea5bc8,c59716378e00a50a34f4a61b6f19b0afbda8e296798216699a8a188d93f7849c,ctls,pub-ingress-aws-use1.cloud-ara.tyk.io,443,https://pub-ingress-aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,34.229.8.237,/,1494302000,34.192.6.15,8,False,,HSTS,,True,True,Acme Co,,,,
qz.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,qz.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,qz.cloud.tyk.io,443,https://qz.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
rapids.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,rapids.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,rapids.cloud.tyk.io,443,https://rapids.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
rapidtest.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,rapidtest.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,rapidtest.cloud.tyk.io,443,https://rapidtest.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
realistic-spend-dev.aws-euw2.cloud-ara.tyk.io,404 Not Found,404,146,realistic-spend-dev.aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T22:14:56Z,2024-04-13T22:14:56Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4061ab1f5fc2bd665eb585de7626a1fb,567b6cb3e3a2075d86d9f2d98831a17c10f4d82ec77beadfa0ecfd6284f012c8,ctls,realistic-spend-dev.aws-euw2.cloud-ara.tyk.io,443,https://realistic-spend-dev.aws-euw2.cloud-ara.tyk.io:443,https,text/html,GET,3.10.236.38,/,1494302000,18.170.75.108,8,False,,HSTS,,True,True,Acme Co,,,,
rnps-crl.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,rnps-crl.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,rnps-crl.cloud.tyk.io,443,https://rnps-crl.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
sazito.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,sazito.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,sazito.cloud.tyk.io,443,https://sazito.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
sita.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,sita.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,sita.cloud.tyk.io,443,https://sita.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
slick-webtool-api.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,slick-webtool-api.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,slick-webtool-api.cloud.tyk.io,443,https://slick-webtool-api.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
sore-booster-dev.aws-use1.cloud-ara.tyk.io,Tyk.io Login,200,1861,sore-booster-dev.aws-use1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:07:40Z,2023-07-20T03:07:39Z,CN=*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,*.aws-use1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fd212b6f8988590ab5842dfaabbf2ee,4669b881abbd47312be2341a2b501692f36f515786b6e4d095d698f194651036,ctls,sore-booster-dev.aws-use1.cloud-ara.tyk.io,443,https://sore-booster-dev.aws-use1.cloud-ara.tyk.io:443,https,text/html,GET,54.234.117.45,/,-1752733069,34.229.8.237,55,False,ws://sore-booster-dev.aws-use1.cloud-ara.tyk.io:5000,HSTS,True,,,,,,,
st1-ipdweb.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,st1-ipdweb.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,st1-ipdweb.cloud.tyk.io,443,https://st1-ipdweb.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
