input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,final_url,tls_expired,csp_domains_,tls_subject_org_,tls_mismatched,tls_self_signed
fashionicons.walla.co.il,וואלה חדשות. ספורט. סלבס. אוכל - עדכונים ודיווחים שוטפים,200,690345,www.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,www.walla.co.il,google,443,https://fashionicons.walla.co.il,https,openresty/1.15.8.3,text/html,GET,34.102.212.0,/,-1893007629,/public/favicons/walla-main.ico,34.102.212.0,UIKit,446,False,True,nonerror,0,https://www.walla.co.il:443/,,,,,
fbjx2-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fbjx2-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fbkk22-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fbkk22-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fblr14-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fblr14-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fbre1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fbre1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fcai3-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fcai3-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fcc-site-space.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fcc-site-space.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fccu1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fccu1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fcsprod-efprlvdc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fcsprod-efprlvdc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fd-ngeag-ffdc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fd-ngeag-ffdc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fdac80-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fdac80-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fdcf1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fdcf1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fds-shape-be-qa-qydc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fds-shape-be-qa-qydc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fdsdmzotap.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fdsdmzotap.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
feat1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://feat1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
featuretestnewtriggers.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://featuretestnewtriggers.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
federated-va6.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://federated-va6.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fee8fe30.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fee8fe30.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ferrari-cordia-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ferrari-cordia-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ffco3-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ffco3-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ffor1-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ffor1-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fgbe2-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fgbe2-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fge-2-3-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fge-2-3-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fgig8-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fgig8-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fh7tv5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fh7tv5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fiat-sixty-special-9.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fiat-sixty-special-9.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fiber.walla.co.il,וואלה fiber - מצטרפים וחוסכים,200,144013,fiber.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-12T08:04:56Z,2025-05-13T08:59:10Z,CN=fiber.walla.co.il,fiber.walla.co.il,fiber.walla.co.il,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,3910caf8172f43020acb9181413993d5,99e8563f1ce2fcfc9a31c29c9ef275933fdad6d75e45df131175f703a0015cf7,,ctls,fiber.walla.co.il,google,443,https://fiber.walla.co.il,https,UploadServer,text/html,GET,34.149.148.101,/,-1701120283,/assets/images/favicon-news.ico,34.149.148.101,React,1128,False,True,nonerror,0,,,,,,
fielmann.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fielmann.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
file-preview.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://file-preview.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
file15.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://file15.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
file34.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://file34.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
filegateway.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://filegateway.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
finance.walla.co.il,"וואלה כסף | חדשות, עדכונים ומידע על פיננסים, כלכלה, נדל""ן וצרכנות  - וואלה כסף",200,615546,finance.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,finance.walla.co.il,cloudfront,443,https://finance.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.112,/,1486057536,/public/favicons/favicon-finance.ico,2600:9000:214f:7000:3:5580:6d40:93a1,UIKit,422,False,True,other,0,,,,,,
firstshot.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://firstshot.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fist1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fist1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
flagfish.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://flagfish.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
flakey.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://flakey.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
flights.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://flights.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
flim7-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://flim7-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
flug.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://flug.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fmaa12-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fmaa12-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fmad13-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fmad13-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fmqacrpmws.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fmqacrpmws.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fmscsdpedge02-xmpp.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fmscsdpedge02-xmpp.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fmsqawurl01.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fmsqawurl01.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fnainternal-services-shv-01-fbed1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fnainternal-services-shv-01-fbed1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fnsi1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fnsi1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
foe-sentrol-village-jenkins-stagios-scrips.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://foe-sentrol-village-jenkins-stagios-scrips.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
food.walla.co.il,"וואלה אוכל | כל חדשות האוכל, מגוון רחב של מתכונים, ביקורות מסעדות והמלצות  - וואלה אוכל",200,476834,food.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,food.walla.co.il,cloudfront,443,https://food.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.10,/,-1023544586,/public/favicons/favicon-food.ico,2600:9000:214f:c800:3:5580:6d40:93a1,React,426,False,True,nonerror,0,,,,,,
foodbank.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://foodbank.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
forte.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://forte.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
forums.walla.co.il,חדשות | כתבות ודיווחים שוטפים 24/7 מהארץ והעולם  - וואלה וואלה,200,56024,forums.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,forums.walla.co.il,cloudfront,443,https://forums.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.31,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:800:3:5580:6d40:93a1,React,416,False,True,nonerror,0,,,,,,
fpku3-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpku3-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpmo2-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpmo2-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpnh2-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpnh2-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpnz2-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpnz2-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpoa4-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpoa4-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpoj1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpoj1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fpsawslvdcusw2prod-test.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fpsawslvdcusw2prod-test.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fr-p.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fr-p.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fra02-prd-ctxfsv-01b.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fra02-prd-ctxfsv-01b.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fra02-prd-vault-01e.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fra02-prd-vault-01e.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
frames.walla.co.il,,200,874,frames.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,frames.walla.co.il,cloudfront,443,https://frames.walla.co.il,https,UploadServer,text/html,GET,13.35.58.112,/,,/favicon.ico,2600:9000:2359:4a00:b:fb1d:5980:93a1,Google Cloud Storage,28,False,True,error,0,,,,,,
frankfurt-makofde.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://frankfurt-makofde.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
frao1-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://frao1-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
frederick.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://frederick.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
freeconnectszcu.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://freeconnectszcu.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-0-a1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-0-a1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-17-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-17-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-2-11.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-2-11.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-2-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-2-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-21-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-21-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-23-12.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-23-12.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
fremont-8-16.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://fremont-8-16.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
frgth.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://frgth.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
friends-hist.walla.co.il,פינה של תרבות ישראלית  - וואלה Friends הסתדרות,200,227283,friends-hist.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,friends-hist.walla.co.il,cloudfront,443,https://friends-hist.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.10,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:1400:3:5580:6d40:93a1,React,528,False,True,error,0,,,,,,
friends.walla.co.il,וואלה מייל - דואר אלקטרוני בחינם,200,8474,friends.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T22:47:21Z,2025-05-10T23:41:35Z,CN=friends.walla.co.il,friends.walla.co.il,friends.walla.co.il,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,10d2f3c984492bb556a3dcc1457f84a2,ae55760a78c414cb0f3d7ca546981d6a7929a2e2728aaa9671388846a8213f4b,,ctls,friends.walla.co.il,google,443,https://friends.walla.co.il,https,UploadServer,text/html,GET,34.111.133.27,/,-1701120283,/favicon.ico,34.111.133.27,HTTP/3,197,False,True,error,0,,,,,,
