input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
api-sam.caffeine.tv,ERROR: The request could not be satisfied,502,507,api-sam.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-21T23:59:59Z,CN=api-sam.caffeine.tv,api-sam.caffeine.tv,api-sam.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e76fb0816818d0aa8e8f38a3255a973,e856fe4130340fdf663ebce4afd0e54c7df04f6926df600501cfb7ef8d34b972,ctls,api-sam.caffeine.tv,cloudfront,443,https://api-sam.caffeine.tv:443,https,CloudFront,text/html,GET,13.225.78.109,/,-1426929838,13.225.78.127,Amazon Web Services,16,False,True,,,,,
api-sam.development.caffeine.tv,ERROR: The request could not be satisfied,502,507,api-sam.development.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-21T23:59:59Z,CN=api-sam.development.caffeine.tv,api-sam.development.caffeine.tv,api-sam.development.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,717f4b9db3b3b57d17b43770a8d7ed67,7e44ca7f87ca6005b1f0d23baf5a0f1153d647d22af123a6c6aac956c1c65e72,ctls,api-sam.development.caffeine.tv,cloudfront,443,https://api-sam.development.caffeine.tv:443,https,CloudFront,text/html,GET,13.225.78.85,/,2110673974,13.225.78.79,Amazon Web Services,16,False,True,,,,,
api-sam.staging.caffeine.tv,ERROR: The request could not be satisfied,502,507,api-sam.staging.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-21T23:59:59Z,CN=api-sam.staging.caffeine.tv,api-sam.staging.caffeine.tv,api-sam.staging.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e040bc8fa50cc7f9fec142ff12d4f6e4,652fab1dbd602521dd7981ff5964e049860d9887ba9fe64b489181597d58f9be,ctls,api-sam.staging.caffeine.tv,cloudfront,443,https://api-sam.staging.caffeine.tv:443,https,CloudFront,text/html,GET,18.66.112.121,/,-228409098,18.66.112.103,Amazon Web Services,16,False,True,,,,,
api.caffeine.tv,,404,,api.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T16:31:53Z,2023-06-27T16:31:52Z,CN=api.caffeine.tv,api.caffeine.tv,api.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3109e913d12f8571bbb5bf9f3aa71ab6,ccbd208b4a921b200a31182d51a67ce8ebbe1d956a94bee46e3cfb5a0220810b,ctls,api.caffeine.tv,,443,https://api.caffeine.tv:443,https,istio-envoy,,GET,35.163.241.190,/,-1840324437,52.42.167.40,,1,False,,,,,,
api.development.caffeine.tv,,404,,,,,,,,,,,,,,,,,,,,80,http://api.development.caffeine.tv:80,http,istio-envoy,,GET,35.83.85.23,/,-1840324437,52.32.65.108,,1,False,,,,,,
api.staging.caffeine.tv,,404,,api.staging.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T15:36:58Z,2023-06-22T15:36:57Z,CN=api.staging.caffeine.tv,api.staging.caffeine.tv,api.staging.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd98095cdd6666fa78e453f97a9d9c8a,3850db3546170bac0f35460379172affc34ca65b81de9622761826fac61982e0,ctls,api.staging.caffeine.tv,,443,https://api.staging.caffeine.tv:443,https,istio-envoy,,GET,35.86.5.63,/,-1840324437,52.34.220.49,,1,False,,,,,,
argos.caffeine.tv,Sign In,403,8193,argos.mesh.prd.prd.ethos.usw2.ctv.gg,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T17:35:22Z,2023-07-23T17:35:21Z,CN=argos.mesh.prd.prd.ethos.usw2.ctv.gg,argos.mesh.prd.prd.ethos.usw2.ctv.gg,argos.mesh.prd.prd.ethos.usw2.ctv.gg,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,19d46187decc75fe0dc1ecf9c02c111b,b1c1312595ec9b2ca678ff44d48e406c77f202b33ba3df37dc53005d6a44f1f9,ctls,argos.mesh.prd.prd.ethos.usw2.ctv.gg,,443,https://argos.caffeine.tv:443,https,istio-envoy,text/html,GET,35.163.241.190,/,-1366678549,52.42.167.40,Envoy,76,False,,,,,https://argos.mesh.prd.prd.ethos.usw2.ctv.gg/,
argos.staging.caffeine.tv,Sign In,403,8193,argos.mesh.stg-us-west-2.ethos.ctv.gg,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T13:49:27Z,2023-07-10T13:49:26Z,CN=argos.mesh.stg-us-west-2.ethos.ctv.gg,argos.mesh.stg-us-west-2.ethos.ctv.gg,argos.mesh.stg-us-west-2.ethos.ctv.gg,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,04980ee876f706d0023927c5a00b453a,e8b7e34c78e691031292352ecc1c043949f5681e1bed0739624fa9fff893d34e,ctls,argos.mesh.stg-us-west-2.ethos.ctv.gg,,443,https://argos.staging.caffeine.tv:443,https,istio-envoy,text/html,GET,44.228.163.209,/,-1366678549,52.10.88.109,Envoy,76,False,,,,,https://argos.mesh.stg-us-west-2.ethos.ctv.gg/,
assets.caffeine.tv,404,404,160,assets.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,assets.caffeine.tv,fastly,443,https://assets.caffeine.tv:443,https,Varnish,text/html,GET,151.101.2.49,/,731318629,151.101.194.49,Varnish,11,False,True,,,True,,
assets.staging.caffeine.tv,404,404,160,assets.staging.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:45:13Z,2023-11-10T22:45:12Z,CN=*.staging.caffeine.tv,*.staging.caffeine.tv,*.staging.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,79e7575bb5384d2af98a31680eedd236,bd799c97978c058f53392a8eef45d809a584a53f922b5664d0ba6d7373731d0e,ctls,assets.staging.caffeine.tv,fastly,443,https://assets.staging.caffeine.tv:443,https,Varnish,text/html,GET,151.101.2.49,/,731318629,151.101.194.49,Varnish,11,False,True,,,True,,
broadcaster-admin-service.caffeine.tv,,403,42,broadcaster-admin-service.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-15T23:59:59Z,CN=caffeine.tv,caffeine.tv,*.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b45349c19c11abacac986ab2b6ab586a,1752dbf06be5ba23b14f82084f95161421043b50dcc33483b211dd614dd27ab9,ctls,broadcaster-admin-service.caffeine.tv,,443,https://broadcaster-admin-service.caffeine.tv:443,https,,application/json,GET,54.175.72.239,/,768769774,34.225.188.153,,1,False,,,,True,,
broadcaster-admin-service.staging.caffeine.tv,,403,42,broadcaster-admin-service.staging.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-31T23:59:59Z,CN=staging.caffeine.tv,staging.caffeine.tv,*.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,61c0f52ce4a132c3c7c9cd3d5b0629fb,25cb860d3fc26226d8da41983e07fd1ca47f644b2c57d94d61ca528516df14f2,ctls,broadcaster-admin-service.staging.caffeine.tv,,443,https://broadcaster-admin-service.staging.caffeine.tv:443,https,,application/json,GET,54.160.75.24,/,768769774,54.165.208.152,,1,False,,,,True,,
broadcaster-admin.caffeine.tv,Anmelden – Google Konten,200,103464,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://broadcaster-admin.caffeine.tv:443,https,GSE,text/html,GET,142.250.185.211,/,-364991287,2a00:1450:4001:812::2013,OpenGSE,1885,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAP4Z-5tRc8vq2uw-yjResN8LirZJL1SzqVuVSq0bI5Jz39UrSIyMhNdICQZ48Y505YIdphfcsXBKCtK9BiSwEVfAXKkJAFLy1jpDXC2rqGP_WtiIDQ28FHmtOLz4io87OOQan8P6YWU_JYDXTMOxin-Ny5WmUq3YpFvLeTpFVb5PZ69LSyWBjzUVA1wxB2Yy1E2rCQ9IMZ70MOlYxZxP3zoR-Z5QVml5tptJOkTvJXCepuOjK7p_HycVLhqiHcCjETL6PwdLzt3blWnCosowX9UPa0yE9LjHunY1rFbN7QUdK5rtKmHQd39fX4l7s3XUSQXIoauUQTCGbuw8GJlkr3mbLe6NS4qo3qtVVaivEqlVzKSaA9938kJkz5s00qaYSurVwBCNOX4YWHkI13c2l4P7lYq754SKOHrt-YgrF4BECnEnB8hg0FnJB5nI5raku1aq-FSQj7R1vSUQAnRCTU4oj8_Jw%26as%3DS-334800268%253A1684825335238349%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneFUnoVhiahnbI4Tmhsp49Fex_IgmNNUMdCg7Xy19ft7AWHjPR6oWlmb-3sa_zA6_MEzScLbkg,
broadcaster-admin.staging.caffeine.tv,Sign in - Google Accounts,200,688724,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://broadcaster-admin.staging.caffeine.tv:443,https,ESF,text/html,GET,142.250.186.179,/,181280213,2a00:1450:4001:811::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1561035459%3A1684825335287297&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=rou4nCSCJwwajKOgiB6RVQFggTfR38pZP9TiBFBGBic&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkE-3PY9bdvRV5xW2-1VqtpI6qMqyiijWB6Pf6ah5CM0ulGTfDnz8blieMPauN3d6t_oU_SP5aekAqAOawW4jsenFNYpmzF_SJrweyxpg0aiSOjatiO3BBuf8FDL2vUUnZ5Wmm44NyHwDToo0YsnWPeTyA6voy4I97S30ksBPUAo_zaegiKfysv8J6reN9eqb-BAD_OKyb39X-qaHcfjzh4u712TlBlBRNpoqhTleQLMO-uSmsylh-FWzOnXVXB6dM69qjKfQ3muBvDX_I7jvHCke3cZw65BIxMDPIy_ZAMUmbRQmD2epGR_-vj6pEfrXVbNw7Xn0ApGP2xQADw4AijBCtsDTAxSJS1d-_cxjDF0UBHiHxxB9gb-5RuYuRNfPLRYuE9tAM8UAuTpFXG332OygUGPszEbe13VgpkyHD-evBgGoh8LVK6Y22sj3Yebo67klrlaSaGKN657nVvvmq-96YDXw7jWvqiihdNrmFcK4cW7-lxHVvT1iuUu_-P1fIjP9PIgVWbwzURmA62N6w0SAhGsHlCOyv6cBle6MmscYojKTx-UKAZVHrkJVLVqUsYnnac4y8Q1HVmPx9DQbkrBS7IyJ8ZorQ72T5EiKb9il1x1-tPobAvknmCHlXopUdTuxlKkHn6fzA6PvA0rLHfpq5g9W4uaq_3JiFQDIpYige8y4nnD7YTMf7dlpPFgr99PblwQ6bv5uISC2AlOdqPfjg696ZvbIJBQn4hJOEs6HqP_eXRChAuJWMx_vNXRrQfxewAfPiXaUxsAPabu5AZcoJ1rUGdf-9Cm3SCPi3lY0T0aJXV_tRML8lD5YlrQ9yJp2Rhe-kaUS6rkZgiTDChkORRrAOP9mH7qE1bDkX75aGn1R4bY70UQi8fBc2mx24XIdSSslD93CrESUaO5zwqhDXTwGyoftpGcE56USr_EiTWHVWjn_8KWoTJ1RWW6lYt9ubEIXTm6F0DTF-WLRnKO3AMVjkEsmojMswpkdVRogBsYKs4gw2v9XkMwM0YgrrLbR0F4FJ4Kq9CR1NNpHiZWCz36HIu1DVik8A8pm2aOtzxbtcR2GBDZmYJFmEpxrTK1zBjQ98-4wnm7A&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMB-pN4Bg1kigG5aQqdyCfT19-D1iXYCe0xFyZJZUE0DQ02xY-VqL6ogAYODGdSx94oSuBhNXA7c-2W5d26FZ4AOSd6YhhvkjLcUh_CZJrK41Putr2O8YeT3Gl2MoSzoH8DVSW2oihYuMyDDoWffbXCjzWw2FJZNCTPvGWMlR6k_U0QW1xJNPJGZjvSw2qw34C305PFupdnWrWe9Vv_nnn_42nDtVuv-PQIE8cACV1h9HxYUayIwThclWq5Cu8QpQTnKci0QHVMpYsYcivpY0ariLRnzpMkjUCRW0Dv03RCX_N80dNlWnjJUJV45vnGf10_R5SP0l6YMM2U6t6JV2-1VpNz0F-5h89unKHuSvum5xwc0_LFIGs3PIwhPNsAnbFMvsRvfxQPcvaslHtxN4lTZa5jyK14_HCGV6z_gn5bb1GxPu3Y1tmR8B6YQCb1LvVTYAKuIWBtxBtSWhfBMqNrcfm8-A%26as%3DS1561035459%253A1684825335287297%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxceEs6lDoGa1T7yIp_AfvXGYxZlXU-ArtjvrvzAKITGpe-iG1YcLkV4tpB6dm9S2btoUmh9Kn6DDTvSo14zhaTmohkz1bA,http:
brt.caffeine.tv,Anmelden – Google Konten,200,115078,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://brt.caffeine.tv:443,https,GSE,text/html,GET,142.250.184.211,/,-388614643,2a00:1450:4001:82b::2013,OpenGSE,1973,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAPBr-FXmmrMTtvyxk37qaBQ6z9sqDtSeyqeBFhswSr1GUIY3V7yCOnBxhJGe8gzsrFdIaT10CD186dMEnY6HERHAa75jD-BrfqdVMD9fODYgOUbppJ1e__MiOKVmLE8Vk1GkwEGoeGTbd5MVWUJyCzwvWf9BqgeeM6MqIDUCkIoT4miZ2gwV8-ojMsrja2xHCX_mZjuHttQ0xzXGA8krAF7mQZ2sGZCFOMYe-3m3Iq-jSwGBW4PFyq0xFnE03GziCHBoH4CgeV87Wp8D30x3L5MfkzHa9ZQFMCGWf-RcLWyFApvjWJii5vAPAHK7rDnof_12qbdReCnI_FDKU4EKT8EVR4cQbGuDoLoN4Qs37ZYmPGvt3h2h7mnFk1owWnY21C1hEGUdbT0VlYZ9vzAF_H0UHlT6NHDQ2mU6j8nY8WmyGC9OvR9EP6Mc45BLcu-reuju-NKqiPa1JPQzoYNy_zgWYHwyg%26as%3DS-1576922660%253A1684825335262104%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneEUZXsSBi0Ootj2Ja2LhvdViQMCFu3s_CQkbLoMRAsmCZQmS7etlep-tXkbH8eTwcoszI4usg,http:
caffeine.tv,,200,22787,www.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,www.caffeine.tv,cloudfront,443,https://caffeine.tv:443,https,AmazonS3,text/html,GET,18.66.97.49,/,-2030498528,2600:9000:223c:a000:9:47b9:ba80:93a1,Varnish,257,False,True,,,True,https://www.caffeine.tv/,
chromecast.caffeine.tv,,403,243,chromecast.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2024-01-18T23:59:59Z,CN=chromecast.caffeine.tv,chromecast.caffeine.tv,chromecast.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c90795236536fa91194e5968ed467b59,8dafec0ef1fc40313694417edb02c5b60e283ad0faca08e013483d4fdd90662d,ctls,chromecast.caffeine.tv,cloudfront,443,https://chromecast.caffeine.tv:443,https,AmazonS3,application/xml,GET,99.86.4.96,/,-1889428892,99.86.4.92,Amazon Web Services,2,False,True,,,,,
chromecast.development.caffeine.tv,,403,243,chromecast.development.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-01-15T23:59:59Z,CN=chromecast.development.caffeine.tv,chromecast.development.caffeine.tv,chromecast.development.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fff14d58382c68100a250e3eee464eaa,19ed6743046af79b2d3b21013d86185bb0d23068930915b4af22666afdd0c42e,ctls,chromecast.development.caffeine.tv,cloudfront,443,https://chromecast.development.caffeine.tv:443,https,AmazonS3,application/xml,GET,13.225.78.31,/,1343425791,13.225.78.36,Amazon Web Services,2,False,True,,,,,
chromecast.staging.caffeine.tv,,403,255,chromecast.staging.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-31T23:59:59Z,CN=staging.caffeine.tv,staging.caffeine.tv,*.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,61c0f52ce4a132c3c7c9cd3d5b0629fb,25cb860d3fc26226d8da41983e07fd1ca47f644b2c57d94d61ca528516df14f2,ctls,chromecast.staging.caffeine.tv,cloudfront,443,https://chromecast.staging.caffeine.tv:443,https,AmazonS3,application/xml,GET,13.32.99.17,/,-1575280107,13.32.99.110,Amazon Web Services,2,False,True,,,True,,
community-dashboard.caffeine.tv,Sign in - Google Accounts,200,615528,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://community-dashboard.caffeine.tv:443,https,ESF,text/html,GET,142.250.184.211,/,1810154542,2a00:1450:4001:830::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-485738741%3A1684825335263676&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=nF-7PpMlZEnNW0gnIKqoYNzFVeUebr1cqwCGOWcujsE&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEifk6GzGZBPFpZm9ykko7N2VBPe-7yB6-Y2dBOMjLfzgMwLDe7_jO00OYW1pvEVCH3oV6YxGfQEJVWa4y_ofG_UXvarlDA6Y2n14eYx-KD-CzM2gFfZYIHBxIS77F_EUwKk_1w0Xty63kf34KVuaxtagi0TJW4unxzJGqP3_tXeiTG9K1uikD2YmpyCZ4AGTTMdt9_6bEfUzsBedgihigkOWJHycvF-zvPqSur3c9bYg5I_Xa-7LY6O1Nd14l4Uirv8cRxvuGbyGRYxNrFQ3xzG08XNLEZTeYhHU_Wp1G6Qq5K0oFV2_dDRukNGNLIpLDS9E2PzL5_jY-sWfy4W7ACPn0b4DRLNNBd3zCEvBuj_q-iD9z-po8HOavBbbsyPLnMkCnCIUezC_14csBCU5KCraMSVv4BVolVA20IOa3rRXu5PShen-VI-qPwwINnRqB0U5gy6S7YmSr08QYY8kTlpU8gectaOQbkb_9iTHErhy1yZ1LrSp-32Ak5PSRI2xcWfn41tohry_wpU5zDOfUWyPTvNMeGbkQRVgCPusLUF8q0mPUG6eciQz0FBaW5Uu_CZ_lVIaG7NroRVsf4n54VmtRZL15lQy1jHWnISaDfX92xPspAf42jya2EYttv5u5hMfuwNrPpJK4bqxr2Fb4IYDONw5v7wEv-XDFhhnTQGkvQeJirkZa-7a-9QEPvJ1CGHudW4bYKbhkA8U_8mx12TPg7XjiGutdvDAP4paXvGCTlW2qG9Aw_yJek1Ph1V5cmt8EyvsoA-inBs8PdIIxlr7gQZp-m0TBzJhBG9YU5tTn6kGNQha45ITJ3IgAN_XF9N7hLhHo31ApGGCtKAhCAX1x_3e9czyF2Oq8DW4KZbCVMfbhSF8KZ9t_cKvfJSaqn23D-3I4saWYW6zMMx_0npSGbby0nkaDBNTklE42DA_CmN0UsBpHIuHc6Tbf5X6cXptnIkMx1EORZKmgge0CI4Y1AneOzWJE_BtuJqzsn_jw7u9wyYMsiaQX13v__1S4DVzI-z1oLx35RiotO5EYIOK8HB3SEUlZNzoEGAIyMYUi714VPm2vlXPD&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPfJwICPweKq1qrnUIl8ugsog3mycnt-q_xPelmna1ginxzGG-OzFk0qv2wpQ9MrzP9PXmjUFBlpRVKLsWCfr1PT_cCocIIWNiplFYS7LTIeTZlFcWnaUcdeySSvjcpaAQgVb77_ZykJYETeLazGGhxb3uGNNBOGCiCpKg5-dd_Fg8UhwcbPOMMUlTVUCH8gSSbJhZBMvZD7zxUoQeFhQQ8uz6HS6lTbLRUiUQfE6kVW3Jt21wuyMGsgA3-KqaWwDI1MSK1Gkw5fxpH_X-UP_oS4BJAwBOcmkoQ2upflYCwVhnHD213Z48km_89DR8r20Rviv2G5XZ4nPTklYhe3x58m8PfwY3CqyXqkb0Z0y8f3Io3cTcckK1UGP6si2QQwk7pdokE_fWfsTLetiLH_HbhSNu3Y-M9iO-UifZDOvlolri7ShpKXKvYDw21gi09AqNGeH0TKDGdR5XiyFddBP1vg6218Q%26as%3DS-485738741%253A1684825335263676%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfNzqPT17venqVkO-OYpuwiGe9lbNv8BS9hcsfRHKl1ofoJ9aF02s1WVz34JRn424n8828tAuQJ9IymmyG-NXxQO6Q6lA,https://www.google-analytics.com
community-dashboard.staging.caffeine.tv,Anmelden – Google Konten,200,115791,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://community-dashboard.staging.caffeine.tv:443,https,GSE,text/html,GET,142.250.74.211,/,-1156730781,2a00:1450:4001:810::2013,OpenGSE,1930,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAMt0qAFUv_jRNhCjZl9dx2XgW_bY9ZRd3oLnXPOh0BHp-Z9u010oLfMwoMuzsdGZgaUDyDzZve6hQ5STOfEU7RXjuDCDt55qIissfpOPWuaBYgNCy2zZnUWDNpt7Rl3KNErlnoMR5_V-AGkqiQVKQxZmJAyg9bhZNTkpauW2TeQMgwaJoZc06Lsxao1uGWDlBVm5XsxQLE28XQ85E2jjJJUD6eljq0pXqyEfqyMV9eBdeBVKKsKh656hd6Qcu5BUbqVEgSjo1_S0tuSJtWiChGm4d3XinI-M3qq2GcoSygwor3Vq-qLPEj8uOIuzwmlvRLw5X6GMUAFMt-eFGoJfGY8EhJZfoEX1TkU9L1zi-xbnUzVAZTS7u6okXH5a5MEYGIijm6erP4z5UBhE7cn-1Sa9LnSO6kqGT2UMXyGarxpslw5DoVj0QfIO_AdQbOqb75mmuRhuAumP0E2mLU4TUl1w_AFKg%26as%3DS-553206548%253A1684825335256561%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneHwhycwlgQ-1wxehNfVca5LwmoJ5Lcd8Vuf1hfQLmp9c6IZyCOjvnotuxoFU3Mo017w11rTmw,
