input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,cdn_name,final_url,cdn,csp_domains_,tls_mismatched,tls_expired
*.roblox.cn,罗布乐思官方网站-腾讯游戏,200,13629,roblox.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-09-18T23:59:59Z,"CN=xylz.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",xylz.qq.com,Shenzhen Tencent Computer Systems Company Limited,xueying.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,18301f97cae53f7797b4b5c9a41616c9,29c69ea7ea8c9584c5f89ba34d98c3c6c10f554feae151805cbcf3c245676135,,ctls,roblox.qq.com,443,https://roblox.cn:443,https,text/html,GET,43.152.29.13,/,1853794340,43.152.29.14,239,False,nginx,Nginx,,https://roblox.qq.com/,,,,
*.sentry.io,Special thank you | Sentry,200,327896,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,Sentry,docs.getsentry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6b174547e8f703712daa649b8a08a4bd,de3519d9d81936d595ed94c7d2ffbda0e48bf16e4f3c4e3465091448ea8865c9,,ctls,sentry.io,443,https://sentry.io:443,https,text/html,GET,35.188.42.15,/,-1840324437,35.188.42.15,72,False,nginx,webpack,google,https://sentry.io/welcome/,True,bid.g.doubleclick.net,,
abtesting.roblox.com,,404,76,abtesting.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,abtesting.roblox.com,443,https://abtesting.roblox.com:443,https,text/html,GET,128.116.123.3,/,1792833551,128.116.123.3,3,False,,,,,,,,
accountinformation.roblox.com,,200,16,accountinformation.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,accountinformation.roblox.com,443,https://accountinformation.roblox.com:443,https,application/json,GET,128.116.121.4,/,1625568199,128.116.121.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
accountsettings.roblox.com,,200,16,accountsettings.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,accountsettings.roblox.com,443,https://accountsettings.roblox.com:443,https,application/json,GET,128.116.121.4,/,1625568199,128.116.121.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
adconfiguration.roblox.com,,200,16,adconfiguration.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,adconfiguration.roblox.com,443,https://adconfiguration.roblox.com:443,https,application/json,GET,128.116.121.4,/,1625568199,128.116.121.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
admin159.artifactory-edge01.rbx.com,JFrog,200,2859,admin159.artifactory-edge01.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-15T23:59:59Z,CN=artifactory-edge01.rbx.com,artifactory-edge01.rbx.com,,*.artifactory-edge01.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4cc113b9855ef7dcbadcb30569611339,2d6a91557f2eb60f8dd45df07cf81fb2a28457aed6e2d1e37ce9210857362e3a,True,ctls,admin159.artifactory-edge01.rbx.com,443,https://admin159.artifactory-edge01.rbx.com:443,https,text/html,GET,13.56.67.11,/,-138391155,54.183.163.125,1,False,,Amazon Web Services,,https://admin159.artifactory-edge01.rbx.com:443/ui/,,,,
ads.roblox.com,,200,16,ads.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,ads.roblox.com,443,https://ads.roblox.com:443,https,application/json,GET,128.116.121.4,/,1625568199,128.116.121.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
adservice.google.com,Error 404 (Not Found)!!1,404,1561,adservice.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,adservice.google.com,443,https://adservice.google.com:443,https,text/html,GET,142.250.185.226,/,302920777,2a00:1450:4001:82b::2002,12,False,,HTTP/3,,,,,,
advertise.roblox.com,Ads Creation and Management,200,11551,advertise.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-02T23:59:59Z,CN=advertise.roblox.com,advertise.roblox.com,,advertise.roblox.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73267236456bf58e79b529a1c788c17d,420cd3005c8e2032fcda5699654c0260dba35fca7756c26cb421f5b347b821b7,,ctls,advertise.roblox.com,443,https://advertise.roblox.com:443,https,text/html,GET,18.66.112.72,/,-740766194,2600:9000:223f:600:1:ec62:7a40:93a1,420,False,AmazonS3,React,cloudfront,,True,,,
affiliates.roblox.com,,404,76,affiliates.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,affiliates.roblox.com,443,https://affiliates.roblox.com:443,https,text/html,GET,128.116.121.3,/,1792833551,128.116.121.3,3,False,,,,,,,,
ams1-128-116-121-3.roblox.com,,404,76,ams1-128-116-121-3.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,ams1-128-116-121-3.roblox.com,443,https://ams1-128-116-121-3.roblox.com:443,https,text/html,GET,128.116.121.3,/,1792833551,128.116.121.3,3,False,,,,,,,,
api.arkoselabs.com,,404,,api.arkoselabs.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-23T00:00:00Z,2023-09-22T23:59:59Z,"CN=arkoselabs.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arkoselabs.com,"Cloudflare, Inc.",*.arkoselabs.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b992b3356f324a2a742505c7ecbe269,ee3e9e8a402eeccffc5e7006736e8dab7c33742379f92d156b9b884f0bb04ab1,True,ctls,api.arkoselabs.com,443,https://api.arkoselabs.com:443,https,,GET,172.64.145.27,/,-1840324437,2606:4700:4400::6812:2ae5,1,False,cloudflare,HSTS,cloudflare,,True,,,
api.roblox.com,,403,50,api.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.api.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.api.roblox.com,Roblox Corporation,api.roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1e6a1294ba4fcaca30aa06095a42e70b,2c1a13052bc6b5d398851fc989d420c8fa3ac94e7b75b99319cf5f16729ea94e,True,ctls,api.roblox.com,443,https://api.roblox.com:443,https,,GET,128.116.119.3,/,-1240881913,128.116.119.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
api.ros-dev.rbx.com,Error,404,139,api.ros-dev.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-05-11T23:59:59Z,CN=ros-dev.rbx.com,ros-dev.rbx.com,,dev.rbxofc.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1c61ebb8442fc511548cd1c9bcb8c99d,8e67aed189df63fb0e5f094cebb0240fa7cb54c52b62a62b7d8f328c85dfd261,,ctls,api.ros-dev.rbx.com,443,https://api.ros-dev.rbx.com:443,https,text/html,GET,34.199.175.229,/,1593207841,54.175.157.172,11,False,,,,,,,,
api.ros-snap.rbx.com,,404,19,api.ros-snap.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=ros-stg.rbx.com,ros-stg.rbx.com,,ros-snap.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b5b69de282472ff7a585abccafbacc4a,6f729c613cd0d1e254c549e957604408cc1ca0deb8f4ba4e456ae3fb8be8ef25,,ctls,api.ros-snap.rbx.com,443,https://api.ros-snap.rbx.com:443,https,text/plain,GET,34.236.200.224,/,-138391155,52.3.13.204,2,False,,,,,,,,
api.ros-stg.rbx.com,Error,404,139,api.ros-stg.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=ros-stg.rbx.com,ros-stg.rbx.com,,ros-snap.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b5b69de282472ff7a585abccafbacc4a,6f729c613cd0d1e254c549e957604408cc1ca0deb8f4ba4e456ae3fb8be8ef25,,ctls,api.ros-stg.rbx.com,443,https://api.ros-stg.rbx.com:443,https,text/html,GET,34.236.200.224,/,1593207841,52.3.13.204,11,False,,,,,,,,
api.ros.rbx.com,Error,404,139,api.ros.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-03T23:59:59Z,CN=ros.rbx.com,ros.rbx.com,,*.ros.rbx.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82aba8118ae50d25d0bbd894a15580ed,4a2ca19bb4e53c7a4285b4a19a9f0015b3983d230737696dfb9b417d599728d6,True,ctls,api.ros.rbx.com,443,https://api.ros.rbx.com:443,https,text/html,GET,54.221.156.81,/,1593207841,34.236.207.169,11,False,,,,,,,,
apis.roblox.com,,404,,apis.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,apis.roblox.com,443,https://apis.roblox.com:443,https,,GET,128.116.121.4,/,-1840324437,128.116.121.4,1,False,Kestrel,Microsoft ASP.NET,,,,,,
apis.ros.rbx.com,,404,19,apis.ros.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-03T23:59:59Z,CN=ros.rbx.com,ros.rbx.com,,*.ros.rbx.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82aba8118ae50d25d0bbd894a15580ed,4a2ca19bb4e53c7a4285b4a19a9f0015b3983d230737696dfb9b417d599728d6,True,ctls,apis.ros.rbx.com,443,https://apis.ros.rbx.com:443,https,text/plain,GET,34.236.207.169,/,-138391155,54.221.156.81,2,False,,,,,,,,
argus.rbx.com,Anmelden – Google Konten,200,105088,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://argus.rbx.com:443,https,text/html,GET,34.96.126.204,/,-1442285967,34.96.126.204,1885,False,GSE,OpenGSE,google,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAOWOu0SrgeE86TVZ3LP7Q0chL96f_ImqP2QvghWVRVjPW2jnuNaJQSwfzNNALxu_Qh6RzExLjDyVfx_ly4jDo-bh3qsX4dM-EMD3j0RrDMlbSIQlM_MGzdDCzVo1V8tu37X3JwCGZDgLaaZpTbq96y5FwEjeGWFIiR0YHOLtKhG9GI5n5TeG64eEavl54JmvDULMvq-ci1IfIFRkHC8X9mu4_j5BnwmrxaCBVyLqHmLm3cM2KAt5BL7aIUyZhJIbVwErBVvx0AbZESk0I9NItllXaDuotherG54htJc9K-NvCDj8jwxKvYRBz418whLVhDoAlp3Tt-gU7bnpoNxElQRAiajuk_cjuGplMYSgrwTk-7cv95qlbl72U-TQIqHyUhHBSswXDJS87-DWi-ii-a194g6I83wa7aQUiuekAtjd8UZ2gazrmncWoWi7BwPG6RftAzYdZv-wUzPdyrrsyCj49z6kQ%26as%3DS-1006063086%253A1684222578620940%26client_id%3D328047979580-kimp1vo00jdolk8frscusbp0uqcejrk0.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneFoMJrHyQ_FI-lEwwrs8V2FFnUdDfvDk4dlsVR2l-dZ9QOeCWavvm5xTs0DbiwIPtBaO8U7JQ,True,,,
artifactory-edge1.rbx.com,JFrog,200,2859,artifactory-edge1.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-23T23:59:59Z,CN=artifactory-edge1.rbx.com,artifactory-edge1.rbx.com,,*.artifactory-edge1.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f62479b6ea39b8bb60aa9a02c7322409,0d0430256267a6ebecca6b75a748abf3a8fcfdb4545a2a6c000b2646c5f0de83,True,ctls,artifactory-edge1.rbx.com,443,https://artifactory-edge1.rbx.com:443,https,text/html,GET,54.183.163.125,/,-138391155,13.56.67.11,1,False,,Amazon Web Services,,https://artifactory-edge1.rbx.com:443/ui/,,,,
ash1-128-116-114-3.roblox.com,,404,76,ash1-128-116-114-3.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,ash1-128-116-114-3.roblox.com,443,https://ash1-128-116-114-3.roblox.com:443,https,text/html,GET,128.116.114.3,/,1792833551,128.116.114.3,3,False,,,,,,,,
assetdelivery.roblox.com,,200,16,assetdelivery.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,assetdelivery.roblox.com,443,https://assetdelivery.roblox.com:443,https,application/json,GET,128.116.123.3,/,1625568199,128.116.123.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
