input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
argocd-applicationset.ops.ibops.net,403 Forbidden,403,146,argocd-applicationset.ops.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-29T23:59:59Z,CN=argocd-applicationset.ops.ibops.net,argocd-applicationset.ops.ibops.net,argocd-applicationset.ops.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1ec7ae56f310cf54c48f93db6232401a,f5f10bf81a82a6d5b2bb322c4e6370fc4f64e765ed65e379e94aa45cab41a66f,ctls,argocd-applicationset.ops.ibops.net,,443,https://argocd-applicationset.ops.ibops.net:443,https,,text/html,GET,52.23.20.95,/,-1561873722,34.202.186.192,HSTS,8,False,,,,,,
atlantis-ipn.ops.ibops.net,403 Forbidden,403,146,atlantis-ipn.ops.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-25T23:59:59Z,CN=atlantis-ipn.ops.ibops.net,atlantis-ipn.ops.ibops.net,atlantis-ipn.ops.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,034b7e2099e52a5b420738e308c58835,eb81ac636bd1c24f09ec7f48e37480b236fa13a2157929f0e3ea41cfe1d87dab,ctls,atlantis-ipn.ops.ibops.net,,443,https://atlantis-ipn.ops.ibops.net:443,https,,text/html,GET,3.225.166.189,/,-1561873722,34.202.186.192,HSTS,8,False,,,,,,
atlantis-microservices.ops.ibops.net,403 Forbidden,403,146,atlantis-microservices.ops.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-25T23:59:59Z,CN=atlantis-microservices.ops.ibops.net,atlantis-microservices.ops.ibops.net,atlantis-microservices.ops.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ab232ad892afa4478524c4d0da1d1ed9,d08d3e4255120ebfbd277f3e4dd12e1e025655c40094252a71863981563db2a2,ctls,atlantis-microservices.ops.ibops.net,,443,https://atlantis-microservices.ops.ibops.net:443,https,,text/html,GET,3.225.166.189,/,-1561873722,34.202.186.192,HSTS,8,False,,,,,,
auth-origin.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,,443,https://auth-origin.ibotta.com:443,https,cloudflare,text/html,GET,18.204.81.156,/,-1088302829,54.84.191.180,Yoast SEO:20.10,1049,False,,https://home.ibotta.com/,,,,"Cloudflare, Inc."
auth.alg.ibops.net,,403,42,alg.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-19T23:59:59Z,CN=alg.ibops.net,alg.ibops.net,alg.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9111a5f6b5e59306bf0521f18bafed20,3168103dfdb8fb5fe1a1af5471bfbad00556217956c64d48693aad0b282783d2,ctls,alg.ibops.net,cloudflare,443,https://auth.alg.ibops.net:443,https,Server,application/json,GET,104.16.83.103,/,-738705486,2606:4700::6810:5367,,1,False,True,https://alg.ibops.net/,,,,
auth.alg.staging.ibops.net,,403,42,alg.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-19T23:59:59Z,CN=alg.staging.ibops.net,alg.staging.ibops.net,alg.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51430d471dbc29f6c9025eb8b8e6c6ac,a58aeccbcb0e6ae515093ea321cc6f01fadbb4281e8c0d9eaf065a740c0df2fb,ctls,alg.staging.ibops.net,cloudflare,443,https://auth.alg.staging.ibops.net:443,https,Server,application/json,GET,104.16.83.103,/,-738705486,2606:4700::6810:5367,,1,False,True,https://alg.staging.ibops.net/,,,,
auth.dashboard.ibotta.com,Docs | IPN Dashboard,200,484664,dashboard.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-29T23:59:59Z,CN=dashboard.ibotta.com,dashboard.ibotta.com,dashboard.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a9e11f9310741df6fbb0d41b4a5b5d64,3bcd3d07d6b018a89637ed913150632ca6d040345505f1fb5737a2535a4991e6,ctls,dashboard.ibotta.com,cloudflare,443,https://auth.dashboard.ibotta.com:443,https,,text/html,GET,104.16.82.103,/,-738705486,2606:4700::6810:5367,Vue.js,2177,False,True,https://dashboard.ibotta.com/,,,,
auth.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,cloudfront,443,https://auth.ibotta.com:443,https,cloudflare,text/html,GET,13.32.99.58,/,-1088302829,13.32.99.112,Yoast SEO:20.10,1049,False,True,https://home.ibotta.com/,,,,"Cloudflare, Inc."
auth.rdef-external-gateway.staging.ibops.net,,403,85,rdef-external-gateway.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=rdef-external-gateway.staging.ibops.net,rdef-external-gateway.staging.ibops.net,rdef-external-gateway.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6285273868aa9a58a13459b6eeed728d,a86222d04ab51431912cdc13f585ccc3a35ec3b1fbc8b51b011b1f91ad25acfe,ctls,rdef-external-gateway.staging.ibops.net,cloudflare,443,https://auth.rdef-external-gateway.staging.ibops.net:443,https,,application/json,GET,104.16.82.103,/,-738705486,2606:4700::6810:5367,,1,False,True,https://rdef-external-gateway.staging.ibops.net/,,,,
authenticate.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,cloudflare,443,https://authenticate.ibotta.com:443,https,cloudflare,text/html,GET,104.16.83.103,/,-738705486,2606:4700::6810:5367,Yoast SEO:20.10,1049,False,True,https://home.ibotta.com/,,,,"Cloudflare, Inc."
backend.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,,443,https://backend.ibotta.com:443,https,cloudflare,text/html,GET,54.84.191.180,/,-1088302829,52.21.216.127,Yoast SEO:20.10,1049,False,,https://home.ibotta.com/,,,,"Cloudflare, Inc."
bex.ibops.net,,200,24,bex.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T00:00:00Z,2024-07-25T23:59:59Z,CN=bex.ibops.net,bex.ibops.net,bex.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2733d964fe9e7793b17f3d645db8f6bf,233db0661610b679c553efefafc99f43873dfadf18c080555ab72037a8e8c1af,ctls,bex.ibops.net,cloudfront,443,https://bex.ibops.net:443,https,,application/json,GET,18.66.122.87,/,805159274,2600:9000:2250:ea00:a:1c8a:d380:93a1,HSTS,1,False,True,,https:,,,
bex.staging.ibops.net,,200,24,bex.staging.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T00:00:00Z,2024-07-24T23:59:59Z,CN=bex.staging.ibops.net,bex.staging.ibops.net,bex.staging.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f599cc5c6a6af8c3467c784c7abaf778,3e00905074440fb523fc2989e225ee2e21ccdaaf707ad2388151610fccd75569,ctls,bex.staging.ibops.net,cloudfront,443,https://bex.staging.ibops.net:443,https,,application/json,GET,13.32.99.129,/,805159274,2600:9000:2251:da00:1b:6f0b:c080:93a1,HSTS,1,False,True,,https:,,,
bid47ia.7106961t.partners.ibotta.com,Trust & Safety Policies,200,101520,policy.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T00:14:30Z,2023-08-19T00:14:29Z,CN=policy.hubspot.com,policy.hubspot.com,policy.hubspot.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,af3d4c9fce578b0d014e028680fe38a6,f5a42f42320fbb732a115205017306548a66bb01b8163a8f5b78964cfad8e0f1,ctls,policy.hubspot.com,,80,http://bid47ia.7106961t.partners.ibotta.com:80,http,cloudflare,text/html,GET,158.247.22.176,/,-2078428639,158.247.22.176,HubSpot CMS Hub,1672,False,,https://policy.hubspot.com/abuse-complaints,,,,
blog.ibotta.com,Make every purchase rewarding - Ibotta Blog,200,72435,blog.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-06-16T23:59:59Z,"CN=blog.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",blog.ibotta.com,blog.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0dadd9389e33c834972c8f2066911458,0d548625baaeedd2de020025bd4e36bf08601857d1a44794b6954abbfa07c613,ctls,blog.ibotta.com,,443,https://blog.ibotta.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,Yoast SEO:20.7,962,False,,,,,,"Cloudflare, Inc."
catalog.ibops.net,Ibotta - Sign In,200,20836,ibotta.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,ibotta.okta.com,cloudfront,443,https://catalog.ibops.net:443,https,nginx,text/html,GET,52.222.214.73,/,-1060399951,2600:9000:223d:4a00:1c:42f3:1880:93a1,Nginx,494,False,True,https://ibotta.okta.com/oauth2/v1/authorize?client_id=0oa4b7k2ejqPIA9Jn697&redirect_uri=https%3A%2F%2Fcatalog.ibops.net%2Fauth&response_type=code&scope=openid%20email&nonce=46589bb4aec380f6333f6fe42759e2f9c1635f8912dea7421a0f89f49dd7325b&state=%2F%3F,*.mapbox.com,,True,"Okta, Inc."
community.ibotta.com,Security check,403,7214,,,,,,,,,,,,,,,,,,cloudfront,443,https://community.ibotta.com:443,https,cloudflare,text/html,GET,18.66.112.119,/,-1384278490,18.66.112.52,Cloudflare,104,False,True,http://help.ibotta.com/hc/en-us/articles/10327380317202/,,,,
cs.ibotta.com,Unsupported Browser,200,318,cs.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=cs.ibotta.com,cs.ibotta.com,cs-k8sweb.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a40f134ac3ba21575498c815a758b910,1eb204bb53b6630f4d02171dbbbab2c79fce46f328333b6273d6324b1967029d,ctls,cs.ibotta.com,cloudfront,443,https://cs.ibotta.com:443,https,,text/html,GET,52.222.214.25,/,762571249,2600:9000:218e:fc00:10:78e3:1d40:93a1,Phusion Passenger,15,False,True,,,,,
dashboard.ibotta.com,Docs | IPN Dashboard,200,484664,dashboard.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-29T23:59:59Z,CN=dashboard.ibotta.com,dashboard.ibotta.com,dashboard.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a9e11f9310741df6fbb0d41b4a5b5d64,3bcd3d07d6b018a89637ed913150632ca6d040345505f1fb5737a2535a4991e6,ctls,dashboard.ibotta.com,cloudfront,443,https://dashboard.ibotta.com:443,https,,text/html,GET,13.224.189.56,/,834397498,2600:9000:20eb:3800:1c:2960:9300:93a1,Vue.js,2177,False,True,,,,,
desktop.ibotta.com,VMware Horizon,200,2251,desktop.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-09T00:00:00Z,2023-09-01T23:59:59Z,CN=*.stoughtontrailers.com,*.stoughtontrailers.com,stoughtontrailers.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d667700c03c40dbeb192fd5a07b5bf1d,402fa39c3c660f7fe0205c11d76ab394ee80f67ef8429d7ab69d94ab17226020,ctls,desktop.ibotta.com,,443,https://desktop.ibotta.com:443,https,nginx,text/html,GET,209.143.95.138,/,1274734426,209.143.95.138,Nginx,43,False,,https://desktop.ibotta.com/appblast/webclient/index.html,,True,True,
email.ibotta.com,404 Not Found,404,162,email.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-03T23:59:59Z,CN=email.ibotta.com,email.ibotta.com,email-test.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,41d85ada9727c88232ea15b5b248646d,3a0bf4a6665dce311e7d0677cb6e8e1141c7df7c8962bd1fdcce7f14321bb675,ctls,email.ibotta.com,cloudfront,443,https://email.ibotta.com:443,https,nginx,text/html,GET,143.204.215.42,/,190856733,143.204.215.75,Nginx,8,False,True,,,,,
engineering.ibops.net,ERROR: The request could not be satisfied,403,986,engineering.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-06T00:00:00Z,2024-02-04T23:59:59Z,CN=engineering.ibops.net,engineering.ibops.net,engineering.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9fdba1f24785175422a2d79ee3f85291,453e560dcf0ac495e01627d26ab3f1f9d5d42d3372f704eadf69556a0d5f5c4f,ctls,engineering.ibops.net,cloudfront,443,https://engineering.ibops.net:443,https,none,text/html,GET,13.225.78.37,/,-996555791,2600:9000:21f3:1400:f:af5e:b840:93a1,HSTS,20,False,True,,,,,
engineering.int.staging.ibops.net,ERROR: The request could not be satisfied,403,986,engineering.int.staging.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-19T23:59:59Z,CN=engineering.int.staging.ibops.net,engineering.int.staging.ibops.net,engineering.int.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ad1c343eefbe57594a9328461c9eb307,67ce9f874f4852309ce60be854d17fb72e87b47747b4e872ff208b3558aaa46f,ctls,engineering.int.staging.ibops.net,cloudfront,443,https://engineering.int.staging.ibops.net:443,https,none,text/html,GET,18.66.122.69,/,1537396407,2600:9000:2250:8e00:e:1fe6:10c0:93a1,HSTS,20,False,True,,,,,
feed-origin.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,,443,https://feed-origin.ibotta.com:443,https,cloudflare,text/html,GET,54.84.191.180,/,-1088302829,52.21.216.127,Yoast SEO:20.10,1049,False,,https://home.ibotta.com/,,,,"Cloudflare, Inc."
go.ibotta.com,Ibotta Go | Digital promotions built for emerging CPG brands,200,18189,go.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T05:30:07Z,2023-08-25T05:30:06Z,CN=go.ibotta.com,go.ibotta.com,go.ibotta.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,88bb75d167e0823561590fe547b3fc80,4436a826fb726e67690fed686566287d07594976cd9c20694c6133c4cc252fc6,ctls,go.ibotta.com,,443,https://go.ibotta.com:443,https,cloudflare,text/html,GET,199.60.103.31,/,1694819852,2606:2c40::c73c:67e1,HubSpot CMS Hub,438,False,,,,,,
