new,host,ttl,soa,status_code,a,aaaa,cname,mx,ns,txt
[x],iab.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],ice.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],icinga.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],icinga2.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],inspector.kiwi.ki,120,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,178.19.211.254,,,,,
[x],installers-api.kiwi.ki,497,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],installers-app.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.22.15.22, 104.22.14.22, 172.67.38.64","2606:4700:10::6816:f16, 2606:4700:10::6816:e16, 2606:4700:10::ac43:2640",,,,
[x],installers-app.pp1.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],installers.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],jira.kiwi.ki,120,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,35.157.124.234,,,,,
[x],joshs-pc.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],kibana-aws.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],kibana-career-guide-search.docs.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],kibana.kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,52.29.232.9,,,,,
[x],kibana.prod.kiwi.ki,120,"{'name': 'prod.kiwi.ki', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.kiwi.ki', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.kiwi.ki', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.kiwi.ki', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.kiwi.ki', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"52.28.49.65, 52.29.232.9, 18.198.217.240",,,,,
[x],kiwi.ki,300,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"172.67.38.64, 104.22.15.22, 104.22.14.22","2606:4700:10::ac43:2640, 2606:4700:10::6816:e16, 2606:4700:10::6816:f16",,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com",,"MS=ms54484879, atlassian-domain-verification=9Z25Za5A6dUcvYuFUJjwX86hNxaBgdpygUlJvKhEeO3EpV0ykEVaO94OBxCeFXG1, v=spf1 include:amazonses.com include:_spf.google.com ip4:178.19.211.224/27 include:3037530.spf08.hubspotemail.net include:emsd1.com include:mail.zendesk.com -all, atlassian-sending-domain-verification=162fb913-47ec-414d-9e86-ab149f0fe024, MS=908EC4D12016C63F8999A5CE59F3EF214F983D36"
[x],ksadmin.gateway.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],l.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],lb.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],lima.kiwi.ki,1800,"{'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'kiwi.ki', 'ns': 'hugh.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345959091, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
