new,host,ttl,a,cname,soa,has_internal_ips,internal_ips,status_code,aaaa,mx,ns,txt,caa,cdn,cdn-name
,main-other-jobs.awscmh2.k8s.indeed.tech,29,,,"{'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,main-other-jobs.awscmh3.k8s.indeed.tech,60,,,"{'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,main-other-jobs.awscmh4.k8s.indeed.tech,60,"10.163.226.207, 10.163.244.33, 10.163.240.162",,"{'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.226.207, 10.163.244.33, 10.163.240.162",NOERROR,,,,,,,
,main-other-jobs.awscmhqa4.k8s.indeed.tech,60,,,"{'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,main-other-jobs.awscmhqa5.k8s.indeed.tech,60,,,"{'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmhqa5.k8s.indeed.tech', 'ns': 'ns-1447.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,main-other-jobs.awsdub.k8s.indeed.tech,60,"10.130.228.203, 10.130.240.87, 10.130.213.130",,"{'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsdub.k8s.indeed.tech', 'ns': 'ns-1412.awsdns-48.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.130.228.203, 10.130.240.87, 10.130.213.130",NOERROR,,,,,,,
,main-other-jobs.awsyul.k8s.indeed.tech,60,"10.151.195.168, 10.151.246.213",,"{'name': 'awsyul.k8s.indeed.tech', 'ns': 'ns-1180.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsyul.k8s.indeed.tech', 'ns': 'ns-1180.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsyul.k8s.indeed.tech', 'ns': 'ns-1180.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsyul.k8s.indeed.tech', 'ns': 'ns-1180.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awsyul.k8s.indeed.tech', 'ns': 'ns-1180.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.151.195.168, 10.151.246.213",NOERROR,,,,,,,
,main-other-resumes.awscmh2.k8s.indeed.tech,60,"10.116.97.151, 10.116.160.164",,"{'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh2.k8s.indeed.tech', 'ns': 'ns-1110.awsdns-10.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.116.97.151, 10.116.160.164",NOERROR,,,,,,,
,main-other-resumes.awscmh4.k8s.indeed.tech,60,"10.163.244.33, 10.163.226.207, 10.163.240.162",,"{'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.244.33, 10.163.226.207, 10.163.240.162",NOERROR,,,,,,,
,main-other-resumes.awscmh5.k8s.indeed.tech,60,"10.163.232.104, 10.163.244.227",,"{'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.232.104, 10.163.244.227",NOERROR,,,,,,,
,main-resume-ner-extraction.awscmh3.k8s.indeed.tech,60,"10.163.242.151, 10.163.228.117, 10.163.246.183",,"{'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.242.151, 10.163.228.117, 10.163.246.183",NOERROR,,,,,,,
,main-resume-ner-extraction.awscmh4.k8s.indeed.tech,180,"10.163.240.162, 10.163.226.207, 10.163.244.33",,"{'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh4.k8s.indeed.tech', 'ns': 'ns-1502.awsdns-59.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.240.162, 10.163.226.207, 10.163.244.33",NOERROR,,,,,,,
,main-resume-unified-classification.awscmh3.k8s.indeed.tech,60,"10.163.246.183, 10.163.228.117, 10.163.242.151",,"{'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awscmh3.k8s.indeed.tech', 'ns': 'ns-1039.awsdns-01.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.246.183, 10.163.228.117, 10.163.242.151",NOERROR,,,,,,,
,main-resume-unified-classification.awscmh5.k8s.indeed.tech,60,"10.163.232.104, 10.163.244.227",,"{'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",True,"10.163.232.104, 10.163.244.227",NOERROR,,,,,,,
,main-resume-unified-classification.awssyd2.k8s.indeed.tech,58,,,"{'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'awssyd2.k8s.indeed.tech', 'ns': 'ns-128.awsdns-16.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,malaysia.indeed.com,300,"162.159.129.67, 162.159.130.67",,"{'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,,
,mango.indeed.com,1800,,,"{'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,,
,marketing-platforms-datadrop-qa.k8s.indeed.tech,60,,,"{'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'k8s.indeed.tech', 'ns': 'ns-1219.awsdns-24.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,,,,,,,
,marketing.indeed.com,1800,,,"{'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'indeed.com', 'ns': 'brit.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2343515979, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,"aspmx2.googlemail.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com",,,,,
