input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_self_signed,csp_domains_,final_url
partnerupload.steampowered.com,403 Forbidden,403,153,partnerupload.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload.steampowered.com,443,https://partnerupload.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,1556969654,208.64.200.18,Nginx:1.21.6,8,False,,,,,
partnerupload0.origin.steampowered.com,404 Not Found,404,92,partnerupload0.origin.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload0.origin.steampowered.com,443,https://partnerupload0.origin.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,-754270322,208.64.200.18,Nginx:1.21.6,8,False,,,,,
partnerupload0.steampowered.com,403 Forbidden,403,153,partnerupload0.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload0.steampowered.com,443,https://partnerupload0.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,1556969654,208.64.200.18,Nginx:1.21.6,8,False,,,,,
partnerupload2.steampowered.com,403 Forbidden,403,153,partnerupload2.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload2.steampowered.com,443,https://partnerupload2.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,1556969654,208.64.200.18,Nginx:1.21.6,8,False,,,,,
partnerupload3.steampowered.com,403 Forbidden,403,555,partnerupload3.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload3.steampowered.com,443,https://partnerupload3.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,903753533,208.64.200.18,Nginx:1.21.6,14,False,,,,,
playartifact.com,Artifact on Steam,200,166442,store.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,store.steampowered.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b22bea2379d89544ecac332551147ccf,6f43358371c1da541f2ca5c1fc27b71babf181c8ca784a1324e866ec1a2bf8cc,,ctls,store.steampowered.com,443,https://playartifact.com:443,https,nginx,text/html,GET,104.18.35.162,/,1118304864,2606:4700:4400::ac40:985e,Nginx,2199,False,cloudflare,True,,http://store.steampowered.com,https://store.steampowered.com/app/583950/Artifact/
repo.steampowered.com,Index of /,200,3717,repo.steampowered.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.repo.steampowered.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",aca6625be7f1028154d532a752e9046b,4b1c6f2a908ed0e6a4e7af825c8b660a768dface6d17dc3b430e8e7c93905d39,True,ctls,repo.steampowered.com,443,https://repo.steampowered.com:443,https,cloudflare,text/html,GET,104.17.141.86,/,-2071003260,2606:4700::6811:9856,Cloudflare,23,False,cloudflare,True,,,
rg4xhl9sgi77y7cr.telapiwww.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://rg4xhl9sgi77y7cr.telapiwww.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
ru.blog.dota2.com,Dota News and Updates,200,39817,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,80,http://ru.blog.dota2.com:80,http,cloudflare,text/html,GET,104.18.37.57,/,2364484,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
ru.dota2.com,Dota News and Updates,200,39815,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,80,http://ru.dota2.com:80,http,cloudflare,text/html,GET,104.18.37.57,/,-1996154775,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
snrww-spring.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://snrww-spring.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
snrww.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://snrww.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
source.valvesoftware.com,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://source.valvesoftware.com:80,http,cloudflare,text/plain,GET,104.18.32.169,/,1000520165,2606:4700:4400::ac40:9b57,Cloudflare,1,False,cloudflare,True,,,
staging.dota2.com,,403,16,staging.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T03:25:39Z,2023-07-18T03:25:38Z,CN=staging.dota2.com,staging.dota2.com,,staging.dota2.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,11e4b40e50dd9ffb50979bcfcff80570,b16ba4916bae248b170eca5127081d7aad8aab52a7abfad4341604eb1b1e2dad,True,ctls,staging.dota2.com,443,https://staging.dota2.com:443,https,cloudflare,text/plain,GET,104.18.212.32,/,1253481126,2606:4700::6812:d420,Cloudflare,1,False,cloudflare,True,,,
steampowered.com,Welcome to Steam,200,536929,store.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,store.steampowered.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b22bea2379d89544ecac332551147ccf,6f43358371c1da541f2ca5c1fc27b71babf181c8ca784a1324e866ec1a2bf8cc,,ctls,store.steampowered.com,443,https://steampowered.com:443,https,nginx,text/html,GET,104.102.21.75,/,2125331150,104.102.21.75,Nginx,3201,False,,,,http://www.youtube.com,https://store.steampowered.com/
steamvr.steampowered.com,SteamVR - Valve Corporation,200,23175,www.steamvr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-12T13:26:48Z,2023-07-11T13:26:47Z,CN=steamcommunity.com,steamcommunity.com,,www.valvesoftware.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,52b53632df0929865ef287eb5d044c09,78dd5bda4900164cf31a2cfbd20019108d27f60b5cc7597e59938019b82e8fd4,,ctls,www.steamvr.com,80,http://steamvr.steampowered.com:80,http,nginx,text/html,GET,104.130.132.85,/,-147426473,104.130.132.85,Nginx,409,False,,,,,https://www.steamvr.com/en/
store.counter-strike.net,,200,4933,www.counter-strike.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-12T13:26:48Z,2023-07-11T13:26:47Z,CN=steamcommunity.com,steamcommunity.com,,www.valvesoftware.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,52b53632df0929865ef287eb5d044c09,78dd5bda4900164cf31a2cfbd20019108d27f60b5cc7597e59938019b82e8fd4,,ctls,www.counter-strike.net,443,https://store.counter-strike.net:443,https,nginx,text/html,GET,95.101.177.190,/,323488644,95.101.177.190,Nginx,17,False,,,,,https://www.counter-strike.net/
store.steampowered.com,Welcome to Steam,200,539120,store.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,store.steampowered.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b22bea2379d89544ecac332551147ccf,6f43358371c1da541f2ca5c1fc27b71babf181c8ca784a1324e866ec1a2bf8cc,,ctls,store.steampowered.com,443,https://store.steampowered.com:443,https,nginx,text/html,GET,72.246.169.67,/,2125331150,72.246.169.67,Nginx,3201,False,,,,https://store.cloudflare.steamstatic.com/,
store.valvesoftware.com,Just a moment...,403,6869,valvestore.forfansbyfans.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4ced3ee3320190b5e4de42cb5523d33,c098d70e6d4117cb3e67f201c70d5f00db192bf7ccf338d9cafa26570607d8d4,True,ctls,valvestore.forfansbyfans.com,443,https://store.valvesoftware.com:443,https,cloudflare,text/html,GET,104.18.33.126,/,233283584,2606:4700:4400::6812:217e,Cloudflare,87,False,cloudflare,True,,,https://valvestore.forfansbyfans.com/
storehelp.steampowered.com,Steam Support,200,27389,help.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,help.steampowered.com,80,http://storehelp.steampowered.com:80,http,nginx,text/html,GET,104.130.132.85,/,-147426473,104.130.132.85,Nginx,469,False,,,,https://www.dota2.com,https://help.steampowered.com/en/
support.origin.steampowered.com,403 Forbidden,403,153,,,,,,,,,,,,,,,,,,,,,80,http://support.origin.steampowered.com:80,http,nginx/1.23.2,text/html,GET,104.130.132.85,/,-147426473,104.130.132.85,Nginx:1.23.2,8,False,,,,,
support.steampowered.com,Steam Support,200,27389,help.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,help.steampowered.com,80,http://support.steampowered.com:80,http,nginx,text/html,GET,172.64.145.223,/,-1685855746,2606:4700:4400::6812:2a21,Nginx,469,False,cloudflare,True,,https://rnr-sandbox.pwesports.cn,https://help.steampowered.com/en/
t5b8xiika6jx0l4r.auskins.www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://t5b8xiika6jx0l4r.auskins.www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
teamfortress.com,Team Fortress 2,200,27496,www.teamfortress.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-12T13:26:48Z,2023-07-11T13:26:47Z,CN=steamcommunity.com,steamcommunity.com,,www.valvesoftware.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,52b53632df0929865ef287eb5d044c09,78dd5bda4900164cf31a2cfbd20019108d27f60b5cc7597e59938019b82e8fd4,,ctls,www.teamfortress.com,443,https://teamfortress.com:443,https,nginx,text/html,GET,184.25.217.226,/,1494302000,184.25.217.226,Nginx,320,False,,,,,https://www.teamfortress.com/
test.playartifact.com,,403,16,,,,,,,,,,,,,,,,,,,,,80,http://test.playartifact.com:80,http,cloudflare,text/plain,GET,1.1.1.5,/,-1840003678,1.1.1.5,Cloudflare,1,False,,,,,
test.steampowered.com,,200,7,test.steampowered.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,test.steampowered.com,443,https://test.steampowered.com:443,https,,text/html,GET,23.53.42.49,/,1864250944,2a02:26f0:3500:12::1730:17b5,,1,False,,,,,
translation.steampowered.com,Crowdin Enterprise,200,22825,valve.crowdin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-22T23:59:59Z,CN=crowdin.com,crowdin.com,,*.translate.crowdin.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4def8aab69553cd43192dc68d1071a90,0467a376eb5d42cbf561a7be008d3c03fd636bac88c0b671b04dbae4c86ce445,True,ctls,valve.crowdin.com,443,https://translation.steampowered.com:443,https,nginx,text/html,GET,172.64.148.79,/,1783188426,2606:4700:4400::ac40:944f,Nginx,1,False,cloudflare,True,,,https://valve.crowdin.com/
used-www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://used-www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
valvesoftware.com,Valve Corporation,200,23683,www.valvesoftware.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,www.valvesoftware.com,443,https://valvesoftware.com:443,https,nginx,text/html,GET,184.25.217.226,/,-1399975589,184.25.217.226,Nginx,635,False,,,,,https://www.valvesoftware.com/en/
wiki.teamfortress.com,Team Fortress Wiki,200,70831,wiki.teamfortress.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-15T04:17:10Z,2023-07-14T04:17:09Z,CN=wiki.teamfortress.com,wiki.teamfortress.com,,wiki.tf2.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7065ce5e4d56399840158ddbb8a8aa61,b2fa02953807360dd2b6fe8c565d6d63960f79987b1023c68cdd8100f187016c,,ctls,wiki.teamfortress.com,443,https://wiki.teamfortress.com:443,https,Apache/2.4.38 (Debian),text/html,GET,35.227.220.185,/,-750813554,35.227.220.185,Varnish,451,False,google,True,,,https://wiki.teamfortress.com/wiki/Main_Page
www.dota2.com,Dota 2,200,40038,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://www.dota2.com:443,https,cloudflare,text/html,GET,104.18.37.57,/,-56741293,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/home
www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
www.playartifact.com,Artifact on Steam,200,166304,store.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,store.steampowered.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b22bea2379d89544ecac332551147ccf,6f43358371c1da541f2ca5c1fc27b71babf181c8ca784a1324e866ec1a2bf8cc,,ctls,store.steampowered.com,443,https://www.playartifact.com:443,https,nginx,text/html,GET,172.64.152.94,/,1564889203,2606:4700:4400::6812:23a2,Nginx,2198,False,cloudflare,True,,embed.nicovideo.jp,https://store.steampowered.com/app/583950/Artifact/
www.staging.dota2.com,,403,16,www.staging.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T03:25:39Z,2023-07-18T03:25:38Z,CN=staging.dota2.com,staging.dota2.com,,staging.dota2.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,11e4b40e50dd9ffb50979bcfcff80570,b16ba4916bae248b170eca5127081d7aad8aab52a7abfad4341604eb1b1e2dad,True,ctls,www.staging.dota2.com,443,https://www.staging.dota2.com:443,https,cloudflare,text/plain,GET,104.18.213.32,/,1253481126,2606:4700::6812:d420,Cloudflare,1,False,cloudflare,True,,,
www.steamcommunity.com,Steam Community,200,43684,steamcommunity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,steamcommunity.com,443,https://www.steamcommunity.com:443,https,nginx,text/html,GET,184.25.217.226,/,2125331150,184.25.217.226,Nginx,623,False,,,,https://steambroadcastchat.akamaized.net,https://steamcommunity.com/
