input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,cdn_name,webserver,tech_,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched
candu.ai,Home,200,131344,www.candu.ai,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:28:49Z,2023-09-14T00:28:48Z,CN=candu.ai,candu.ai,*.candu.ai,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,df45c0586c2a4198c9c173156bb27d4e,2e110d882163f21b48d0ac60f1b57cb21b4db5ac00e577ceb7ccbf0a991ae1e2,ctls,www.candu.ai,443,https://candu.ai:443,https,text/html,GET,104.18.6.221,/,-1458395681,2606:4700::6812:6dd,1347,False,,cloudflare,cloudflare,Webflow,True,True,,https://www.candu.ai/,
capture.trackjs.com,,200,,capture.trackjs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-11T23:59:59Z,CN=*.trackjs.com,*.trackjs.com,trackjs.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fd188ff72d794738616ec4537cf9e191,c28899d626728debfd266c7f0a40d9ace728992140aaff4007eb414f4eaad1da,ctls,capture.trackjs.com,443,https://capture.trackjs.com:443,https,,GET,15.235.54.6,/,-1840324437,15.235.54.7,1,False,,,nginx,Nginx,,True,,,
cdn.candu.ai,,403,243,cdn.candu.ai,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:28:49Z,2023-09-14T00:28:48Z,CN=candu.ai,candu.ai,*.candu.ai,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,df45c0586c2a4198c9c173156bb27d4e,2e110d882163f21b48d0ac60f1b57cb21b4db5ac00e577ceb7ccbf0a991ae1e2,ctls,cdn.candu.ai,443,https://cdn.candu.ai:443,https,application/xml,GET,104.18.6.221,/,1804615484,2606:4700::6812:7dd,2,False,,cloudflare,cloudflare,HSTS,True,True,,,
cdn.make.com,Error,404,146,cdn.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-25T23:59:59Z,CN=cdn.make.com,cdn.make.com,cdn.make.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8936d2eb228b2da5e048af65099a17ff,4542dd57ad39442e08cb31c017f373ba77034c3cfbdd4c394ac577557bd27b66,ctls,cdn.make.com,443,https://cdn.make.com:443,https,text/html,GET,18.66.112.126,/,-1801504640,2600:9000:223f:8c00:1d:9e58:cf80:93a1,11,False,,cloudfront,cloudflare,Cloudflare,True,,,,
cdn.trackjs.com,,403,243,cdn.trackjs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-11T14:20:44Z,2023-09-09T14:20:43Z,CN=cdn.trackjs.com,cdn.trackjs.com,cdn.trackjs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ebccb55a6bb40be35ad61bed2879ebe,67fccb192d57eadb1d52cd63dba96a0a9dac87a80f912f9c3346098bfdb6c1e3,ctls,cdn.trackjs.com,443,https://cdn.trackjs.com:443,https,application/xml,GET,151.139.128.10,/,2040594639,151.139.128.10,2,False,,,AmazonS3,Amazon Web Services,,,,,
certman.make.com,,401,28,certman.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,certman.make.com,443,https://certman.make.com:443,https,application/json,GET,104.18.19.60,/,375327890,104.18.18.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
community.make.com,Make Community,200,316976,community.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:09Z,2023-08-06T00:00:08Z,CN=community.make.com,community.make.com,community.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ea57df846ada9c4cfda37535e3c41c7d,f2251fa511c220ce644ae220534818006956a4e9720bc5716b58c5a088c5d636,ctls,community.make.com,443,https://community.make.com:443,https,text/html,GET,184.104.178.43,/,-1840324437,2602:fd3f:1:ff01::2b,697,False,,,nginx,Ruby on Rails,,,https://snap.licdn.com/li.lms-analytics/insight.min.js,,
ct.capterra.com,,200,29,,,,,,,,,,,,,,,,,,80,http://ct.capterra.com:80,http,text/javascript,GET,54.156.208.110,/,-1840324437,54.156.208.110,1,False,,,nginx,Nginx,,,,,
e.userflow.com,User Onboarding Software | Userflow,200,47328,e.userflow.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T01:58:03Z,2023-08-02T01:58:02Z,CN=*.userflow.com,*.userflow.com,userflow.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfd7bb4a0c22ef3ea841a6f2a3b5c4b5,a2f43bee3bc7be38a81ff34e1b4cbc011bfc7ee71c558962b23f0e3cc6ef7fe4,ctls,e.userflow.com,443,https://e.userflow.com:443,https,text/html,GET,34.120.185.141,/,-1542805165,34.120.185.141,877,False,,google,Cowboy,Typekit,True,True,http:,,True
eu1.make.com,,200,2124,eu1.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=eu1.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",eu1.make.com,eu1.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",502e190332426402371379998d73e2ef,b50c9ba666213b1a697221d5312b7babfa6ff96f4f5e09ebb4ae2d6626203de7,ctls,eu1.make.com,443,https://eu1.make.com:443,https,text/html,GET,172.65.253.237,/,-1415299295,172.65.253.237,54,False,"Cloudflare, Inc.",cloudflare,cloudflare,HSTS,True,,www.googletagmanager.com,,
eu1.make.com/static,Error,404,146,eu1.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=eu1.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",eu1.make.com,eu1.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",502e190332426402371379998d73e2ef,b50c9ba666213b1a697221d5312b7babfa6ff96f4f5e09ebb4ae2d6626203de7,ctls,eu1.make.com,443,https://eu1.make.com:443/static,https,text/html,GET,172.65.253.237,/static,-1415299295,172.65.253.237,11,False,"Cloudflare, Inc.",cloudflare,cloudflare,HSTS,True,,,https://eu1.make.com/static/,
f.make.com,"Work the way you imagine! 
#withMake",200,37198,f.make.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-09T02:40:07Z,2023-08-07T02:40:06Z,CN=f.make.com,f.make.com,f.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,10253a914b0e8493dfbc956e1c56bb47,9888be8205bca36eb7457b4c4de47025853c59c0b0746bb7546ae13b9a39093d,ctls,f.make.com,443,https://f.make.com:443,https,text/html,GET,35.205.106.218,/,790803808,35.205.106.218,146,False,,google,,HSTS,True,,,,
facebook.com,Facebook - log in or sign up,200,58841,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2023-07-04T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,e843a1856560d6e032736b0e84531895,9e67ecf53c3ba956b1ef13e1aaa34b18cc1dfdadbf4bfe91211e5353d0f2a69c,ctls,m.facebook.com,443,https://facebook.com:443,https,text/html,GET,157.240.253.35,/,142313513,2a03:2880:f177:83:face:b00c:0:25de,18,False,"Meta Platforms, Inc.",,,HTTP/3,,True,wss://edge-chat.facebook.com,https://m.facebook.com/?wtsid=rdr_00bJJJa0qUjGqXZIB,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e31063166fb44c05048b4c83f636c4f5,1b195bc79767bf8017bc902501eb378f46d1685421e0b9531b7a521ca9cfd844,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,text/html,GET,142.250.184.234,/,-606046040,2a00:1450:4001:831::200a,1,False,,,ESF,HTTP/3,,True,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d3c6d877158e986041e67ea61715ac95,406b96cf48d5fd63d08df732c86ca70aed167ff661c04b07663ff21a022fb117,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,text/html,GET,142.250.185.227,/,302920777,2a00:1450:4001:808::2003,12,False,,,sffe,HTTP/3,,True,,,
fwdkim1.make.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,80,http://fwdkim1.make.com:80,http,text/html,GET,13.225.78.58,/,-742727840,13.225.78.38,20,False,,cloudfront,CloudFront,Amazon Web Services,True,,,,
get.make.com,,404,47,get.make.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-24T19:36:39Z,2023-09-22T19:36:38Z,CN=get.make.com,get.make.com,get.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff740951025ee956fb1e3b067809e7ad,d1fb550c15c9e06d588fe72ed5fcaa2b59e489c5e22a8cadcbe2014d2f7302ee,ctls,get.make.com,443,https://get.make.com:443,https,text/plain,GET,3.69.136.55,/,-1335621053,3.126.202.50,1,False,,,,,,,,,
google.com,Google,200,246433,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,ctls,www.google.com,443,https://google.com:443,https,text/html,GET,142.250.184.238,/,708578229,2a00:1450:4001:801::200e,153,False,,,gws,HTTP/3,,,https://csp.withgoogle.com/csp/gws/other-hp,https://www.google.com/,
google.cz/ads/,Onlinewerbung leicht gemacht – Einfach mehr Kunden mit Google Ads,200,121438,ads.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:23Z,2023-08-21T08:21:22Z,CN=adwords.google.com,adwords.google.com,adwords.google.sk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5fd7f01f6fd3ff85466687b37940c3be,f94603b2df06734f41f8506c5ad78c6ac92580b2f2f25610c141006ecd346720,ctls,ads.google.com,443,https://google.cz:443/ads/,https,text/html,GET,142.250.185.163,/ads/,708578229,2a00:1450:4001:811::2003,1402,False,,,sffe,HTTP/3,,True,https://csp.withgoogle.com/csp/ads-homepage,https://ads.google.com/home/,
googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128632,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,ctls,marketingplatform.google.com,443,https://googleads.g.doubleclick.net:443,https,text/html,GET,142.250.186.66,/,-1184133586,2a00:1450:4001:80b::2002,2177,False,,,sffe,HTTP/3,,True,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/enterprise/,
hook.eu1.make.com,,404,9,hook.eu1.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=eu1.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",eu1.make.com,eu1.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",502e190332426402371379998d73e2ef,b50c9ba666213b1a697221d5312b7babfa6ff96f4f5e09ebb4ae2d6626203de7,ctls,hook.eu1.make.com,443,https://hook.eu1.make.com:443,https,text/plain,GET,172.65.221.28,/,1257725933,172.65.221.28,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare,True,,,,
hook.eu2.make.com,,404,9,hook.eu2.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-05-24T23:59:59Z,"CN=eu2.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",eu2.make.com,eu2.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",17625cf8509617b00a49ed7521f32377,cab0b76b91cca80b4d1f1a09ff0d461a2ba26b8c8c5ac94ec236c9376c0b9cb3,ctls,hook.eu2.make.com,443,https://hook.eu2.make.com:443,https,text/plain,GET,172.65.178.25,/,1257725933,172.65.178.25,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare,True,,,,
hook.us1.make.com,,404,9,hook.us1.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-03T23:59:59Z,"CN=us1.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",us1.make.com,us1.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6ea063fd29161c6509300b54aa63b41c,b6fc7295b6c5fd2f22f48072a031cfdb619a9fd08b1322795c14affd97c43f1e,ctls,hook.us1.make.com,443,https://hook.us1.make.com:443,https,text/plain,GET,172.65.193.169,/,1257725933,172.65.193.169,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,,,,
https://ipme.integromat.com,,400,59,ipme.integromat.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-11T07:43:16Z,2023-09-09T07:43:15Z,CN=ipme.make.com,ipme.make.com,ipme.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a621f05c63bbacc973926cfcb7fcacf9,4d471453fd278a4ef9bc203aea34c3f7530d2a53799b6ee94545938ad20d0b3a,ctls,ipme.integromat.com,443,https://ipme.integromat.com:443,https,text/html,GET,52.49.147.102,/,-559913888,52.213.9.227,1,False,,,nginx,Nginx,,,,,
https://www.youtube.com,YouTube,200,283984,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,ctls,m.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,142.250.185.110,/,1179099333,2a00:1450:4001:806::200e,13,False,,,ESF,HTTP/3,,True,,https://m.youtube.com/,True
integromat-dataplane.rudderstack.com,,200,193,integromat-dataplane.rudderstack.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-22T23:59:59Z,CN=*.rudderstack.com,*.rudderstack.com,*.rudderstack.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9cd6098e4db97d44faec037a92bc2c37,8b7e737c7b574c830ccd4f2f92ec09485c04e31268dfc33c71a43b26c0e31d9f,ctls,integromat-dataplane.rudderstack.com,443,https://integromat-dataplane.rudderstack.com:443,https,application/json,GET,52.203.83.183,/,-138391155,18.213.209.191,1,False,,,openresty/1.21.4.1,OpenResty:1.21.4.1,,True,,,
intmat.typeform.com,Typeform: People-Friendly Forms and Surveys,200,398870,www.typeform.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-29T23:59:59Z,CN=*.typeform.com,*.typeform.com,typeform.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8e1477c166714b5937c19a1b04935cd7,62c86491abbae2a2d7b0e004e4272e8e7702abd68f392842f77bcfe405929c25,ctls,www.typeform.com,443,https://intmat.typeform.com:443,https,text/html,GET,35.172.108.89,/,-713485468,18.235.67.79,918,False,,,istio-envoy,Node.js,,True,*.twitter.com,https://www.typeform.com/,
ipm.eu2.make.com,,200,2124,eu2.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-05-24T23:59:59Z,"CN=eu2.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",eu2.make.com,eu2.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",17625cf8509617b00a49ed7521f32377,cab0b76b91cca80b4d1f1a09ff0d461a2ba26b8c8c5ac94ec236c9376c0b9cb3,ctls,eu2.make.com,443,https://ipm.eu2.make.com:443,https,text/html,GET,18.202.116.150,/,-755364346,54.75.85.42,54,False,"Cloudflare, Inc.",,cloudflare,HSTS,,,https://www.youtube.com,https://eu2.make.com,
ipm.make.com,,400,59,ipm.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,ipm.make.com,443,https://ipm.make.com:443,https,text/html,GET,104.18.18.60,/,-559913888,104.18.19.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
ipmc.make.com,,400,59,ipmc.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,ipmc.make.com,443,https://ipmc.make.com:443,https,text/html,GET,104.18.18.60,/,-559913888,104.18.19.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
