input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_subject_org_,location,csp_domains_
session-replay-stage.contentsquare.com,ERROR: The request could not be satisfied,502,960,session-replay-stage.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-15T23:59:59Z,CN=session-replay-stage.contentsquare.com,session-replay-stage.contentsquare.com,session-replay-stage-us.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ea55b8a94b14b9ff4bf5e5ed782a5cde,5fd19c519eecfe3207a474e3adc5f6bd7f628af7f83d31de273f2beea5459ec0,ctls,session-replay-stage.contentsquare.com,cloudfront,443,https://session-replay-stage.contentsquare.com:443,https,CloudFront,text/html,GET,13.224.189.112,/,1922214930,2600:9000:20eb:7c00:17:7bc6:4480:93a1,Amazon Web Services,20,False,True,,,,,,
session-replay.contentsquare.com,,503,,session-replay.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-09-15T23:59:59Z,CN=session-replay.contentsquare.com,session-replay.contentsquare.com,session-replay-eu.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7ec010649e290139e5688a208dc6e718,f006602b98950e9a724b59366fa7f17f555c0da950cac99dc7a67887ef64bb8a,ctls,session-replay.contentsquare.com,,443,https://session-replay.contentsquare.com:443,https,,,GET,34.247.231.125,/,-1840324437,52.18.128.251,,1,False,,,,,,,
sr.az-eu.production.contentsquare.com,Contentsquare,200,8417,sr.az-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-10T11:11:02Z,2023-08-08T11:11:01Z,CN=sr.az-eu.production.contentsquare.com,sr.az-eu.production.contentsquare.com,sr.az-eu.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de7646eada37bf2e6e1bf03ad6df2150,566bc635cd5da7dab922122a772ed5c6f6826a38a74eddd1cb1fdeecea87c20a,ctls,sr.az-eu.production.contentsquare.com,azure,443,https://sr.az-eu.production.contentsquare.com:443,https,,text/html,GET,20.191.43.109,/,-1728954732,20.191.43.109,Node.js,225,False,True,,,,,,
sr.contentsquare.com,Contentsquare,200,8417,sr.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2024-01-25T23:59:59Z,CN=*.contentsquare.com,*.contentsquare.com,*.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a469485d5b2553ad48fff1e0a33051ce,33bb612f90a59b09c62669301c5aeb2b7dd41c7dce817eb9a6de6d25cc5449a9,ctls,sr.contentsquare.com,,80,http://sr.contentsquare.com:80,http,,text/html,GET,52.51.89.92,/,-1728954732,34.251.36.59,Node.js,225,False,,True,,https://sr.contentsquare.com:443/,,,
srcps.contentsquare.com,,200,14,srcps.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T23:52:41Z,2023-07-31T23:52:40Z,CN=contentsquare.com,contentsquare.com,*.contentsquare.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1549116325b9e9a2c395d69ea5715089,8a5937e45b85b848c372ff3a8f2b9daa504bf5e3ca6e98fa55daf5ca6ddcd44e,ctls,srcps.contentsquare.com,cloudflare,443,https://srcps.contentsquare.com:443,https,cloudflare,text/html,GET,104.21.56.135,/,-1008883157,2606:4700:3031::6815:3887,HTTP/3,2,False,True,True,,,,,
staging-login.contentsquare.com,Contentsquare,200,367,staging-login.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-29T23:59:59Z,CN=staging-cs-login.content-square.fr,staging-cs-login.content-square.fr,staging-login.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7dd43414461fb21aae2f230cbdf7f747,b218c74a5d045184464fee5362c22810b30c25b71d7e493956ced993005adc00,ctls,staging-login.contentsquare.com,cloudfront,443,https://staging-login.contentsquare.com:443,https,AmazonS3,text/html,GET,18.66.147.13,/,546909648,2600:9000:225e:c000:14:396:6e40:93a1,Fourthwall:1.25.0,1,False,True,,,,,,
staging-public-api.contentsquare.com,403 Forbidden,403,548,staging-public-api.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-11-12T23:59:59Z,CN=staging-public-api.contentsquare.com,staging-public-api.contentsquare.com,staging-public-api.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88fd13834e3335247530c82bab8024d9,b7cf192083e698be8ba7ee16a2c05cdfd8a4f683ea2e3fdc5b3a280fb43e52f8,ctls,staging-public-api.contentsquare.com,,443,https://staging-public-api.contentsquare.com:443,https,nginx,text/html,GET,54.246.209.36,/,586998417,54.75.151.49,Nginx,14,False,,,,,,,
staging-public-proxy.contentsquare.com,403 Forbidden,403,548,staging-public-proxy.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-16T00:00:00Z,2023-11-14T23:59:59Z,CN=staging-public-proxy.contentsquare.com,staging-public-proxy.contentsquare.com,staging-public-proxy.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,53b8c95943169f84cabb854b17ecb7af,d036e91e2edb7796762577dbae42008d638d5ed626488032e9f13bb032ed7a9c,ctls,staging-public-proxy.contentsquare.com,,443,https://staging-public-proxy.contentsquare.com:443,https,nginx,text/html,GET,54.154.104.182,/,586998417,54.246.209.36,Nginx,14,False,,,,,,,
staging-public-webapi.contentsquare.com,403 Forbidden,403,146,staging-public-webapi.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-17T23:59:59Z,CN=staging-public-webapi.contentsquare.com,staging-public-webapi.contentsquare.com,staging-public-webapi.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1087742a1cb294c293b633e5bee24e32,afc2de8657d365e5081d45de472e66f9031b8f96fa894d44efd1cd6c6ee58b55,ctls,staging-public-webapi.contentsquare.com,,443,https://staging-public-webapi.contentsquare.com:443,https,nginx,text/html,GET,54.246.209.36,/,-1561873722,54.75.151.49,Nginx,8,False,,,,,,,
staging-retailmedia.contentsquare.com,Contentsquare,200,1094,staging-retailmedia.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2024-03-30T23:59:59Z,CN=staging-retailmedia.contentsquare.com,staging-retailmedia.contentsquare.com,staging-retailmedia.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9945ea0f9a3b0c50f27148ac076bdcc9,352db607ef718b280a6306dc3bea2a19c0150d780c6e34a8df33adb9e08da520,ctls,staging-retailmedia.contentsquare.com,cloudfront,443,https://staging-retailmedia.contentsquare.com:443,https,AmazonS3,text/html,GET,18.66.122.104,/,1825221024,2600:9000:2250:8000:17:c9ab:22c0:93a1,Amazon Web Services,30,False,True,,,,,,
support-api.contentsquare.com,Contentsquare - Sign In,200,21959,contentsquare.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,contentsquare.okta.com,,443,https://support-api.contentsquare.com:443,https,nginx,text/html,GET,52.9.72.16,/,-280032594,52.8.20.82,Nginx,499,False,,True,,https://contentsquare.okta.com/oauth2/v1/authorize?response_type=code&client_id=0oa4l66ww7Nta4MEl417&redirect_uri=https%3A%2F%2Fsupport-api.contentsquare.com%2Foauth%2Fcallback&scope=openid%20profile&state=9PnMn%2FRVhtLht%2BWfIA2mxTpN,"Okta, Inc.",,contentsquare-admin.okta.com
symbol-server.af.contentsquare.com,,404,19,symbol-server.af.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T10:44:41Z,2023-08-06T10:44:40Z,CN=symbol-server.af.contentsquare.com,symbol-server.af.contentsquare.com,symbol-server.af.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,feb583abe3651f1430b7770ba32bdf06,d0b97121ddb0ce8623428ec79644751362c04b8daeb434b920b40fe2f5b69462,ctls,symbol-server.af.contentsquare.com,,443,https://symbol-server.af.contentsquare.com:443,https,,text/plain,GET,20.72.122.61,/,-138391155,20.72.122.61,,2,False,,,,,,,
symbol-server.ba.contentsquare.com,,404,19,symbol-server.ba.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=symbol-server.ba.contentsquare.com,symbol-server.ba.contentsquare.com,symbol-server.ba.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ca0b4245a85fe363de90d9089cef9a68,9415c20815335b0ce847c200692955b587897c413090926c24af482d01450143,ctls,symbol-server.ba.contentsquare.com,,443,https://symbol-server.ba.contentsquare.com:443,https,,text/plain,GET,34.253.174.73,/,-138391155,52.210.20.116,,2,False,,,,,,,
training.contentsquare.com,301 Moved Permanently,301,128,training.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T23:52:41Z,2023-07-31T23:52:40Z,CN=contentsquare.com,contentsquare.com,*.contentsquare.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1549116325b9e9a2c395d69ea5715089,8a5937e45b85b848c372ff3a8f2b9daa504bf5e3ca6e98fa55daf5ca6ddcd44e,ctls,training.contentsquare.com,cloudflare,443,https://training.contentsquare.com:443,https,cloudflare,text/html,GET,172.67.152.29,/,11364915,2606:4700:3034::ac43:981d,HTTP/3,7,False,True,True,,https://training.contentsquare.com:443/,,https://training.contentsquare.com:443/,
translations.contentsquare.com,,403,243,translations.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-09T23:59:59Z,CN=translations.contentsquare.com,translations.contentsquare.com,translations.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,61de3d844985ea11497989cceb2e5486,e95d58c12f80a6e2f72a9ec5abbe02d4965812262db5745cf81fd559c294eef5,ctls,translations.contentsquare.com,cloudfront,443,https://translations.contentsquare.com:443,https,AmazonS3,application/xml,GET,52.222.236.96,/,1461152748,2600:9000:223e:a400:13:a7da:240:93a1,Amazon Web Services,2,False,True,,,,,,
vertica-eu.beta.contentsquare.com,,403,42,vertica-eu.beta.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-08-25T23:59:59Z,CN=vertica-eu.beta.contentsquare.com,vertica-eu.beta.contentsquare.com,vertica-eu.beta.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c1eacc13e88437ce5b32bef84e04860e,02abf578a3281db43232346ae52968c768342252e0f7551e7246cd3f1de4d030,ctls,vertica-eu.beta.contentsquare.com,,443,https://vertica-eu.beta.contentsquare.com:443,https,,application/json,GET,18.200.227.41,/,768769774,34.247.211.229,,1,False,,,,,,,
vertica-us.beta.contentsquare.com,,403,42,vertica-us.beta.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-25T23:59:59Z,CN=vertica-us.beta.contentsquare.com,vertica-us.beta.contentsquare.com,vertica-us.beta.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,47bb765739de6ca4ffebbf8efc6b1d19,0d63dbad091f4ca9f4ae745c16a8d1c497e74645396916723215302a6b913a31,ctls,vertica-us.beta.contentsquare.com,,443,https://vertica-us.beta.contentsquare.com:443,https,,application/json,GET,107.22.120.10,/,768769774,34.207.39.16,,1,False,,,,,,,
webapi.aws-eu.production.contentsquare.com,,404,68,webapi.aws-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-10-04T23:59:59Z,CN=webapi.aws-eu.production.contentsquare.com,webapi.aws-eu.production.contentsquare.com,webapi.aws-eu.production.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73ed2b3e9eb449ada5d0020a0d3332e8,09134bf7f8c3d90afa0ddd508a894f3b00a85449a41cf8b330f288b31541521b,ctls,webapi.aws-eu.production.contentsquare.com,,443,https://webapi.aws-eu.production.contentsquare.com:443,https,nginx,application/json,GET,52.16.180.112,/,-368845742,54.72.3.2,Node.js,1,False,,,,,,,
webapi.az-eu.production.contentsquare.com,,404,68,webapi.az-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:25:06Z,2023-07-02T10:25:05Z,CN=webapi.az-eu.production.contentsquare.com,webapi.az-eu.production.contentsquare.com,webapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1b9528432a68ca343c0a97161587d1e1,90fce78a92e3d3e91164cb2214de875b7cbb1a4fabc3130130b3fef74c8f94cc,ctls,webapi.az-eu.production.contentsquare.com,azure,443,https://webapi.az-eu.production.contentsquare.com:443,https,nginx,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
webapi.eu-west-1.production.contentsquare.com,,404,68,webapi.eu-west-1.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-04T23:59:59Z,CN=webapi.eu-west-1.production.contentsquare.com,webapi.eu-west-1.production.contentsquare.com,webapi.eu-west-1.production.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,521de685f5a1ecdc646b2be6b4711db4,0ca6262475061ac218d58a539735fe1bc695b353cce5ece3923e6a521783f414,ctls,webapi.eu-west-1.production.contentsquare.com,,443,https://webapi.eu-west-1.production.contentsquare.com:443,https,nginx,application/json,GET,52.16.180.112,/,-368845742,54.72.3.2,Node.js,1,False,,,,,,,
webapi.northeurope.production.contentsquare.com,,404,68,webapi.northeurope.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:25:06Z,2023-07-02T10:25:05Z,CN=webapi.az-eu.production.contentsquare.com,webapi.az-eu.production.contentsquare.com,webapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1b9528432a68ca343c0a97161587d1e1,90fce78a92e3d3e91164cb2214de875b7cbb1a4fabc3130130b3fef74c8f94cc,ctls,webapi.northeurope.production.contentsquare.com,azure,80,http://webapi.northeurope.production.contentsquare.com:80,http,nginx,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,https://webapi.northeurope.production.contentsquare.com/,,,
www.contentsquare.com,Contentsquare | Digital Experience Platform (DXP) | Customer Experience,200,297272,contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-03-26T23:59:59Z,"CN=contentsquare.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",contentsquare.com,contentsquare.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ead576b0d7ed758b37cd6fc4d1fc2a37,bc0539865690d434ec467ab3ea19d82f2cdb5ec053a7e1fd8184edb681364232,ctls,contentsquare.com,,443,https://www.contentsquare.com:443,https,cloudflare,text/html,GET,141.193.213.10,/,-1840324437,141.193.213.11,Yoast SEO:18.2,1831,False,,,,https://contentsquare.com/,"Cloudflare, Inc.",,*.contentsquare.com
xstudio.contentsquare.com,503 Service Temporarily Unavailable,503,564,xstudio.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-08T23:59:59Z,CN=*.contentsquare.com,*.contentsquare.com,*.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ba5b44b9ba8644ac74eb324f324d93ce,5146204823f270c8a9bdb9122e7a42295df608d3cedc771c72143bb03decced7,ctls,xstudio.contentsquare.com,,443,https://xstudio.contentsquare.com:443,https,awselb/2.0,text/html,GET,44.209.203.207,/,2051366281,44.209.203.207,,13,False,,True,,,,,
zendesk1.contentsquare.com,,301,,zendesk1.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T23:52:41Z,2023-07-31T23:52:40Z,CN=contentsquare.com,contentsquare.com,*.contentsquare.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1549116325b9e9a2c395d69ea5715089,8a5937e45b85b848c372ff3a8f2b9daa504bf5e3ca6e98fa55daf5ca6ddcd44e,ctls,zendesk1.contentsquare.com,cloudflare,443,https://zendesk1.contentsquare.com:443,https,cloudflare,,GET,162.159.138.6,/,-1840324437,162.159.128.7,HTTP/3,1,False,True,True,,https://zendesk1.contentsquare.com/,,https://zendesk1.contentsquare.com/,
