input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,csp_domains_,cdn_name,cdn,final_url,tls_expired
iwork.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://iwork.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
ixe-1-1-1.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://ixe-1-1-1.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
izmitkanunimtal.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://izmitkanunimtal.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jbsa.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jbsa.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkins-datastore21.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkins-datastore21.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkins-euwsystem.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkins-euwsystem.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkins-monitor-oceania.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkins-monitor-oceania.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkins-tpicollection.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkins-tpicollection.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkins-vpn-v4.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkins-vpn-v4.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkinsarchive-vpn.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkinsarchive-vpn.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jenkinsmiguard.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jenkinsmiguard.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jessicahartleycom.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jessicahartleycom.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jiangjianghow.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jiangjianghow.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jiratemp-exchangedns.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jiratemp-exchangedns.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jirav1.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jirav1.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jobtracker-migrate.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jobtracker-migrate.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jointbasecharleston-141-236-24-29.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jointbasecharleston-141-236-24-29.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jophintsai.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jophintsai.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jp-lurker-input.gravityzone.bitdefender.com,,400,,jp-lurker-input.gravityzone.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-09T00:00:00Z,2024-07-09T23:59:59Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,gravityzone.bitdefender.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a82dd0efcfac46993e08950a43629f9a,9c04b21dd3cf3d7f21172fd0c077d107af1c98b6ac48cf7d124b9dbba37c4c2f,ctls,jp-lurker-input.gravityzone.bitdefender.com,443,https://jp-lurker-input.gravityzone.bitdefender.com:443,https,,,GET,35.213.95.3,/,-1840324437,35.213.95.3,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
jrss-215-70-103-38.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-103-38.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-70-105-80.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-105-80.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-70-116-11.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-116-11.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-70-149-54.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-149-54.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-70-44-3.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-44-3.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-70-81-24.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-81-24.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-71-218-9.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-71-218-9.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-71-35-53.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-71-35-53.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-71-47-92account.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-71-47-92account.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-72-102-6.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-72-102-6.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-72-183-70.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-72-183-70.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-72-196-40.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-72-196-40.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-72-216-95.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-72-216-95.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-73-221-95.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-73-221-95.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-73-7-67.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-73-7-67.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jrss-215-74-104-92.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jrss-215-74-104-92.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
js-sdk-integration.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://js-sdk-integration.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
jumpstartinc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://jumpstartinc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kabuyoho.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kabuyoho.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kairos-ssl-16.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kairos-ssl-16.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kakaostory.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kakaostory.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
karekano.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://karekano.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kathopanishad.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kathopanishad.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kb.bitdefender.com,Just a moment...,403,7370,www.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,www.bitdefender.com,443,https://kb.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,/,280472437,2606:4700::6812:a8de,Cloudflare Bot Management,88,False,Bitdefender SRL,True,,cloudflare,True,https://www.bitdefender.com/business/support/,
kbase05.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kbase05.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kboukn.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kboukn.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kbsgk12project.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kbsgk12project.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kek.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kek.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kez.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kez.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kikumidai.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kikumidai.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kleinisd.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kleinisd.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kosodatedays.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kosodatedays.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kota.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kota.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kpmg-frv.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kpmg-frv.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kpush.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kpush.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
kraeftscreening.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://kraeftscreening.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
labs.bitdefender.com,Just a moment...,403,7298,www.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,www.bitdefender.com,443,https://labs.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,/,1562106422,2606:4700::6812:a8de,Cloudflare Bot Management,88,False,Bitdefender SRL,True,,cloudflare,True,https://www.bitdefender.com/blog/labs/,
lapp52.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lapp52.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lapp61.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lapp61.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lapp78.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lapp78.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
latin.bitdefender.com,Bitdefender - Líder mundial en software de seguridad informática,200,137971,www.bitdefender.es,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,www.bitdefender.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",87bafbc89ae7c93a6942a8aa2415b551,ef08c5d722676f40ff7553bc0e22c6dac11eb22aa3ef960a5a50bde25dd08c3b,ctls,www.bitdefender.es,443,https://latin.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,/,386176907,2606:4700::6812:a9de,Java,3189,False,"Cloudflare, Inc.",,assets.adobedtm.com,cloudflare,True,https://www.bitdefender.es/,
lbv-144-160-249-54.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lbv-144-160-249-54.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
ldd.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://ldd.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
ldr.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://ldr.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lead.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lead.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
leap.bitdefender.net,403 Forbidden,403,146,leap.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-06T11:00:39Z,2023-09-04T11:00:38Z,CN=leap.bitdefender.net,leap.bitdefender.net,leap.bitdefender.net,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,690a77e66365cc919cd418eef6b1875d,64d5287e2ed2a62d69db59e03d86d512f8338e4423d288777ee067fe98cd007c,ctls,leap.bitdefender.net,443,https://leap.bitdefender.net:443,https,cloudflare,text/html,GET,104.21.16.52,/,-1561873722,2606:4700:3035::6815:1034,HTTP/3,8,False,,True,,cloudflare,True,,
lef1-2-gra.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef1-2-gra.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef11.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef11.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef13-3-gre.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef13-3-gre.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef2-2-pdb.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef2-2-pdb.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef20-2-pdc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef20-2-pdc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef27-1-grc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef27-1-grc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lef5-2-pdc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lef5-2-pdc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
legacylabshelporigin.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://legacylabshelporigin.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lendingclub.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lendingclub.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
lgw.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://lgw.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
life-is-strange.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://life-is-strange.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
linear-ak-b-har4.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://linear-ak-b-har4.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
linear-fa-p-har5.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://linear-fa-p-har5.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
linkrmon.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://linkrmon.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
linux.bitdefender.com,Just a moment...,403,7209,www.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,www.bitdefender.com,443,https://linux.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,/,-356564084,2606:4700::6812:a9de,Cloudflare Bot Management,88,False,Bitdefender SRL,True,,cloudflare,True,https://www.bitdefender.com/,
liveblog.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://liveblog.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
llscontent11.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://llscontent11.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
loadbalancerbeta-origin.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://loadbalancerbeta-origin.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
local-ntsa.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://local-ntsa.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
login.bitdefender.com,Bitdefender Account,200,4233,account.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,account.bitdefender.com,443,https://login.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,/,1353574971,2606:4700::6812:a8de,HSTS,78,False,Bitdefender SRL,True,https://www.googletagmanager.com/gtag/js,cloudflare,True,https://account.bitdefender.com,
login.bitdefender.net,Bitdefender Account,200,4233,account.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,account.bitdefender.com,443,https://login.bitdefender.net:443,https,cloudflare,text/html,GET,104.17.108.108,/,1353574971,2606:4700::6811:6c6c,HSTS,78,False,Bitdefender SRL,True,https://login.bitdefender.com,cloudflare,True,https://account.bitdefender.com,
