new,host,ttl,a,ns,txt,caa,status_code,mx,has_internal_ips,internal_ips
[x],norton-piv-2.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],nrsas-dr.ro.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.1photography1com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.1picsartcom.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.9444com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.99com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.app-com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.avs-alexa-13-fe.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.cms1.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.feature08.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.fewr1-1.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.fgraph0-1.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.grafana.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.hhdj13z8830h6bf.picsart.studio,581,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.mirrorcom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.newsbreak37874161016222com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.pubsky.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.studio.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns0.team-sales.picsart.studio,3600,,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns0.videoinframe11picsartioscom.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns0.walk231677720207xx77017com.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.9444com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.app-com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.cms1.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.content.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.dmz.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.feature08.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.million12com.picsart.studio,310,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.mirrorcom.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns01.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns02.0132com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns02.17-121-121-76.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns02.1picsartcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns02.2103-56picsartphotostudiocom.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],ns02.app-com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns02.cms1.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns02.docs.picsart.studio,3600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],ns02.feature08.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns02.million12com.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns02.mirrorcom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns02.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,3600,,,,letsencrypt.org,NOERROR,,,
[x],ns02.pubsky.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],ns02.ro.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],ns02.team-sales.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns021.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns028.picsart.studio,600,76.223.21.9,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.0132com.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.17-121-121-76.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.1photography1com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns03.1picsartcom.picsart.studio,600,13.248.158.159,,,letsencrypt.org,NOERROR,,,
[x],ns03.2103-56picsartphotostudiocom.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.9444com.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.99com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.admin.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns03.app-com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns03.app.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns03.content.picsart.studio,511,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.dmz.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns03.evaluation.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.feature08.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns03.fewr1-1.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns03.fgraph0-1.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.grafana.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.hhdj13z8830h6bf.picsart.studio,347,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.million12com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.mirrorcom.picsart.studio,555,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.newsbreak37874161016222com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns03.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns03.pubsky.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns03.ro.picsart.studio,600,13.248.158.159,,,letsencrypt.org,NOERROR,,,
[x],ns03.walk231677720207xx77017com.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns04.0132com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.17-121-121-76.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns04.2103-56picsartphotostudiocom.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.9444com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.content.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.dmz.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.docs.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.feature08.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.fewr1-1.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.grafana.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.mirrorcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns04.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns04.team-sales.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns05.0132com.picsart.studio,506,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns05.cms1.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns05.hhdj13z8830h6bf.picsart.studio,542,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns05.million12com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns05.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.0132com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.1photography1com.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.2103-56picsartphotostudiocom.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns06.99com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.app.picsart.studio,600,"76.223.21.9, 13.248.158.159","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.avs-alexa-13-fe.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.card-snooze4-6.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.cms1.picsart.studio,1842,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns06.com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.content.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns06.dmz.picsart.studio,446,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns06.docs.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.evaluation.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.feature08.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.fewr1-1.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.mirrorcom.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.newsbreak37874161016222com.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.team-sales.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns06.tpe-f5gtm2.picsart.studio,447,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.videoinframe11picsartioscom.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns06.walk231677720207xx77017com.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns1.17-121-121-76.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.2103-56picsartphotostudiocom.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.app-com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.app.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns1.cms1.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns1.content.picsart.studio,407,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.dmz.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.docs.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns1.fewr1-1.picsart.studio,3600,,,,letsencrypt.org,NOERROR,,,
[x],ns1.grafana.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns1.hhdj13z8830h6bf.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns1.million12com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.mirrorcom.picsart.studio,483,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],ns1.police.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns1.studio.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.team-sales.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.tpe-f5gtm2.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns1.videoinframe11picsartioscom.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns10.0132com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns10.17-121-121-76.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns10.1picsartcom.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.2103-56picsartphotostudiocom.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.9444com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.app.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],ns10.com.picsart.studio,356,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns10.content.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns10.dmz.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.docs.picsart.studio,2112,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.evaluation.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns10.feature08.picsart.studio,339,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns10.fewr1-1.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
