new,host,ttl,a,ns,txt,caa,status_code,mx,has_internal_ips,internal_ips
[x],0.90com.nekki.shadowfight1.000.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,3600,,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],0.9444com.arcsoft.perfect3654.201.0000-0.18520.00000.9444com.finnal.photoeditor4.200.0000-0.99380.00000.9444com.kvadgroup.photostudio4.100.0000-0.94440.00000.9444com.lyrebirdstudio.mirror4.201.00000.11110.00000.9444com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],0.9444com.finnal.photoeditor4.200.0000-0.99380.00000.9444com.kvadgroup.photostudio4.100.0000-0.94440.00000.9444com.lyrebirdstudio.mirror4.201.00000.11110.00000.9444com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,,,
[x],0.9444com.kvadgroup.photostudio4.100.0000-0.94440.00000.9444com.lyrebirdstudio.mirror4.201.00000.11110.00000.9444com.picsart.studio,310,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.9444com.lyrebirdstudio.mirror4.201.00000.11110.00000.9444com.picsart.studio,314,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],0.960.840.90com.nekki.shadowfight1.000.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,,,,NOERROR,mail.h-email.net,,
[x],0.96com.mxtech.videoplayer.ad0.960.840.90com.nekki.shadowfight1.000.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],0.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.981.000.99com.picsart.studio,3169,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],0.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.99com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0.mirrorcom.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],00-11-okta-mfa-ackorigin.pubsky.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],00-miscoauth.mirrorcom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],00000.9444com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],000com.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],00d700000008awveam6.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],00zyx-7staging.17-121-121-76.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],017com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],02077021xphotographycom.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],0207xx77017com.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],021xphotographycom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],02v0-okta-sso.cms1.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],04-0-2-1-7.admin.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],077021xphotographycom.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],07xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],07xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],07xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],0com.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],0xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],0yyv86.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1-lagg0-c055-sjc002-ix.pubsky.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,,,
[x],1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1.000.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],1.000.96com.mxtech.videoplayer.ad0.960.840.90com.nekki.shadowfight1.000.930.96com.ngame.allstar.eu1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1.000.980.99com.outfit7.mytalkingangelafree0.880.700.78com.outfit7.mytalkingtomfree0.900.910.91com.paypal.android.p2pmobile0.981.000.99com.picsart.studio,600,104.247.81.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],1.000.99com.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],1.2.3maas360com.fiberlink.maas360forios3.15.113picsartcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,600,185.53.177.12,,,,NOERROR,mail.h-email.net,,
[x],1.8.4105x51angrybirdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],1.photostudiocom.lyrebirdstudio.mirrorcom.picsart.studio,2648,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],1.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],10.evaluation.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],10.minakhiprasadmisra-grafanacloning.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],10.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],100-z2myagzkten6xxxn.mirrorcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],10107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],10107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,104.247.81.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1016222com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],105x51angrybirdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,475,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],11-5-6.ro.picsart.studio,592,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],112837com.netflix.mediaclient46823357com.offerup805443128com.outfit7.talkinggingerfree77872514com.outfit7.talkingtom79903020com.outfit7.talkingtom2free79583626com.pandora.android131492819com.particlenews.newsbreak37874161016222com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],11piclabioscom.apperto.piclab11picniicioscom.picniic.picniicapp11picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],11picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],11picsartioscom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],11x777x71xcom.miniinthebox.android25727x75221xxx7x71xcom.mobilesrepublic.appygamer220477710107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,2040,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],12.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],125com.nike.nikeplus-gps13166126de.burgerking.burgerking1400127com.wetter.prolite1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],127com.wetter.prolite1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,332,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],128com.outfit7.talkinggingerfree77872514com.outfit7.talkingtom79903020com.outfit7.talkingtom2free79583626com.pandora.android131492819com.particlenews.newsbreak37874161016222com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],12lllllllcn.jingling.motu.photowondercom.arcsoft.perfect365com.finnal.photoeditorcom.kvadgroup.photostudiocom.lyrebirdstudio.mirrorcom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],131492819com.particlenews.newsbreak37874161016222com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],13166126de.burgerking.burgerking1400127com.wetter.prolite1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],131com.lufthansa.launcher2.6.0132com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],132com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],14-fe-test-8dev-okta.dmz.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],14.mirrorcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1400127com.wetter.prolite1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,456,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],14com.outfit7.talkingtom79903020com.outfit7.talkingtom2free79583626com.pandora.android131492819com.particlenews.newsbreak37874161016222com.picsart.studio,556,185.53.177.12,,,letsencrypt.org,NOERROR,,,
[x],15.drupal-issue.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1565com.picsart.studio,3600,,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],159-142-149-140.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],1596529085319.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],16.avs-alexa-13-fe.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],161016222com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],162-9-28.app.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],16dandomain-controllererfig-lab.1photography1com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],16dandomain-controllererfig-lab.card-snooze4-6.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],17-121-121-76.picsart.studio,600,104.247.81.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],17-121-125-86.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],17-121-125-86.picsart.studio.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],17.app-com.picsart.studio,2591,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,,,
[x],17.as597-backend.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],178-118-172-52.picsart.studio,394,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],17com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],17com.noom.walk231677720207xx77017com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],17com.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
