new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,caa,ns
[x],sytt-www.arket.com,23.53.61.124,,"sytt-www.arket.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-www.cos.com,,,sytt-www.cos.com.edgekey.net,,NOERROR,,,,,,
[x],sytt-www.monki.com,23.215.21.246,,"sytt-www.monki.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-www.stories.com,,,"sytt-www.stories.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-www.weekday.com,23.206.108.169,,"sytt-www.weekday.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],t.email.cos.com,"54.246.227.40, 52.48.200.109",,"handm-mid-prod6-t.adobe-campaign.com, handm-mid-prod6-cus.campaign.adobe.com, handm-mid-customer-1g5awrx9u0npx-90685709.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],t.email.hm.com,"13.32.99.115, 13.32.99.104, 13.32.99.74, 13.32.99.110","2600:9000:2251:a200:7:8914:e140:93a1, 2600:9000:2251:7e00:7:8914:e140:93a1, 2600:9000:2251:b800:7:8914:e140:93a1, 2600:9000:2251:fe00:7:8914:e140:93a1, 2600:9000:2251:7200:7:8914:e140:93a1, 2600:9000:2251:ec00:7:8914:e140:93a1, 2600:9000:2251:2e00:7:8914:e140:93a1, 2600:9000:2251:1200:7:8914:e140:93a1",d34wwpe67ob24l.cloudfront.net,"ns-753.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-753.awsdns-30.net, ns-1721.awsdns-23.co.uk, ns-1118.awsdns-11.org, ns-405.awsdns-50.com"
[x],t.email.stories.com,,,"handm-mid-prod6-t.adobe-campaign.com, handm-mid-prod6-cus.campaign.adobe.com, handm-mid-customer-1g5awrx9u0npx-90685709.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],t.mail.arket.com,66.117.16.17,,"appeaser-mid1-t.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],t.mail.monki.com,66.117.16.17,,"appeaser-mid1-t.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],t.mail.stories.com,66.117.16.17,,"appeaser-mid1-t.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],t.mail.weekday.com,66.117.16.17,,"appeaser-mid1-t.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],tablet.hm.com,104.102.48.154,"2a02:26f0:480:ba1::3566, 2a02:26f0:480:bad::3566","tablet.hm.com.edgekey.net, e13670.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test-assets.arket.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-arket-test.azureedge.net, asset-dreamcatcher-arket-test.ec.azureedge.net, scdn1af32.wpc.b6ad2.phicdn.net, sni1gl.wpc.phicdn.net","ns1.phicdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],test-assets.hm.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-test.azureedge.net, asset-dreamcatcher-test.ec.azureedge.net, scdn123ff.wpc.b6ad2.phicdn.net, sni1gl.wpc.phicdn.net","ns1.phicdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],test-assets.monki.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-monki-test.azureedge.net, asset-dreamcatcher-monki-test.ec.azureedge.net, scdn1aeaf.wpc.b6ad2.phicdn.net, sni1gl.wpc.phicdn.net","ns1.phicdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],test-assets.stories.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-stories-test.azureedge.net, asset-dreamcatcher-stories-test.ec.azureedge.net, scdn1aebb.wpc.b6ad2.phicdn.net, sni1gl.wpc.phicdn.net","ns1.phicdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],test-assets.weekday.com,,,"asset-dreamcatcher-weekday-test.azureedge.net, asset-dreamcatcher-weekday-test.ec.azureedge.net, scdn1aeb5.wpc.b6ad2.phicdn.net, sni1gl.wpc.phicdn.net","ns1.phicdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],test-lp.arket.com,23.196.245.78,,"test-lp.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test-lp.monki.com,173.223.112.5,,"test-lp.monki.com.edgekey.net, e19.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test-lp.stories.com,23.200.160.5,,"test-lp.stories.com.edgekey.net, e19.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,,,,
[x],test.iam.hm.com,,,"testiamhm.azurewebsites.net, waws-prod-am2-067.vip.azurewebsites.windows.net, waws-prod-am2-067.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],test.social.afound.com,23.218.130.226,"2600:1408:7400:1a2::3db, 2600:1408:7400:188::3db","test.social.hm.com.edgekey.net, e987.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test.social.arket.com,52.178.79.163,,"activitytool-test-app.azurewebsites.net, waws-prod-am2-177.sip.azurewebsites.windows.net, waws-prod-am2-177.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],test.social.hm.com,23.222.54.189,"2a02:26f0:7100:592::3db, 2a02:26f0:7100:598::3db","test.social.hm.com.edgekey.net, e987.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test.social.monki.com,,"2a02:26f0:d8:10a0::3db, 2a02:26f0:d8:109b::3db","test.social.hm.com.edgekey.net, e987.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test.social.stories.com,,,"test.social.hm.com.edgekey.net, e987.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test.social.weekday.com,23.42.205.70,"2a02:26f0:c900:297::3db, 2a02:26f0:c900:29e::3db","test.social.hm.com.edgekey.net, e987.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],test5.supplierprofile.hm.com,23.222.32.199,"2a02:26f0:fe00:392::6ae, 2a02:26f0:fe00:3a9::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],testbackoffice-splashpage.hm.com,,,"testbackoffice-splashpage.azurewebsites.net, waws-prod-am2-059.vip.azurewebsites.windows.net, waws-prod-am2-059.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],th.cos.com,"23.0.174.136, 23.0.174.113","2a02:26f0:b80:b::212:3d0e, 2a02:26f0:b80:b::212:3d04","th.cos.com.edgekey.net, e25377.dsca.akamaiedge.net, e25377.dsca.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],th.hm.com,23.53.55.221,"2001:2030:15:18e::716, 2001:2030:15:194::716","th.hm.com.edgekey.net, e1814.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],track.hm.com,52.18.171.14,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],trn-app2.hm.com,104.102.23.153,"2a02:26f0:480:b8f::b54, 2a02:26f0:480:ba7::b54","trn-app2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],trn-www2.hm.com,23.6.70.100,"2600:1408:7400:19c::b54, 2600:1408:7400:1ad::b54","trn-www2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],tst-app2.hm.com,104.102.23.153,"2a02:26f0:1700:180::b54, 2a02:26f0:1700:19b::b54","tst-app2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],tst-asm.hm.com,23.45.106.85,"2a02:26f0:3500:894::b54, 2a02:26f0:3500:88b::b54","tst-www2.hm.com, tst-www2.hm.com.edgekey.net, e2900.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],tst-www2.hm.com,2.17.186.55,"2a02:26f0:3500:894::b54, 2a02:26f0:3500:88b::b54","tst-www2.hm.com.edgekey.net, e2900.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],twitter.hm.com,104.87.187.96,"2a02:26f0:d200:495::6ae, 2a02:26f0:d200:48e::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],uat-www.cos.com,23.36.232.152,"2a02:26f0:3500:88f::119f, 2a02:26f0:3500:887::119f","npr-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],uat.continuous-planning.hm.com,20.24.115.101,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],url9918.arket.com,"167.89.118.83, 167.89.123.124, 167.89.118.52, 167.89.123.54, 208.94.148.4, 208.80.124.4, 208.80.126.4, 208.80.125.4, 208.80.127.4, 208.94.149.4","2600:1800:10::1, 2600:1801:11::1, 2600:1802:12::1, 2600:1801:13::1, 2600:1802:14::1, 2600:1800:15::1",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","mx.sendgrid.net, mx2.sendgrid.net","godaddy.com, amazonaws.com","ns13.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com"
[x],uscc72.hm.com,54.144.128.85,,,,NOERROR,,,,,,
[x],uy.hm.com,,,"uy.hm.com.cdn.vtex.com, guy64cww2v.map.azionedge.net","ns1.azionedge.net, admin.azion.com",NOERROR,,,,,,
[x],vcse.video.hm.com,193.234.233.73,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],voice.hm.com,23.48.15.238,,"voice.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],vpn-partner.hm.com,193.234.233.51,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn-test.hm.com,193.234.233.85,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn-us.hm.com,192.121.168.36,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn11.hm.com,202.84.42.2,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn2.hm.com,192.121.168.162,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn3.hm.com,193.183.144.162,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],vpn4.hm.com,58.33.0.37,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],wafpoc.hm.com,194.103.63.87,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],wd-p80.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],wd-q80.hm.com,185.134.16.62,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],webclient.cnb.hm.com,104.102.19.120,"2a02:26f0:1700:688::6ae, 2a02:26f0:1700:692::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],webclient.tst.cnb.hm.com,23.222.32.199,"2a02:26f0:c900:290::6ae, 2a02:26f0:c900:292::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],webmail-hub2.hm.com,185.134.16.41,,webmail.hm.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],webmail-hub3.hm.com,185.134.16.41,,webmail.hm.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],webmail.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],webmailauth.hm.com,185.134.16.42,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],weekbook.weekday.com,134.213.2.238,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],weekday.com,23.222.54.189,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,"atlassian-domain-verification=rXgVxegDgh2fm4nQaoSlS90nXn0F6BYiJPHz4hjMlzVu2I0+kSuZP0TnhjyUSZGp, adobe-idp-site-verification=265f1f85-7b1c-4d97-b7c3-5aafb3cf2ec4, google-site-verification=9-5InacrVr_CbO4TsyNxU2GQsC-Q3TV1K6jMvs2Kr14, MS=ms58427229, miro-verification=3de479bbba77d19420c7794949cac45fc28d75e9, fO4zCBzLwP9mHtBXB+Ib4ho/6qxVbqVid/wa1qCQcUfbqjFfPwp6hSrbRaBL05/1534MYy7/iCxJFOSqc5q4tg==, gk0sh52l0kd668fsxw96scv66b6wh75q, google-site-verification=FwGPPUI_8Qq_ACUr1MIErTH59xEc3ywk5vu5J2ixfIc, facebook-domain-verification=a021c0f478ubc26qhzl1fdp2sksxly, gwHArCBSuNi+yalnU6o+B+PHiob/gc3FzKmqhZBZYtNHg702wv4EmRxt3ASMKLzCcDFSC3bqOStZNizNYE1uAw==, v=spf1 include:spf.protection.outlook.com include:_spf.anpdm.com include:spf.qb-feedback.com ip4:193.234.233.154 ip4:193.234.233.155 -all",weekday-com.mail.protection.outlook.com,,"a11-66.akam.net, a12-67.akam.net, a28-64.akam.net, a8-66.akam.net, a5-65.akam.net, a1-139.akam.net"
[x],whale.hm.com,2.17.180.99,"2a02:26f0:3500:896::6ae, 2a02:26f0:3500:88a::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],workplace-cnsh.hm.com,58.33.96.68,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],workplace-hk.hm.com,193.183.144.68,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],workplace-preprod-se.hm.com,194.103.63.136,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],workplace-se.hm.com,185.134.16.36,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],workplace.stories.com,,,workplace.hm.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],workplace.weekday.com,185.134.16.36,,workplace.hm.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],www.about.hm.com,2.17.180.204,"2a02:26f0:3500:881::716, 2a02:26f0:3500:88d::716","www.about.hm.com.edgekey.net, e1814.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.afound.com,"13.107.213.45, 13.107.246.45","2620:1ec:4f:1::45, 2620:1ec:4e:1::45","prod-global-afd-afound-onlinestore.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],www.arket.com,23.67.138.24,"2a02:26f0:3500:893::2ef0, 2a02:26f0:3500:88e::2ef0","www.arket.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.cos.com,,"2a02:26f0:1700:781::2ed9, 2a02:26f0:1700:78e::2ed9","www.cos.com.edgekey.net, e11993.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.hm.com,,"2a02:26f0:1700:78d::3566, 2a02:26f0:1700:792::3566","www.hm.com.edgekey.net, e13670.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.hohmtalent.hm.com,23.48.15.238,"2a02:26f0:3500:896::6ae, 2a02:26f0:3500:88a::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.monki.com,23.210.123.55,"2a02:26f0:480:38c::2ef0, 2a02:26f0:480:387::2ef0","www.monki.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.schysstmode.hm.com,13.49.199.225,,schysstmode.hm.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],www.sorted.hm.com,"23.0.174.99, 23.0.174.89","2a02:26f0:b80:b::212:3d07, 2a02:26f0:b80:b::212:3d08","sorted.hm.com.edgekey.net, e104396.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.stories.com,,,"www.stories.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.th.hm.com,23.53.55.221,"2a02:26f0:e2:88e::716, 2a02:26f0:e2:8a3::716","th.hm.com.edgekey.net, e1814.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www.weekday.com,23.210.123.55,"2a02:26f0:480:38c::2ef0, 2a02:26f0:480:387::2ef0","www.weekday.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www2.hm.com,23.213.164.94,,"www2.hm.com.edgekey.net, e2712.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],www2.monki.com,87.237.215.121,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],www32.hm.com,,,www32.hm.com.ccgslb.com.cn,"vip7.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,
[x],zeitgeist.weekday.com,"104.18.69.19, 104.18.68.19","2606:4700::6812:4513, 2606:4700::6812:4413",wlcustomer.moteefe.com,,NOERROR,True,cloudflare,,,,
,abcosacom-my.sharepoint.com,"13.107.138.8, 13.107.136.8",,"abcosacom.sharepoint.com, 5661-ipv4v6e.clump.dprodmgd105.aa-rt.sharepoint.com, 193454-ipv4v6e.farm.dprodmgd105.aa-rt.sharepoint.com, 193454-ipv4v6e.farm.dprodmgd105.sharepointonline.com.akadns.net, 193454-ipv4v6.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spo-0003.spo-msedge.net, dual-spo-0003.spo-msedge.net",,NOERROR,,,,,,
,costcompare.fidelity.com,"155.199.82.174, 155.199.208.158, 155.199.34.158, 155.199.66.174",,mcs.retire.fidelity.com,,NOERROR,,,,,,
,secure.snowflakestories.com.dns.foxycart.com,"18.66.97.19, 18.66.97.114, 18.66.97.117, 18.66.97.79",,,"ns-1351.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,
,spotifystories.com,193.14.90.203,,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,"a.portsdns.se, b.portsdns.net"
,www.www.dicos.com.cm.com,,,,"robin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
