input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,tls_mismatched,tls_expired,tls_self_signed,cdn_name,cdn,csp_domains_,final_url
accq-www.cos.com,Error,403,176,accq-www.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accq-www.cos.com,443,https://accq-www.cos.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,1722137271,2a02:26f0:480:5ac::119f,Akamai Bot Manager,5,False,,,,,,,,
accq-www.monki.com,Error,403,176,accq-www.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accq-www.monki.com,443,https://accq-www.monki.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-1878229332,2a02:26f0:480:5a6::119f,,5,False,,,,,,,,
accq-www.weekday.com,Error,403,177,accq-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accq-www.weekday.com,443,https://accq-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.36.232.152,/,1059877816,2a02:26f0:3500:887::119f,,5,False,,,,,,,,
accv-cll.arket.com,Access Denied,403,271,accv-cll.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,accv-cll.arket.com,443,https://accv-cll.arket.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,1116384873,23.201.245.74,,10,False,,,,,,,,
accv-cll.monki.com,Access Denied,403,271,accv-cll.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,accv-cll.monki.com,443,https://accv-cll.monki.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,2109053536,23.201.245.74,,10,False,,,,,,,,
accv-cll.stories.com,Access Denied,403,273,accv-cll.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,accv-cll.stories.com,443,https://accv-cll.stories.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-1183559764,23.201.245.74,,10,False,,,,,,,,
accv-cll.weekday.com,Access Denied,403,273,accv-cll.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,accv-cll.weekday.com,443,https://accv-cll.weekday.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-1587902790,23.201.245.74,,10,False,,,,,,,,
accv-www.arket.com,Error,403,176,accv-www.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accv-www.arket.com,443,https://accv-www.arket.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,2103395154,23.215.21.246,,5,False,,,,,,,,
accv-www.cos.com,Error,403,177,accv-www.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T13:06:54Z,2023-07-16T13:06:53Z,CN=dev2-www.cos.com,dev2-www.cos.com,,sytt-www.cos.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0b3ab20c29efd012d35e140ac071bcbf,ffc3946e76731eafbe847ba80f67533343d3208c6facc32780cb4d6c05458c5c,ctls,accv-www.cos.com,443,https://accv-www.cos.com:443,https,AkamaiGHost,text/html,GET,104.126.37.169,/,1390977282,2a02:26f0:1700:11::b856:6798,,5,False,,,,,,,,
accv-www.monki.com,Error,403,176,accv-www.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accv-www.monki.com,443,https://accv-www.monki.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-128122968,23.215.21.246,,5,False,,,,,,,,
accv-www.stories.com,Error,403,176,accv-www.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accv-www.stories.com,443,https://accv-www.stories.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-794748893,23.215.21.246,,5,False,,,,,,,,
accv-www.weekday.com,Error,403,176,accv-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,accv-www.weekday.com,443,https://accv-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-1487141691,23.215.21.246,,5,False,,,,,,,,
admin.afound.com,Request blocked,403,3957,admin.afound.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-22T00:00:00Z,2023-10-22T23:59:59Z,"CN=admin.afound.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",admin.afound.com,Microsoft Corporation,admin.afound.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,24a22a2e43dabb23a4b327de5c173748,7484dabd62d642ba721f968e7ca00986240fdf677b330069a0c0b45211ed744e,ctls,admin.afound.com,443,https://admin.afound.com:443,https,,text/html,GET,13.107.237.45,/,707364417,2620:1ec:4f:1::45,Azure Front Door,31,False,,,,,,,,
ae.hm.com,Just a moment...,403,6896,ae.hm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-24T00:00:00Z,2023-12-13T23:59:59Z,"CN=kw.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",kw.hm.com,H & M Hennes & Mauritz AB,www.qa.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17621f1f83b4f0c3f0f2240af3bd4fbd,1a4ede763c0a405fe78c47f3f226dc36b769e6e2cf575572979dbd91d50c5483,ctls,ae.hm.com,443,https://ae.hm.com:443,https,cloudflare,text/html,GET,104.18.26.240,/,220991166,2606:4700::6812:1bf0,Cloudflare,87,False,,,,,cloudflare,True,,https://ae.hm.com/en/
afound.com,Mode Från Kända Varumärken | Alltid 20-70% 🏷️ | Afound.com,200,26912,www.afound.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=www.afound.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.afound.com,H & M Hennes & Mauritz AB,checkout.afound.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb7ee9f6711ac08015bf3a5fef3ad2c9,fd5f2e18e1ad6eced5b94fea3c333cc4dda37b28cec331546e557e07c0124505,ctls,www.afound.com,443,https://afound.com:443,https,,text/html,GET,95.101.54.226,/,1923730578,95.101.54.218,HSTS,356,False,,,,,,,,https://www.afound.com/
agency.hm.com,401 Unauthorized,401,381,agency.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,agency.hm.com,443,https://agency.hm.com:443,https,Apache,text/html,GET,23.48.15.238,/,-392200610,2a02:26f0:3400:2a1::6ae,Basic,13,False,True,,,,,,,
amp.hm.com,,404,10,amp.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,amp.hm.com,443,https://amp.hm.com:443,https,AkamaiNetStorage,,GET,23.48.15.238,/,1864250944,23.48.15.238,,2,False,True,,,,,,,
anonymous.supplierportal.hm.com,,404,,anonymous.supplierportal.hm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-09-14T03:57:46Z,2022-12-18T03:57:46Z,"OU=self-signed, CN=localhost",localhost,,,"OU=self-signed, CN=localhost",localhost,,e77e76184a7ce8b27bbcf3f30b68ad25,f49f1f7488244cbf48cc1ebf84d8c129599e86eecdb8ddbe78922c95c4ad5959,ctls,anonymous.supplierportal.hm.com,443,https://anonymous.supplierportal.hm.com:443,https,,,GET,194.103.63.20,/,1274734426,194.103.63.20,,1,False,,True,True,True,,,,
apa-www.arket.com,Access Denied,403,270,apa-www.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apa-www.arket.com,443,https://apa-www.arket.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-1258213709,23.201.245.74,,10,False,,,,,,,,
apa-www.monki.com,Access Denied,403,270,apa-www.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apa-www.monki.com,443,https://apa-www.monki.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-1442219201,23.201.245.74,,10,False,,,,,,,,
apa-www.stories.com,Access Denied,403,272,apa-www.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apa-www.stories.com,443,https://apa-www.stories.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-182533656,23.201.245.74,,10,False,,,,,,,,
apc-www.weekday.com,Access Denied,403,272,apc-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apc-www.weekday.com,443,https://apc-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-5148874,23.201.245.74,,10,False,,,,,,,,
apd-www.arket.com,Access Denied,403,270,apd-www.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd-www.arket.com,443,https://apd-www.arket.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,911116881,2a02:26f0:1700:195::18df,,10,False,,,,,,,,
apd-www.stories.com,Access Denied,403,272,apd-www.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd-www.stories.com,443,https://apd-www.stories.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-93118464,2a02:26f0:480:bb0::18df,,10,False,,,,,,,,
apd-www.weekday.com,Access Denied,403,272,apd-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd-www.weekday.com,443,https://apd-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-880046499,2a02:26f0:480:bb0::18df,,10,False,,,,,,,,
apd2-www.arket.com,Access Denied,403,271,apd2-www.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd2-www.arket.com,443,https://apd2-www.arket.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-286557567,23.201.245.74,,10,False,,,,,,,,
apd2-www.monki.com,Access Denied,403,271,apd2-www.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd2-www.monki.com,443,https://apd2-www.monki.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-237865879,23.201.245.74,,10,False,,,,,,,,
apd2-www.weekday.com,Access Denied,403,273,apd2-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apd2-www.weekday.com,443,https://apd2-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,1660138787,23.201.245.74,,10,False,,,,,,,,
api-goep.hm.com,Access Denied,403,268,api-goep.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,api-goep.hm.com,443,https://api-goep.hm.com:443,https,AkamaiGHost,text/html,GET,23.48.15.238,/,-1845857058,23.48.15.238,,10,False,True,,,,,,,
api-influencers.stories.com,403 Forbidden,403,146,api-influencers.stories.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T00:00:00Z,2023-11-24T23:59:59Z,CN=console.stories.com,console.stories.com,,ciqreports.stories.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,247960b446dc94213b77de2deeb03f86,f04467ee831d77c9374943745662012c6fc5e52e6ebbf7e6f15914aaa789d4ad,ctls,api-influencers.stories.com,443,https://api-influencers.stories.com:443,https,nginx,text/html,GET,52.9.112.122,/,1494302000,52.8.106.246,Nginx,8,False,,,,,,,,
api.hm.com,,200,10,api.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,api.hm.com,443,https://api.hm.com:443,https,,text/html,GET,23.197.13.122,/,229432154,2a02:26f0:3400:28e::6ae,,1,False,True,,,,,,,
apl-www.arket.com,Access Denied,403,270,apl-www.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apl-www.arket.com,443,https://apl-www.arket.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,1348390845,23.201.245.74,,10,False,,,,,,,,
apl-www.monki.com,Access Denied,403,270,apl-www.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apl-www.monki.com,443,https://apl-www.monki.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-803246100,23.201.245.74,,10,False,,,,,,,,
apl-www.stories.com,Access Denied,403,272,apl-www.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apl-www.stories.com,443,https://apl-www.stories.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,-1002745542,23.201.245.74,,10,False,,,,,,,,
apl-www.weekday.com,Access Denied,403,272,apl-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=apq-www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",apq-www.cosstores.com,H & M Hennes & Mauritz AB,sytt-cll.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9396ae7ace745d05676c96beaa95b386,86b476f68b06e06077be88cd99ba7ea8e31616ae1c2d6d8a953b1191a60dd475,ctls,apl-www.weekday.com,443,https://apl-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.201.245.74,/,377118480,23.201.245.74,,10,False,,,,,,,,
