input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,final_url,tls_wildcard_certificate,tls_mismatched
cloud.email.mollie.com,404 - File or directory not found.,404,1245,cloud.email.mollie.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=cloud.email.mollie.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.email.mollie.com,cloud.email.mollie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e5c7288c6ccd10ea9e2e0aa0d86b0b23,a8dfb672b273b738cf23b555dc5fb8ccfa2b14268ac19964ba08d6237d906566,ctls,cloud.email.mollie.com,,443,https://cloud.email.mollie.com:443,https,,text/html,GET,159.92.128.42,/,1631801191,159.92.128.42,,30,False,,"SALESFORCE.COM, INC.",,,,
cloud.my.mollie.com,403,403,134,cloud.my.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-24T20:36:48Z,2023-10-22T20:36:47Z,CN=cloud.api.mollie.com,cloud.api.mollie.com,cloud.www.mollie.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aea605a3d35cf2d926fe7138c59594a8,2c4304b92c2368e31c97c6a776d4ec8eedc30bd72bfd8a02c63c403149e06d84,ctls,cloud.my.mollie.com,google,443,https://cloud.my.mollie.com:443,https,,text/html,GET,34.111.71.221,/,1723221432,34.111.71.221,HTTP/3,1,False,True,,,,,
cloud.www.mollie.com,403,403,134,cloud.www.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-24T20:36:48Z,2023-10-22T20:36:47Z,CN=cloud.api.mollie.com,cloud.api.mollie.com,cloud.www.mollie.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aea605a3d35cf2d926fe7138c59594a8,2c4304b92c2368e31c97c6a776d4ec8eedc30bd72bfd8a02c63c403149e06d84,ctls,cloud.www.mollie.com,google,443,https://cloud.www.mollie.com:443,https,,text/html,GET,34.111.71.221,/,1723221432,34.111.71.221,HTTP/3,1,False,True,,,,,
components.lightspeed.mollie.com,,404,74,components.lightspeed.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:26:28Z,2023-09-01T22:26:27Z,CN=lightspeed.mollie.com,lightspeed.mollie.com,lightspeed.mollie.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,387530d94de169b0f412d7f0a810013c,d9298ff99c72abcbb9ab58ad828bf1d8ca4a91538f8e4801792be302c8884c12,ctls,components.lightspeed.mollie.com,google,443,https://components.lightspeed.mollie.com:443,https,nginx,application/json,GET,34.117.156.210,/,1093734315,34.117.156.210,Nginx,1,False,True,,,,,
docs.mollie.com,Mollie API documentation — API documentation — Mollie,200,24199,docs.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-26T23:59:59Z,CN=docs.mollie.com,docs.mollie.com,docs.mollie.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,56eb06ab326c7db8bd6275844fe9bf75,ad6e219a450cb71015e7b6b24f454ec5dcffbda999722ea369621b5d8632d6d2,ctls,docs.mollie.com,cloudfront,443,https://docs.mollie.com:443,https,CloudFront,text/html,GET,143.204.98.43,/,-1945252980,2600:9000:2156:7600:0:dc1a:2680:93a1,Pygments,676,False,True,,cdn.mxpnl.com,,,
dummyservice.mollie.com,Sign in - Google Accounts,200,607463,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://dummyservice.mollie.com:443,https,ESF,text/html,GET,34.120.19.40,/,-90498761,34.120.19.40,HTTP/3,76,False,True,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1676812383%3A1690348831109022&client_id=787748131798-nfe9lgg5nr0sf6q6dtu6pru2e7vdrh6h.apps.googleusercontent.com&code_challenge=Mcqjey62TK-GWiIbxteukiOSj1-UJYhQwtJQDDhoFOA&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F787748131798-nfe9lgg5nr0sf6q6dtu6pru2e7vdrh6h.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEmp_NOkJs8M8e9ch1OPdvz8AYn-M0u9Nk3T_ovBWPSFlZGzgr42aeTYDvRyOJ2bdKsd64f9-S7p_0aSWeXoeOvoAvj8nOHks9adL7IJVVPl8KzttKVyvgOxvaEvHBkArhhg9MrCdEBY_4lQQUFq4Up5ls74P_eV6Ht8mR017EhqQcq84PPSDm25KTBplWbwjKc4idLHnhEDuh-x71yRynfJctRI3vPRnkEh2hCVr6LoDYVOjmGQ4seIn156_XG_GkuCeRvB9G0zBY234YKX9tWzeCb94N3S3b-YUc-ZV32oNdTd4a4hpY1AJTy7qFTXLCbfJJZcIWPPx1ASOOOLfO5b1FdhdwEARwOZ8Fq4RRd-If3EoPCu9ZFXIVzGrG1NKMzK0H5EXZD-VR8j_-nlWUAhkgaU3IpxYTXgVf89eIxGw7TqNF6VLH4tztaNDuJbXWFFntHK9dCpcyWNHO71U3qTqRom19LoB3son8VA7W5vU7N-ChwOuqHZQ2hKUjszUYAlhJ7HkW8ilW9PFemXg-4bYVHx93SzsV37E4jQMcoFqIowyJEeKfOU19fyHJs7_7uE0Uw081AUy-1TtR3TSuwp0LFdVY1rprMo0Nf0SlEb4lUwHIN8TLZX6egN0YE9c1OO4asjXZ6tl5wiMNn06TUCohA1RFc4lOG-iNyjl5eQ6_SlAIZ1pUkVX3kZyLkOvR-7H1A5qA6fCN8seTJaf0L90jI1thHC6O-1BkXIjTe1Vcr2kwChJndx8ebmjwmxn6LGsMMhz0EIDv7AR3gP1ahwpwGDqGf42UqLX79fvYxQb6xd1MK93P0zgPmRmJWAPP21uLvtmzOvJ6Dpx3Oipxk2ziRPSG7N046JGWsKbemLp-WaS7uemmf1Txvfm8aZVqt7jlMY6w3bmIlkLErH-STzjjRhX7FP6tnpvx-rhXae4uOGGSUlM9tCAFBuFkLdJdeF6CnACNoBnzr0KZq9rfW0xKyfRY3DqgQ8_SJX6AlVmN0S2Q4fYyLKVlLJrhzWm5q__nEEanpap4SJja316o3KK2HH4&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAN3XNO3l8WUU-04GPJhyWQHOGuuHAi5pWFQnvzhg8-bvpSJm9inGe3ixLPUFIR-LOhtHK43q8XG7pU_AZHqFoY5egXdVB09AcOwBRr3ihxRzmkg63HjcskoQW2uj_CaTeG80KSYyqwa9sPNSDByPBqof9piww4uCOoG5vei04sabSqO7v6CfpyPnjqYqf60DPLZQGH0_F8dh-Vwn3cnpQ_ryKg-EA7jTrHU46TRm049KrkP_GbKs5gLA6it84e2Dl21VKkPJ1gvkgwm24LEXXgvzAJhYCkw6J5PikEH69PO-UA9ZfldzHv-T8Tgp-6tWh-zpTlxosHyx-GsZaXssxxWAhFc6O0J5Sj7tGbnZSlXqpDSQ6tL7txNFcAopZZCQ6yi_zAaxNBUqX9HW_6HwW5lY2NRW-Qi4rXrsr5leqlGkhPI_LqDny2TwDL1rwEXZ7SXRh-DBGay0BJpgi9FNy1vo3d5_w%26as%3DS-1676812383%253A1690348831109022%26client_id%3D787748131798-nfe9lgg5nr0sf6q6dtu6pru2e7vdrh6h.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcer_tSxwrN-zp8QwMHi5BgbvBMTLhOE55l4kTlcKrv0t3gC7Vt8QptnAPO55EF1CT7Q-l5V8GNTFcuSItt80HQD_EngwA,True,
feedback.mollie.com,,200,90,feedback.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-25T10:54:07Z,2023-10-23T10:54:06Z,CN=mixpanel-proxy.molops.net,mixpanel-proxy.molops.net,mixpanel-proxy.molops.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55b2e93db69df01724ccbdf898688dc2,efd21787e51d6466f67234d691350b5f26209fcdd4c76f6889ce351f46682342,ctls,feedback.mollie.com,google,443,https://feedback.mollie.com:443,https,nginx/1.23.1,application/json,GET,34.111.71.221,/,2028370544,34.111.71.221,Nginx:1.23.1,1,False,True,,,,,
https://api.mixpanel.com,Mixpanel API,200,205,api.mixpanel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-15T23:59:59Z,CN=*.mixpanel.com,*.mixpanel.com,mixpanel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",9de3177e2f0aeca9d197e5cfb99d784a,d0d3af37fb07a2a39f463802f3ef15b06b258c5068a987d54cbd37b5843906f5,ctls,api.mixpanel.com,google,443,https://api.mixpanel.com:443,https,envoy,text/html,GET,35.186.241.51,/,2028370544,35.190.25.25,Google Cloud CDN,11,False,True,,,,True,
https://cdn.mxpnl.com,Page not found - Mixpanel | Product Analytics,404,3310,cdn.mxpnl.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-12T00:00:00Z,2024-08-11T23:59:59Z,CN=*.mxpnl.com,*.mxpnl.com,mxpnl.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,d85fb39146fac13af57fa57c4bd83285,5d428d628ae41ee05248139d0f3fdddaf0e75299d7773e9f8249ead416f547ad,ctls,cdn.mxpnl.com,google,443,https://cdn.mxpnl.com:443,https,UploadServer,text/html,GET,130.211.5.208,/,-1155933505,2600:1901:0:bc29::,HTTP/3,105,False,True,,,,True,
https://images.ctfassets.net,,404,109,images.ctfassets.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-16T23:59:59Z,CN=images.ctfassets.net,images.ctfassets.net,images.ctfassets.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0fe1f56fad6c72aff7f3ea2d4cc4472a,5287ae8cf6fb5a88eebdd42e2e7da60dee3d89200c8362212fd46307318a24de,ctls,images.ctfassets.net,cloudfront,443,https://images.ctfassets.net:443,https,CloudFront,application/json,GET,108.138.7.42,/,-1759937580,2600:9000:2490:5200:12:94b3:c380:93a1,Amazon Web Services,7,False,True,,,,,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,66.102.1.155,/,302920777,2a00:1450:400c:c06::9b,HTTP/3,1833,False,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,True,
https://tagmanager.google.com,Google Analytics,200,578383,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,,443,https://tagmanager.google.com:443,https,ESF,text/html,GET,142.250.185.174,/,-1331711046,2a00:1450:4001:811::200e,HTTP/3,76,False,,,,https://accounts.google.com/v3/signin/identifier?dsh=S-402331685%3A1690348832924104&continue=https%3A%2F%2Ftagmanager.google.com%2F&followup=https%3A%2F%2Ftagmanager.google.com%2F&ifkv=AeDOFXh9wm1s-KIRg5WY3Op1gwACvU23hDBdHR99-dWTNCLki5nHVJVHIUSRM2xt4CytmQ7XAgXvYw&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin,True,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,216.239.34.178,/,302920777,2a00:1450:4001:808::200e,HTTP/3,1833,False,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,True,
image.email.mollie.com,Access Denied,403,276,image.email.mollie.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=san-1-s51.tlsprovisioning.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",san-1-s51.tlsprovisioning.exacttarget.com,image.amorimluxurygroup.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,2b9d32fa5e4cabf51e9338e24630e874,0131d08118093669f926048b5bf72381ff7323d3e987ce78ad34cb2e3ea1c07f,ctls,image.email.mollie.com,,443,https://image.email.mollie.com:443,https,AkamaiGHost,text/html,GET,184.86.251.31,/,1279368046,2a02:26f0:3500:1b::1724:a394,,10,False,,"SALESFORCE.COM, INC.",,,,
info.mollie.com,Mollie - Accept online payments today.,200,152514,www.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-06T23:59:59Z,CN=mollie.com,mollie.com,www.mollie.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,398d5c8c24880f5d3c4ea14347157317,f95d97edcb4425e410b7a136697a269dc73a798d999d86fbcd9c0f4806f88971,ctls,www.mollie.com,google,443,https://info.mollie.com:443,https,nginx,text/html,GET,34.120.18.150,/,-1840324437,34.120.18.150,Yoast SEO:20.10,1351,False,True,,,https://www.mollie.com:443//,,
js.mollie.com,404 Not Found,404,315,js.mollie.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2022-11-22T00:00:00Z,2023-11-22T23:59:59Z,CN=pay.mollie.nl,pay.mollie.nl,pay.mollie.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1ca0955248a9be6eec59c07e6123fab3,d49e51469eebd8ee82255821d4d1538d80c2dcb4d908deb4d061c570316b4544,ctls,js.mollie.com,,443,https://js.mollie.com:443,https,Apache,text/html,GET,79.171.83.60,/,-265028079,79.171.83.60,Apache,10,False,,,,,,
lightspeed.mollie.com,,401,32,lightspeed.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:26:28Z,2023-09-01T22:26:27Z,CN=lightspeed.mollie.com,lightspeed.mollie.com,lightspeed.mollie.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,387530d94de169b0f412d7f0a810013c,d9298ff99c72abcbb9ab58ad828bf1d8ca4a91538f8e4801792be302c8884c12,ctls,lightspeed.mollie.com,google,443,https://lightspeed.mollie.com:443,https,,application/json,GET,34.117.156.210,/,1567662958,34.117.156.210,HTTP/3,1,False,True,,,,,
marketing.mollie.com,404 - File or directory not found.,404,1245,marketing.mollie.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=marketing.mollie.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",marketing.mollie.com,marketing.mollie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b107683c49b3f13b4e3b65dfcc59699,02555ce14ee37088362e86a04f152dfbd03110723cfc61a01f08842d7ddb2c77,ctls,marketing.mollie.com,,443,https://marketing.mollie.com:443,https,,text/html,GET,159.92.128.135,/,1631801191,159.92.128.135,,30,False,,"Salesforce.com, Inc.",,,,
my.mollie.com,Mollie Login - Anmelden beim Mollie Dashboard,200,11354,my.mollie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-06T23:59:59Z,CN=mollie.com,mollie.com,www.mollie.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,398d5c8c24880f5d3c4ea14347157317,f95d97edcb4425e410b7a136697a269dc73a798d999d86fbcd9c0f4806f88971,ctls,my.mollie.com,google,443,https://my.mollie.com:443,https,nginx,text/html,GET,34.111.71.221,/,1367668027,34.111.71.221,Nginx,239,False,True,,https://*.google.fr,https://my.mollie.com/dashboard/login,,
pages.email.mollie.com,403 - Forbidden: Access is denied.,403,1233,pages.email.mollie.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=pages.s51.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s51.exacttarget.com,pages.s51.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,43d3a7c93e56afef3ec25643bcf2a4e7,17147b2da6b75d06f0d48481bec05396a9a7e24b1f54f1187d598c29ea0a41cd,ctls,pages.email.mollie.com,,443,https://pages.email.mollie.com:443,https,,text/html,GET,159.92.128.1,/,-207424980,159.92.128.1,,30,False,,"SALESFORCE.COM, INC.",,,,True
