new,host,a,aaaa,cname,soa,ns,status_code,has_internal_ips,internal_ips,cdn,cdn-name
,155-9-172-77.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,155-9-192-6.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,155-9-193-49.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,155-9-197-30.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,155-9-197-71.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,155-9-216-38.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,155-9-223-39.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,155-9-242-82.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,155-9-56-88.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns104.comcast.net, dns103.comcast.net, dns101.comcast.net, dns105.comcast.net",NOERROR,,,,
,155-9-72-36.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,155-9-73-83.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,155-9-75-80.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,155-9-76-28.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns102.comcast.net, dns105.comcast.net, dns101.comcast.net, dns103.comcast.net",NOERROR,,,,
,158-7-252-85.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-112-36.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns104.comcast.net, dns103.comcast.net, dns102.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-112-6.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-112-64.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,17-121-112-99.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,17-121-113-53.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-121-113-73.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-121-113-93.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-121-114-10.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-114-82.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-115-46.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,17-121-115-76.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,17-121-115-77.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-121-115-77.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-116-17.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns102.comcast.net, dns104.comcast.net, dns101.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-116-18.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-116-23.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-116-53.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns104.comcast.net, dns105.comcast.net, dns103.comcast.net, dns102.comcast.net",NOERROR,,,,
,17-121-117-61.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,17-121-117-91.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,17-121-118-85.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,17-121-118-91.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-119-45.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-119-58.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-121-119-72.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-120-50.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-120-71.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-121-18.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns104.comcast.net, dns102.comcast.net, dns101.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-121-8.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-122-27.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns102.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-121-122-34.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-121-123-2.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-123-28.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,17-121-123-53.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-123-53.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-121-124-86.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns102.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-121-125-13.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-121-125-40.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns102.comcast.net, dns101.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-125-40.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns103.comcast.net, dns102.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-125-56.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-125-68.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-126-16.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-121-126-26.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-121-126-58.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns103.comcast.net, dns105.comcast.net, dns102.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-58-101-80.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-58-103-55.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,17-58-97-8.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,17-58-97-8.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,17-58-98-28.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,17-58-99-66.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,17-58-99-66.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,176-54.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,1b.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,2-vl-31.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns103.comcast.net, dns102.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,22-66.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,26.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns102.comcast.net, dns101.comcast.net, dns103.comcast.net",NOERROR,,,,
,29-3.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,3fgraph-09.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,3lewi-160-23.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,3lewi-164-86.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
