new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,mx,ns,txt,has_internal_ips,internal_ips,caa
,sla.test.api.bbc.com,"34.251.47.22, 34.254.107.42","sla.test.e97bd6ffa923d28f.xhst.bbci.co.uk, test-sla-componen-oege9q726ean-1176375597.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sli.bbc.com,"18.67.65.58, 18.67.65.80, 18.67.65.22, 18.67.65.27, 205.251.193.125, 205.251.194.42, 205.251.196.92, 205.251.199.214",d3agfgqvcpkwmw.cloudfront.net,"ns-381.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2269:aa00:e:8c2e:ce00:93a1, 2600:9000:2269:d000:e:8c2e:ce00:93a1, 2600:9000:2269:ce00:e:8c2e:ce00:93a1, 2600:9000:2269:7600:e:8c2e:ce00:93a1, 2600:9000:2269:d400:e:8c2e:ce00:93a1, 2600:9000:2269:3c00:e:8c2e:ce00:93a1, 2600:9000:2269:c800:e:8c2e:ce00:93a1, 2600:9000:2269:3e00:e:8c2e:ce00:93a1",True,cloudfront,,"ns-554.awsdns-05.net, ns-1116.awsdns-11.org, ns-2006.awsdns-58.co.uk, ns-381.awsdns-47.com",,,,
,specialfeatures.external.bbc.com,,prod-shared-platform-9bo20o.wwbbcshares.com.wwbbcshares.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ssl.bbc.com,"212.58.244.115, 212.58.249.191",ssl.bbc.com.pri.bbc.com,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ssl.bbc.com.pri.bbc.com,"212.58.249.191, 212.58.244.115",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ssl.int.bbc.com,212.58.228.105,ssl.int.bbc.co.uk,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,"2001:41c1:4008:d::bbc:70, 2001:41c1:4008:d::bbc:71",,,,,,,,
,ssl.live.bbc.com,,"ssl.live.bbc.co.uk, ssl.live.bbc.co.uk.pri.bbc.co.uk, main.dc.ssl.live.bbc.co.uk.pri.bbc.co.uk","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ssl.sandbox.bbc.com,192.168.193.18,,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,192.168.193.18,
,ssl.stage.bbc.com,"212.58.244.113, 212.58.249.85",ssl.stage.bbc.com.pri.bbc.com,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ssl.test.bbc.com,212.58.228.106,ssl.test.bbc.co.uk,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,staff.bbc.com,"13.225.78.6, 13.225.78.67, 13.225.78.54, 13.225.78.100",,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:21f3:3600:16:bedb:840:93a1, 2600:9000:21f3:5c00:16:bedb:840:93a1, 2600:9000:21f3:da00:16:bedb:840:93a1, 2600:9000:21f3:d200:16:bedb:840:93a1, 2600:9000:21f3:5e00:16:bedb:840:93a1, 2600:9000:21f3:6a00:16:bedb:840:93a1, 2600:9000:21f3:4800:16:bedb:840:93a1, 2600:9000:21f3:a200:16:bedb:840:93a1",True,cloudfront,,"ns-1457.awsdns-54.org, ns-1941.awsdns-50.co.uk, ns-508.awsdns-63.com, ns-529.awsdns-02.net","google-site-verification=WDRo5TxEBKMoUyLXF05I_eul2s_Iz3Oa950EZ4mdB3w, google-site-verification=Hm0RJe8SyCzq1Cy_Le11m3boShrn4-uXQKr0kG7alEo",,,
,stage.bbc.com,"151.101.0.82, 151.101.64.82, 151.101.128.82, 151.101.192.82",stage.bbc.co.uk,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,"2a04:4e42::82, 2a04:4e42:200::82, 2a04:4e42:400::82, 2a04:4e42:600::82",True,fastly,,"ns0.bbcdns.net, ns1.bbcdns.net, ns0.bbcdns.net.uk, ns1.bbcdns.net.uk",,,,
,stage.staff.bbc.com,"18.66.233.9, 18.66.233.96, 18.66.233.48, 18.66.233.38",,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2175:6000:6:105f:d180:93a1, 2600:9000:2175:4400:6:105f:d180:93a1, 2600:9000:2175:ba00:6:105f:d180:93a1, 2600:9000:2175:7600:6:105f:d180:93a1, 2600:9000:2175:6800:6:105f:d180:93a1, 2600:9000:2175:7c00:6:105f:d180:93a1, 2600:9000:2175:d000:6:105f:d180:93a1, 2600:9000:2175:c200:6:105f:d180:93a1",True,cloudfront,,,,,,
,static.sandbox.bbc.com,192.168.193.16,,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,192.168.193.16,
,store.bbc.com,"23.53.42.104, 23.53.42.163","store.bbc.com-v3.edgekey.net, e71911.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2aa3, 2a02:26f0:3100::1735:2a68",,,,,,,,
,storeuk.bbc.com,198.245.82.46,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,inbound-reply.s6.exacttarget.com,"ns1.exacttarget.com, ns2.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com","spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,,
,storeukservice.bbc.com,198.245.82.46,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,inbound-reply.s6.exacttarget.com,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com","v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,
,tags.api.bbc.com,"34.245.241.29, 54.228.208.104, 52.208.137.223",tags.7b6b1c244eb625d5.xhst.bbci.co.uk,"ns-959.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,test.bbc.com,,test.bbc.co.uk,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,True,fastly,,,,,,
,test.staff.bbc.com,"13.32.121.38, 13.32.121.68, 13.32.121.100, 13.32.121.40",,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2240:3a00:9:c1da:c880:93a1, 2600:9000:236e:6800:9:c1da:c880:93a1, 2600:9000:236e:400:9:c1da:c880:93a1, 2600:9000:236e:d000:9:c1da:c880:93a1, 2600:9000:236e:d200:9:c1da:c880:93a1, 2600:9000:236e:a00:9:c1da:c880:93a1, 2600:9000:2240:fe00:9:c1da:c880:93a1, 2600:9000:236e:3200:9:c1da:c880:93a1",True,cloudfront,,,,,,
,tps.bbc.com,,"tps.bbc.com.pri.bbc.com, main.dc.tps.bbc.com.pri.bbc.com","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,tps.int.bbc.com,,"www.int.bbc.co.uk, www.bbc.co.uk.europe-west-1.live-int.gtm-edge.e9fb45cfcc47b85b.xhst.bbci.co.uk, gtmliveint-eu-w-1nlbwwwcouk-afc5cc268aaa7e60.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tps.test.bbc.com,"34.250.184.253, 34.247.133.95, 34.241.99.133","www.test.bbc.com, www.bbc.com.europe-west-1.live-test.gtm-edge.e9fb45cfcc47b85b.xhst.bbci.co.uk, gtmlivetest-eu-w-1nlbwwwcom-7f23465adbe32052.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1243.awsdns-27.org, ns-1566.awsdns-03.co.uk, ns-272.awsdns-34.com, ns-638.awsdns-15.net",,,,
,tracker.shop.bbc.com,"104.17.218.1, 104.17.217.1","links.getblueshift.com, links.getblueshift.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:da01, 2606:4700::6811:d901",True,cloudflare,,,,,,
,travel-specials.external.bbc.com,95.138.132.11,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,tv.stage.bbc.com,,"tv.stage.bbc.com.edgesuite.net, a427.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,uat.shop.bbc.com,"2.16.202.84, 95.101.54.225","uat.shop.bbc.com.edgesuite.net, a1414.w7.akamai.net","n0w7.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,ui.developer-portal.int.api.bbc.com,"52.19.224.220, 54.171.187.246","ui.developer-portal.int.e97bd6ffa923d28f.xhst.bbci.co.uk, int-devel-componen-17vesfyzhnhij-575890184.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,us.shop.bbc.com,23.227.38.74,"bbc-shop-us.myshopify.com, shops.myshopify.com","ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,"digicert.com, globalsign.com, letsencrypt.org"
,usproxy.bbc.com,67.192.57.192,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,view.bbcafricachannels.bbc.com,,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.bbcamerica.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.bbcgoodfood.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.bbciplayer.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.bluey.bbc.com,,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.crmdev.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.emails.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.events.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,"ns1.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com",,,,
,view.storeuk.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.topgear.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,view.uktv.bbc.com,68.232.203.71,view.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,wac.dev.bbc.com,212.58.230.167,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,web-preprod.store.bbc.com,,,,NOERROR,,,,,,,,,
,web.int.bbcx.test.api.bbc.com,"52.19.26.130, 18.203.71.21, 34.240.122.62","web.int.bbcx-internal.com, kmsswmsd4b.eu-west-1.awsapprunner.com","ns-1104.awsdns-10.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1104.awsdns-10.org, ns-1857.awsdns-40.co.uk, ns-244.awsdns-30.com, ns-554.awsdns-05.net",,,,
,web.test.bbcx.test.api.bbc.com,"18.200.84.50, 54.220.88.157, 52.215.166.60","web.test.bbcx-internal.com, hgzv4itmer.eu-west-1.awsapprunner.com","ns-1104.awsdns-10.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,webconf.dev.bbc.com,132.185.162.213,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,webmail.bbc.com,132.185.162.192,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,webmailtest.bbc.com,212.58.230.168,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,westvoicemail.events.bbc.com,,,,NOERROR,,,,,,,,,
,workspace.bbc.com,"3.121.121.155, 18.194.144.26","6667.72060710036701184.h.p.zpa-app.net, exporter.gslb.prod.zpath.net, fra5.exporter.gslb.prod.zpath.net, zpath-prod-exporter-e79ea3db1186c603.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,world.stage.bbc.com,,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
,wspartners.bbc.com,"52.215.228.122, 34.248.98.173, 34.253.62.207","media.ws.7a576ea3ed7ca599.xhst.bbci.co.uk, loadbalancer-198355083.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,wspartners.stage.bbc.com,"52.51.233.56, 52.215.17.114, 63.32.19.127","ws-partners.stage.1c9eb4db7739eb1a.xhst.bbci.co.uk, loadbalancer-stage-122552228.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,wws.bbc.com,"212.58.249.206, 212.58.244.129","bogons.bbc.co.uk, virtuals.live.bbc.co.uk, virtuals.live.bbc.co.uk.pri.bbc.co.uk","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,www.bbc.com,,"www.bbc.com.pri.bbc.com, bbc.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,www.int.bbc.com,"18.202.159.84, 18.202.159.76, 18.202.161.242","www.bbc.com.europe-west-1.live-int.gtm-edge.e9fb45cfcc47b85b.xhst.bbci.co.uk, gtmliveint-eu-w-1nlbwwwcom-4ac171b630b2c961.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1243.awsdns-27.org, ns-1566.awsdns-03.co.uk, ns-272.awsdns-34.com, ns-638.awsdns-15.net",,,,
,www.shop.bbc.com,"212.58.249.206, 212.58.244.129","virtuals.live.bbc.co.uk, virtuals.live.bbc.co.uk.pri.bbc.co.uk","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,www.stage.bbc.com,"151.101.192.82, 151.101.0.82, 151.101.64.82, 151.101.128.82","www.stage.bbc.com.pri.bbc.com, bbc-stage.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,www.store.bbc.com,"212.58.249.207, 212.58.244.210","virtuals.live.bbc.co.uk, virtuals.live.bbc.co.uk.pri.bbc.co.uk","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,www.test.bbc.com,"34.250.184.253, 34.241.99.133, 34.247.133.95","www.bbc.com.europe-west-1.live-test.gtm-edge.e9fb45cfcc47b85b.xhst.bbci.co.uk, gtmlivetest-eu-w-1nlbwwwcom-7f23465adbe32052.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,xproxy.api.bbc.com,"108.138.7.124, 108.138.7.16, 108.138.7.70, 108.138.7.122",xproxy.gnl-live.bbcverticals.com,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,xproxy.int.api.bbc.com,,xproxy.gnl-int.bbcverticals.com,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,xproxy.stage.api.bbc.com,"18.66.248.77, 18.66.248.42, 18.66.248.27, 18.66.248.93",xproxy.gnl-stage.bbcverticals.com,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,xproxy.test.api.bbc.com,"13.227.219.120, 13.227.219.119, 13.227.219.3, 13.227.219.82",xproxy.gnl-test.bbcverticals.com,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
