input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_self_signed
coder.gapinc.com,Coder,200,1046,coder.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-20T00:00:00Z,2024-06-19T23:59:59Z,"CN=coder.gapinc.com, O=The Gap\, Inc., ST=California, C=US",coder.gapinc.com,"The Gap, Inc.",coder.gaptech.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,89093b3aca7e120c853d966d58366561,329f0a2f111ac5376542c04d6136873edb3697f1c78cffaf111eb65b55100ad6,ctls,coder.gapinc.com,azure,443,https://coder.gapinc.com:443,https,,text/html,GET,52.255.212.181,/,-617179918,52.255.212.181,HSTS,1,False,True,ws://coder.gapinc.com,,,,,
confluence.gapinc.com,Page Expired,200,1657,onelogon.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=onelogon.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogon.gap.com,"The Gap, Inc.",onelogon.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,68e1a31274160c9ce2af73dd5a84b147,1d968a9a4ede73cdbb6520373073f222f9143b1197e3cf21314fe6fd8b9268aa,ctls,onelogon.gap.com,,443,https://confluence.gapinc.com:443,https,,text/html,GET,8.18.111.181,/,62285871,8.18.111.181,,54,False,,,,https://onelogon.gap.com/as/ZZxeq/resume/as/authorization.ping,,,
corpgp01iad.gapinc.com,,200,170,corpgp01iad.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=corpgp01iad.gapinc.com, O=The Gap\, Inc., ST=California, C=US",corpgp01iad.gapinc.com,"The Gap, Inc.",corpgp01iad.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,52fdd6d9a857fb420e3c357eb1c6f17b,3ef85dbbb1b06392d2f842b4009e2639d0c8b6f37a47e1a7eaf2214eb5079ab4,ctls,corpgp01iad.gapinc.com,,443,https://corpgp01iad.gapinc.com:443,https,,text/html,GET,8.45.105.20,/,593259606,8.45.105.20,HSTS,4,False,,,,,,,
corporate.gapinc.com,Home | Gap Inc.,200,67292,www.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=www.gapinc.com, O=The Gap\, Inc., ST=California, C=US",www.gapinc.com,"The Gap, Inc.",gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a17f5a70d87aa954ffe7bfd84932fa66,8e1e7847073472d2a12ac2f0cf7c253541ac04067654f072429c944e0bca4c23,ctls,www.gapinc.com,azure,443,https://corporate.gapinc.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.93.158.16,/,-220453327,13.93.158.16,Windows Server,970,False,True,,,https://www.gapinc.com/en-us/,,,
cross-brand.stitch.gapinc.com,Gap Inc Login,200,11224,onelogonqa.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogonqa.gap.com,"The Gap, Inc.",onelogonqa.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,91a951923478db9ae243d01017d87fd2,03dd6da006d79db288616edb42357f2435a1aa402b44f6d611a662eb6450c8a4,ctls,onelogonqa.gap.com,,443,https://cross-brand.stitch.gapinc.com:443,https,,text/html,GET,63.33.17.94,/,409104341,54.195.237.234,Azure,323,False,,,,https://onelogonqa.gap.com/idp/SSO.saml2?SAMLRequest=fZJJa8MwFIT%2Fim86eZPjTdgBk1AIpAtJ20MvRZWfE4EtOXpyt1%2Ff2KEkPaRXMfPNME8F8q7tWTXYvdrAYQC0ToUIxkqtFlrh0IHZgnmXAp4265Lsre2R%2Bf43GL0HudtbT%2BjOR9Q%2BF%2BiHUVNDCo0Qopk1PE%2BSOKJ1lBFneURLxUfumaIVtHqn1YF7O95PJFn3%2FnZ7743FKHFWy5K8Zg2kvKFvbk4z6s5Ekrq8iahLszBO8zTPZvHsKEUcYKXQcmVLQgMauUHq0uQxiFmQsTh7Ic4zGJwaUC8gzmfXKmRjUkkGo5jmKJEp3gEyK9i2ul2zo5Dx30UuLf3%2Fnt5oq4VuybwY1WxqZ%2Bbn3di1rQr%2F0lCcLnR3DFgtH3QrxZdTta3%2BWBjgFkpizQDEudGm4%2FZ6pdALpxdZu80kZdBx2VZ1bQCR%2BPNT6t%2BvMP8B,,,
dev.media.gapinc.com,Fastly error: unknown domain dev.media.gapinc.com,500,268,dev.media.gapinc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=stage.media.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",stage.media.gapinc.com,"The Gap, Inc.",qa.media.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,85a69824fa325aec05a054f9233a22b0,53c99be21057504be6175c14febd8e6a4d4ea9fdebcde78c578a2b11407bf193,ctls,dev.media.gapinc.com,fastly,443,https://dev.media.gapinc.com:443,https,Varnish,text/html,GET,151.101.3.10,/,-1808884005,151.101.195.10,Varnish,8,False,True,,,,,,
empdiscount.gapinc.com,Gap Inc Login,200,11198,onelogon.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=onelogon.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogon.gap.com,"The Gap, Inc.",onelogon.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,68e1a31274160c9ce2af73dd5a84b147,1d968a9a4ede73cdbb6520373073f222f9143b1197e3cf21314fe6fd8b9268aa,ctls,onelogon.gap.com,azure,443,https://empdiscount.gapinc.com:443,https,,text/html,GET,20.62.191.6,/,1297668362,20.62.191.6,,315,False,True,,,https://onelogon.gap.com/as/authorization.oauth2?response_type=code&client_id=ediscounts&scope=openid%20profile&state=7Z-ToKklr6T9lLb75SSd4c-IECkMiFMnDO6_xrSXbXg%3D&redirect_uri=https://empdiscount.gapinc.com/login/oauth2/code/&nonce=n7M8AjOW4QStKNYZ4Mhk3XszsAKhjLQlL7naIK_RDoE,,,
empdiscountqa.gapinc.com,Gap Inc Login,200,11500,onelogonqa.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogonqa.gap.com,"The Gap, Inc.",onelogonqa.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,91a951923478db9ae243d01017d87fd2,03dd6da006d79db288616edb42357f2435a1aa402b44f6d611a662eb6450c8a4,ctls,onelogonqa.gap.com,azure,443,https://empdiscountqa.gapinc.com:443,https,,text/html,GET,40.76.165.250,/,-1623031236,40.76.165.250,Azure,318,False,True,,,https://onelogonqa.gap.com/as/authorization.oauth2?response_type=code&client_id=eda_qa&scope=openid%20profile&state=2Jkxvqhq1aPLi9szG-vVU0zOshyF_UVoX69lX-ZNSkc%3D&redirect_uri=https://empdiscountqa.gapinc.com/login/oauth2/code/&nonce=sfooipmCwPISXyNwwHIWg6ECUmLFWZOMWo8svJsXVAA,,,
essbase-corp-prod.gapinc.com,401 Unauthorized,401,381,essbase-corp-prod.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=essbase-corp-prod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-corp-prod.gapinc.com,"The Gap, Inc.",essbase-corp-prod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,56ea572726cfa1f8f9f5863a0e53938d,6f5281b4523311a8fd7b2a191ec0dc41abe780db83671536ebf82c5d8304f3c6,ctls,essbase-corp-prod.gapinc.com,oracle,443,https://essbase-corp-prod.gapinc.com:443,https,Apache,text/html,GET,129.159.89.186,/,-366337701,129.159.89.186,Apache,13,False,True,,,https://essbase-corp-prod.gapinc.com/essbase/jet/,,,
essbase-corp-test.gapinc.com,401 Unauthorized,401,381,essbase-corp-test.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=essbase-corp-test.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-corp-test.gapinc.com,"The Gap, Inc.",essbase-corp-test.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1b533d650b36181284e1bcc714402231,454e5662da5ea7b252ac639d2acd7a1a47af35d6cd7cba8b3dfb7943c1ea086c,ctls,essbase-corp-test.gapinc.com,oracle,443,https://essbase-corp-test.gapinc.com:443,https,Apache,text/html,GET,193.122.194.40,/,-366337701,193.122.194.40,Apache,13,False,True,,,https://essbase-corp-test.gapinc.com/essbase/jet/,,,
essbase-gl-dev.gapinc.com,401 Unauthorized,401,381,essbase-gl-dev.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2024-02-11T23:59:59Z,"CN=essbase-gl-dev.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-gl-dev.gapinc.com,"The Gap, Inc.",essbase-gl-dev.gapinc.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,aa9f74cb46c83412e58535189d5e73ae,ebefc922e2ab0f121dc6a2c82dd4ed45ff8e3ed09636983f3c17be4b390227c1,ctls,essbase-gl-dev.gapinc.com,oracle,443,https://essbase-gl-dev.gapinc.com:443,https,Apache,text/html,GET,129.159.73.167,/,-366337701,129.159.73.167,Apache,13,False,True,,,https://essbase-gl-dev.gapinc.com/essbase/jet/,,,
essbase-gl-prod.gapinc.com,401 Unauthorized,401,381,essbase-gl-prod.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=essbase-gl-prod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-gl-prod.gapinc.com,"The Gap, Inc.",essbase-gl-prod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,86476d17b1e9b36bd58b9894d16b4969,75e66102e5e8c20d3b6f5aeff00490b35d86a8abf2508dea0212709e195eecc0,ctls,essbase-gl-prod.gapinc.com,oracle,443,https://essbase-gl-prod.gapinc.com:443,https,Apache,text/html,GET,193.122.199.243,/,-366337701,193.122.199.243,Apache,13,False,True,,,https://essbase-gl-prod.gapinc.com/essbase/jet/,,,
essbase-gl-test.gapinc.com,401 Unauthorized,401,381,essbase-gl-test.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=essbase-gl-test.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-gl-test.gapinc.com,"The Gap, Inc.",essbase-gl-test.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d566025e1ee3b1d565525753647ed2b6,3de925bc480ddb4f813831352a0cdbd87e1f2ab355f11f37eff6efb1f7093a52,ctls,essbase-gl-test.gapinc.com,oracle,443,https://essbase-gl-test.gapinc.com:443,https,Apache,text/html,GET,132.226.36.255,/,-366337701,132.226.36.255,Apache,13,False,True,,,https://essbase-gl-test.gapinc.com/essbase/jet/,,,
