new,host,a,aaaa,soa,status_code,cdn,cdn-name,mx,ns,txt,cname,caa
[x],enterpriseenrollment.silvergoldbull.com,13.74.111.192,,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",
[x],enterpriseregistration.silvergoldbull.com,20.190.137.40,,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",
[x],eu.sgb.co,,"2606:4700:20::681a:dac, 2606:4700:20::681a:cac, 2606:4700:20::ac43:4482","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,google-site-verification=2LtkerRiwme-jUlmt8B3t9MclyBhagicL4V_9FvRk7c,,
[x],eva.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],faq.silvergoldbull.ca,"50.16.45.169, 3.217.36.96, 54.81.149.43",,"ns-1428.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,silver-gold-bull-canada.helpscoutdocs.com,letsencrypt.org
[x],faq.silvergoldbull.com,"3.217.36.96, 50.16.45.169, 54.81.149.43",,"ns-1428.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,silver-gold-bull-usa.helpscoutdocs.com,letsencrypt.org
[x],fp.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],fresh.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],ftp.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],fund.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],ge.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],get.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],goldrrsp.silvergoldbull.ca,"172.66.43.200, 172.66.40.56","2606:4700:3108::ac42:2838, 2606:4700:3108::ac42:2bc8","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],grpc.sgb.co,"104.26.13.172, 104.26.12.172, 172.67.68.130","2606:4700:20::681a:cac, 2606:4700:20::681a:dac, 2606:4700:20::ac43:4482","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],h.sgb.co,"172.67.68.130, 104.26.13.172, 104.26.12.172","2606:4700:20::681a:cac, 2606:4700:20::ac43:4482, 2606:4700:20::681a:dac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,detectify-verification=bd79b5c88769f98f91346b030d41581d,,
[x],ifaq.silvergoldbull.com,"3.217.36.96, 50.16.45.169, 54.81.149.43",,"ns-1428.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,silver-gold-bull-general.helpscoutdocs.com,
[x],ira.silvergoldbull.com,"172.66.43.188, 172.66.40.68","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],jp.sgb.co,"172.67.68.130, 104.26.13.172, 104.26.12.172","2606:4700:20::681a:cac, 2606:4700:20::681a:dac, 2606:4700:20::ac43:4482","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,google-site-verification=Xf3DWE0e1wtg0GZV7s1sY0zGIjXE8Oevz1bdwrcZAlM,,
[x],lb.silvergoldbull.com,"44.238.25.110, 54.201.157.71, 34.211.201.8, 54.186.210.195",,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,magento-319252024.us-west-2.elb.amazonaws.com,
[x],lb.silvergoldbull.de,"3.77.85.15, 35.157.57.220, 18.198.216.176",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,magento-623123070.eu-central-1.elb.amazonaws.com,
[x],lyncdiscover.silvergoldbull.com,52.112.196.45,2603:1027:0:48::21,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,webdir.online.lync.com,
[x],magento.t.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],mail.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],mail.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],media.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],mx.silvergoldbull.com,"172.66.43.188, 172.66.40.68","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],oldeu.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],phpmyadmin2.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],pm-bounces.alterx.com,138.197.30.54,,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net",,"google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all",pm.mtasv.net,
[x],rd.sgb.co,52.36.217.114,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],rd.silvergoldbull.com,"172.66.43.188, 172.66.40.68","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],refining.silvergoldbull.ca,"172.66.40.56, 172.66.43.200","2606:4700:3108::ac42:2bc8, 2606:4700:3108::ac42:2838","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],rsp.silvergoldbull.ca,"172.66.43.200, 172.66.40.56","2606:4700:3108::ac42:2bc8, 2606:4700:3108::ac42:2838","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],rsp.silvergoldbull.com,"172.66.40.68, 172.66.43.188","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],sell.sgb.co,"104.26.12.172, 104.26.13.172, 172.67.68.130","2606:4700:20::681a:cac, 2606:4700:20::681a:dac, 2606:4700:20::ac43:4482","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,google-site-verification=i2fRSlSNi9s9jUuvW35LPcHvUnWacmwW1mCaa273Psg,,
[x],sell.silvergoldbull.ca,"172.66.40.56, 172.66.43.200","2606:4700:3108::ac42:2838, 2606:4700:3108::ac42:2bc8","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],sell.silvergoldbull.com,"172.66.40.68, 172.66.43.188","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],sgb.co,"104.26.12.172, 104.26.13.172, 172.67.68.130","2606:4700:20::681a:cac, 2606:4700:20::681a:dac, 2606:4700:20::ac43:4482","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,sgb-co.mail.protection.outlook.com,"erin.ns.cloudflare.com, seth.ns.cloudflare.com","MS=ms37628909, facebook-domain-verification=mk6258ebybgpr4uj08bmykublg0ita, google-site-verification=TEwVDKha8ZAIPR1EOney1Z33F8QdSnEEpwBuQrU5Rf8, v=spf1 include:spf.protection.outlook.com -all",,
[x],silvergoldbull.ca,"172.66.43.200, 172.66.40.56","2606:4700:3108::ac42:2838, 2606:4700:3108::ac42:2bc8","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,silvergoldbull-ca.mail.protection.outlook.com,"seth.ns.cloudflare.com, erin.ns.cloudflare.com","google-site-verification=VCuQho82gNxu5r2lJcX-WXoBTobXIIcCDziN8EYZDl8, v=spf1 v=spf1 +a +mx ip4:192.99.147.26 ip4:167.114.116.219 ip4:184.107.157.194 ip4:207.182.155.53/28 ip4:206.222.28.66 ip4:207.182.154.34 ip4:54.71.140.224 include:spf.mtasv.net include:silvergoldbull.emailcenterpro.com include:spf.protection.outlook.com , ~all, MS=ms15242307, ahrefs-site-verification_80421abc866a808aa55b06dff8b7a2728e2eaa04b3894ceec1238f2f8884a864, facebook-domain-verification=wry8c8lg86abkhxqcfnn1sqcld1bur, google-site-verification=KaXZ07rOvXOx9UHobIHY_ftgQbtiU8kjq857xL2IFY0",,
[x],silvergoldbull.com,"172.66.43.188, 172.66.40.68","2606:4700:3108::ac42:2bbc, 2606:4700:3108::ac42:2844","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,silvergoldbull-com.mail.protection.outlook.com,"erin.ns.cloudflare.com, seth.ns.cloudflare.com","DZC=trHRRdi, MS=6243E74DE2059200DEE432089F8369B3690CA14B, facebook-domain-verification=49g355zomgv98a15dxru09i6rbrwdw, google-site-verification=GGxEYvQnBSMr9dgXOrylqI-pnMR-rdqe7eTHOe8Io1w, google-site-verification=n9HQJIHetgZkhHQSFL-CnngtX8OttCh6T_SAvtsBUtQ, v=spf1 ip4:184.70.204.150 ip4:64.141.31.42 ip4:104.245.209.192/26 ip4:135.84.80.0/24 include:spf.protection.outlook.com include:spf.mtasv.net ip4:50.31.156.96/27 ip4:104.245.209.192/26 ip4:50.31.205.0/24 ip4:147.160.158.0/24 include:spf.zoho.com include:z, csend.net include:transmail.net include:spf1.zoho.com include:helpscout.net include:spf.mandrillapp.com include:servers.mcsv.net ~all",,"comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes"
[x],silvergoldbull.de,"172.66.40.60, 172.66.43.196","2606:4700:3108::ac42:283c, 2606:4700:3108::ac42:2bc4","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,silvergoldbull-de.mail.protection.outlook.com,"erin.ns.cloudflare.com, seth.ns.cloudflare.com","MS=ms72293940, detectify-verification=494250729bfdbd6206535920a80bdd94, facebook-domain-verification=b46b2h1ugavxp10b202k8mrgqiq64e, google-site-verification=x_8h-w-UzgyQFU6IGV6j-i5NCvhvFOPTuNM1fEHGZZo, v=spf1 v=spf1 +a +mx ip4:192.99.147.26 ip4:167.114.116.219 ip4:184.107.157.194 ip4:207.182.155.53/28 ip4:206.222.28.66 ip4:207.182.154.34 ip4:54.71.140.224 include:spf.mtasv.net include:silvergoldbull.emailcenterpro.com include:spf.protection.outlook.com , ~all",,
[x],sip.silvergoldbull.com,,2603:1027:0:48::20,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,sipdir.online.lync.com,
[x],stage.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],staging01.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],storage.silvergoldbull.ca,,"2606:4700:3108::ac42:2838, 2606:4700:3108::ac42:2bc8","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],storage.silvergoldbull.com,"172.66.43.188, 172.66.40.68","2606:4700:3108::ac42:2bbc, 2606:4700:3108::ac42:2844","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],t.sgb.co,"188.114.98.229, 188.114.99.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,google-site-verification=4XuW60oXirZ2MutdtpRHVrhEW4bKvQ8OrDF3wncOpJw,,
[x],t2.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],t8.sgb.co,,"2606:4700:20::681a:dac, 2606:4700:20::ac43:4482, 2606:4700:20::681a:cac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],tojrhz.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],trade.silvergoldbull.ca,"172.66.40.56, 172.66.43.200","2606:4700:3108::ac42:2838, 2606:4700:3108::ac42:2bc8","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],trade.silvergoldbull.com,,"2606:4700:3108::ac42:2bbc, 2606:4700:3108::ac42:2844","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],u.sgb.co,"104.26.12.172, 172.67.68.130, 104.26.13.172","2606:4700:20::681a:dac, 2606:4700:20::ac43:4482, 2606:4700:20::681a:cac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],webdesk.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.alterx.com,"172.66.40.197, 172.66.43.59","2606:4700:3108::ac42:28c5, 2606:4700:3108::ac42:2b3b","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.api.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.cdn.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.d.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.devx.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.ee03.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.eva.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.fp.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.get.silvergoldbull.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.sgb.co,"104.26.13.172, 104.26.12.172, 172.67.68.130","2606:4700:20::ac43:4482, 2606:4700:20::681a:dac, 2606:4700:20::681a:cac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.silvergoldbull.com,"172.66.40.68, 172.66.43.188","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.silvergoldbull.de,"172.66.43.196, 172.66.40.60","2606:4700:3108::ac42:283c, 2606:4700:3108::ac42:2bc4","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www2.silvergoldbull.com,"172.66.40.68, 172.66.43.188","2606:4700:3108::ac42:2844, 2606:4700:3108::ac42:2bbc","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www2.silvergoldbull.de,"172.66.40.60, 172.66.43.196","2606:4700:3108::ac42:283c, 2606:4700:3108::ac42:2bc4","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],x.sgb.co,"172.67.68.130, 104.26.12.172, 104.26.13.172","2606:4700:20::681a:dac, 2606:4700:20::ac43:4482, 2606:4700:20::681a:cac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,google-site-verification=r7oAo01I1415sf7F5SlVeJOp5JuCW7azgWQYuMHS7KM,,
[x],x.t.sgb.co,"104.26.13.172, 104.26.12.172, 172.67.68.130","2606:4700:20::ac43:4482, 2606:4700:20::681a:dac, 2606:4700:20::681a:cac","erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],zabbix.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],zabbixx.sgb.co,,,"erin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
