input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,csp_domains_,final_url,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,location
https://click.linksynergy.com,Performance Advertising Network | Rakuten Advertising,200,151262,rakutenadvertising.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T09:13:48Z,2023-09-29T09:13:47Z,CN=rakutenadvertising.com,rakutenadvertising.com,www.rakutenadvertising.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42d4d1935634a4719ddb5eafa59b60d,3957c4f2fd5ab7d46e4200940cd30aa766036ea4c7fd0f67b52d0e36b295c14d,ctls,rakutenadvertising.com,443,https://click.linksynergy.com:443,https,nginx,text/html,GET,35.212.67.244,/,-778066184,35.212.67.244,1284,False,google,Yoast SEO:20.7,True,,https://rakutenadvertising.com,,,,
https://connect.facebook.net,Facebook - log in or sign up,200,59302,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2023-07-25T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,4058fe3358ec9163dbd29c716af611b6,e5c8ec5f91d3b0acde0221c6a88f4bdcd59243a185282a153205a312ee5c0854,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.252.13,/,142313513,2a03:2880:f080:9:face:b00c:0:3,19,False,,HTTP/3,,*.google-analytics.com,https://m.facebook.com/?wtsid=rdr_0u2YfBWOlDHJ93Ztu,"Meta Platforms, Inc.",True,,
https://d.line-cdn.net,403 Forbidden,403,162,d.line-cdn.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,d.line-cdn.net,443,https://d.line-cdn.net:443,https,nginx,text/html,GET,23.55.161.51,/,-1840324437,23.55.161.44,8,False,,Nginx,,,,"Akamai Technologies, Inc.",True,True,
https://d.line-scdn.net,,403,265,d.line-scdn.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,"CN=line-apps.com, O=LINE Corporation, L=Shinjuku-ku, ST=Tokyo, C=JP",line-apps.com,dl-hsp.profile.line.naver.jp,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d20a5b6d5d500412a94c6e829f0da86,6fa8cf1d5a2a90e96699f42e79a8f478cd28d5b9354ceed0a28bab22b2b40cbf,ctls,d.line-scdn.net,443,https://d.line-scdn.net:443,https,VOS,application/xml,GET,2.20.65.72,/,-1840324437,2.20.65.72,1,False,,HSTS,,,,LINE Corporation,True,True,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.186.106,/,-606046040,2a00:1450:4001:808::200a,1,False,,HTTP/3,,,,,True,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,216.58.212.131,/,302920777,2a00:1450:4001:82a::2003,12,False,,HTTP/3,,,,,True,,
https://forms.hsforms.com,HubSpot Developer Site,200,63856,developers.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T21:01:20Z,2023-09-25T21:01:19Z,CN=developers.hubspot.com,developers.hubspot.com,developers.hubspot.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f0c7bef461444121c8e515da1d5158fd,6acce7ebc9c0733dec513c0bade7cf1160ed1289ef681c2dfb3c0f7d88979be4,ctls,developers.hubspot.com,443,https://forms.hsforms.com:443,https,cloudflare,text/html,GET,104.17.211.243,/,-361984612,2606:4700::6811:d6f3,1363,False,cloudflare,HubSpot CMS Hub,True,js.usemessages.com,https://developers.hubspot.com/,,,,
https://forms.hubspot.com,HubSpot Developer Site,200,63856,developers.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T21:01:20Z,2023-09-25T21:01:19Z,CN=developers.hubspot.com,developers.hubspot.com,developers.hubspot.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f0c7bef461444121c8e515da1d5158fd,6acce7ebc9c0733dec513c0bade7cf1160ed1289ef681c2dfb3c0f7d88979be4,ctls,developers.hubspot.com,443,https://forms.hubspot.com:443,https,cloudflare,text/html,GET,104.19.154.83,/,-361984612,2606:4700::6813:9a53,1363,False,cloudflare,HubSpot CMS Hub,True,https://exceptions.hubspot.com/csp/report?version=test,https://developers.hubspot.com/,,,,
https://geolocation.onetrust.com,Trust Intelligence Cloud Solutions | OneTrust,200,153389,www.onetrust.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T18:53:14Z,2023-10-05T19:52:07Z,CN=onetrust.com,onetrust.com,oneaccess-dev.corp.onetrust.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,295e42450ddd0aa733ad26ae6301dafd,7406fbb6123bc250cfa055034efbaa8d6ed30acd43a57a4a26797a88bb720d74,ctls,www.onetrust.com,443,https://geolocation.onetrust.com:443,https,cloudflare,text/html,GET,104.18.29.38,/,843864329,2606:4700::6812:1c26,2542,False,cloudflare,Java,True,*.twitter.com,https://www.onetrust.com,,True,,
https://j.6sc.co,403 Forbidden,403,178,j.6sc.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T19:02:05Z,2023-08-23T19:02:04Z,CN=6sc.co,6sc.co,tqa.6sc.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fd4624f5e9f15d58a6253ddbecca44c6,dd37ef95cac517ddbe6dbff59d14ec6630dafd46f818e9cf320f1c57d144b330,ctls,j.6sc.co,443,https://j.6sc.co:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,23.213.161.219,/,1514968008,23.213.161.224,8,False,,Ubuntu,,,,,,,
https://js.appboycdn.com,,403,243,js.appboycdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8db151eb54d5520e244d0698e60b9d63,58e3ec7093d6bc75fe4dbd91c83d9777558384b38da1e75d7fef6ccb279300ad,ctls,js.appboycdn.com,443,https://js.appboycdn.com:443,https,cloudflare,application/xml,GET,104.17.218.31,/,-1942160734,2606:4700::6811:d91f,2,False,cloudflare,Cloudflare,True,,,"Cloudflare, Inc.",True,,
https://js.driftt.com,404 Not Found,404,146,js.driftt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-21T23:59:59Z,CN=drift.com,drift.com,*.api.driftt.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7028a289030126ca8059bc7c501d14ec,80debbb2e5c81426a085db1611a3993ab97948ade5e2aba5f0a6aafc9c8bf2d5,ctls,js.driftt.com,443,https://js.driftt.com:443,https,istio-envoy,text/html,GET,18.66.112.39,/,1494302000,18.66.112.55,8,False,cloudfront,HSTS,True,,,,True,True,
