input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,csp_domains_,final_url,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,location
https://www.facebook.com/,Facebook - log in or sign up,200,59303,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2023-07-25T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,4058fe3358ec9163dbd29c716af611b6,e5c8ec5f91d3b0acde0221c6a88f4bdcd59243a185282a153205a312ee5c0854,ctls,m.facebook.com,443,https://www.facebook.com:443,https,,text/html,GET,157.240.253.35,/,142313513,2a03:2880:f176:181:face:b00c:0:25de,19,False,,HTTP/3,,www.googleadservices.com,https://m.facebook.com/?wtsid=rdr_0VXZHcgDPBiuoWRby,"Meta Platforms, Inc.",True,,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.186.174,/,302920777,2a00:1450:4001:827::200e,1833,False,,HTTP/3,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,,True,,
https://www.google.com,Google,200,246543,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,ctls,www.google.com,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.100,/,708578229,2a00:1450:4001:82f::2004,152,False,,HTTP/3,,https://csp.withgoogle.com/csp/gws/other-hp,,,,,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:53Z,2023-09-11T08:20:52Z,CN=www.googleadservices.com,www.googleadservices.com,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cfbf7da72e3d5688ed53cd3f007d5b35,dc5abe3e02c8e18e03cc4eaf2a57d62849d3d14d1dc48afc1a127f1bbaa2d158,ctls,www.googleadservices.com,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.185.162,/,302920777,142.250.185.162,12,False,,HTTP/3,,,,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.184.200,/,302920777,2a00:1450:4001:82b::2008,12,False,,HTTP/3,,,,,True,True,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,sffe,text/html,GET,172.217.16.131,/,302920777,2a00:1450:4001:831::2003,12,False,,HTTP/3,,,,,True,,
https://www.inflcr.co,404 Not Found,404,196,www.inflcr.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-05T23:59:59Z,CN=www.inflcr.co,www.inflcr.co,www.inflcr.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,92474f1f82c5e1c02024c9c809f25d24,fcae434cd7968df4ec333aa9453cc843d9dae89f0526f55764c2fce0efa4708f,ctls,www.inflcr.co,443,https://www.inflcr.co:443,https,nginx,text/html,GET,52.212.63.104,/,-1840324437,34.252.0.95,8,False,,Nginx,,,https://www.inflcr.co/bengroup.hasoffers.com,,,,
https://www.upsellit.com,Conversion Rate Optimization Agency & Services | UpSellit,200,1146559,us.upsellit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,CN=*.upsellit.com,*.upsellit.com,upsellit.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,339ff1a63d41344daaa4579905ea3f23,064d13bc7ebc313240d86c8d6fb00ad524e3c10706247160bccf3de2a5fdf6ca,ctls,us.upsellit.com,443,https://www.upsellit.com:443,https,Apache,text/html,GET,34.117.39.58,/,-14877212,34.117.39.58,772,False,google,YouTube,True,*.loopanalytics.com,https://us.upsellit.com/,,True,,
https://www.youtube.com,YouTube,200,285700,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,m.youtube.com,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.186.46,/,1179099333,2a00:1450:4001:806::200e,13,False,,HTTP/3,,,https://m.youtube.com/,,True,True,
keepersecurity.com,Password & Secrets Management | Keeper Security,200,72859,www.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-21T23:59:59Z,CN=keepersecurity.com,keepersecurity.com,www.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4044a7f7ed41ccedf418549232eb10e6,d00a3c00c20423ba77f5dfcdbe08632cea695b6739bc11fd91ad6dcb14dcc3ff,ctls,www.keepersecurity.com,443,https://keepersecurity.com:443,https,nginx,text/html,GET,34.194.152.47,/,-1856746567,100.25.27.45,926,False,,Nginx,,https://cdn.jsdelivr.net,https://www.keepersecurity.com/,,,,
push.services.keepersecurity.com,,404,,push.services.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-09-21T23:59:59Z,CN=services.keepersecurity.com,services.keepersecurity.com,push.services.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a83fe3b37878752168654c9ac1414fce,2a99cd2f619b4edc77510c933bc19792d8cac2d382c5de59a10f0937e74ba7cf,ctls,push.services.keepersecurity.com,443,https://push.services.keepersecurity.com:443,https,Keeper,,GET,54.88.252.0,/,-1840324437,3.211.187.168,1,False,,,,,,,,,
push.services.keepersecurity.eu,,404,,push.services.keepersecurity.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-09T23:59:59Z,CN=services.keepersecurity.eu,services.keepersecurity.eu,push.services.keepersecurity.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f371e9361b2f8ff885224427a79ac90,9bab35c03009629bb4a58ba53dc77ebc386a72e84ee0abe7e162745dad0e5236,ctls,push.services.keepersecurity.eu,443,https://push.services.keepersecurity.eu:443,https,Keeper,,GET,34.245.253.221,/,-1840324437,52.213.180.157,1,False,,,,,,,,,
qa.keepersecurity.com,,403,,qa.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-20T23:59:59Z,CN=qa.keepersecurity.com,qa.keepersecurity.com,www.qa.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,221d85614c587e818eccb83dd5fc48fb,676b8e6d85ef4389dc9dcdbfef37abdf12a44d2a7fde375881635121d6c62bea,ctls,qa.keepersecurity.com,443,https://qa.keepersecurity.com:443,https,awselb/2.0,text/plain,GET,34.234.245.255,/,-1840324437,54.227.251.56,1,False,,,,,,,,,
www.dev.keepersecurity.com,,403,,www.dev.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-17T23:59:59Z,CN=dev.keepersecurity.com,dev.keepersecurity.com,www.dev.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,35ecf7d5b8be326c2c9d9c8d8c8a872f,19964b63679d998c1cad23b4a9c883c28bdd7936afd0a9d53823edb1de6c3dec,ctls,www.dev.keepersecurity.com,443,https://www.dev.keepersecurity.com:443,https,awselb/2.0,text/plain,GET,54.225.150.101,/,-1840324437,54.235.82.138,1,False,,,,,,,,,
www.keepersecurity.eu,Password & Secrets Management | Keeper Security,200,72859,www.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-21T23:59:59Z,CN=keepersecurity.com,keepersecurity.com,www.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4044a7f7ed41ccedf418549232eb10e6,d00a3c00c20423ba77f5dfcdbe08632cea695b6739bc11fd91ad6dcb14dcc3ff,ctls,www.keepersecurity.com,443,https://www.keepersecurity.eu:443,https,nginx,text/html,GET,54.154.50.154,/,-1856746567,63.33.173.146,926,False,,Nginx,,https://*.googletagmanager.com,https://www.keepersecurity.com/?data_region=eu,,,,
www.qa.keepersecurity.com,,403,,www.qa.keepersecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-20T23:59:59Z,CN=qa.keepersecurity.com,qa.keepersecurity.com,www.qa.keepersecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,221d85614c587e818eccb83dd5fc48fb,676b8e6d85ef4389dc9dcdbfef37abdf12a44d2a7fde375881635121d6c62bea,ctls,www.qa.keepersecurity.com,443,https://www.qa.keepersecurity.com:443,https,awselb/2.0,text/plain,GET,34.234.245.255,/,-1840324437,54.227.251.56,1,False,,,,,,,,,
www.qa.keepersecurity.eu,,403,,www.qa.keepersecurity.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-08T23:59:59Z,CN=qa.keepersecurity.eu,qa.keepersecurity.eu,www.qa.keepersecurity.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8fd122c077e496d6fbe5bac7b6a63c0e,8428f19ec15ce28db2640ab8286dc37539de29721a21b8277eb3d157cd043caf,ctls,www.qa.keepersecurity.eu,443,https://www.qa.keepersecurity.eu:443,https,awselb/2.0,text/plain,GET,52.208.88.191,/,-1840324437,52.18.244.52,1,False,,,,,,,,,
