input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_self_signed,final_url,csp_domains_,tls_subject_org_
uptime.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://uptime.codechef.com:443,https,nginx,text/html,GET,107.23.24.233,/,2097823466,54.174.66.73,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
vault.codechef.com,Apache2 Debian Default Page: It works,200,10701,,,,,,,,,,,,,,,,,,,,80,http://vault.codechef.com:80,http,Apache/2.4.38 (Debian),text/html,GET,3.94.147.233,/,1313454497,3.94.147.233,Debian,369,False,,,,,,
vipapiuser-cache-lbclients.webserver.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://vipapiuser-cache-lbclients.webserver.codechef.com:443,https,nginx,text/html,GET,107.23.24.233,/,2097823466,54.174.66.73,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
vpn.codechef.com,Forbidden,403,103,vpn.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T09:32:44Z,2032-11-13T09:32:44Z,CN=3.214.204.205,3.214.204.205,,CN=OpenVPN Web CA 2022.11.16 09:32:44 UTC ip-10-0-0-251,OpenVPN Web CA 2022.11.16 09:32:44 UTC ip-10-0-0-251,,35f2202e6d49a1bcb5d7af14b32a7526,8cbcdf8d233978fd0077026134c8085fc48a9abd73e279a98e13f4e08676dec2,,ctls,vpn.codechef.com,,443,https://vpn.codechef.com:443,https,OpenVPN-AS,text/html,GET,3.214.204.205,/,396533629,3.214.204.205,,1,False,,True,True,https://vpn.codechef.com/__session_start__/,,
webserver.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://webserver.codechef.com:443,https,nginx,text/html,GET,44.194.69.91,/,2097823466,107.23.24.233,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
www-staging3.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://www-staging3.codechef.com:443,https,nginx,text/html,GET,54.174.66.73,/,2097823466,44.194.69.91,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
www.clone.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://www.clone.codechef.com:443,https,nginx,text/html,GET,107.23.24.233,/,2097823466,54.174.66.73,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
www.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://www.codechef.com:443,https,nginx,text/html,GET,54.174.66.73,/,2097823466,44.194.69.91,PHP,446,False,,,,,https://apps.facebook.com,
xnohdralivex.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://xnohdralivex.codechef.com:443,https,nginx,text/html,GET,54.174.66.73,/,2097823466,44.194.69.91,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
zlpy17316.codechef.com,CodeChef: Practical coding for everyone,200,40298,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://zlpy17316.codechef.com:443,https,nginx,text/html,GET,54.174.66.73,/,2097823466,44.194.69.91,PHP,446,False,,,,https://www.codechef.com/,https://student.examus.net,
