new,host,ttl,a,aaaa,soa,status_code,mx,ns,txt,cname
[x],bethbc.codechef.com,300,"104.26.4.157, 172.67.75.52, 104.26.5.157",,"{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],campus-administrator.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],cdnassets.codechef.com,300,"172.67.75.52, 104.26.5.157, 104.26.4.157","2606:4700:20::681a:59d, 2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],certifications-api.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52","2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],cfgeuce-mybigaddondomain.campus-staging.codechef.com,300,,"2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],codechef.com,300,"104.26.4.157, 104.26.5.157, 172.67.75.52","2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com","lex.ns.cloudflare.com, vera.ns.cloudflare.com","google-site-verification=aofj5h49H6X_5kiZ0iwcqEBsQ292cAjxqXDolg7zO_Y, v=spf1 +a +mx a:webserver.codechef.com include:amazonses.com include:_spf.google.com include:mail.zohopayroll.com include:mail.zohopayroll.in ip4:54.227.160.146 -all, zoho-verification=zb09737561.zmverify.zoho.com, ahrefs-site-verification_04e642c9c46bc98dafe11b176cc6d5a993ed2012f33afb1ed8af25f0ba48d835, ahrefs-site-verification_6e889e2ee688c269d990d481ac87fd8b38f5dc138e8b6e0c14fba6c3db5784e2, github-verification=3Vz9HpXqx9n7sDhSFSRP3B3mnz8Hk9FhfXtA6BEZ",
[x],commercebatch.clone.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::681a:59d, 2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],config-dunyadanceviri.codechef.com,226,"104.26.5.157, 104.26.4.157, 172.67.75.52","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],dal12gslb.goodies.codechef.com,300,"172.67.75.52, 104.26.5.157, 104.26.4.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],delivery-18-216-13-72-us-east-2.codechef.com,300,"172.67.75.52, 104.26.5.157, 104.26.4.157","2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],discord-5-4.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],gcpnewpreferencesapps-corporatemysqlbackups-www-test.discourse.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52",,"{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
