input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_expired
17-121-113-99.dev.lacework.net,404 Not Found,404,146,17-121-113-99.dev.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=dev.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.lacework.net,"Cloudflare, Inc.",dev.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9df1cf0c817a5e522c72f108dee1e254,1bf2c5aab28422d07a629c62b36b9bbb441cc7650468281087a37b6b37fbcf44,True,ctls,17-121-113-99.dev.lacework.net,,443,https://17-121-113-99.dev.lacework.net:443,https,cloudflare,text/html,GET,168.100.6.246,/,1494302000,,168.100.6.10,HTTP/3,8,False,,,,
17-121-115-95.fra.lacework.net,400 Bad Request,400,150,17-121-115-95.fra.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=fra.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fra.lacework.net,"Cloudflare, Inc.",fra.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",82aa4ae7de80dcc5a9784c2f01e6307c,18d46ea66b3cda4bc46b5680620e371561bf3435a58d39288c7ac87c12112ee6,True,ctls,17-121-115-95.fra.lacework.net,cloudflare,443,https://17-121-115-95.fra.lacework.net:443,https,cloudflare,text/html,GET,162.159.135.54,/,-206762697,https://17-121-115-95.fra.lacework.net/ui,2606:4700:7::a29f:8736,HSTS,8,False,True,,,
17-121-120-91.fra.lacework.net,400 Bad Request,400,150,17-121-120-91.fra.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=fra.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fra.lacework.net,"Cloudflare, Inc.",fra.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",82aa4ae7de80dcc5a9784c2f01e6307c,18d46ea66b3cda4bc46b5680620e371561bf3435a58d39288c7ac87c12112ee6,True,ctls,17-121-120-91.fra.lacework.net,cloudflare,443,https://17-121-120-91.fra.lacework.net:443,https,cloudflare,text/html,GET,162.159.134.54,/,-206762697,https://17-121-120-91.fra.lacework.net/ui,2606:4700:7::a29f:8636,HSTS,8,False,True,,,
17-58-96-69.your-account.lacework.net,400 Bad Request,400,150,17-58-96-69.your-account.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,17-58-96-69.your-account.lacework.net,,443,https://17-58-96-69.your-account.lacework.net:443,https,,text/html,GET,34.212.241.15,/,-206762697,https://17-58-96-69.your-account.lacework.net/ui,52.43.136.187,HSTS,8,False,,True,,
17-58-97-78.dev.lacework.net,404 Not Found,404,146,17-58-97-78.dev.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=dev.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.lacework.net,"Cloudflare, Inc.",dev.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9df1cf0c817a5e522c72f108dee1e254,1bf2c5aab28422d07a629c62b36b9bbb441cc7650468281087a37b6b37fbcf44,True,ctls,17-58-97-78.dev.lacework.net,,443,https://17-58-97-78.dev.lacework.net:443,https,cloudflare,text/html,GET,168.100.6.10,/,1494302000,,168.100.6.246,HTTP/3,8,False,,,,
190-67.yourlacework.lacework.net,400 Bad Request,400,150,190-67.yourlacework.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,190-67.yourlacework.lacework.net,,443,https://190-67.yourlacework.lacework.net:443,https,,text/html,GET,52.43.136.187,/,-206762697,https://190-67.yourlacework.lacework.net/ui,34.212.241.15,HSTS,8,False,,True,,
1clickwebsite.public.lacework.net,400 Bad Request,400,150,1clickwebsite.public.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,1clickwebsite.public.lacework.net,,443,https://1clickwebsite.public.lacework.net:443,https,,text/html,GET,34.212.241.15,/,-206762697,https://1clickwebsite.public.lacework.net/ui,34.212.79.17,HSTS,8,False,,True,,
1fwww3.lacework.net,400 Bad Request,400,150,1fwww3.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,1fwww3.lacework.net,,443,https://1fwww3.lacework.net:443,https,,text/html,GET,34.212.79.17,/,-206762697,https://1fwww3.lacework.net/ui,52.43.136.187,HSTS,8,False,,,,
1password-prod-scim.lacework.net,1Password SCIM bridge,200,559,1password-prod-scim.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T06:50:13Z,2023-07-05T06:50:12Z,CN=1password-prod-scim.lacework.net,1password-prod-scim.lacework.net,,1password-prod-scim.lacework.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ad6f26e72c292c2cbc50351413d25a3e,3b889d0515cce7969b403e84af314d862cec36bea277b4f126b79ca82c09222a,,ctls,1password-prod-scim.lacework.net,,443,https://1password-prod-scim.lacework.net:443,https,,text/html,GET,20.22.150.97,/,104012657,https://1password-prod-scim.lacework.net/app/,20.22.150.97,,1,False,,,https://w3.org,
1password-scim.lacework.net,400 Bad Request,400,150,1password-scim.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,1password-scim.lacework.net,,443,https://1password-scim.lacework.net:443,https,,text/html,GET,34.212.79.17,/,-206762697,https://1password-scim.lacework.net/ui,52.43.136.187,HSTS,8,False,,,,
1vbp.fra.lacework.net,400 Bad Request,400,150,1vbp.fra.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=fra.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fra.lacework.net,"Cloudflare, Inc.",fra.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",82aa4ae7de80dcc5a9784c2f01e6307c,18d46ea66b3cda4bc46b5680620e371561bf3435a58d39288c7ac87c12112ee6,True,ctls,1vbp.fra.lacework.net,cloudflare,443,https://1vbp.fra.lacework.net:443,https,cloudflare,text/html,GET,162.159.134.54,/,-206762697,https://1vbp.fra.lacework.net/ui,2606:4700:7::a29f:8636,HSTS,8,False,True,,,
205-185-203-214.lacework.net,400 Bad Request,400,150,205-185-203-214.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,205-185-203-214.lacework.net,,443,https://205-185-203-214.lacework.net:443,https,,text/html,GET,52.43.136.187,/,-206762697,https://205-185-203-214.lacework.net/ui,34.212.79.17,HSTS,8,False,,,,
21-27.fra.lacework.net,400 Bad Request,400,150,21-27.fra.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=fra.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fra.lacework.net,"Cloudflare, Inc.",fra.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",82aa4ae7de80dcc5a9784c2f01e6307c,18d46ea66b3cda4bc46b5680620e371561bf3435a58d39288c7ac87c12112ee6,True,ctls,21-27.fra.lacework.net,cloudflare,443,https://21-27.fra.lacework.net:443,https,cloudflare,text/html,GET,162.159.134.54,/,-206762697,https://21-27.fra.lacework.net/ui,2606:4700:7::a29f:8636,HSTS,8,False,True,,,
269-9.dev.lacework.net,404 Not Found,404,146,269-9.dev.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=dev.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.lacework.net,"Cloudflare, Inc.",dev.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9df1cf0c817a5e522c72f108dee1e254,1bf2c5aab28422d07a629c62b36b9bbb441cc7650468281087a37b6b37fbcf44,True,ctls,269-9.dev.lacework.net,,443,https://269-9.dev.lacework.net:443,https,cloudflare,text/html,GET,168.100.6.10,/,1494302000,,168.100.6.246,HTTP/3,8,False,,,,
279st.lacework.net,400 Bad Request,400,150,279st.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,279st.lacework.net,,443,https://279st.lacework.net:443,https,,text/html,GET,34.212.79.17,/,-206762697,https://279st.lacework.net/ui,34.212.241.15,HSTS,8,False,,,,
2degrees.lacework.net,Lacework Security,200,1531,2degrees.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-05-15T23:59:59Z,"CN=lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lacework.net,"Cloudflare, Inc.",*.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",711ff8f9d7c1da0864bae57e3cfd23d5,eb51e80d30eb3784cfd79f48421a37bd6a22dcefbace35e7893a76b6bee046d6,True,ctls,2degrees.lacework.net,cloudflare,443,https://2degrees.lacework.net:443,https,cloudflare,text/html,GET,162.159.137.89,/,1494302000,https://2degrees.lacework.net/ui,2606:4700:7::a29f:8959,HSTS,48,False,True,,js-cdn.dynatrace.com,
35-73-8.docserver.lacework.net,400 Bad Request,400,150,35-73-8.docserver.lacework.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T18:12:51Z,2023-07-01T18:12:51Z,CN=*.lacework.net,*.lacework.net,,lacework.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b2bca2a295dd1fe46c9f2c2e0bbfacc8,e6361b5c5ef6ca61bbccfda20a4d619975b18683e7a9f017a2349b831e70ec1a,True,ctls,35-73-8.docserver.lacework.net,,443,https://35-73-8.docserver.lacework.net:443,https,,text/html,GET,34.212.241.15,/,-206762697,https://35-73-8.docserver.lacework.net/ui,34.212.79.17,HSTS,8,False,,True,,
357-9-92.dev.lacework.net,404 Not Found,404,146,357-9-92.dev.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=dev.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.lacework.net,"Cloudflare, Inc.",dev.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9df1cf0c817a5e522c72f108dee1e254,1bf2c5aab28422d07a629c62b36b9bbb441cc7650468281087a37b6b37fbcf44,True,ctls,357-9-92.dev.lacework.net,,443,https://357-9-92.dev.lacework.net:443,https,cloudflare,text/html,GET,168.100.6.10,/,1494302000,,168.100.6.246,HTTP/3,8,False,,,,
360-security-antivirus-free-singed.dev.lacework.net,404 Not Found,404,146,360-security-antivirus-free-singed.dev.lacework.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=dev.lacework.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.lacework.net,"Cloudflare, Inc.",dev.lacework.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9df1cf0c817a5e522c72f108dee1e254,1bf2c5aab28422d07a629c62b36b9bbb441cc7650468281087a37b6b37fbcf44,True,ctls,360-security-antivirus-free-singed.dev.lacework.net,,443,https://360-security-antivirus-free-singed.dev.lacework.net:443,https,cloudflare,text/html,GET,168.100.6.246,/,1494302000,,168.100.6.10,HTTP/3,8,False,,,,
