input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
4njbets-staging.us.betfair.com,403,403,134,4njbets-staging.us.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T09:28:54Z,2023-07-26T10:19:25Z,CN=4njbets-staging.us.betfair.com,4njbets-staging.us.betfair.com,,service-staging.us.betfair.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d5894a3e43b10c1698098e6ac0db2c91,1c3c7f491813ca003a5adfe8c8520865d6dd1bf5043582ecf6a431260fdb571b,ctls,4njbets-staging.us.betfair.com,443,https://4njbets-staging.us.betfair.com:443,https,,text/html,GET,35.186.213.195,/,1723221432,35.186.213.195,1,False,,google,HTTP/3,True,,,,
4njbets.us.betfair.com,Restricted,200,1122,,,,,,,,,,,,,,,,,,,443,https://4njbets.us.betfair.com:443,https,UploadServer,text/html,GET,35.186.199.157,/,-1884399767,35.186.199.157,35,False,,google,Google Cloud Storage,True,,http://restrict.tvg.com/,,
5june-com.betfair.es,Just a moment...,403,7180,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://5june-com.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
7.betfair.ro,Just a moment...,403,7130,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://7.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
72stormo.betfair.ro,Just a moment...,403,7172,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://72stormo.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
a-town-uncoverd.en.betfair.ro,Just a moment...,403,7098,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://a-town-uncoverd.en.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
a.betfair.ro,Just a moment...,403,6953,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://a.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,896726942,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
a.cpaul.test.popularbets.betviewapi.com,,403,23,a.cpaul.test.popularbets.betviewapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=a.cpaul.test.popularbets.betviewapi.com,a.cpaul.test.popularbets.betviewapi.com,,b.cpaul.test.popularbets.betviewapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,49a1a03be885b3c629b390eb21d8a66f,ceee3c0c18828b6988e951cb6092d4c6f6954760be0463e8878a4d4e8c6efe19,ctls,a.cpaul.test.popularbets.betviewapi.com,443,https://a.cpaul.test.popularbets.betviewapi.com:443,https,,application/json,GET,34.251.104.248,/,968070783,52.49.6.25,1,False,,,,,,,,
a.dev.test.popularbets.betviewapi.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://a.dev.test.popularbets.betviewapi.com:80,http,CloudFront,text/html,GET,143.204.215.34,/,340655361,143.204.215.91,20,False,,cloudfront,Amazon Web Services,True,,,,
aaaa.betfair.ro,Just a moment...,403,7117,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://aaaa.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
account-messaging.betfair.it,Service not Found,404,313,account-messaging.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,account-messaging.betfair.it,443,https://account-messaging.betfair.it:443,https,cloudflare,,GET,104.18.28.43,/,-356219960,104.18.29.43,9,False,True,cloudflare,HTTP/3,True,,,,
account-messaging.betfair.se,Service not Found,404,313,account-messaging.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,account-messaging.betfair.se,443,https://account-messaging.betfair.se:443,https,cloudflare,,GET,104.18.6.15,/,-356219960,104.18.7.15,9,False,True,cloudflare,HTTP/3,True,,,,
account-messaging.paddypower.com,,403,16,account-messaging.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,account-messaging.paddypower.com,443,https://account-messaging.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.14.73,/,1253481126,104.18.15.73,1,False,True,cloudflare,HTTP/3,True,,,,
account.betfair.es,Just a moment...,403,7272,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://account.betfair.es:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
account.guea.skybetservices.com,Log In,200,25464,auth.skybetservices.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T14:14:29Z,2024-01-12T14:13:29Z,"CN=auth.skybetservices.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",auth.skybetservices.com,Hestview Limited,auth.guea.skybetservices.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,df01f9132c76a23864f1b303a07c20db,aaf4978da42177dca16194b8f8a7790405eb545166487653eb2fb01d7911440c,ctls,auth.skybetservices.com,443,https://account.guea.skybetservices.com:443,https,,text/html,GET,104.102.56.227,/,1181283293,104.102.56.227,13,False,,,HSTS,,,https://auth.skybetservices.com/login?response_type=code&redirect_uri=https%3A%2F%2Faccount.skybetservices.com%2Fauthorization-code%2Fcallback&scope=openid&state=db84171c-b636-4a2b-9b6e-82a4b45ade08&client_id=account,,
account.nps.skybetservices.com,Access to this site has or may be restricted or prohibited from your current location,403,4728,account.nps.skybetservices.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T14:12:17Z,2024-01-12T14:11:17Z,"CN=account.skybetservices.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",account.skybetservices.com,Hestview Limited,account.guea.skybetservices.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,868312fbdd260faae2c58d10cff65169,8f266b349325ef32faca7d8af816821ad836cebeac0f9de5ecd039e608997911,ctls,account.nps.skybetservices.com,443,https://account.nps.skybetservices.com:443,https,AkamaiNetStorage,text/html,GET,104.102.56.227,/,27426679,104.102.56.227,165,False,,,,,,,,
account.nps.skybingo.com,Access to this site has or may be restricted or prohibited from your current location,403,4728,,,,,,,,,,,,,,,,,,,443,https://account.nps.skybingo.com:443,https,AkamaiNetStorage,text/html,GET,2.20.143.97,/,1827610572,2.20.143.56,165,False,,,,,,http://www.nps.skybet.com/betting,,
account.nps.skycasino.com,Access to this site has or may be restricted or prohibited from your current location,403,4728,,,,,,,,,,,,,,,,,,,443,https://account.nps.skycasino.com:443,https,AkamaiNetStorage,text/html,GET,2.17.100.161,/,1827610572,2.17.100.146,165,False,,,,,,http://www.nps.skybet.com/betting,,
account.skycasino.com,CMS Page,200,202283,www.pokerstars.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=pokerstars.de, O=TSG INTERACTIVE SERVICES LIMITED, L=Onchan, C=IM",pokerstars.de,TSG INTERACTIVE SERVICES LIMITED,ram.pokerstars.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,99cec35cb395d5b91ede8c0b4db9f788,41aca8f155b05967904ad2e78331d0895540d7c2ace72a9941c37aa5c49fd34b,ctls,www.pokerstars.de,443,https://account.skycasino.com:443,https,nginx,text/html,GET,95.101.111.173,/,1827610572,95.101.111.165,59,False,,,Nginx,,,https://www.pokerstars.de/sports/maintenance/,,
account.skyvegas.com,CMS Page,200,184705,www.pokerstars.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=pokerstars.de, O=TSG INTERACTIVE SERVICES LIMITED, L=Onchan, C=IM",pokerstars.de,TSG INTERACTIVE SERVICES LIMITED,ram.pokerstars.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,99cec35cb395d5b91ede8c0b4db9f788,41aca8f155b05967904ad2e78331d0895540d7c2ace72a9941c37aa5c49fd34b,ctls,www.pokerstars.de,443,https://account.skyvegas.com:443,https,nginx,text/html,GET,2.20.143.97,/,1827610572,2.20.143.56,59,False,,,Nginx,,,https://www.pokerstars.de/sports/maintenance/,,
account.w-gen.betfair.com,Just a moment...,403,7172,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://account.w-gen.betfair.com:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
account.w-sul.betfair.com,Betfair | Exchange,200,42272,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://account.w-sul.betfair.com:443,https,cloudflare,text/html,GET,84.20.210.33,/,-1201042256,84.20.210.33,629,False,True,,HTTP/3,,,https://www.betfair.com/exchange/plus/,,
accountcards.betfair.es,Just a moment...,403,6986,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://accountcards.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
accountcards.w-con.betfair.com,"Betfair Exchange | Best Odds Online, Back and Lay Betting",200,15084,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://accountcards.w-con.betfair.com:443,https,cloudflare,text/html,GET,84.20.210.33,/,-1335704004,84.20.210.33,343,False,True,,HTTP/3,,,https://www.betfair.com/exchange/plus/,,
accountserviceloven.betfair.es,Just a moment...,403,7126,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://accountserviceloven.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
accountservices.betfair.it,,403,,accountservices.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,accountservices.betfair.it,443,https://accountservices.betfair.it:443,https,cloudflare,,GET,104.18.29.43,/,-1840324437,104.18.28.43,1,False,True,cloudflare,HTTP/3,True,,,,
