input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
my.betfair.es,Just a moment...,403,7065,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://my.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
myacc.betfair.es,Just a moment...,403,8025,identitysso.betfair.es,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.es, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.es,"Cloudflare, Inc.",*.betfair.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",47a107789d71dd30e4a9c531d05f70d0,19d9a94984dc076efa86bd0f9b2d95c9bb307e2ba8d149449a45b9bed1393ce7,ctls,identitysso.betfair.es,443,https://myacc.betfair.es:443,https,cloudflare,text/html,GET,104.18.29.77,/,-2100121292,104.18.28.77,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.es/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.es%2Faccount%2Fnavigation?prod=8&showHeader=1,,
myacc.betfair.it,Just a moment...,403,7877,identitysso.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,identitysso.betfair.it,443,https://myacc.betfair.it:443,https,cloudflare,text/html,GET,104.18.28.43,/,560825391,104.18.29.43,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.it/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.it%2Faccount%2Fnavigation?prod=8&showHeader=1,,
myacc.betfair.ro,Just a moment...,403,7891,identitysso.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,identitysso.betfair.ro,443,https://myacc.betfair.ro:443,https,cloudflare,text/html,GET,104.18.29.235,/,-1871866372,104.18.28.235,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.ro/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.ro%2Fsummary%2Faccountsummary,,
myacc.paddypower.com,,403,16,myacc.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,myacc.paddypower.com,443,https://myacc.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.14.73,/,1253481126,104.18.15.73,1,False,True,cloudflare,HTTP/3,True,,,,
myaccount-dark.betfair.ro,Just a moment...,403,7150,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://myaccount-dark.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
myaccount.betfair.it,Just a moment...,403,7891,identitysso.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,identitysso.betfair.it,443,https://myaccount.betfair.it:443,https,cloudflare,text/html,GET,104.18.28.43,/,-586490364,104.18.29.43,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.it/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.it%2Fsummary%2Faccountsummary,,
myaccount.betfair.ro,Just a moment...,403,7928,identitysso.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,identitysso.betfair.ro,443,https://myaccount.betfair.ro:443,https,cloudflare,text/html,GET,104.18.29.235,/,1406544251,104.18.28.235,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.ro/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.ro%2Fsummary%2Faccountsummary,,
myaccount.betfair.se,Just a moment...,403,7931,identitysso.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,identitysso.betfair.se,443,https://myaccount.betfair.se:443,https,cloudflare,text/html,GET,104.18.6.15,/,819039379,104.18.7.15,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.se/view/login?product=my-account&redirectMethod=GET&url=https%3A%2F%2Fmyaccount.betfair.se%2Fsummary%2Faccountsummary,,
myaccount.paddypower.com,,403,16,myaccount.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,myaccount.paddypower.com,443,https://myaccount.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.14.73,/,1253481126,104.18.15.73,1,False,True,cloudflare,HTTP/3,True,,,,
myaccount.w-con.betfair.com,"Betfair Exchange | Best Odds Online, Back and Lay Betting",200,15084,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://myaccount.w-con.betfair.com:443,https,cloudflare,text/html,GET,84.20.210.33,/,1382979622,84.20.210.33,343,False,True,,HTTP/3,,,https://www.betfair.com/exchange/plus/,,
myacgrudge-pandemicivigrudge-pandemicy.betfair.ro,Just a moment...,403,7049,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://myacgrudge-pandemicivigrudge-pandemicy.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,-839465446,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
myactivity-cdn.betfair.it,Just a moment...,403,8270,identitysso.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,identitysso.betfair.it,443,https://myactivity-cdn.betfair.it:443,https,cloudflare,text/html,GET,104.18.28.43,/,1473729813,104.18.29.43,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.it/view/login?product=my-account&redirectMethod=POST&url=https%3A%2F%2Fmyactivity.betfair.it%2Flogin%2Fsuccess%3Frurl%3Dhttps%253A%252F%252Fmyactivity.betfair.it%252F,,
myactivity-dark.betfair.ro,Just a moment...,403,7160,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://myactivity-dark.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
myactivity.betfair.com,Just a moment...,403,8313,identitysso.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,identitysso.betfair.com,443,https://myactivity.betfair.com:443,https,cloudflare,text/html,GET,104.18.157.64,/,1473729813,104.18.156.64,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.com/view/login?product=my-account&redirectMethod=POST&url=https%3A%2F%2Fmyactivity.betfair.com%2Flogin%2Fsuccess%3Frurl%3Dhttps%253A%252F%252Fmyactivity.betfair.com%252F,,
myactivity.betfair.es,Just a moment...,403,8258,identitysso.betfair.es,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.es, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.es,"Cloudflare, Inc.",*.betfair.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",47a107789d71dd30e4a9c531d05f70d0,19d9a94984dc076efa86bd0f9b2d95c9bb307e2ba8d149449a45b9bed1393ce7,ctls,identitysso.betfair.es,443,https://myactivity.betfair.es:443,https,cloudflare,text/html,GET,104.18.29.77,/,1473729813,104.18.28.77,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.es/view/login?product=my-account&redirectMethod=POST&url=https%3A%2F%2Fmyactivity.betfair.es%2Flogin%2Fsuccess%3Frurl%3Dhttps%253A%252F%252Fmyactivity.betfair.es%252F,,
myactivity.betfair.it,Just a moment...,403,8340,identitysso.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,identitysso.betfair.it,443,https://myactivity.betfair.it:443,https,cloudflare,text/html,GET,104.18.28.43,/,1473729813,104.18.29.43,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.it/view/login?product=my-account&redirectMethod=POST&url=https%3A%2F%2Fmyactivity.betfair.it%2Flogin%2Fsuccess%3Frurl%3Dhttps%253A%252F%252Fmyactivity.betfair.it%252F,,
myactivity.betfair.se,Just a moment...,403,8131,identitysso.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,identitysso.betfair.se,443,https://myactivity.betfair.se:443,https,cloudflare,text/html,GET,104.18.6.15,/,1473729813,104.18.7.15,87,False,True,cloudflare,HTTP/3,True,,https://identitysso.betfair.se/view/login?product=my-account&redirectMethod=POST&url=https%3A%2F%2Fmyactivity.betfair.se%2Flogin%2Fsuccess%3Frurl%3Dhttps%253A%252F%252Fmyactivity.betfair.se%252F,,
mycards.betfair.com,,403,,mycards.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,mycards.betfair.com,443,https://mycards.betfair.com:443,https,cloudflare,,GET,104.18.157.64,/,-1270699277,104.18.156.64,1,False,True,cloudflare,HTTP/3,True,,,,
mycards.betfair.it,,403,,mycards.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,mycards.betfair.it,443,https://mycards.betfair.it:443,https,cloudflare,,GET,104.18.28.43,/,-1270699277,104.18.29.43,1,False,True,cloudflare,HTTP/3,True,,,,
mycards.betfair.ro,,403,,mycards.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,mycards.betfair.ro,443,https://mycards.betfair.ro:443,https,cloudflare,,GET,104.18.28.235,/,-1270699277,104.18.29.235,1,False,True,cloudflare,HTTP/3,True,,,,
mycards.betfair.se,,403,,mycards.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,mycards.betfair.se,443,https://mycards.betfair.se:443,https,cloudflare,,GET,104.18.6.15,/,-1270699277,104.18.7.15,1,False,True,cloudflare,HTTP/3,True,,,,
myfunds.betfair.es,betfair.es | No has iniciado sesión,200,13849,myfunds.betfair.es,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.es, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.es,"Cloudflare, Inc.",*.betfair.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",47a107789d71dd30e4a9c531d05f70d0,19d9a94984dc076efa86bd0f9b2d95c9bb307e2ba8d149449a45b9bed1393ce7,ctls,myfunds.betfair.es,443,https://myfunds.betfair.es:443,https,cloudflare,text/html,GET,104.18.29.77,/,1099596916,104.18.28.77,225,False,True,cloudflare,HTTP/3,True,,https://myfunds.betfair.es/error?loginReturnURL=%2F,,
myfunds.betfair.it,betfair.it | Accesso non effettuato,200,12625,myfunds.betfair.it,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.it, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.it,"Cloudflare, Inc.",*.betfair.it,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1f7f92d9a5604750228652ee28ae999e,59b9bdce974cd7027dbff019bb7e46fa7a705f2914b2128521fd45ddfd1aa16c,ctls,myfunds.betfair.it,443,https://myfunds.betfair.it:443,https,cloudflare,text/html,GET,104.18.28.43,/,1099596916,104.18.29.43,225,False,True,cloudflare,HTTP/3,True,,https://myfunds.betfair.it/error?loginReturnURL=%2F,,
myfunds.betfair.ro,Attention Required! | Cloudflare,403,4513,myfunds.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,myfunds.betfair.ro,443,https://myfunds.betfair.ro:443,https,cloudflare,text/html,GET,104.18.28.235,/,-1765930889,104.18.29.235,94,False,True,cloudflare,HTTP/3,True,,,,
myfunds.betfair.se,betfair.se | Inte inloggad,200,12622,myfunds.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,myfunds.betfair.se,443,https://myfunds.betfair.se:443,https,cloudflare,text/html,GET,104.18.7.15,/,1099596916,104.18.6.15,225,False,True,cloudflare,HTTP/3,True,,https://myfunds.betfair.se/error?loginReturnURL=%2F,,
myfunds.paddypower.com,,403,16,myfunds.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,myfunds.paddypower.com,443,https://myfunds.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.15.73,/,1253481126,104.18.14.73,1,False,True,cloudflare,HTTP/3,True,,,,
mypromos.betfair.es,,404,84,mypromos.betfair.es,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.es, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.es,"Cloudflare, Inc.",*.betfair.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",47a107789d71dd30e4a9c531d05f70d0,19d9a94984dc076efa86bd0f9b2d95c9bb307e2ba8d149449a45b9bed1393ce7,ctls,mypromos.betfair.es,443,https://mypromos.betfair.es:443,https,cloudflare,application/json,GET,104.18.28.77,/,-363176286,104.18.29.77,1,False,True,cloudflare,HTTP/3,True,,,,
mypromos.betfair.ro,,404,84,mypromos.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,mypromos.betfair.ro,443,https://mypromos.betfair.ro:443,https,cloudflare,application/json,GET,104.18.28.235,/,1051317769,104.18.29.235,1,False,True,cloudflare,HTTP/3,True,,,,
mypromos.betfair.se,,404,84,mypromos.betfair.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.se, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.se,"Cloudflare, Inc.",betfair.se,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b50aa28deb8706395e9d19422ee209b2,abf12df3510dbb6c947677a0748d6fd2763b529cf0d206aadd63b042541cdf93,ctls,mypromos.betfair.se,443,https://mypromos.betfair.se:443,https,cloudflare,application/json,GET,104.18.6.15,/,772942245,104.18.7.15,1,False,True,cloudflare,HTTP/3,True,,,,
myteril.betfair.ro,Just a moment...,403,6970,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://myteril.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
nestor.betfair.es,Just a moment...,403,6917,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://nestor.betfair.es:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
