new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,ns,mx,has_internal_ips,internal_ips,ptr,caa
[x],ansvarligtspil.betfair.com,"104.18.157.64, 104.18.156.64",ansvarligtspil.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],ansvarsfulltspelande.betfair.com,"104.18.156.64, 104.18.157.64",ansvarsfulltspelande.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],antivirus-38b65.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus-extension.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus-pro-date.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus1.betfair.ro,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],antivirus2.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],ap-southeast-1covid.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],apac.k.covid.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],apapp.lb.paddypower.com,84.20.192.81,"ie1-apapp.paddypower.com, ie2-apapp.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],apapp.paddypower.com,172.65.201.31,"apapp.paddypower.com.cdn.cloudflare.net, 7c313534e2884b98836107ec73011b97.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,True,cloudflare,,,,,,,,
[x],apg-130-114-27-70.ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],api-casino.paddypower.it,151.8.254.11,content.paddypower.it,"a1-221.akam.net, jon\.stock.safenames.co.uk",NOERROR,,,,,,,,,,
[x],api-giochi.paddypower.it,151.8.254.11,content.paddypower.it,"a1-221.akam.net, jon\.stock.safenames.co.uk",NOERROR,,,,,,,,,,
[x],api-static.games.betviewapi.com,"99.86.4.116, 99.86.4.10, 99.86.4.21, 99.86.4.16",,"ns-1427.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],api-static.staging.games.betviewapi.com,"18.66.147.11, 18.66.147.106, 18.66.147.30, 18.66.147.94",,"ns-1660.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],api.a.skybet.com,194.145.126.200,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.betfair.com,"104.16.190.61, 104.16.231.61",api.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],api.betfair.es,"104.18.28.77, 104.18.29.77",api.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],api.betfair.it,"104.18.29.43, 104.18.28.43",api.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],api.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],api.developer.betfair.com,"104.18.157.64, 104.18.156.64",api.developer.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],api.ff.sbgservices.com,"18.244.155.118, 18.244.155.36, 18.244.155.65, 18.244.155.91",d2hf9ze3j0mwty.cloudfront.net,"ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:218d:e200:6:918a:ed80:93a1, 2600:9000:218d:6c00:6:918a:ed80:93a1, 2600:9000:218d:ec00:6:918a:ed80:93a1, 2600:9000:218d:8800:6:918a:ed80:93a1, 2600:9000:218d:c200:6:918a:ed80:93a1, 2600:9000:218d:600:6:918a:ed80:93a1, 2600:9000:218d:e600:6:918a:ed80:93a1, 2600:9000:218d:1800:6:918a:ed80:93a1","ns-562.awsdns-06.net, ns-1757.awsdns-27.co.uk, ns-1097.awsdns-09.org, ns-145.awsdns-18.com",,,,,
[x],api.games.betviewapi.com,104.88.27.35,"api.games.betviewapi.com.edgekey.net, e12390.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],api.messaging.sbgservices.com,104.102.41.161,"api.messaging.sbgservices.com.edgekey.net, e11577.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],api.mobile.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],api.nps.skybet.com,193.104.140.77,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.popularbets.betviewapi.com,104.102.43.181,"popularbets.betviewapi.com.edgekey.net, e12390.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],api.s6.sbgservices.com,"108.138.17.67, 108.138.17.102, 108.138.17.72, 108.138.17.34",d315u3097ahcjn.cloudfront.net,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:2491:6200:4:226b:f0c0:93a1, 2600:9000:2491:f800:4:226b:f0c0:93a1, 2600:9000:2491:c800:4:226b:f0c0:93a1, 2600:9000:2491:1e00:4:226b:f0c0:93a1, 2600:9000:2491:6000:4:226b:f0c0:93a1, 2600:9000:2491:a800:4:226b:f0c0:93a1, 2600:9000:2491:2a00:4:226b:f0c0:93a1, 2600:9000:2491:6a00:4:226b:f0c0:93a1","ns-1502.awsdns-59.org, ns-1732.awsdns-24.co.uk, ns-70.awsdns-08.com, ns-715.awsdns-25.net",,,,,
[x],api.s6e.sbgservices.com,"13.32.121.91, 13.32.121.121, 13.32.121.2, 13.32.121.92",d39ndrta5h8we1.cloudfront.net,"ns-1654.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:2240:2000:1d:b086:be40:93a1, 2600:9000:236e:7600:1d:b086:be40:93a1, 2600:9000:236e:fe00:1d:b086:be40:93a1, 2600:9000:236e:8a00:1d:b086:be40:93a1, 2600:9000:236e:e200:1d:b086:be40:93a1, 2600:9000:236e:9000:1d:b086:be40:93a1, 2600:9000:236e:1200:1d:b086:be40:93a1, 2600:9000:2240:400:1d:b086:be40:93a1","ns-11.awsdns-01.com, ns-1273.awsdns-31.org, ns-1654.awsdns-14.co.uk, ns-925.awsdns-51.net",,,,,
[x],api.skybet.com,194.145.126.200,api.a.skybet.com,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.stage.brb.skybet.com.sbgorigin.com,"143.204.89.102, 143.204.89.12, 143.204.89.24, 143.204.89.61",,"ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],api.staging.skybet.com,194.145.126.203,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.sweeps.sbgservices.com,"13.32.121.99, 13.32.121.122, 13.32.121.123, 13.32.121.45",d1kzohi7sz40nc.cloudfront.net,,NOERROR,True,cloudfront,,,"ns-1845.awsdns-38.co.uk, ns-355.awsdns-44.com, ns-1018.awsdns-63.net, ns-1533.awsdns-63.org",,,,,
[x],api.test.s6.sbgservices.com,"18.160.41.78, 18.160.41.100, 18.160.41.118, 18.160.41.55, 205.251.193.214, 205.251.194.146, 205.251.196.201, 205.251.199.8",d38uzv90kf43ay.cloudfront.net,"ns-658.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:24f2:c200:2:44da:2e80:93a1, 2600:9000:24f2:9400:2:44da:2e80:93a1, 2600:9000:24f2:2000:2:44da:2e80:93a1, 2600:9000:24f2:a800:2:44da:2e80:93a1, 2600:9000:24f2:6e00:2:44da:2e80:93a1, 2600:9000:24f2:2600:2:44da:2e80:93a1, 2600:9000:24f2:a200:2:44da:2e80:93a1, 2600:9000:24f2:7e00:2:44da:2e80:93a1","ns-1800.awsdns-33.co.uk, ns-658.awsdns-18.net, ns-470.awsdns-58.com, ns-1225.awsdns-25.org",,,,,
[x],api.test1.skybet.com,194.145.126.144,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.test4.skybet.com,194.145.126.201,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.test5.skybet.com,194.145.126.145,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api.test8.skybet.com,194.145.126.146,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],api1.covid.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],apieds.betfair.es,"104.18.28.77, 104.18.29.77",apieds.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apieds.betfair.it,"104.18.29.43, 104.18.28.43",apieds.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apieds.betfair.ro,"104.18.29.235, 104.18.28.235",apieds.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apieds.betfair.se,"104.18.6.15, 104.18.7.15",apieds.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apiems.betfair.se,"104.18.6.15, 104.18.7.15",apiems.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apiemsios.betfair.se,"104.18.6.15, 104.18.7.15",apiemsios.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apis.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],apismx.betfair.es,"104.18.29.77, 104.18.28.77",apismx.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apismx.betfair.it,"104.18.28.43, 104.18.29.43",apismx.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apismx.betfair.ro,"104.18.29.235, 104.18.28.235",apismx.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apostas.betfair.com,"104.18.156.64, 104.18.157.64",apostas.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apostas.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],app.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],apps-staging.skygamingcontent.com,"2.16.241.155, 2.16.241.147","apps-staging.skygamingcontent.com.edgekey.net, e74866.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],apps.betfair.com,"104.18.156.64, 104.18.157.64",apps.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],apps.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],apps.m-virus.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],apps.ppmail2.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,,,,,,,,
[x],apps.skybet.com,193.16.108.118,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],apps.skygamingcontent.com,"2.17.100.218, 2.17.100.138","apps.skygamingcontent.com.edgekey.net, e109290.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],apps.staging.skybet.com,193.16.108.68,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],apuestat.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],arcade.betfair.es,,arcade.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,"pdns6.ultradns.co.uk, pdns5.ultradns.info, pdns4.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org",,,,,
[x],arcade.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],arcade.betfair.se,"104.18.7.15, 104.18.6.15",arcade.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],arkle.ext.paddypower.com,217.112.150.5,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],arsbf.lb.betfair.com,84.20.210.69,ie2-arsbf.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],artifactory.platformservices.io,"63.33.245.176, 52.208.225.195, 52.48.220.192",artifactory.euw.platformservices.io,"ns-1142.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],as.ext.paddypower.com,217.112.150.20,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],as.im.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],as.paddypower.com,217.112.150.20,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],asc.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],asciidoctor-pdf-cjk-example.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],assets-ssluploads-mysql-event.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],assets.betfair.it,"104.18.28.43, 104.18.29.43",assets.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],assets.betfair.ro,,assets.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],assets.betfair.se,,assets.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],assets.lb.paddypower.com,84.20.192.37,"ie1-assets.paddypower.com, ie2-assets.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],assets.paddypower.com,"104.18.14.73, 104.18.15.73",assets.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],assets.skyvegas.com,"108.139.243.114, 108.139.243.65, 108.139.243.29, 108.139.243.19",d1dnj6zgb8is2p.cloudfront.net,"ns-1848.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1215.awsdns-23.org, ns-151.awsdns-18.com, ns-1848.awsdns-39.co.uk, ns-559.awsdns-05.net",,,,,
[x],assets.test.skyvegas.com,"13.225.239.27, 13.225.239.93, 13.225.239.110, 13.225.239.127",d5k3o6ncl055k.cloudfront.net,"ns-1284.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1284.awsdns-32.org, ns-155.awsdns-19.com, ns-1914.awsdns-47.co.uk, ns-552.awsdns-05.net",,,,,
[x],assetstore.sbgservices.com,23.197.6.182,"assetstore.sbgservices.com.edgekey.net, e3689.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],atmosphereautopilot.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],au.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],au.site.sports.w-con.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],auction.socket.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],aus-api.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],aus-api.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ausracing.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],austotezone.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],auth.guea.skybetservices.com,23.6.64.91,"auth.guea.skybetservices.com.edgekey.net, e9059.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],auth.nps.skybetservices.com,23.201.255.209,"auth.nps.skybetservices.com.edgekey.net, e9059.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],auth.skybetservices.com,23.221.249.183,"auth.guea.skybetservices.com, auth.guea.skybetservices.com.edgekey.net, e9059.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],auth.staging.skybetservices.com,23.57.27.216,"auth.staging.skybetservices.com-v1.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],authoriser.nps.sbgcore.com,"95.101.133.16, 95.101.133.65","authoriser.nps.sbgcore.com.edgekey.net, e36536.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:e2::687b:4422, 2a02:26f0:e2::1732:3b90",,,,,,
[x],authoriser.staging.sbgcore.com,23.201.243.247,"authoriser.staging.sbgcore.com-v1.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],auto.betfair.ro,192.243.228.1,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=_Sq6PQyEmiM9Oi2pTwy5YNRXdI73wToTHNaHFnxW7-Y, v=spf1 ip4:172.82.229.0/24 -all",,"ns-1246.awsdns-27.org, ns-1641.awsdns-13.co.uk, ns-277.awsdns-34.com, ns-673.awsdns-20.net",inbound.campaign.adobe.com,,,,
[x],auto.betfair.se,192.243.228.1,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=pP4X7K7MbHQKB9cUEZzflm3qm2H2eWViVUgwIojlOYI, v=spf1 ip4:172.82.229.0/24 -all",,"ns-1246.awsdns-27.org, ns-1641.awsdns-13.co.uk, ns-277.awsdns-34.com, ns-673.awsdns-20.net",inbound.campaign.adobe.com,,,,
[x],auto.paddypower.com,192.243.228.1,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 ip4:172.82.229.0/24 -all, google-site-verification=hKo2TzSz8PWJ_lishZs62kGJL2JfLyBvKJXdW4GVYEA",,"ns-673.awsdns-20.net, ns-1246.awsdns-27.org, ns-1641.awsdns-13.co.uk, ns-277.awsdns-34.com",inbound.campaign.adobe.com,,,,
[x],autoconfig.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,,,,,,,,
[x],autodiscover.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
