new,host,ttl,cname,soa,status_code,a,aaaa,ns,cdn,cdn-name,txt,caa
[x],253aconsole-staging.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"52.11.201.206, 3.129.185.94, 44.240.2.215, 3.130.152.31, 44.241.84.41, 3.17.229.99",,"ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",,,,
[x],253aort-authenticator.pingone.com,43200,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"3.129.185.94, 3.130.152.31, 44.241.84.41, 44.240.2.215, 52.11.201.206, 3.17.229.99",,,,,,
[x],2fdesktop.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"44.241.84.41, 3.129.185.94, 3.130.152.31, 44.240.2.215, 52.11.201.206, 3.17.229.99",,,,,,
[x],333aa4b7-a28e-40c8-8ea6-6e6aa2c25acc.edge1.pingone.com,86400,d1kb2zn321azdm.cloudfront.net,"{'name': 'd1kb2zn321azdm.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1kb2zn321azdm.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1kb2zn321azdm.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1kb2zn321azdm.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"108.157.229.35, 108.157.229.114, 108.157.229.64, 108.157.229.49","2600:9000:25a2:c200:1f:19aa:a680:93a1, 2600:9000:25a2:fc00:1f:19aa:a680:93a1, 2600:9000:25a2:1200:1f:19aa:a680:93a1, 2600:9000:25a2:ba00:1f:19aa:a680:93a1, 2600:9000:25a2:6800:1f:19aa:a680:93a1, 2600:9000:25a2:1c00:1f:19aa:a680:93a1, 2600:9000:25a2:be00:1f:19aa:a680:93a1, 2600:9000:25a2:1800:1f:19aa:a680:93a1","ns-1033.awsdns-01.org, ns-107.awsdns-13.com, ns-1660.awsdns-15.co.uk, ns-567.awsdns-06.net",True,cloudfront,,
[x],333d4916-8192-42e9-992b-5b2462079e73.edge1.pingone.com,85092,d3me9kcbiygr85.cloudfront.net,"{'name': 'd3me9kcbiygr85.cloudfront.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3me9kcbiygr85.cloudfront.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3me9kcbiygr85.cloudfront.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"2600:9000:2251:e000:15:2ae1:f540:93a1, 2600:9000:2251:1e00:15:2ae1:f540:93a1, 2600:9000:2251:e800:15:2ae1:f540:93a1, 2600:9000:2251:e00:15:2ae1:f540:93a1, 2600:9000:2251:5400:15:2ae1:f540:93a1, 2600:9000:2251:9000:15:2ae1:f540:93a1, 2600:9000:2251:3a00:15:2ae1:f540:93a1, 2600:9000:2251:8800:15:2ae1:f540:93a1","ns-466.awsdns-58.com, ns-675.awsdns-20.net, ns-1070.awsdns-05.org, ns-1656.awsdns-15.co.uk",True,cloudfront,,
[x],346e3dde-520f-43f0-b1ee-7a6507b15ff7.edge1.pingone.com,76145,drczsvc8jfw88.cloudfront.net,"{'name': 'drczsvc8jfw88.cloudfront.net', 'ns': 'ns-2018.awsdns-60.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'drczsvc8jfw88.cloudfront.net', 'ns': 'ns-2018.awsdns-60.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'drczsvc8jfw88.cloudfront.net', 'ns': 'ns-2018.awsdns-60.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"13.32.99.96, 13.32.99.93, 13.32.99.129, 13.32.99.44","2600:9000:2375:a000:9:4b78:fa00:93a1, 2600:9000:2375:ee00:9:4b78:fa00:93a1, 2600:9000:2375:4400:9:4b78:fa00:93a1, 2600:9000:2375:4c00:9:4b78:fa00:93a1, 2600:9000:2375:9a00:9:4b78:fa00:93a1, 2600:9000:2375:8a00:9:4b78:fa00:93a1, 2600:9000:2375:7c00:9:4b78:fa00:93a1, 2600:9000:2375:1400:9:4b78:fa00:93a1","ns-1271.awsdns-30.org, ns-137.awsdns-17.com, ns-2018.awsdns-60.co.uk, ns-655.awsdns-17.net",True,cloudfront,,
[x],3aapps-staging.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"3.129.185.94, 44.240.2.215, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.130.152.31",,,,,,
[x],3aconsole-staging.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"3.17.229.99, 44.240.2.215, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,,,,
[x],3aort-admin.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215",,,,,,
[x],3aort-authenticator.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020012001, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31",,,,,,
[x],3c57167b-ee8a-47bc-9a8d-6c9728c8ffb4.edge1-staging-syncovh.pingone.com,86400,,"{'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'pingone.com', 'ns': 'ns0.dnsmadeeasy.com', 'mailbox': 'hostmaster.pingidentity.com', 'serial': 2020013170, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,"3.129.185.94, 44.241.84.41, 52.11.201.206, 44.240.2.215, 3.17.229.99, 3.130.152.31",,,,,,
[x],41c50327-52fa-47fb-bf12-088fa9887e8d.edge1.pingone.com,86400,d20aqns2t6gcqi.cloudfront.net,"{'name': 'd20aqns2t6gcqi.cloudfront.net', 'ns': 'ns-573.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd20aqns2t6gcqi.cloudfront.net', 'ns': 'ns-573.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd20aqns2t6gcqi.cloudfront.net', 'ns': 'ns-573.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"18.239.94.18, 18.239.94.67, 18.239.94.97, 18.239.94.3","2600:9000:2359:e000:9:8587:9e80:93a1, 2600:9000:2359:c00:9:8587:9e80:93a1, 2600:9000:2359:1800:9:8587:9e80:93a1, 2600:9000:2359:1a00:9:8587:9e80:93a1, 2600:9000:2359:2200:9:8587:9e80:93a1, 2600:9000:2359:3800:9:8587:9e80:93a1, 2600:9000:2359:6200:9:8587:9e80:93a1, 2600:9000:2359:6800:9:8587:9e80:93a1",,True,cloudfront,,
[x],42668ea4-c18a-4f1f-9e2a-5b336da870a5.edge1.pingone.com,84609,d3gzsvsll1fns6.cloudfront.net,"{'name': 'd3gzsvsll1fns6.cloudfront.net', 'ns': 'ns-1310.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3gzsvsll1fns6.cloudfront.net', 'ns': 'ns-1310.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3gzsvsll1fns6.cloudfront.net', 'ns': 'ns-1310.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"13.225.78.24, 13.225.78.14, 13.225.78.114, 13.225.78.59","2600:9000:2726:5600:11:73a2:c980:93a1, 2600:9000:2726:ae00:11:73a2:c980:93a1, 2600:9000:2726:3a00:11:73a2:c980:93a1, 2600:9000:2726:3e00:11:73a2:c980:93a1, 2600:9000:2726:dc00:11:73a2:c980:93a1, 2600:9000:2726:a400:11:73a2:c980:93a1, 2600:9000:2726:6800:11:73a2:c980:93a1, 2600:9000:2726:9e00:11:73a2:c980:93a1","ns-1310.awsdns-35.org, ns-1767.awsdns-28.co.uk, ns-284.awsdns-35.com, ns-728.awsdns-27.net",True,cloudfront,,
[x],44ddd0b3-cc29-4c4d-b6e2-e36b2bd49233.edge1.pingone.com,80417,d3q8l6r164kp0r.cloudfront.net,"{'name': 'd3q8l6r164kp0r.cloudfront.net', 'ns': 'ns-335.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3q8l6r164kp0r.cloudfront.net', 'ns': 'ns-335.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3q8l6r164kp0r.cloudfront.net', 'ns': 'ns-335.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3q8l6r164kp0r.cloudfront.net', 'ns': 'ns-335.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"13.249.9.74, 13.249.9.50, 13.249.9.98, 13.249.9.19",,"ns-1149.awsdns-15.org, ns-1801.awsdns-33.co.uk, ns-335.awsdns-41.com, ns-870.awsdns-44.net",True,cloudfront,,
[x],4b1b4dd8-4022-435e-a870-f58dcc95cec0.edge1.pingone.com,21600,d2yl2xgta2ayz9.cloudfront.net,"{'name': 'd2yl2xgta2ayz9.cloudfront.net', 'ns': 'ns-1182.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2yl2xgta2ayz9.cloudfront.net', 'ns': 'ns-1182.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2yl2xgta2ayz9.cloudfront.net', 'ns': 'ns-1182.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2yl2xgta2ayz9.cloudfront.net', 'ns': 'ns-1182.awsdns-19.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"18.173.205.74, 18.173.205.63, 18.173.205.3, 18.173.205.41","2600:9000:2724:3e00:14:d1d2:6540:93a1, 2600:9000:2724:600:14:d1d2:6540:93a1, 2600:9000:2724:c00:14:d1d2:6540:93a1, 2600:9000:2724:4400:14:d1d2:6540:93a1, 2600:9000:2724:da00:14:d1d2:6540:93a1, 2600:9000:2724:aa00:14:d1d2:6540:93a1, 2600:9000:2724:e800:14:d1d2:6540:93a1, 2600:9000:2724:9200:14:d1d2:6540:93a1","ns-469.awsdns-58.com, ns-701.awsdns-23.net, ns-1182.awsdns-19.org, ns-1799.awsdns-32.co.uk",True,cloudfront,,
[x],5d29b1eb-60ca-43cf-9483-f67336643c0d.edge1.pingone.com,86400,d30l7xkjoa596n.cloudfront.net,"{'name': 'd30l7xkjoa596n.cloudfront.net', 'ns': 'ns-750.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd30l7xkjoa596n.cloudfront.net', 'ns': 'ns-750.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd30l7xkjoa596n.cloudfront.net', 'ns': 'ns-750.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd30l7xkjoa596n.cloudfront.net', 'ns': 'ns-750.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"108.156.22.25, 108.156.22.48, 108.156.22.62, 108.156.22.49","2600:9000:2190:2400:15:aee5:efc0:93a1, 2600:9000:2190:c000:15:aee5:efc0:93a1, 2600:9000:2190:fe00:15:aee5:efc0:93a1, 2600:9000:2190:4600:15:aee5:efc0:93a1, 2600:9000:2190:fa00:15:aee5:efc0:93a1, 2600:9000:2190:5a00:15:aee5:efc0:93a1, 2600:9000:2190:4c00:15:aee5:efc0:93a1, 2600:9000:2190:a200:15:aee5:efc0:93a1","ns-1364.awsdns-42.org, ns-1878.awsdns-42.co.uk, ns-317.awsdns-39.com, ns-750.awsdns-29.net",True,cloudfront,,
[x],60b788a8-ac4c-4498-8a20-e4de14e6736b.edge1-test.pingone.com,86400,d21uwmljzh5bd4.cloudfront.net,"{'name': 'd21uwmljzh5bd4.cloudfront.net', 'ns': 'ns-1834.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd21uwmljzh5bd4.cloudfront.net', 'ns': 'ns-1834.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd21uwmljzh5bd4.cloudfront.net', 'ns': 'ns-1834.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd21uwmljzh5bd4.cloudfront.net', 'ns': 'ns-1834.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"65.9.66.33, 65.9.66.88, 65.9.66.119, 65.9.66.3","2600:9000:206f:d600:19:5ed5:7200:93a1, 2600:9000:206f:c00:19:5ed5:7200:93a1, 2600:9000:206f:800:19:5ed5:7200:93a1, 2600:9000:206f:ca00:19:5ed5:7200:93a1, 2600:9000:206f:7800:19:5ed5:7200:93a1, 2600:9000:206f:ba00:19:5ed5:7200:93a1, 2600:9000:206f:4c00:19:5ed5:7200:93a1, 2600:9000:206f:9e00:19:5ed5:7200:93a1","ns-868.awsdns-44.net, ns-1176.awsdns-19.org, ns-1834.awsdns-37.co.uk, ns-343.awsdns-42.com",True,cloudfront,,
[x],8d57f0f6-a68a-4587-a54f-617c1e0b80f5.edge1.pingone.com,86400,d220c5uxzb5o5s.cloudfront.net,"{'name': 'd220c5uxzb5o5s.cloudfront.net', 'ns': 'ns-571.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd220c5uxzb5o5s.cloudfront.net', 'ns': 'ns-571.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd220c5uxzb5o5s.cloudfront.net', 'ns': 'ns-571.awsdns-07.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"3.160.150.34, 3.160.150.12, 3.160.150.127, 3.160.150.27",,,True,cloudfront,,
