input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url
tableau.duckduckgo.com,Sign in to your account,200,38791,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://tableau.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9sgEHy%2FX2H53THgrxglkdJEVSNde1GS60NfKozXOVQbXMC9678%2FcHJNTmpTZGRp2ZmdHZaZYV3b0%2BVgn%2BQOfg5g7F0QvHStNHQ8moeDllQxIwyVrANDLaf75ed7SiaI9lpZxVUbvgPdxjBjQFuhpAdt1vNw%2FfjwPcVZDTmZNrzEZZZMUZ5XCapKBCXiaZpPEQFC8jSvcowBFxViaVkWzbQkBSSo8FxfQRtHOw9dlZHbmAE20lgmrQsikkSoiEh2QAlNsfu%2B%2Bay1a1lIZkfkk7W9oXHcqqOQk05wrYxqrJKtkDDhqosLMnU1GYrSmpVRinEaVRnGUUaaIgNIKp7UsTeBePLt2Z8PQtZCHm8bU52SDP10OGyj7cP%2B4CmWb3atlDRDB3oP%2Bpfg8Li7v%2BgdDEQnzfXAf%2Fh9VKNcxk0cLhxNEMy8Kjqaohf%2FBXZgWc0si2fxNe7C1NMvroPNeqtawX%2BPcb8%2BKt0x%2B%2B9G8QSPEVFHzZhKB2l64KIRUId%2FaJZtq55XGpiFeWj1AGEQvyt%2BHlaox9F13lh4scFKdT3Twvi7hBfG7bn3S%2F%2FX6avWzeIOmsXNceWU%2BzwX3rrfs9K1v1XgrvZBMydeaXs26a%2FkJ9XxDdmLu7fj63e4eAU%3D&RelayState=FRRQiC7iWYXL30aXLQneCPCnCp36HDCyJ0MzEU81
tim.duckduckgo.com,Sign in to your account,200,38588,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://tim.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPLbtswELznKwTdZb1fhG3AtVHUQNoItpJDLwVFrhyiEqmSVOP%2BfUjZqR2gcQkRApY7s7PD5VzhvhvQatTPfAe%2FRlD6znGOfccVmo4W7ig5ElgxhTjuQSFN0H719R5FswANUmhBROe%2BA93GYKVAaia4BW03C3fz%2BPAji3AZpwWEbUZJkGdpXsRhhLMWygzSpGiaogkIxSlOS0hKKFKaJ21BSRYkAeTEcj2BVIZ24ZoqE7dSI2y50phrEwyi2AtyL0rrIEZJaL7vNmtjWmYc6wn5rPWgkO934sD4rGdECiVaLXjHOMyI6P08KooywoGXUFx6SRgmXpOGoZdGbZ4CxA2JqW9NiCx5dfbnE%2BOU8cNtY5pTkkJf6rryqod9bSlWb3atBVdjD3IP8jcj8Li7v%2BgdFXgnzXQkP%2B0%2BiEkuJsp3l4bGceZWFZpMkcv%2FAnvQmGKN%2Fbl%2FjbswDeib6WC7qUTHyJ8pbtdnIXusP240nIVThFGvnVLRyNUAhLUMqPuXZtV14mUtAWtYuFqO4Dr%2Bu%2BLnYQU6ja7xRsNRO2vRD1gyZe8Sjpjoc%2B%2BX%2Fq%2FT152ZxR20y5vjShCxeSZcmd%2BLkNTeKhBTu5bYiBdSn036J%2FlJtX9D9vLu7fj6HS5fAQ%3D%3D&RelayState=0rJWjTwTQM95s4F5r1F3hSulaG6mc9ZaA2CBjQWP
tor.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,tor.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,tor.duckduckgo.com,443,https://tor.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
traffic.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://traffic.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,1056285930,40.114.177.156,React,95,False,,azure,True,https://duckduckgo.com/
usc-bhall1.duckduckgo.com,Sign in to your account,200,38830,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-bhall1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9owEHy%2FXxHlPeQTkliAREFVka49BFwf%2BlIt9pqzmtip7fSu%2F%2F7swBVOammkKNJ6ZnZ2vJkaaJuOLHr7JLf4s0dj74LgpW2kIcPRLOy1JAqMMERCi4ZYSnaLz%2FckGyWk08oqqprwHek2B4xBbYWSnrRezcLV48P3Cmqe5XWVwAFolXOeZ5OKFQnmGZRlwasqZQXHkhUOVBe8rBEBUpbkKeUTXnutr6iNk52FrsugbUyPa2ksSOuKSZZHSRll432SkyIl%2BeSbR63cyEKCHZhP1naGxHGjjkKOWkG1MopbJRshcURVG5dZVdUZJFHBoI6KNC2iwzhNo3HGyzFifqA5i30ImRffnPP5ICQT8ng7mMMJZMin%2FX4TbR52ey%2BxeItrqaTpW9Q71L8Excft%2FcVvbzA6eWY9%2FeHfoxrsAjVxOHcyQTD1rsgQip7%2Fl9iiBQYW4ml8zbsodeSLm2C92qhG0N9D3T8flW7B%2FnvQdJQOFcEiPkBJL02HVHCBLPwjs2ga9bzUCBZnodU9hkH8rvl5WZENq%2Buysfhig6VqO9DC%2BLvEF6D2PPtl%2Fmv4snG7uEU%2Bv7mulFCPc%2BWN%2BzwrzfytInW99xqceaXtOaS%2Fip9cxzdsz%2B%2Fejq%2F%2Fw%2Fkr&RelayState=nkJiD268NQVE8nP8E7ZdsnTHwvbbTwCIA9Ajbhk9
usc-bslayter1.duckduckgo.com,Sign in to your account,200,38647,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-bslayter1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbtowFH3vV0R5D4mdhBALkBhoGlK3RkD7sJfJ2DfUWmJntrOyv68d6KDSyqxYka7vOffc4%2BupoW3TkUVvn%2BUGfvVg7F0QHNtGGjIczcJeS6KoEYZI2oIhlpHt4us9waOEdFpZxVQTvgPdxlBjQFuhpAetV7Nw9fjwg2PKEEvQGBimZZlleUnLZIxLCmhfsCIt8RhPaoT2HCW8TLKEcl5wlOZllkKNPNcTaONoZ6GrMnAb08NaGkuldcEEp1FSRDjfJSnJkPu%2B%2B6yVa1lIagfks7WdIXHcqIOQo1YwrYyqrZKNkDBiqo0LPJmUmCZRxmkZZQhl0T5HKMpxXeQA6Z6lPPYmYE9enf35JCQX8nDbmP0pyZAvu10VVQ%2FbnadYvNm1VNL0Legt6N%2BCwePm%2FqK3NxCdNPOe%2FfT7oAa5lJk4nDuaIJh6VWQwRc%2F%2FC2zBUk4tjafxNe7C1JFvroP1qlKNYH%2BGuF%2BflW6p%2FbhRNEJDRPCoHlJJL00HTNQCePiXZtE06mWpgVqYhVb3EAbxu%2BLnYQU%2BjK7zxsLRBkvVdlQL4%2B8SjpTZc%2B%2BX%2Fq%2FTl42bxQ3U85vjygjzeS5cud%2BL0tzfKjBXe6epE6%2B0PZv0T%2FKT6viG7Pnd2%2FH1O5y%2FAg%3D%3D&RelayState=k8lCcglSxK0rwgScgrJ1BuPFRhHpj51EIGHQvrQb
usc-caine1.duckduckgo.com,Sign in to your account,200,38669,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-caine1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb9owFH3vr4jyHhLngwQLkBhoGlK3Ikj7sJfJ2NfUWmJntrOyf1870EGllUWKIl2fc%2B65xzdTQ9qmw4vePsst%2FOrB2LsgOLaNNHg4moW9llgRIwyWpAWDLcW7xdd7nI4S3GllFVVN%2BI50m0OMAW2Fkp60Xs3C1ePDD4SqcUrRuAKesaJC%2BThBCAoOkyqHlIyBQ8J5CQnLK2AM5bQYc8I4L2hW5lXptZ5AGyc7C12XQduYHtbSWCKtKyZpFiVllBZ1kuEc4Tz97lErN7KQxA7MZ2s7g%2BO4UQchR62gWhnFrZKNkDCiqo3LtKomKUminJFJlCOUR%2FsCoahIeVkAZHuasdiHkHrxzTmfT0IyIQ%2B3g9mfQAZ%2FqetNtHnY1V5i8RbXUknTt6B3oH8LCo%2Fb%2B4vf3kB08sx6%2BtO%2FBzXYJdTE4dzJBMHUu8JDKHr%2BX2ILljBiSTyNr3kXpQ5%2FcxOsVxvVCPpnqPvns9ItsR8PikZoqAgW8QGKe2k6oIILYOFfmUXTqJelBmJhFlrdQxjE75qflxXYsLouGwtHGyxV2xEtjL9LOBJqz7Nf5r%2BGLxu3i1vg85vrSjH1OFfeuM%2BL0szfKlDXu9bEmVfankP6p%2FjJdXzD9vzu7fj6P5y%2FAg%3D%3D&RelayState=oti6M0aSlXhA1RQneUizu39BpMEKDUL8wsCJWQBU
usc-cbolin1.duckduckgo.com,Sign in to your account,200,38684,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-cbolin1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPBjtowEL3vV0S5hyROIGABEgVVRdp2EWR76KWa2BPWamKnttOlf187sIKVWmrJijSe9%2BbNm8ncQNt0dNXbF7nHnz0a%2BxAEp7aRhg5Pi7DXkiowwlAJLRpqGT2sPj9SMkpop5VVTDXhO9B9DBiD2golPWi7WYSb56fvk6KAFKfFNGNZUk94xqeTlJBxPUMoMOEcSVpXfMZZRaqcQA45KXgFeZWwlFTcc31FbRztInRVBm5jetxKY0FaF0xIFiVFRMZlktE8pTn55rM2rmUhwQ7IF2s7Q%2BO4UUchR61gWhlVWyUbIXHEVBsXZDqdEUiinMMsytM0j6pxmkZjUhdjxKxiGY%2B9CcST7y7%2BfBCSC3m8b0x1TjL0U1nuot3TofQUqze71kqavkV9QP1LMHzeP1719gajs2besx%2F%2BHtUgF5iJw6WjCYK5V0UHU%2FTyv8AWLXCwEM%2FjW9yVqaNfXAfbzU41gv0e4v58VLoF%2B%2B9G01E6RASP6iGV9tJ0yEQtcJji%2BayaRr2uNYLFRWh1j2EQvyt%2BWVbkw%2Bo6byyebLBWbQdaGD9LPAGzl96v%2Fd%2Bmrxu3i3usl3fXlVHm81x45z6vSnM%2FVWSudqnBiVfaXkz6K%2FlZdXxH9vLh7fn2P1z%2BAQ%3D%3D&RelayState=p1WO2GsU7DMHw2Lazbw0u5FNM2Zlv60aEYatqH8o
usc-jason1.duckduckgo.com,Sign in to your account,200,38844,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-jason1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9owEHy%2FXxHlPeT7kliAREFVka49BFwf%2BlJt7A1nNbFT2%2BnRf3924AontdSSZWm9Mzs7Xk81dG1PFoN5Flv8OaA2d5537FqhyXg18wcliATNNRHQoSaGkt3i8wNJJhHplTSSytZ%2FB7qNAa1RGS6FA61XM3%2F19Pi9gCjO8sruvMJ7oHVRV02U1RkmNbCkghziMq%2FKtGJllAMkGcubpiyyJGX3TRo5rq%2BotKWd%2BbbKyK31gGuhDQhjg1GSBlERJPk%2BSkkWkyz95rJWtmUuwIzIZ2N6TcKwlQcuJh2nSmrZGClaLnBCZRcWSVlWCURBxqAKsjjOgjqP4yBPmiJHTGuastCZkDjyzdmfD1wwLg63jalPSZp82u83weZxt3cUize7llLooUO1Q%2FWLU3zaPlz0DhqDk2Y20B9uH%2BQoF6gO%2Fbml8bypU0VGU9T8v8AODTAwEE7Da9yFqSdfbAfr1Ua2nP4e4259lKoD8%2B9G40k8RjgLmjGVDEL3SHnDkfl%2FaBZtK1%2BWCsHgzDdqQN8L3xU%2FDyuycXStNwaPxlvKrgfFtXtLPAI1594v%2FV%2BnL1s7i1ts5jfHlRLq8mx4Y48XqZh7VaS29l6BFS%2BVOZv0V%2FKT6vCG7Pnd2%2FX1P5y%2FAg%3D%3D&RelayState=ObcZcDRHPPPfsFjxXTEf0OBlmNo4OVy4NrcRV6wx
usc-ladamski1.duckduckgo.com,Sign in to your account,200,38760,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-ladamski1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8E8B8BKwEKUs0LVK3Rknah71Mxr6k1sBmtlmzf1%2BbpEsqrRkSQjq%2B59xzjy8zTbq2x4vBPIst%2FBpAmzvPO3at0Hg8mvuDElgSzTUWpAONDcW7xdd7jCYR7pU0ksrWf0e6zSFagzJcCkdar%2Bb%2B6vHhR4JyFjWshiyCDOUlihhN47iwOC0bghqWsjTKclaQhBKIkzwt62mUNzFiRV4kTusJlLayc992GbW1HmAttCHCWDBCSRBNA5TtowSnMU7Rd1e1siNzQczIfDam1zgMW3ngYtJxqqSWjZGi5QImVHbhFBVFiUgUpIyUgbWYBnUWx0GGmmkGkNQ0YaELATnxzTmfT1wwLg63g6lPRRp%2F2e83weZht3cSi7e4llLooQO1A%2FWbU3jc3l%2F8DhqCk2c20J%2FuPcjRLqE69Csr43kz5wqPoajqv8QODGHEkHAWXvMuSj3%2BZidYrzay5fTPiLvns1QdMR8PGk%2FiEeEsaMZSPAjdA%2BUNB%2Bb%2FlVm0rXxZKiAG5r5RA%2Fhe%2BK75eVmBjatrszFwNN5Sdj1RXLu7hCOh5jz7Zf7r8mVrd3ELTXVzXSmmrs7CG%2Ft5kYq5WwVqe%2B8VsealMueQ%2Fil%2Bch3esF3dvR1f%2F4fVKw%3D%3D&RelayState=KSt2ykJnad2Aq4KEPBxBflwCNFagPjJh4L3PUVbB
usc-tpeoples1.duckduckgo.com,Sign in to your account,200,38806,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://usc-tpeoples1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbtowFH3vV0R5D0kcB4gFSAw0DalbI6B92Mvk2DfUWmJntrOyv68d6KDSyixFVq7vOffc4%2BuZoW3TkWVvn%2BUWfvVg7F0QHNtGGjIczcNeS6KoEYZI2oIhlpHd8us9QaOEdFpZxVQTvgPdxlBjQFuhpAdt1vNw%2FfjwY4oQwxWtJjTHBao5mqTTKcurZMxRnRR1gVnKECS4GnNc50mSZgWgHGM0LpD79VxPoI2jnYeuysBtTA8baSyV1gUTlEXJJEL5PskITgnOvvustWtZSGoH5LO1nSFx3KiDkKNWMK2Mqq2SjZAwYqqNJ2g6LRBNIsxpEeE0xVGVp2mUo3qSA2QVy3jsTUCevDz780lILuThtjHVKcmQL%2Ft9GZUPu72nWL7ZtVLS9C3oHejfgsHj9v6itzcQnTTznv3030ENcikzcbhwNEEw86rIYIpe%2FBfYgqWcWhrP4mvchakj31wHm3WpGsH%2BDHG%2FPivdUvtxo%2BkoHSKCR%2FWQSnppOmCiFsDDvzTLplEvKw3Uwjy0uocwiN8VPw8r8GF0nTcWjjZYqbajWhh%2Fl3CkzJ57v%2FR%2Fnb5q3CxuoV7cHFdGmM9z4dJtL0pzf6vAXO29pk680vZs0j%2FJT6rjG7IXd2%2FH1%2B9w8Qo%3D&RelayState=HKMk8Ku7wiKGJzsEy7WJC2UxEVGiLzh9JDkOtVOh
use-devcpu1.duckduckgo.com,Sign in to your account,200,38598,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://use-devcpu1.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9owEHy%2FXxHlPSTOBwQLkCioKtK1h4DrQ18qZ73hrCZ2aju9678%2FO3CFk1oaJYq0nhnPjtczw9qmo8vePskd%2FuzR2LsgeGkbaeiwNA97LaliRhgqWYuGWqD75ed7mo4S2mllFagmfEe6zWHGoLZCSU%2FarOfh%2BvHhe1UX5bROOWDNMZ9WaVKRYjwu8yIFAlleTngFwEk%2BdqiKMJgUJScZISSrK1aA1%2FqK2jjZeeh2GbSN6XEjjWXSumKSZlEyidLikGQ0J%2B795lFr17KQzA7MJ2s7Q%2BO4UUchR60ArYyqrZKNkDgC1caTtCynKUuinLNplBOSR1VBSFSk9aRAzCrIeOxDSL349pzPByG5kMfbwVQnkKGfDodttH3YH7zE8i2ulZKmb1HvUf8SgI%2B7%2B4vf3mB08sx7%2BOG%2FoxrsMjBxuHAyQTDzrugQil78l9iiZZxZFs%2Fia95FqaNfXAeb9VY1An4Pdf98VLpl9t%2BNkhEZKoJH9QClvTQdgqgF8vCPzLJp1PNKI7M4D63uMQzid5ufhxX5MLouG4svNliptmNaGH%2BW%2BMLAnnu%2F9H8NXzVuFndYL26OK1DwOFfeut%2Bz0tyfKoLb%2B6CZM6%2B0PYf0V%2FGT6%2FiG7cXd2%2FL1PVy8Ag%3D%3D&RelayState=4AGWWmZ5p7YeOhkXwQXMaRYpDzpbdSke3IpDvfUo
use-devtesting11.duckduckgo.com,Sign in to your account,200,38657,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-devtesting11.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,1004326979,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb9owFH3vr4jyHuJ8kcQCJAaahtStCGgf9jIZ%2B5paS%2BzMdlb272sHOqi0skhRpOtzzj33%2BGZiSNt0eN7bZ7mBXz0YexcEx7aRBg9H07DXEitihMGStGCwpXg7%2F3qP0xHCnVZWUdWE70i3OcQY0FYo6Umr5TRcPj78QGXNIaeIl4gAKaHa86LmZUZ4npcFpyVFFO1ZUaG6gJrRqhqPc0rroiIZysfIaz2BNk52Groug7YxPayksURaV0RpFqEySosdynCeYoS%2Be9TSjSwksQPz2drO4Dhu1EHIUSuoVkZxq2QjJIyoauMyrao6JSjKGamjPEnyaF8kSVSkvCwAsj3NWOxDSL34%2BpzPJyGZkIfbwexPIIO%2F7HbraP2w3XmJ%2BVtcCyVN34Legv4tKDxu7i9%2BewPRyTPr6U%2F%2FHtRgl1AThzMnEwQT7woPoejZf4ktWMKIJfEkvuZdlDr8zU2wWq5VI%2Bifoe6fz0q3xH48aDJKhopgER%2BguJemAyq4ABb%2BlZk3jXpZaCAWpqHVPYRB%2FK75eVmBDavrsrFwtMFCtR3Rwvi7hCOh9jz7Zf5r%2BKJxu7gBPru5rhRTj3Pltfu8KM38rQJ1vXeaOPNK23NI%2FxQ%2FuY5v2J7dvR1f%2F4ezVw%3D%3D&RelayState=QPKcbjxm6XhnG4tohBPtkJZjaoicDB3wqchrBgh3
