input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon_path,a_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tech_,favicon,final_url,webserver,cdn_name,cdn
06cim-api-spring-boot-security-saml-demo-okta2live-corp.bitcastle.io,,404,103,06cim-api-spring-boot-security-saml-demo-okta2live-corp.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,06cim-api-spring-boot-security-saml-demo-okta2live-corp.bitcastle.io,443,https://06cim-api-spring-boot-security-saml-demo-okta2live-corp.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,,404,103,06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,https://06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
06cim-api-spring-boot-security-saml-demo-okta2livesearch.bitcastle.io,,404,103,06cim-api-spring-boot-security-saml-demo-okta2livesearch.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,06cim-api-spring-boot-security-saml-demo-okta2livesearch.bitcastle.io,443,https://06cim-api-spring-boot-security-saml-demo-okta2livesearch.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
0api-okta-okta-payment.bitcastle.io,,404,103,0api-okta-okta-payment.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,0api-okta-okta-payment.bitcastle.io,443,https://0api-okta-okta-payment.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
0api-okta-okta.bitcastle.io,,404,103,0api-okta-okta.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,0api-okta-okta.bitcastle.io,443,https://0api-okta-okta.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
0api-okta-okta.payment.bitcastle.io,,404,103,0api-okta-okta.payment.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,0api-okta-okta.payment.bitcastle.io,443,https://0api-okta-okta.payment.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
0c.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,,404,103,0c.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,0c.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,https://0c.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
10z.0api-okta-okta.bitcastle.io,,404,103,10z.0api-okta-okta.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,10z.0api-okta-okta.bitcastle.io,443,https://10z.0api-okta-okta.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
112scapolo.0api-okta-okta.bitcastle.io,,404,103,112scapolo.0api-okta-okta.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,112scapolo.0api-okta-okta.bitcastle.io,443,https://112scapolo.0api-okta-okta.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
114aoyunzhibo.06cim-api-spring-boot-security-saml-demo-okta2.bitcastle.io,,404,103,114aoyunzhibo.06cim-api-spring-boot-security-saml-demo-okta2.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,114aoyunzhibo.06cim-api-spring-boot-security-saml-demo-okta2.bitcastle.io,443,https://114aoyunzhibo.06cim-api-spring-boot-security-saml-demo-okta2.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
12a6.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,,404,103,12a6.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,12a6.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,https://12a6.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
14eeddf2.0api-okta-okta.bitcastle.io,,404,103,14eeddf2.0api-okta-okta.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,14eeddf2.0api-okta-okta.bitcastle.io,443,https://14eeddf2.0api-okta-okta.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
16-8-28-9.viatordandomainsma-cfbrooklynleonardskeyfoodkeyfood-tech.bitcastle.io,,404,103,16-8-28-9.viatordandomainsma-cfbrooklynleonardskeyfoodkeyfood-tech.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,16-8-28-9.viatordandomainsma-cfbrooklynleonardskeyfoodkeyfood-tech.bitcastle.io,443,https://16-8-28-9.viatordandomainsma-cfbrooklynleonardskeyfoodkeyfood-tech.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
16qww58.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,,404,103,16qww58.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,16qww58.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,443,https://16qww58.06cim-api-spring-boot-security-saml-demo-okta2live.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
17-121-117-15.bo.bitcastle.io,,404,103,17-121-117-15.bo.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,17-121-117-15.bo.bitcastle.io,443,https://17-121-117-15.bo.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
171-134.bitcastle.io,,404,103,171-134.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,171-134.bitcastle.io,443,https://171-134.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
172-143.bitcastle.io,,404,103,172-143.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,172-143.bitcastle.io,443,https://172-143.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
1fgithub9.bitcastle.io,,404,103,1fgithub9.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,1fgithub9.bitcastle.io,443,https://1fgithub9.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
1ie7.bitcastle.io,,404,103,1ie7.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,1ie7.bitcastle.io,443,https://1ie7.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
29cms.stage-testbeddandomaintripmctloadtest-cdn.bitcastle.io,,404,103,29cms.stage-testbeddandomaintripmctloadtest-cdn.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,29cms.stage-testbeddandomaintripmctloadtest-cdn.bitcastle.io,443,https://29cms.stage-testbeddandomaintripmctloadtest-cdn.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
30informationlackbee.bitcastle.io,,404,103,30informationlackbee.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,30informationlackbee.bitcastle.io,443,https://30informationlackbee.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
4-45-7.bitlife.bitcastle.io,,404,103,4-45-7.bitlife.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,4-45-7.bitlife.bitcastle.io,443,https://4-45-7.bitlife.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.221.0.45,4,False,error,0,,,,,,
4255fwww0.bitcastle.io,,404,103,4255fwww0.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,4255fwww0.bitcastle.io,443,https://4255fwww0.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
45253awebmail44.bitcastle.io,,404,103,45253awebmail44.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,45253awebmail44.bitcastle.io,443,https://45253awebmail44.bitcastle.io,https,application/json,GET,52.221.0.45,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
49cc.bitcastle.io,,404,103,49cc.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,49cc.bitcastle.io,443,https://49cc.bitcastle.io,https,application/json,GET,13.215.188.7,/,/favicon.ico,52.74.189.30,4,False,error,0,,,,,,
4f35.0api-okta-okta.bitcastle.io,,404,103,4f35.0api-okta-okta.bitcastle.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2025-02-10T00:00:00Z,2026-03-12T23:59:59Z,CN=bitcastle.io,bitcastle.io,*.bitcastle.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d4f65230d32c62d0d74bd9757e374f40,e86bc69d4a119865eef6d3f1ad8345a1e97719ef3d1f9208087779a6e8d128b5,True,ctls,4f35.0api-okta-okta.bitcastle.io,443,https://4f35.0api-okta-okta.bitcastle.io,https,application/json,GET,52.74.189.30,/,/favicon.ico,13.215.188.7,4,False,error,0,,,,,,
