input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_mismatched,webserver,csp_domains_,final_url,tech_,cdn_name,cdn
acc21f321f046731c0c2588e00f10073.web-security-academy.net,Client Error: Forbidden,403,109,acc21f321f046731c0c2588e00f10073.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc21f321f046731c0c2588e00f10073.web-security-academy.net,443,https://acc21f321f046731c0c2588e00f10073.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acc31f041fcb5f0180dc062501c600fb.web-security-academy.net,Client Error: Forbidden,403,109,acc31f041fcb5f0180dc062501c600fb.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc31f041fcb5f0180dc062501c600fb.web-security-academy.net,443,https://acc31f041fcb5f0180dc062501c600fb.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc51f3e1f40b8a280f8b056002a0074.web-security-academy.net,Client Error: Forbidden,403,109,acc51f3e1f40b8a280f8b056002a0074.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc51f3e1f40b8a280f8b056002a0074.web-security-academy.net,443,https://acc51f3e1f40b8a280f8b056002a0074.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acc61fb11fccdb6680981129008e0036.web-security-academy.net,Client Error: Forbidden,403,109,acc61fb11fccdb6680981129008e0036.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc61fb11fccdb6680981129008e0036.web-security-academy.net,443,https://acc61fb11fccdb6680981129008e0036.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc71f301e51b4b680c80a2100e200aa.web-security-academy.net,Client Error: Forbidden,403,109,acc71f301e51b4b680c80a2100e200aa.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc71f301e51b4b680c80a2100e200aa.web-security-academy.net,443,https://acc71f301e51b4b680c80a2100e200aa.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc814f9514e346df0806097ee003b0043.web-security-academy.net,Client Error: Forbidden,403,109,acc814f9514e346df0806097ee003b0043.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc814f9514e346df0806097ee003b0043.web-security-academy.net,443,https://acc814f9514e346df0806097ee003b0043.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc91f8f1f83a99b805b1001001c0052.web-security-academy.net,Client Error: Forbidden,403,109,acc91f8f1f83a99b805b1001001c0052.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc91f8f1f83a99b805b1001001c0052.web-security-academy.net,443,https://acc91f8f1f83a99b805b1001001c0052.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc91fb11f737152c01a3cb1000a0083.web-security-academy.net,Client Error: Forbidden,403,109,acc91fb11f737152c01a3cb1000a0083.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc91fb11f737152c01a3cb1000a0083.web-security-academy.net,443,https://acc91fb11f737152c01a3cb1000a0083.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acc91fcf1f7655da808a71a30067006a.web-security-academy.net,Client Error: Forbidden,403,109,acc91fcf1f7655da808a71a30067006a.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acc91fcf1f7655da808a71a30067006a.web-security-academy.net,443,https://acc91fcf1f7655da808a71a30067006a.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
accb1fe21e944ece805934e100af0087.web-security-academy.net,Client Error: Forbidden,403,109,accb1fe21e944ece805934e100af0087.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accb1fe21e944ece805934e100af0087.web-security-academy.net,443,https://accb1fe21e944ece805934e100af0087.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
accb1ffa1e47c1c5809b042d00610001.web-security-academy.net,Client Error: Forbidden,403,109,accb1ffa1e47c1c5809b042d00610001.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accb1ffa1e47c1c5809b042d00610001.web-security-academy.net,443,https://accb1ffa1e47c1c5809b042d00610001.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
accc1f491e600a3480d61ef0009500af.web-security-academy.net,Client Error: Forbidden,403,109,accc1f491e600a3480d61ef0009500af.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accc1f491e600a3480d61ef0009500af.web-security-academy.net,443,https://accc1f491e600a3480d61ef0009500af.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acceptf1f551ebe2d21807c5e7a00fa0084.web-security-academy.net,Client Error: Forbidden,403,109,acceptf1f551ebe2d21807c5e7a00fa0084.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acceptf1f551ebe2d21807c5e7a00fa0084.web-security-academy.net,443,https://acceptf1f551ebe2d21807c5e7a00fa0084.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
accf1f551ebe2d2180mirrorc5emirrora00fa0084.web-security-academy.net,Client Error: Forbidden,403,109,accf1f551ebe2d2180mirrorc5emirrora00fa0084.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accf1f551ebe2d2180mirrorc5emirrora00fa0084.web-security-academy.net,443,https://accf1f551ebe2d2180mirrorc5emirrora00fa0084.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
accf1faccacc1ebe2d21807cacce7a00fa0084.web-security-academy.net,Client Error: Forbidden,403,109,accf1faccacc1ebe2d21807cacce7a00fa0084.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accf1faccacc1ebe2d21807cacce7a00fa0084.web-security-academy.net,443,https://accf1faccacc1ebe2d21807cacce7a00fa0084.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084-email.web-security-academy.net,Client Error: Forbidden,403,109,accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084-email.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084-email.web-security-academy.net,443,https://accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084-email.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084.web-security-academy.net,Client Error: Forbidden,403,109,accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084.web-security-academy.net,443,https://accf1fmetricmetric1ebe2d21807cmetrice7a00fa0084.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
accfsignedf55signedebe2d2signed807c5e7a00fa0084.web-security-academy.net,Client Error: Forbidden,403,109,accfsignedf55signedebe2d2signed807c5e7a00fa0084.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,accfsignedf55signedebe2d2signed807c5e7a00fa0084.web-security-academy.net,443,https://accfsignedf55signedebe2d2signed807c5e7a00fa0084.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acd21f501fd6699f80203ef801c600d7.web-security-academy.net,Client Error: Forbidden,403,109,acd21f501fd6699f80203ef801c600d7.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd21f501fd6699f80203ef801c600d7.web-security-academy.net,443,https://acd21f501fd6699f80203ef801c600d7.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acd41f431ea998bd80f501c8018300be.web-security-academy.net,Client Error: Forbidden,403,109,acd41f431ea998bd80f501c8018300be.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd41f431ea998bd80f501c8018300be.web-security-academy.net,443,https://acd41f431ea998bd80f501c8018300be.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acd51fda1fc843ab80e635f5001200c8.web-security-academy.net,Client Error: Forbidden,403,109,acd51fda1fc843ab80e635f5001200c8.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd51fda1fc843ab80e635f5001200c8.web-security-academy.net,443,https://acd51fda1fc843ab80e635f5001200c8.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acd61f261ebac7b880f200b3009800d4.web-security-academy.net,Client Error: Forbidden,403,109,acd61f261ebac7b880f200b3009800d4.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd61f261ebac7b880f200b3009800d4.web-security-academy.net,443,https://acd61f261ebac7b880f200b3009800d4.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acd61fa11f2eapiserverddfapiserver194430100560054.web-security-academy.net,Client Error: Forbidden,403,109,acd61fa11f2eapiserverddfapiserver194430100560054.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd61fa11f2eapiserverddfapiserver194430100560054.web-security-academy.net,443,https://acd61fa11f2eapiserverddfapiserver194430100560054.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acd6privfaprivprivf2e8ddf8priv94430priv00560054.web-security-academy.net,Client Error: Forbidden,403,109,acd6privfaprivprivf2e8ddf8priv94430priv00560054.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd6privfaprivprivf2e8ddf8priv94430priv00560054.web-security-academy.net,443,https://acd6privfaprivprivf2e8ddf8priv94430priv00560054.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acd71f2f1ea76bf6802f4b8600d200cc.web-security-academy.net,Client Error: Forbidden,403,109,acd71f2f1ea76bf6802f4b8600d200cc.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acd71f2f1ea76bf6802f4b8600d200cc.web-security-academy.net,443,https://acd71f2f1ea76bf6802f4b8600d200cc.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acdb1f2d1efd92bb8092ba4d002100d8.web-security-academy.net,Client Error: Forbidden,403,109,acdb1f2d1efd92bb8092ba4d002100d8.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdb1f2d1efd92bb8092ba4d002100d8.web-security-academy.net,443,https://acdb1f2d1efd92bb8092ba4d002100d8.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acdb1f811fffc1ad80e2650400090021.web-security-academy.net,Client Error: Forbidden,403,109,acdb1f811fffc1ad80e2650400090021.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdb1f811fffc1ad80e2650400090021.web-security-academy.net,443,https://acdb1f811fffc1ad80e2650400090021.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acdb1fa91ed2b86480c00dd5004a0034.web-security-academy.net,Client Error: Forbidden,403,109,acdb1fa91ed2b86480c00dd5004a0034.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdb1fa91ed2b86480c00dd5004a0034.web-security-academy.net,443,https://acdb1fa91ed2b86480c00dd5004a0034.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acdd1ffc1e4895d8809e7356004a0060.web-security-academy.net,Client Error: Forbidden,403,109,acdd1ffc1e4895d8809e7356004a0060.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdd1ffc1e4895d8809e7356004a0060.web-security-academy.net,443,https://acdd1ffc1e4895d8809e7356004a0060.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acdf1f7f1f8f79bf8096a621007600c7.web-security-academy.net,Client Error: Forbidden,403,109,acdf1f7f1f8f79bf8096a621007600c7.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdf1f7f1f8f79bf8096a621007600c7.web-security-academy.net,443,https://acdf1f7f1f8f79bf8096a621007600c7.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
acdf1fa11ff7fd5280preview327000d20091.web-security-academy.net,Client Error: Forbidden,403,109,acdf1fa11ff7fd5280preview327000d20091.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdf1fa11ff7fd5280preview327000d20091.web-security-academy.net,443,https://acdf1fa11ff7fd5280preview327000d20091.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1330636586,34.246.129.62,1,False,,,,,,,
acdf1fa11ffcloudappfd52801532cloudapp000d20091.web-security-academy.net,Client Error: Forbidden,403,109,acdf1fa11ffcloudappfd52801532cloudapp000d20091.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,acdf1fa11ffcloudappfd52801532cloudapp000d20091.web-security-academy.net,443,https://acdf1fa11ffcloudappfd52801532cloudapp000d20091.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,1330636586,79.125.84.16,1,False,,,,,,,
