input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_mismatched,webserver,csp_domains_,final_url,tech_,cdn_name,cdn
0a5e000404ea410cc04a23f700ae004a.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a5e000404ea410cc04a23f700ae004a.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a5e000404ea410cc04a23f700ae004a.web-security-academy.net,443,https://0a5e000404ea410cc04a23f700ae004a.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,,79.125.84.16,1,False,,,,,,,
0a5e00fb03a04e0f8025cc3a00d100b9.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0a5e00fb03a04e0f8025cc3a00d100b9.web-security-academy.net:80,http,text/html,GET,34.246.129.62,/,1605734996,79.125.84.16,1,False,,,,,,,
0a8800ac044793d3c07361d4003500e1.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a8800ac044793d3c07361d4003500e1.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a8800ac044793d3c07361d4003500e1.web-security-academy.net,443,https://0a8800ac044793d3c07361d4003500e1.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,-521341798,34.246.129.62,1,False,,,,,,,
0a89001803b8e1e7c0337463000200c0.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a89001803b8e1e7c0337463000200c0.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a89001803b8e1e7c0337463000200c0.web-security-academy.net,443,https://0a89001803b8e1e7c0337463000200c0.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1501795238,34.246.129.62,1,False,,,,,,,
0a89007004a1921ec05415db004b00e0.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a89007004a1921ec05415db004b00e0.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a89007004a1921ec05415db004b00e0.web-security-academy.net,443,https://0a89007004a1921ec05415db004b00e0.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,-261766293,34.246.129.62,1,False,,,,,,,
0a8b0099048ed42bc0e4fce7002b007d.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a8b0099048ed42bc0e4fce7002b007d.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a8b0099048ed42bc0e4fce7002b007d.web-security-academy.net,443,https://0a8b0099048ed42bc0e4fce7002b007d.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,1227528488,34.246.129.62,1,False,,,,,,,
0a8b00ed04ccccf58014714000350042.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0a8b00ed04ccccf58014714000350042.web-security-academy.net:80,http,text/html,GET,34.246.129.62,/,1803066048,79.125.84.16,1,False,,,,,,,
0a8e0007047aa009c0427312000a0063.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a8e0007047aa009c0427312000a0063.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a8e0007047aa009c0427312000a0063.web-security-academy.net,443,https://0a8e0007047aa009c0427312000a0063.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,-1992654907,34.246.129.62,1,False,,,,,,,
0a8e001504a85ab0c004302d00bf0089.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0a8e001504a85ab0c004302d00bf0089.web-security-academy.net:80,http,text/html,GET,34.246.129.62,/,956408291,79.125.84.16,1,False,,,,,,,
0a8e0044049b0943c05846dc0044006c.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a8e0044049b0943c05846dc0044006c.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a8e0044049b0943c05846dc0044006c.web-security-academy.net,443,https://0a8e0044049b0943c05846dc0044006c.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,57253676,34.246.129.62,1,False,,,,,,,
0a9700ff04a124e4c0af339300710056.web-security-academy.net,Server Error: Gateway Timeout,504,197,0a9700ff04a124e4c0af339300710056.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0a9700ff04a124e4c0af339300710056.web-security-academy.net,443,https://0a9700ff04a124e4c0af339300710056.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,-394185870,79.125.84.16,1,False,,,,,,,
0a9a0027047d6aaec1fa58be003b00b3.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0a9a0027047d6aaec1fa58be003b00b3.web-security-academy.net:80,http,text/html,GET,79.125.84.16,/,-1533686663,34.246.129.62,1,False,,,,,,,
0aa4001903e8eff4c0973a9a00d3008e.web-security-academy.net,Server Error: Gateway Timeout,504,197,0aa4001903e8eff4c0973a9a00d3008e.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0aa4001903e8eff4c0973a9a00d3008e.web-security-academy.net,443,https://0aa4001903e8eff4c0973a9a00d3008e.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,6851536,79.125.84.16,1,False,,,,,,,
0aa800910328e00b80f48fc300bc009f.web-security-academy.net,Server Error: Gateway Timeout,504,197,0aa800910328e00b80f48fc300bc009f.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0aa800910328e00b80f48fc300bc009f.web-security-academy.net,443,https://0aa800910328e00b80f48fc300bc009f.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,,34.246.129.62,1,False,,,,,,,
0ab000b904dcb447c0ea634b00ec003b.web-security-academy.net,Server Error: Gateway Timeout,504,197,0ab000b904dcb447c0ea634b00ec003b.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0ab000b904dcb447c0ea634b00ec003b.web-security-academy.net,443,https://0ab000b904dcb447c0ea634b00ec003b.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,,79.125.84.16,1,False,,,,,,,
0abf00550301bdc4c00a5d44004900af.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0abf00550301bdc4c00a5d44004900af.web-security-academy.net:80,http,text/html,GET,34.246.129.62,/,,79.125.84.16,1,False,,,,,,,
0ac700eb035e832ec008198400fc004c.web-security-academy.net,Server Error: Gateway Timeout,504,197,,,,,,,,,,,,,,,,,,,80,http://0ac700eb035e832ec008198400fc004c.web-security-academy.net:80,http,text/html,GET,34.246.129.62,/,1948906354,79.125.84.16,1,False,,,,,,,
0ad000a90375426780df2bf600fe00b8.web-security-academy.net,Server Error: Gateway Timeout,504,197,0ad000a90375426780df2bf600fe00b8.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0ad000a90375426780df2bf600fe00b8.web-security-academy.net,443,https://0ad000a90375426780df2bf600fe00b8.web-security-academy.net:443,https,text/html,GET,79.125.84.16,/,,34.246.129.62,1,False,,,,,,,
0ad2007b03ac07a3c00ba5ac00280040.web-security-academy.net,Server Error: Gateway Timeout,504,197,0ad2007b03ac07a3c00ba5ac00280040.web-security-academy.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=*.web-security-academy.net,*.web-security-academy.net,*.3.h1-web-security-academy.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,693906b8f4c264ed45e86eb41dfbf385,94a3b63f74b3a7a28ffccc0d247560e603dd407cb6123036c613e307745c3da2,True,ctls,0ad2007b03ac07a3c00ba5ac00280040.web-security-academy.net,443,https://0ad2007b03ac07a3c00ba5ac00280040.web-security-academy.net:443,https,text/html,GET,34.246.129.62,/,-737414168,79.125.84.16,1,False,,,,,,,
