input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,final_url,csp_domains_
best-practices.evernote.com,Sign in - Google Accounts,200,607429,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,443,https://best-practices.evernote.com:443,https,ESF,text/html,GET,34.149.144.213,/,-2013935034,34.149.144.213,76,False,google,HTTP/3,True,True,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1492988220%3A1690909776340942&client_id=404238592788-dgffa9kuv6eppe6o8piirp3lbh768lbs.apps.googleusercontent.com&code_challenge=qo6Hp5JPuuEoGVWWRsUc8NnB8H-LcL7UGu26xfm-8S8&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F404238592788-dgffa9kuv6eppe6o8piirp3lbh768lbs.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEPY-OsqRzvDB8o9TNYMYs4rMwi05E2DrKyplW6Lq_cJJVGhjRSxsK0pQhP5CdCPQeqUINVE59ynSup81wAquSqxWc4Ja-tZQsYIIQGT2pMKU6Iuum6eH1nSgK2EsLphLHMTvc_pgtMbX3gS9ns998XelAI5YnNeges4Qbgh-nphTMLu6Hv-Wk3gjqHa6Pth9Yu_wln-cdGmZwkEk8_RPxyhX26hrdv-l0p3sir1qAAmPhHEsnEwDFczIdV04trjQileM1nkNj8UFb1ECGTiRgJFF2KE3I1yjikZa69f48vHvU_raivk0R2QNLRPUwEfsCOE04RQ6BeI-xorHVtASxC5svE9fn7vDfHNFe5haEP6gSbRWkID3scFjja-mBtH3mkpz9ybgIfMjvqnbHJ8R5ZuTpItdRQgCU6Rz5UU8RXg_Zhts31GL0MGGm9a0Oj3b7H0_m6i2CraICGdSXDI_zwyaeQbuMyx4DjYcx_4wFb6fhBYuJVVHlI2CU9SwUnFufHfotRdqBnMZds5EHqxvrwnak8yVBA43wXZI8usfr1iHh7pau7vFPpt52cIXqdOiEyf-g1cdXdkTChbh6dTe7gJr2Lj6ve7bxvJgoe4ICKK7e19EkL7BLK7TYDikA_x42_k-tR1jmTpG0Ghdf3UDVVgbnCgrLoEKTlXHTlM_UBM9UWWEkOQcrMu2n7emxknRhaJNer3kUzhk-CVNyCY47SfiQoiiY6xMaGqRDVTLBd4kZvc_D1m-aELg0dPLnnXMu2wvuAGu9wBuFNo5_82XH830_UZZNiyOvS202ZzdrWLiqC0Uzs5Y-gA7mZaRsSYsxaqUOab1tE4pt4eVIJjK4nDNqC_Vi3EszN2JGmxDdtvs1r7gWE4dQnwO8QF5dbkiQ3af-VgN8PP21x7wdmRTFo8CsR8QLmkEb5Yd-o3UQzLV8bueafMFayNwmiGESjGo6kW7wJf47vO_ftMaboUqfIcd6pm-h4WStOxvldKwxPi4BwxQbpoSiU-v-J7kBHglgkOELCSR2HQOAe_FLjzzGGVWsTSk65AG2B27aE8lqgQ&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOtQ9U2z9_4TVmikr9NVUizhr0gEx0jLh_e0k3tnDfEFtl20fLwJcpoUePsqdPnyTV4OIu9hWjYzyjtsPp6T8_MygA3CJrPxrR2XNR_yk3j3_0oG3eXern5uReWg6hOMLLFKSM69u3I8jiZYBHthEHLf3lhah3dSLUGiFG5BMaLMVagw755NaG2OiMIpGvRYHsq1Jgj6Fuwc9oz42-4IqpGXDkQQZReyEzNrStsYLejxLj930-QuFznlpCrFQg96TE2gaVZfY_WrP4u-_wBArh0aPCommVo2sYog7IVagyZ4ZS3f8E05A3D_52CgC9u_7JbybU0se9PuZcEznUZ4suBnTJWdeAh-ur5qliL65Kj0-ImQiCyal7QJ8xOaTOn_1r5HjGR7xIDEj6jsIGqaFqnTAFbzMIsdt5uq1lSWPyfBorVgZp6XCKuShH3CqO4L9jSu3RHELBMjCirrAqx8TwXhi1FUQ%26as%3DS-1492988220%253A1690909776340942%26client_id%3D404238592788-dgffa9kuv6eppe6o8piirp3lbh768lbs.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcebrrbMkJ2B2N1KeSzF0211N1xgjYQTsH9HshWHkOPUILsSBnbVfePtmk2wTkP6oyZs63OvW5RZrBsAWU14g1JjrIrKig,
blog.evernote.com,Evernote Blog,200,102795,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T19:15:49Z,2023-09-26T20:08:30Z,CN=evernote.com,evernote.com,evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a5dc2bfd835bddfaafc4c18406e6dee3,ba20e2ee3340e5c4e18e9cf35b48d43627e911bffb1493f9d173af1d83b99664,ctls,evernote.com,443,https://blog.evernote.com:443,https,Pagely-ARES/1.10.28,text/html,GET,35.190.29.187,/,1711115566,35.190.29.187,929,False,google,Yoast SEO:19.13,True,,,,https://evernote.com/blog/,
builds.common-editor.evernote.com,,404,127,builds.common-editor.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:37:28Z,2023-09-13T01:30:22Z,CN=builds.common-editor.evernote.com,builds.common-editor.evernote.com,builds.common-editor.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e3142e9f29fdba4c46e45028115d67b4,0f07486aa603ee387fa05d41330599014372882f79fa23e1eecfc4825cc944a5,ctls,builds.common-editor.evernote.com,443,https://builds.common-editor.evernote.com:443,https,UploadServer,application/xml,GET,34.160.114.139,/,2028370544,34.160.114.139,1,False,google,HTTP/3,True,,,,,
builds.webclipper.evernote.com,,404,127,builds.webclipper.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T11:12:54Z,2023-09-17T12:03:26Z,CN=builds.webclipper.evernote.com,builds.webclipper.evernote.com,builds.webclipper.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d3d793826265aae0a198c99df10793bc,2bd3aa1c22a2372d43bac1a9394a785df1bc0160db27dc980dd0217a0300e741,ctls,builds.webclipper.evernote.com,443,https://builds.webclipper.evernote.com:443,https,UploadServer,application/xml,GET,34.160.75.145,/,2028370544,34.160.75.145,1,False,google,HTTP/3,True,,,,,
businessauditing.svc-stage.evernote.com,,404,,businessauditing.svc-stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-26T20:13:47Z,2023-10-24T20:13:46Z,CN=businessauditing.svc-stage.evernote.com,businessauditing.svc-stage.evernote.com,oauth-integration-et3.svc-stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b80520ebd6a40ccfac30ef74b4e2fafe,2fdf22b6882e7e9ef0041d1ee32c2b7629e41e8d4c98c92c133ae39ec11e27a5,ctls,businessauditing.svc-stage.evernote.com,443,https://businessauditing.svc-stage.evernote.com:443,https,istio-envoy,,GET,35.244.172.100,/,-1840324437,35.244.172.100,1,False,google,HTTP/3,True,,,,,
businessauditing.svc.evernote.com,,404,,businessauditing.svc.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-27T20:41:31Z,2023-10-25T20:41:30Z,CN=businessauditing.svc.evernote.com,businessauditing.svc.evernote.com,oauth-integration.svc.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a4d59d7d775b80252dba074497cdd436,c6172c77e98b2f5cafd536f45b37f2b031802846c64cf0c5417e581a78e45cc0,ctls,businessauditing.svc.evernote.com,443,https://businessauditing.svc.evernote.com:443,https,istio-envoy,,GET,35.190.95.230,/,-1840324437,35.190.95.230,1,False,google,HTTP/3,True,,,,,
calendar-webhook.svc-stage.evernote.com,Error,404,139,calendar-webhook.svc-stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-26T20:13:47Z,2023-10-24T20:13:46Z,CN=businessauditing.svc-stage.evernote.com,businessauditing.svc-stage.evernote.com,oauth-integration-et3.svc-stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b80520ebd6a40ccfac30ef74b4e2fafe,2fdf22b6882e7e9ef0041d1ee32c2b7629e41e8d4c98c92c133ae39ec11e27a5,ctls,calendar-webhook.svc-stage.evernote.com,443,https://calendar-webhook.svc-stage.evernote.com:443,https,istio-envoy,text/html,GET,35.244.172.100,/,1593207841,35.244.172.100,11,False,google,HTTP/3,True,,,,,
cdn1.evernote.com,,403,243,cdn1.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,ctls,cdn1.evernote.com,443,https://cdn1.evernote.com:443,https,AmazonS3,application/xml,GET,23.212.88.222,/,1402160319,23.212.88.222,2,False,,Amazon Web Services,,True,,Evernote Corporation,,
cdn2.evernote.com,,200,231294,cdn2.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T19:57:59Z,2023-09-26T20:49:52Z,CN=cdn2.evernote.com,cdn2.evernote.com,cdn2.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7d026b5ef791d347f80b004693ecc0d9,bef0888f126a44b78ccd806c50c7485706e69da8c5c6085d5a59fe8cd46b6fa0,ctls,cdn2.evernote.com,443,https://cdn2.evernote.com:443,https,UploadServer,application/xml,GET,35.190.29.114,/,2028370544,35.190.29.114,1,False,google,HTTP/3,True,,,,,
cec.svc.evernote.com,,404,89,cec.svc.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T15:30:44Z,2023-10-15T16:25:19Z,CN=cec.svc.evernote.com,cec.svc.evernote.com,cec.svc.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ff1fb474215aa50649d109cc06ae7d25,b15bbb3c64e71d6517343ef7fbe264c18e17281a259773de365e0334253923b5,ctls,cec.svc.evernote.com,443,https://cec.svc.evernote.com:443,https,Google Frontend,application/json,GET,34.120.228.45,/,1887782931,2600:1901:0:1e3d::,1,False,google,HTTP/3,True,,,,,
commerce.svc-stage.evernote.com,HTTP Status 404 – Not Found,404,751,commerce.svc-stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-13T17:05:52Z,2023-10-11T17:05:51Z,CN=commerce.svc-stage.evernote.com,commerce.svc-stage.evernote.com,commerce.svc-stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a5d47f7b6d4e871784e592fb110cd48,7ca7bb4de63ae15ef87b6cd57aee3bbaa1479e0b6976579aed498fb4743237de,ctls,commerce.svc-stage.evernote.com,443,https://commerce.svc-stage.evernote.com:443,https,istio-envoy,text/html,GET,35.227.158.245,/,1288456975,35.227.158.245,1,False,google,Envoy,True,,,,,
cscan.evernote.com,HTTP Status 404 – Not Found,404,751,cscan.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-21T17:39:45Z,2023-10-19T18:35:40Z,CN=evernote.com,evernote.com,*.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,17e86545baef449db38e01259032bc90,95c22978f8ed9f7bbe41e89a6fd502d50adad29b0205c4f34dd6ca588da710ec,ctls,cscan.evernote.com,443,https://cscan.evernote.com:443,https,istio-envoy,text/html,GET,34.36.31.173,/,-1117249036,34.36.31.173,1,False,google,HTTP/3,True,True,,,,
cscan.stage.evernote.com,HTTP Status 404 – Not Found,404,751,cscan.stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-21T15:41:24Z,2023-10-19T16:37:18Z,CN=stage.evernote.com,stage.evernote.com,*.stage.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a5516aa2f126c43bff9a1df2ce852f3f,843d3dcce6d7a6d92cf672030094a480a7614b6de079fec00e2ac8af67872c35,ctls,cscan.stage.evernote.com,443,https://cscan.stage.evernote.com:443,https,istio-envoy,text/html,GET,34.111.187.76,/,-1117249036,34.111.187.76,1,False,google,HTTP/3,True,True,,,,
dashboard.svc.app.preprod3.evernote.com,,403,111,dashboard.svc.app.preprod3.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T15:09:53Z,2023-09-26T15:59:24Z,CN=dashboard.svc.app.preprod3.evernote.com,dashboard.svc.app.preprod3.evernote.com,dashboard.svc.app.preprod3.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ea5a27570f80cbb45147bb800586ec35,da872ca1a6156c5cdac27bbbadcbd926ef1b6d9604f34f69313c67310995bc90,ctls,dashboard.svc.app.preprod3.evernote.com,443,https://dashboard.svc.app.preprod3.evernote.com:443,https,UploadServer,application/xml,GET,35.201.125.101,/,2028370544,35.201.125.101,1,False,google,HTTP/3,True,,,,,
dashboard.svc.stage.evernote.com,,403,111,dashboard.svc.stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T17:06:09Z,2023-09-26T17:56:21Z,CN=dashboard.svc.stage.evernote.com,dashboard.svc.stage.evernote.com,dashboard.svc.stage.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a8f06e0e52a2d5ec8dd63c1a8499522a,30916a7e8bb6c7d018d8af97325da4ceb964fac9f5fd151c955433b152cde3e8,ctls,dashboard.svc.stage.evernote.com,443,https://dashboard.svc.stage.evernote.com:443,https,UploadServer,application/xml,GET,35.190.85.221,/,2028370544,35.190.85.221,1,False,google,HTTP/3,True,,,,,
dashboard.svc.www.evernote.com,,200,52533,dashboard.svc.www.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T19:28:06Z,2023-09-26T20:18:18Z,CN=dashboard.svc.www.evernote.com,dashboard.svc.www.evernote.com,dashboard.svc.www.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,51816483f23d0dc427af00ecd784d21f,338d50d1e5ed9ff98e57e036bbe155c24949f91f1c9c23d1de092c475b0f753d,ctls,dashboard.svc.www.evernote.com,443,https://dashboard.svc.www.evernote.com:443,https,UploadServer,application/xml,GET,35.190.3.250,/,2028370544,35.190.3.250,1,False,google,HTTP/3,True,,,,,
dev.evernote.com,Home - Evernote Developers,200,21973,dev.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T16:47:45Z,2023-09-26T17:37:37Z,CN=dev.evernote.com,dev.evernote.com,dev.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e92ac87230ef9a4172764e045fa91f2c,78711ee4da371f248d9ac6578afd6bfa329c51a8a3f510b53db6a559a6f66d28,ctls,dev.evernote.com,443,https://dev.evernote.com:443,https,Apache,text/html,GET,130.211.40.58,/,1637080272,130.211.40.58,487,False,google,ZURB Foundation,True,,,,,
