input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,csp_domains_,tls_subject_org_,tls_mismatched
api.zapier.com,,404,21,api.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-03-29T00:00:00Z,2025-04-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0ea50bdb0d0ecf15aae61f27c20b2ee,0a5ece108fd597d65c3d7918035ab083ae4a5474676114a2c95eb657616feba1,True,ctls,api.zapier.com,cloudfront,443,https://api.zapier.com,https,,text/plain,GET,99.86.4.89,/,/favicon.ico,99.86.4.26,HSTS,1,False,True,error,0,,,,,
app.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://app.companyhub.com,https,cloudflare,text/html,GET,104.26.10.212,/,,2606:4700:20::681a:ad4,Linkedin Ads,558,False,True,nonerror,0,,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,formden.com,,
app.spotlightr.com,,200,4846,app.spotlightr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-07-05T00:00:00Z,2025-08-05T23:59:59Z,CN=*.spotlightr.com,*.spotlightr.com,spotlightr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6b134d06b9e10f5e8e6cfd164f7a68bb,47745342fb66be897942e6f25b3b503d49dfee7f836982848788163d452045f8,True,ctls,app.spotlightr.com,,443,https://app.spotlightr.com,https,Apache/2.4.18 (Ubuntu),text/html,GET,208.68.36.121,/,/favicon.ico,208.68.36.121,Ubuntu,28,False,,nonerror,0,-1588522332,,,,
avatar.vercel.sh,Vercel Avatar,200,2631,avatar.vercel.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T03:11:29Z,2025-05-05T03:11:28Z,CN=*.vercel.sh,*.vercel.sh,vercel.sh,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,0934105a20290c2687d722506e6ebf4d,29de16803ce74da4c23a7fa7a5cea547900a9147dd205ff7cb10860b39491766,True,ctls,avatar.vercel.sh,,443,https://avatar.vercel.sh,https,Vercel,text/html,GET,216.198.79.66,/,/favicon.ico,76.76.21.98,Vercel,1,False,,nonerror,0,-2070047203,,,,
b.frstre.com,,200,1364,b.frstre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-04T00:00:00Z,2025-10-04T23:59:59Z,CN=backend.tapfiliate.com,backend.tapfiliate.com,tapfiliate.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,6925fc82e49f34cfd0f0c903dfa3b266,db51cb43e69f6c49489335db3fce1c56dc446d1d4b234f3e37212f79bd007a2c,True,ctls,b.frstre.com,cloudfront,443,https://b.frstre.com,https,AmazonS3,text/html,GET,18.66.122.100,/,/favicon.ico,18.66.122.124,Amazon Web Services,1,False,True,other,0,,,,,
buy.paddle.com,Paddle Checkout,200,6339,buy.paddle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T12:46:58Z,2025-05-08T13:46:56Z,CN=paddle.com,paddle.com,*.paddle.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,d2df82d2694308da376cb87a878e1f4b,2d82145922dc604701d57730a5712c735801ea89a08079e6691affdf39c7e716,True,ctls,buy.paddle.com,cloudflare,443,https://buy.paddle.com,https,cloudflare,text/html,GET,172.66.42.243,/,/images/favicons/apple-touch-icon-180x180.png,2606:4700:3108::ac42:2af3,HSTS,1,False,True,other,0,1693972946,,google.com,,
cdn.funnelytics.io,,404,282,cdn.funnelytics.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-01T00:00:00Z,2025-09-28T23:59:59Z,CN=*.funnelytics.io,*.funnelytics.io,*.funnelytics.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,bf85e18757edca0eb0aea76ccafc45a2,af6bb989bce26329d5f73a581cf9366ca6b02d409659a4107d24265aa078c8a1,True,ctls,cdn.funnelytics.io,cloudfront,443,https://cdn.funnelytics.io,https,AmazonS3,application/xml,GET,3.160.150.74,/,/favicon.ico,3.160.150.24,Amazon Web Services,2,False,True,error,0,,,,,
cdn.getgist.com,,403,243,cdn.getgist.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-25T23:11:06Z,2025-04-25T23:11:05Z,CN=cdn.getgist.com,cdn.getgist.com,cdn.getgist.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,feb9fe1fe61ca9beef2ac3bafeed74b2,885e91d889d7951dfa030f19e016f238e6be132d88ab31c9e297885cbdc18b38,,ctls,cdn.getgist.com,,443,https://cdn.getgist.com,https,BunnyCDN-DE1-1079,application/xml,GET,169.150.247.36,/,/favicon.ico,169.150.247.36,Bunny,2,False,,error,0,410537575,,,,
cdn.indicative.com,,403,111,cdn.indicative.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-11T00:00:00Z,2025-08-10T23:59:59Z,CN=*.indicative.com,*.indicative.com,indicative.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,76d1cebc49b596de685e7666f3b0b1c0,e0982ae16c60e56037f8f2279fe8fe725dfb474d515115ccc285453778606eaf,True,ctls,cdn.indicative.com,cloudfront,443,https://cdn.indicative.com,https,AmazonS3,application/xml,GET,13.32.27.7,/,/favicon.ico,2600:9000:211e:b600:1d:35e2:ec40:93a1,Amazon Web Services,2,False,True,error,0,,,,,
cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",200,46813,www.jsdelivr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-08T01:15:52Z,2025-04-08T01:15:51Z,CN=www.jsdelivr.com,www.jsdelivr.com,www.jsdelivr.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,48acc52b7781a2b27c69c1bd46746683,79bd0b342d86f79b49f314c1e07576d798f070038c5f2df3ff1a63908e38e4ea,,ctls,www.jsdelivr.com,cloudflare,443,https://cdn.jsdelivr.net,https,cloudflare,text/html,GET,104.18.186.31,/,/favicon.ico,2a04:4e42:200::485,Render,55,False,True,other,0,-2029005286,https://www.jsdelivr.com,,,
cdn.paddle.com,,403,111,cdn.paddle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T12:46:58Z,2025-05-08T13:46:56Z,CN=paddle.com,paddle.com,*.paddle.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,d2df82d2694308da376cb87a878e1f4b,2d82145922dc604701d57730a5712c735801ea89a08079e6691affdf39c7e716,True,ctls,cdn.paddle.com,cloudflare,443,https://cdn.paddle.com,https,cloudflare,application/xml,GET,172.66.42.243,/,/favicon.ico,2606:4700:3108::ac42:290d,HSTS,2,False,True,error,0,,,,,
cdn.rawgit.com,,400,11,cdn.rawgit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-03T09:13:14Z,2025-04-03T09:13:13Z,CN=cdn.rawgit.com,cdn.rawgit.com,cdn.rawgit.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,39d6f6039d19374ec6e91f318cfcb4a8,6a449eaffcb0d7300045eec7e4b62e9974dec707882d22820b2a9056a4998ea1,,ctls,cdn.rawgit.com,,443,https://cdn.rawgit.com,https,BunnyCDN-DE1-1082,text/plain,GET,169.150.247.39,/,/favicon.ico,2400:52e0:1a00::1206:2,HTTP/3,1,False,,error,0,,,,,
cdn.tinymce.com,The Most Trusted & Feature-rich WYSIWYG Rich Text Editor | TinyMCE,200,263724,www.tiny.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T00:00:00Z,2026-02-10T23:59:59Z,CN=*.tiny.cloud,*.tiny.cloud,tiny.cloud,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3ad23a0dee44c2f0ab7133427211bf48,e37d0abf54df0096f0aa5087eae613eeb9b4767b2fa561232a02b856cca507e0,True,ctls,www.tiny.cloud,cloudfront,443,https://cdn.tinymce.com,https,nginx/1.22.1,text/html,GET,18.172.112.103,/,/favicon-16x16.png,18.172.112.25,Webpack,57,False,True,other,0,,https://www.tiny.cloud/index.html,,,
cdn.zapier.com,,403,111,cdn.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-03-29T00:00:00Z,2025-04-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0ea50bdb0d0ecf15aae61f27c20b2ee,0a5ece108fd597d65c3d7918035ab083ae4a5474676114a2c95eb657616feba1,True,ctls,cdn.zapier.com,cloudfront,443,https://cdn.zapier.com,https,AmazonS3,application/xml,GET,18.245.46.25,/,/favicon.ico,2600:9000:2670:ba00:1c:f7a9:7980:93a1,Amazon Web Services,2,False,True,error,0,,,,,
cdnjs.cloudflare.com,cdnjs.cloudflare.com,200,8891,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-24T09:16:22Z,2025-04-24T10:16:21Z,CN=cdnjs.cloudflare.com,cdnjs.cloudflare.com,*.cdnjs.cloudflare.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,5e7561cbe66c2f0571f055b3f5aab809,e19e095722188bd8dd892b131ede9eb5d97f4e4618c48d2b07e4553d8a1f5ce6,True,ctls,cdnjs.cloudflare.com,cloudflare,443,https://cdnjs.cloudflare.com,https,cloudflare,text/html,GET,104.17.25.14,/,/www.cloudflare.com/favicon.ico,2606:4700::6811:190e,HTTP/3,169,False,True,nonerror,0,,,,,
code.jquery.com,jQuery CDN,200,21228,releases.jquery.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-25T00:00:00Z,2025-06-25T23:59:59Z,CN=*.jquery.com,*.jquery.com,jquery.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,5d144b49cf787f067f448fa9c70c2b54,ab77ae8b01c397e78017a2c0a08d8abec98a771c068cb964e17be59f3be7ecfa,True,ctls,releases.jquery.com,fastly,443,https://code.jquery.com,https,nginx,text/html,GET,151.101.2.137,/,/wp-content/themes/releases.jquery.com/i/favicon.ico,2a04:4e42::649,WordPress:6.7.2,448,False,True,other,0,299032747,https://releases.jquery.com/,https://csp-report-api.openjs-foundation.workers.dev/,,
companyhub-attachments.s3.amazonaws.com,,403,243,companyhub-attachments.s3.amazonaws.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-04-22T00:00:00Z,2025-04-07T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1ff17419e9cc60c3d5333ea5ad467e6a,770ba1dfcfd6d64287b185760eadc567478f1b3207d773f1478d39ed3f292041,True,ctls,companyhub-attachments.s3.amazonaws.com,,443,https://companyhub-attachments.s3.amazonaws.com,https,AmazonS3,application/xml,GET,52.92.251.81,/,/favicon.ico,52.218.216.106,Amazon Web Services,2,False,,error,0,,,,,
companyhub-dev.firebaseio.com,Sign in - Google Accounts,200,1032609,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,True,ctls,accounts.google.com,google,443,https://companyhub-dev.firebaseio.com,https,ESF,text/html,GET,34.120.206.254,/,/favicon.ico,2600:1901:0:4d00::,HTTP/3,199,False,True,nonerror,0,-129982727,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-dev%2Fdatabase%2Fcompanyhub-dev%2Fdata%2F&followup=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-dev%2Fdatabase%2Fcompanyhub-dev%2Fdata%2F&ifkv=ASSHykq4LJNVbKFu9C9W_gKo3EngzWbufTFRz51TRxO8M0cDa-LpG4XOIkbpzzzTXzgVzNDDyDew&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-1088307389%3A1739470652078674&ddm=1,,,
companyhub-prod.s3-us-west-2.amazonaws.com,,403,243,companyhub-prod.s3-us-west-2.amazonaws.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-14T00:00:00Z,2026-01-07T23:59:59Z,CN=*.s3-us-west-2.amazonaws.com,*.s3-us-west-2.amazonaws.com,s3-deprecated.us-west-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7ba71a8d0249c30d6925a45721e7bed9,ae4fad97e8148ed025525cddd8193cafa1fa7d6080e48c0e5114b347e484b093,True,ctls,companyhub-prod.s3-us-west-2.amazonaws.com,,443,https://companyhub-prod.s3-us-west-2.amazonaws.com,https,AmazonS3,application/xml,GET,52.218.228.105,/,/favicon.ico,3.5.84.176,Amazon Web Services,2,False,,error,0,,,,,
companyhub-production-fire.firebaseio.com,Sign in - Google Accounts,200,1040269,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,True,ctls,accounts.google.com,google,443,https://companyhub-production-fire.firebaseio.com,https,ESF,text/html,GET,34.120.206.254,/,/favicon.ico,2600:1901:0:4d00::,HTTP/3,223,False,True,nonerror,0,-129982727,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-production-fire%2Fdatabase%2Fcompanyhub-production-fire%2Fdata%2F&followup=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-production-fire%2Fdatabase%2Fcompanyhub-production-fire%2Fdata%2F&ifkv=ASSHykriP37PrsAjkp9K1DkXkxpWA6FTM-fp71mq54i_1-DIW1BYHHELJ7ZPsbjbVOMlIik6i2j1CQ&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-12911915%3A1739470652275236&ddm=1,,,
companyhub.cdn.spotlightr.com,,200,4846,companyhub.cdn.spotlightr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-05T00:00:00Z,2025-08-05T23:59:59Z,CN=*.cdn.spotlightr.com,*.cdn.spotlightr.com,cdn.spotlightr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,bcb136f4eaf20effe64e527312991bbd,3b5b5a602e18d9daeb8e260864b55ba819fcf1b3803861ce1afcdc5cfabfbd14,True,ctls,companyhub.cdn.spotlightr.com,cloudfront,443,https://companyhub.cdn.spotlightr.com,https,Apache/2.4.18 (Ubuntu),text/html,GET,52.222.214.118,/,/favicon.ico,2600:9000:223d:8200:9:fb40:800:93a1,Ubuntu,28,False,True,nonerror,0,-1588522332,,,,
companyhub.cdn.vooplayer.com,Video hosting for course creators and e-learning,200,31232,companyhub.cdn.vooplayer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-30T22:19:06Z,2025-04-30T22:19:05Z,CN=spotlightr.com,spotlightr.com,www.spotlightr.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,02d3e82067ef2a437eb02317519a1267,366b2814521e97de6f7ce20590444ea8b462383d23164ed0b56372ae988ce56f,,ctls,companyhub.cdn.vooplayer.com,,443,https://companyhub.cdn.vooplayer.com,https,Apache/2.4.29 (Ubuntu),text/html,GET,161.35.106.81,/,/favicon.ico,161.35.106.81,WordPress,548,False,,other,0,-1588522332,,,,True
companyhub.com,A Sales Automation CRM for Sales Teams | CompanyHub,200,72303,companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,companyhub.com,cloudflare,443,https://companyhub.com,https,cloudflare,text/html,GET,172.67.68.213,/,/wp-content/themes/flat/assets/img/website-2018/fav/apple-touch-icon.png,2606:4700:20::ac43:44d5,Yoast SEO:21.3,981,False,True,other,0,1499684205,,,,
companyhub.supporthero.io,Companyhub,200,62278,companyhub.supporthero.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-03-04T00:00:00Z,2025-03-31T23:59:59Z,CN=*.supporthero.io,*.supporthero.io,*.supporthero.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9859709d38de570b9e140d3960cfbd32,28e4efbb3e1dafe5475f9a3d680f62a18eb24783c9ebeb277af678fc6cebadd0,True,ctls,companyhub.supporthero.io,,443,https://companyhub.supporthero.io,https,Apache-Coyote/1.1,text/html,GET,3.248.46.219,/,/assets/supporthero-1.23.32/favicon-94dff0bee4f32d70f9529922782d56bf.ico,54.194.67.155,Java,931,False,,nonerror,0,-886735619,,,,
connect.facebook.net,Facebook – Anmelden oder Registrieren,200,271128,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,True,ctls,m.facebook.com,,443,https://connect.facebook.net,https,,text/html,GET,157.240.252.13,/,/favicon.ico,2a03:2880:f084:105:face:b00c:0:3,HTTP/3,30,False,,nonerror,0,-560962771,https://m.facebook.com/?wtsid=rdr_0pwlUuIx6VMsTncKG,https://www.facebook.com/csp/reporting/?m=c&minimize=0,"Meta Platforms, Inc.",
