new,host,soa,txt,status_code,a,aaaa,cdn,cdn-name,cname,ns,has_internal_ips,internal_ips,mx
[x],hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com","MS=ms43461111, google-site-verification=0mU2SjZMWOBaYwbImm-sX882CF7W_u2nYwyI1ekig94, google-site-verification=UgByVS5PVvP0r3Od9KL2LUtkNonQHnpQzR_UqPRImHM, google-site-verification=mZn9JJvJEnXzfbGpMU_vdMsYosldiAbeS-yi9Tm6HHU, google-site-verification=xtwB5impMtS0XSt6PMXhFU8uv43ArMx74VlD2N4qdQw, google-site-verification=xvdqWnPgVcORvsAfPOzg1guCs1lR6bZC0LKNZ6e_f-A, v=spf1 include:spf.hostgator.com.br include:relay.mailchannels.net include:mail.zendesk.com include:spf.protection.outlook.com include:amazonses.com -all",NOERROR,"172.66.40.38, 172.66.43.218","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,"ns1.hostgator.com.br, ns2.hostgator.com.br",,,hostgator-com-br.mail.eo.outlook.com
[x],ip-143-32.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ipv4-c001-crp001-grande-isp.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ipv4-c003-xsp002-m1-isp.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ipv4-c050-tyo001-ix.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],jatokisel02.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],js-analytics.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],juridico.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.43.218, 172.66.40.38","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
[x],lwow.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],mail-admin.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.240.81.20,,,,,,,,
[x],mailuk-5-7.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],medikamio-space.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],mrprod03c2sldc.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],mta-v13.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ns44abinetodocs.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],nziesreg.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ocean-na.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],ops-consul9-cp1-prd.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],opusa32.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],pet-1-3-1.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],playready.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
[x],pqa.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],qlik.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.144.218.45,,,,,,,,
[x],secure12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.115,,,,,,,,
[x],secure32.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.182,,,,,,,,
[x],server-b47ef8cc-e90c-4.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],slack-27-6.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],spider-man-3-trailer.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],staging03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.43.218, 172.66.40.38","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
[x],syd-pan-a.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],syspass.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,108.167.151.200,,,,,,,,
[x],tejofran-privacidade.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],tenant1.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],test-cart.hostgator.com.br,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.99.120, 13.32.99.94, 13.32.99.92, 13.32.99.50","2600:9000:2251:4c00:b:403b:a6c0:93a1, 2600:9000:2251:4e00:b:403b:a6c0:93a1, 2600:9000:2251:1800:b:403b:a6c0:93a1, 2600:9000:2251:b000:b:403b:a6c0:93a1, 2600:9000:2251:f000:b:403b:a6c0:93a1, 2600:9000:2251:0:b:403b:a6c0:93a1, 2600:9000:2251:2e00:b:403b:a6c0:93a1, 2600:9000:2251:e600:b:403b:a6c0:93a1",True,cloudfront,dcq4hs7kiu07v.cloudfront.net,"ns-1305.awsdns-35.org, ns-1748.awsdns-26.co.uk, ns-244.awsdns-30.com, ns-754.awsdns-30.net",,,
[x],teste.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.40.38, 172.66.43.218","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
[x],testprov.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.241.60.75,,,,,,,,
[x],thesketcherlass.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],tor268-315-pdc.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],uhs-prdpncapp.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],useralphavpn-uploadgcpmy.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
[x],viapp.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],volkswagen-fortwo-1.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],zoomhk153mmr.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],zoomhyn233mmr.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
[x],zulu01.dev006.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,198.57.189.212,,,,,,,,
,68-seventh.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,8de7c092f503c78.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,academy.hostgator.com.br,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"54.233.132.199, 54.207.40.81",,,,"lbtls.launchlab.com.br, alb-launchlab-prod-2130614160.sa-east-1.elb.amazonaws.com","ns-1276.awsdns-31.org, ns-2034.awsdns-62.co.uk, ns-291.awsdns-36.com, ns-632.awsdns-15.net",,,
,afiliados.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.43.218, 172.66.40.38","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
,amigo.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,api.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,atendimento.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.40.38, 172.66.43.218","2606:4700:3108::ac42:2bda, 2606:4700:3108::ac42:2826",True,cloudflare,,,,,
,auth.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.40.38, 172.66.43.218","2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
,autodiscover.hostgator.com.br,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,"52.98.242.248, 52.98.243.40, 40.99.150.56, 52.98.152.168","2603:1026:c0d:34::8, 2603:1026:c0d:72::8, 2603:1026:c0d:2a::8",,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,
,avaliacao.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.219.20,,,,,,,,
,blog-static.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.240.81.19,,,,,,,,
,blog.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,"2606:4700:3108::ac42:2bda, 2606:4700:3108::ac42:2826",True,cloudflare,,,,,
,boleto.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,"172.66.40.38, 172.66.43.218","2606:4700:3108::ac42:2bda, 2606:4700:3108::ac42:2826",True,cloudflare,,,,,
,boletos.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,"2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,
,br01.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br10-ip05.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip08.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10-ip13.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br10.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.104,,,,,,,,
,br100-ip02.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip05.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip08.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip11.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip15.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip16.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip17.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip18.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip19.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip20.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip21.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100-ip22.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br100.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.144,,,,,,,,
,br1008.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.241.203.127,,,,,,,,
,br1010.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.241.203.132,,,,,,,,
,br1012.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br1014.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br1016.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.241.203.147,,,,,,,,
,br1018.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,162.241.203.152,,,,,,,,
