input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_subject_org_,final_url,tls_self_signed,tls_expired
in-gw.sg.iaas.checkpoint.com,,404,,in-gw.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T07:05:32Z,2023-08-15T08:00:26Z,CN=in-gw.sg.iaas.checkpoint.com,in-gw.sg.iaas.checkpoint.com,in-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11242c999517cfccd6bfa3e8d54cb675,3d3928eebcbca67561e4d4ea0aeada49df41599cf283a80b00c4a09cb7e9aa1b,,ctls,in-gw.sg.iaas.checkpoint.com,google,443,https://in-gw.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.95.82.11,/,-1840324437,34.95.82.11,HTTP/3,1,False,True,,,,,,
indicator-metadata.iaas.checkpoint.com,503 Service Temporarily Unavailable,503,190,indicator-metadata.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=iaas.checkpoint.com,iaas.checkpoint.com,*.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c73e0f8b985fc2a7f1e3132901e6ef70,5b9c4bc4f1e2a136bbc7e32cde8cf8e4d70c45233659bfb5c7d3609bc5d8f2ee,True,ctls,indicator-metadata.iaas.checkpoint.com,,443,https://indicator-metadata.iaas.checkpoint.com:443,https,,text/html,GET,52.51.108.9,/,1457316476,108.128.70.255,HSTS,8,False,,,,,,,
ipssvc.checkpoint.com,Managed Security Service Login,200,2601,ipssvc.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-06T17:36:38Z,2023-07-06T17:36:38Z,CN=*.ipssvc.checkpoint.com,*.ipssvc.checkpoint.com,ipssvc.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4916292950feede7d457ae9abe9660de,dfe955b552f6b220e7611a7b1c3a75b7da985c66335ecbc3e54431abf1e4643e,True,ctls,ipssvc.checkpoint.com,,443,https://ipssvc.checkpoint.com:443,https,Apache,text/html,GET,209.87.211.162,/,605834916,209.87.211.162,Apache,69,False,,,www.checkpoint.com,,https://ipssvc.checkpoint.com/common/login.php?cid=&prevpg=&prevpg_params=,,
jira-stg.checkpoint.com,Sign in to your account,200,204625,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,azure,443,https://jira-stg.checkpoint.com:443,https,,text/html,GET,20.52.134.77,/,915930197,20.52.134.77,HSTS,174,False,True,,,Microsoft Corporation,https://login.microsoftonline.com/612a5289-89a8-45c2-a40d-f36fadb6d37c/oauth2/authorize?response_type=code&client_id=4e5bd3ef-b2f4-4a4a-bf7f-1639dbba7742&scope=openid&nonce=ddd40dc8-a0a3-4292-b3c7-1c20267a77b6&redirect_uri=https%3a%2f%2fjira-stg.checkpoint.com%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fjira-stg.checkpoint.com%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22ee1c37d1-d56c-49f5-bdf5-4f997ab7453f%22%7d%23EndOfStateParam%23&client-request-id=ee1c37d1-d56c-49f5-bdf5-4f997ab7453f,,
kav8-us.checkpoint.com,,404,10,kav8-us.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T16:31:15Z,2023-07-18T16:31:14Z,CN=dl2.zonealarm.com,dl2.zonealarm.com,kav82.zonealarm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bc0780363d7f761b4916c44628fde3b,1fb51847bbd4333090a6f8561cc64f0d19afcb856444698d7d375b604b606357,,ctls,kav8-us.checkpoint.com,,443,https://kav8-us.checkpoint.com:443,https,AkamaiNetStorage,,GET,23.204.152.224,/,-1840324437,23.204.152.225,,2,False,,,,,,,
kav8.checkpoint.com,,404,10,kav8.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T16:31:15Z,2023-07-18T16:31:14Z,CN=dl2.zonealarm.com,dl2.zonealarm.com,kav82.zonealarm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bc0780363d7f761b4916c44628fde3b,1fb51847bbd4333090a6f8561cc64f0d19afcb856444698d7d375b604b606357,,ctls,kav8.checkpoint.com,,443,https://kav8.checkpoint.com:443,https,AkamaiNetStorage,,GET,23.53.41.113,/,-1840324437,2a02:26f0:3100::1735:28aa,,2,False,,,,,,,
lba-au-prod.sg.iaas.checkpoint.com,,404,,lba-au-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T01:22:24Z,2023-07-26T02:14:57Z,CN=au-gw.sg.iaas.checkpoint.com,au-gw.sg.iaas.checkpoint.com,au-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c2c4a7074aaa7fad025e43d9d0759b8b,a5662dfef6ba250d11c270667747fe8fde04d598b32d80370ae01a0f90c1d063,,ctls,lba-au-prod.sg.iaas.checkpoint.com,google,443,https://lba-au-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.232.224,/,-1840324437,34.149.232.224,HTTP/3,1,False,True,True,,,,,
lba-ca-prod.sg.iaas.checkpoint.com,,404,,lba-ca-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T17:43:23Z,2023-07-11T18:34:35Z,CN=ca-gw.sg.iaas.checkpoint.com,ca-gw.sg.iaas.checkpoint.com,ca-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7cfd98d8022b34f844b887eaa990eb45,a7fcf516b4c29ad711326dee899ed0967c736828a528e9312344089923ef8ed5,,ctls,lba-ca-prod.sg.iaas.checkpoint.com,google,443,https://lba-ca-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.110.151.133,/,-1840324437,34.110.151.133,HTTP/3,1,False,True,True,,,,,
lba-eu-prod.sg.iaas.checkpoint.com,,404,,lba-eu-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T12:38:44Z,2023-08-02T13:32:38Z,CN=eu-gw.sg.iaas.checkpoint.com,eu-gw.sg.iaas.checkpoint.com,eu-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ed031cd47d94a3d39b5d20a0a380490d,64f32cfffc5207626c7ff586aee26185c2e2af27dd7a08a759730aeca57a1399,,ctls,lba-eu-prod.sg.iaas.checkpoint.com,google,443,https://lba-eu-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.149.107,/,-1840324437,34.149.149.107,HTTP/3,1,False,True,True,,,,,
lba-eu-stg.sg.iaas.checkpoint.com,,404,,lba-eu-stg.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T11:05:51Z,2023-07-13T12:00:25Z,CN=eu-gw-stg.sg.iaas.checkpoint.com,eu-gw-stg.sg.iaas.checkpoint.com,eu-gw-stg.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,f807cc2f379cbcdc136390b057cbfb64,e3f783a11d3453bd4a8df7ab47f265d9ce7e090686a8ef4bc90f4c47a8c86855,,ctls,lba-eu-stg.sg.iaas.checkpoint.com,google,443,https://lba-eu-stg.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.85.126,/,-1840324437,34.149.85.126,HTTP/3,1,False,True,True,,,,,
lba-in-prod.sg.iaas.checkpoint.com,,404,,lba-in-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T07:05:32Z,2023-08-15T08:00:26Z,CN=in-gw.sg.iaas.checkpoint.com,in-gw.sg.iaas.checkpoint.com,in-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11242c999517cfccd6bfa3e8d54cb675,3d3928eebcbca67561e4d4ea0aeada49df41599cf283a80b00c4a09cb7e9aa1b,,ctls,lba-in-prod.sg.iaas.checkpoint.com,google,443,https://lba-in-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.95.82.11,/,-1840324437,34.95.82.11,HTTP/3,1,False,True,True,,,,,
lba-rpm-eu-prod.sg.iaas.checkpoint.com,,404,19,lba-rpm-eu-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T11:27:19Z,2023-08-10T12:19:52Z,CN=rpm-serv.sg.iaas.checkpoint.com,rpm-serv.sg.iaas.checkpoint.com,rpm-serv.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4b624be21a055a8b7eeaaec165dcfb2c,67d41d60ff014ba0bb271917f8d82c23a8485105441c187dc5fca33215cb46bd,,ctls,lba-rpm-eu-prod.sg.iaas.checkpoint.com,google,443,https://lba-rpm-eu-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/plain,GET,34.149.2.17,/,-138391155,34.149.2.17,HTTP/3,2,False,True,True,,,,,
lba-sg-prod.sg.iaas.checkpoint.com,,404,,lba-sg-prod.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T19:04:45Z,2023-07-28T19:58:18Z,CN=sg-gw.sg.iaas.checkpoint.com,sg-gw.sg.iaas.checkpoint.com,sg-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8feb5f3f88f45501c1090101a1e13fc8,27a7220fc530f08ff2005a5b4998e85c1c9affb967d6c6445b95bab7e8f49e2e,,ctls,lba-sg-prod.sg.iaas.checkpoint.com,google,443,https://lba-sg-prod.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.117.5.169,/,-1840324437,34.117.5.169,HTTP/3,1,False,True,True,,,,,
live-cortex-gw.al.product-catalog-prd.checkpoint.com,,404,15,live-cortex-gw.al.product-catalog-prd.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-15T20:53:15Z,2023-08-16T20:53:15Z,CN=live-cortex-gw.al.product-catalog-prd.checkpoint.com,live-cortex-gw.al.product-catalog-prd.checkpoint.com,www.live-cortex-gw.al.product-catalog-prd.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",33adb0019aae6f481909029fd7797b1c,91654e1f38db202ca736c44a7d901abf2a48a9469e17d5bc469e69379bb4c021,,ctls,live-cortex-gw.al.product-catalog-prd.checkpoint.com,,443,https://live-cortex-gw.al.product-catalog-prd.checkpoint.com:443,https,awselb/2.0,text/plain,GET,54.76.59.37,/,1124559268,34.242.44.237,,1,False,,,,,,,
live-cortex-gw.al.product-catalog-stg.checkpoint.com,,404,15,live-cortex-gw.al.product-catalog-stg.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-14T13:30:12Z,2023-06-15T12:48:51Z,CN=live-cortex-gw.al.product-catalog-stg.checkpoint.com,live-cortex-gw.al.product-catalog-stg.checkpoint.com,www.live-cortex-gw.al.product-catalog-stg.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ccf8acfa8c2120eeadd451b7b078a113,c77347c39cd6f12e758fca3d07847864f3cb9e9ee4504b45edf69558c8f58bd9,,ctls,live-cortex-gw.al.product-catalog-stg.checkpoint.com,,443,https://live-cortex-gw.al.product-catalog-stg.checkpoint.com:443,https,awselb/2.0,text/plain,GET,52.51.196.115,/,1124559268,52.215.7.69,,1,False,,,,,,,
login-dev.checkpoint.com,Leader in Cyber Security Solutions | Check Point Software,200,192443,www.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,www.checkpoint.com,cloudfront,443,https://login-dev.checkpoint.com:443,https,nginx,text/html,GET,65.9.66.7,/,-738705486,2600:9000:2117:800:1a:fda2:2280:93a1,Yoast SEO:20.8,2439,False,True,,,,https://www.checkpoint.com/,,
login-stg.checkpoint.com,Leader in Cyber Security Solutions | Check Point Software,200,192443,www.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,www.checkpoint.com,cloudfront,443,https://login-stg.checkpoint.com:443,https,nginx,text/html,GET,52.222.214.23,/,-738705486,2600:9000:223d:c00:c:9457:f380:93a1,Yoast SEO:20.8,2439,False,True,,,,https://www.checkpoint.com/,,
login.checkpoint.com,Leader in Cyber Security Solutions | Check Point Software,200,192443,www.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,www.checkpoint.com,cloudfront,443,https://login.checkpoint.com:443,https,nginx,text/html,GET,13.224.189.105,/,-738705486,2600:9000:20eb:4600:6:f826:6000:93a1,Yoast SEO:20.8,2439,False,True,,,,https://www.checkpoint.com/,,
lyncdiscover.checkpoint.com,,200,364,lyncdiscover.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.checkpoint.com,,443,https://lyncdiscover.checkpoint.com:443,https,,application/json,GET,52.112.193.16,/,-922569483,2603:1027:0:3::e,Azure,1,False,,True,,Microsoft Corporation,,,
maas-dev-ap.kube1.iaas.checkpoint.com,,404,21,maas-dev-ap.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,maas-dev-ap.kube1.iaas.checkpoint.com,,443,https://maas-dev-ap.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,3.248.136.62,/,-1669793162,34.254.206.54,HSTS,1,False,,,,,,,
maas-dev-eu.kube1.iaas.checkpoint.com,,404,21,maas-dev-eu.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,maas-dev-eu.kube1.iaas.checkpoint.com,,443,https://maas-dev-eu.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,52.18.161.153,/,-1669793162,3.248.136.62,HSTS,1,False,,,,,,,
maas.checkpoint.com,Check Point Security Management Cloud,200,928,maas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,maas.checkpoint.com,,443,https://maas.checkpoint.com:443,https,Apache,text/html,GET,209.87.212.51,/,1491214296,209.87.212.51,HSTS,25,False,,,https://*.checkpoint.com,,,,
macos.checkpoint.com,macOS Malware Encyclopedia,200,224763,macos.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T21:20:27Z,2023-07-06T21:20:26Z,CN=macos.checkpoint.com,macos.checkpoint.com,macos.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e7badfe0f569e5ffb2c96938da52c4b2,e5262e96fbe7a42186f0f2050dd710c2a183421ac3b9e85f44cf2e2b989c00ce,,ctls,macos.checkpoint.com,,443,https://macos.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.111.153,/,1268870372,2606:50c0:8003::153,Varnish,5597,False,,,,,,,
mailing.checkpoint.com,Sign in to your account,200,201828,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,443,https://mailing.checkpoint.com:443,https,,text/html,GET,104.160.73.63,/,-896608700,104.160.73.63,HSTS,174,False,,,,Microsoft Corporation,https://login.microsoftonline.com/612a5289-89a8-45c2-a40d-f36fadb6d37c/saml2?SAMLRequest=jZJPb9wgEMXv%2BRQWdxuD%2FxHkdbTtqspKabvKbnLIJSIYdlFtcBgctd%2B%2BrNOouTSqxAE9vZn3m9G0Vz%2FHIXlRHoyzK0SyHF11F%2B16Did7q55nBSGJDgsrNHvLnQAD3IpRAQ%2BS79dfbzjNcj55F5x0A0q2mxV6ZCURumJKVKzIe1bmjW4qqgVpylIQohmte0ZLpkuU3L9lxz6xHGBWWwtB2BClnBZpXqc5PZCGx5cXDyjZRChjRViqTiFMwDEe3NHYbDTSO3A6ODsYqzLpRlwTKirKLlN2KVhaVpKmosz7VBe1Fv1T3ReNxCDGgaJk92eOT8b2xh4%2FHvrp1QT8%2BnDYpbvv%2BwNK1gDKn8k%2BOwvzqPxe%2BRcj1d3tzV%2FWUZhId8zkSckfkzM2LKBnBiwkYNS15z9fluFf98%2FPysc84i0bdf%2BTBBNu8bucrv0WW243OzcY%2BSv54vwowr8TSUYWxcRNLlY%2BW5iUNNqoHuGuxe%2BPqLv4DQ%3D%3D&RelayState=https%3A%2F%2Fmailing.checkpoint.com%2Fsaml%2Facs%2F,,
malware-family-map.iaas.checkpoint.com,503 Service Temporarily Unavailable,503,190,malware-family-map.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=iaas.checkpoint.com,iaas.checkpoint.com,*.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c73e0f8b985fc2a7f1e3132901e6ef70,5b9c4bc4f1e2a136bbc7e32cde8cf8e4d70c45233659bfb5c7d3609bc5d8f2ee,True,ctls,malware-family-map.iaas.checkpoint.com,,443,https://malware-family-map.iaas.checkpoint.com:443,https,,text/html,GET,34.249.68.242,/,1457316476,108.128.70.255,HSTS,8,False,,,,,,,
manufacture.checkpoint.com,404 Unknown Reason,404,325,manufacture.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,manufacture.checkpoint.com,,443,https://manufacture.checkpoint.com:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,194.29.39.17,/,-297069493,194.29.39.17,Red Hat,10,False,,,,,https://manufacture.checkpoint.com/ManufactVisibility,,
media.checkpoint.com,,404,10,media.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,media.checkpoint.com,,443,https://media.checkpoint.com:443,https,AkamaiNetStorage,,GET,23.53.41.104,/,1864250944,23.53.41.96,,2,False,,True,,"Akamai Technologies, Inc.",,,
mercury.ts.checkpoint.com,Server Login,200,5233,mercury.ts.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-01T00:00:00Z,2023-06-16T23:59:59Z,"CN=mercury.ts.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",mercury.ts.checkpoint.com,mercury.ts.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,69d75e6cb51d618b68f9967e00655670,015f9129951b0cc769dd860bf77cae156a41438cdd3db912f355f21dc5934cf3,,ctls,mercury.ts.checkpoint.com,,443,https://mercury.ts.checkpoint.com:443,https,,text/html,GET,216.228.148.22,/,868260789,216.228.148.22,HSTS,128,False,,,,Check Point Software Technologies Inc.,https://mercury.ts.checkpoint.com/Web/Account/Login.htm,,
mftp.checkpoint.com,Server Login,200,4794,mftp.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,mftp.checkpoint.com,,443,https://mftp.checkpoint.com:443,https,,text/html,GET,194.29.38.25,/,-2000384200,194.29.38.25,,118,False,,,,,https://mftp.checkpoint.com/EFTClient/Account/Login.htm,,
model-js.kube1.iaas.checkpoint.com,,404,21,model-js.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,model-js.kube1.iaas.checkpoint.com,,443,https://model-js.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.254.206.54,/,-1669793162,3.248.136.62,HSTS,1,False,,,,,,,
