input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_subject_org_,final_url,tls_self_signed,tls_expired
uc.checkpoint.com,"Check Point User Center - Customer Portal for Licensing, Support and Account Management",200,58802,uc.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,uc.checkpoint.com,,443,https://uc.checkpoint.com:443,https,nginx,text/html,GET,194.29.39.11,/,321770859,194.29.39.11,Nginx,1532,False,,,,,https://uc.checkpoint.com/usercenter/index.jsp,,
ucm.checkpoint.com,403 Forbidden,403,214,ucm.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,ucm.checkpoint.com,,443,https://ucm.checkpoint.com:443,https,Apache,text/html,GET,194.29.39.20,/,1493760859,194.29.39.20,Apache,9,False,,,,,https://ucm.checkpoint.com/CHKPMobileWS,,
ucmsc.checkpoint.com,Apache HTTP Server Test Page powered by Linux,403,3539,ucmsc.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,ucmsc.checkpoint.com,,443,https://ucmsc.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.99,/,-780928015,209.87.209.99,HSTS,111,False,,,,,,,
ucmsc.us.checkpoint.com,Apache HTTP Server Test Page powered by Linux,403,3539,ucmsc.us.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,ucmsc.us.checkpoint.com,,443,https://ucmsc.us.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.99,/,-780928015,209.87.209.99,HSTS,111,False,,True,,,,,
uk.portal.checkpoint.com,Check Point Infinity Portal,200,3652,uk.portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-30T23:59:59Z,CN=uk.portal.checkpoint.com,uk.portal.checkpoint.com,*.uk.portal.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,418e89c75fc1b016ff3a773d4d60dbf7,0109929e78326a0bc80f8c7b03b1d8299a706a8568efe39311485398c20e99d2,True,ctls,uk.portal.checkpoint.com,,443,https://uk.portal.checkpoint.com:443,https,,text/html,GET,13.42.134.65,/,76131492,35.178.114.69,HSTS,51,False,,,https://*.checkpoint.com,,,,
upd.checkpoint.com,,404,10,upd.checkpoint.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,upd.checkpoint.com,,443,https://upd.checkpoint.com:443,https,AkamaiNetStorage,,GET,2.16.186.58,/,1864250944,2.16.186.64,HTTP/3,2,False,,True,,"Akamai Technologies, Inc.",,,
updates.checkpoint.com,,404,15,updates.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T12:11:27Z,2024-01-22T12:11:26Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,675b099405a2711df7a2d32dfd3f4139,08458a1dc918202e24d2582da0e0343e3fe740813c4d1eb26f2dd12c772902a0,True,ctls,updates.checkpoint.com,,443,https://updates.checkpoint.com:443,https,awselb/2.0,text/plain,GET,2.18.161.196,/,1124559268,2a02:26f0:3500:594::43bc,,1,False,,,,,,,
urlcat.checkpoint.com,,202,,urlcat.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,urlcat.checkpoint.com,cloudfront,443,https://urlcat.checkpoint.com:443,https,CloudFront,text/html,GET,108.138.7.21,/,-1840324437,2600:9000:2490:7800:b:8d28:3000:93a1,Amazon Web Services,1,False,True,,,,,,
us-east-1.g04.checkpoint.com,404 File Not Found,404,204,us-east-1.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T12:58:48Z,2024-03-01T12:58:48Z,"CN=aws-us-be-r81-cluster-tgw VPN Certificate, O=natasha..8ye75g",aws-us-be-r81-cluster-tgw VPN Certificate,,O=natasha..8ye75g,,natasha..8ye75g,aefbe8ea396d9160b3a50656188cafa8,9b3bb60ee5e75427bc5ba886b49d815fb1c425b44830414a516787071b781767,,ctls,us-east-1.g04.checkpoint.com,,443,https://us-east-1.g04.checkpoint.com:443,https,Check Point SVN foundation,text/html,GET,50.17.39.153,/,-993165615,50.17.39.153,HSTS,13,False,,True,,natasha..8ye75g,,True,
us-gw.sg.iaas.checkpoint.com,,404,,us-gw.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T11:31:36Z,2023-08-14T12:25:10Z,CN=us-gw.sg.iaas.checkpoint.com,us-gw.sg.iaas.checkpoint.com,us-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d2e8069116228338745ac9895d1a4053,148eb18cbf18cfd45e4824113c7c4fe0ae3aa6cc666282540b7937329beb1cde,,ctls,us-gw.sg.iaas.checkpoint.com,google,443,https://us-gw.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.120.168.143,/,-1840324437,34.120.168.143,HTTP/3,1,False,True,,,,,,
usability.checkpoint.com,Usability Research Team,200,26038,usability.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-27T23:59:59Z,CN=usability.checkpoint.com,usability.checkpoint.com,usability.checkpoint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,45e4690c81300234350b5ccddac7c094,68dde68080698f2c0e447963ec7446ee69df8c6dfa64fd443c376d79013add62,,ctls,usability.checkpoint.com,,443,https://usability.checkpoint.com:443,https,Werkzeug/0.14.1 Python/2.7.5,text/html,GET,52.5.194.96,/,1855832470,34.232.14.253,Python:2.7.5,311,False,,,,,,,
uscpm.checkpoint.com,Check Point Mobile - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1582,portal.uscpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-02-01T18:12:01Z,2024-03-03T18:29:17Z,CN=*.uscpm.checkpoint.com,*.uscpm.checkpoint.com,uscpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,63094693f78c12e56704797db1e06cfa,4f15f8005f24780a7bbc8e7df1bf301217bc8f47b03a4a0f7b22d57b57dc6065,True,ctls,portal.uscpm.checkpoint.com,,443,https://uscpm.checkpoint.com:443,https,CPWS,text/html,GET,209.87.222.143,/,-993165615,209.87.222.143,HSTS,54,False,,,,,https://portal.uscpm.checkpoint.com:443/Login/Login,,
uscpm.us.checkpoint.com,Check Point Mobile - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1582,uscpm.us.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-02-01T18:12:01Z,2024-03-03T18:29:17Z,CN=*.uscpm.checkpoint.com,*.uscpm.checkpoint.com,uscpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,63094693f78c12e56704797db1e06cfa,4f15f8005f24780a7bbc8e7df1bf301217bc8f47b03a4a0f7b22d57b57dc6065,True,ctls,uscpm.us.checkpoint.com,,443,https://uscpm.us.checkpoint.com:443,https,CPWS,text/html,GET,209.87.222.143,/,-993165615,209.87.222.143,HSTS,54,False,,True,,,https://uscpm.us.checkpoint.com/Login/Login,,
usercenter.checkpoint.com,,202,,accounts.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,accounts.checkpoint.com,cloudfront,443,https://usercenter.checkpoint.com:443,https,CloudFront,text/html,GET,13.225.78.38,/,321770859,2600:9000:2450:7c00:e:90fc:b100:93a1,Amazon Web Services,1,False,True,,,,https://accounts.checkpoint.com/?TYPE=33554432&REALMOID=06-0000c4eb-1e41-1bb6-8063-8d51c0a80000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=xgJ0Ya0bQESqLF7LaF1VbdroAxXpgjJm4Yfk36BZPK7RTpO03mBJSxP3PhJHrrxG&TARGET=-SM-https%3a%2f%2fusercenter%2echeckpoint%2ecom%2fusercenter%2findex%2ejsp,,
vanguard.checkpoint.com,Horizon NDR - You have no cookie support - Please enable cookies in your browser,200,1464,vanguard.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T08:18:41Z,2024-01-13T08:18:41Z,CN=*.now.checkpoint.com,*.now.checkpoint.com,now.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",f38ecb25c2253c7a6f551470584944ed,4d59da8262a3be73267fd1a5da134af7e536296dc1b3127c2a9e6dde6f0bfe24,True,ctls,vanguard.checkpoint.com,,443,https://vanguard.checkpoint.com:443,https,CPWS,text/html,GET,18.196.115.85,/,-993165615,18.196.115.85,HSTS,55,False,,True,fonts.gstatic.com,,https://vanguard.checkpoint.com/Login/Login?CheckCookieSupport=1,,
vendors.checkpoint.com,Deliveries Portal - Login,200,3445,deliveries.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,deliveries.checkpoint.com,,443,https://vendors.checkpoint.com:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,194.29.39.46,/,321770859,194.29.39.46,Red Hat,144,False,,,*.checkpoint.com,,https://deliveries.checkpoint.com/deliveries/login.do,,
vic.checkpoint.com,PC and Mobile Security Software | ZoneAlarm,200,55907,www.zonealarm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=*.zonealarm.com, O=Check Point Software Technologies Ltd., L=Tel Aviv-Yafo, C=IL",*.zonealarm.com,zonealarm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cae0ba0819ac2537595b4f9539300219,0652eb60456bb274deb581987e80a1aa7255512de5518def70d6d79a87348eee,True,ctls,www.zonealarm.com,,443,https://vic.checkpoint.com:443,https,,text/html,GET,209.87.209.29,/,1204408271,209.87.209.29,Sails.js,1240,False,,,,Check Point Software Technologies Ltd.,https://www.zonealarm.com/,,
virtual-apac.checkpoint.com,SITE NOT FOUND,404,927,virtual-apac.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T07:03:26Z,2023-07-18T07:03:25Z,CN=virtual-apac.checkpoint.com,virtual-apac.checkpoint.com,virtual-apac.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8cbb09738f2a9bc3e49a448b663f4e78,0d59e1fa444dee7c30eed9a14b26ef08540728622454a56922a880097cbfe990,,ctls,virtual-apac.checkpoint.com,,443,https://virtual-apac.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-apacevents.checkpoint.com,SITE NOT FOUND,404,927,virtual-apacevents.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-apacevents.checkpoint.com,,443,https://virtual-apacevents.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-apacsecure.checkpoint.com,SITE NOT FOUND,404,927,virtual-apacsecure.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-apacsecure.checkpoint.com,,443,https://virtual-apacsecure.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-cloud.checkpoint.com,SITE NOT FOUND,404,927,virtual-cloud.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-cloud.checkpoint.com,,443,https://virtual-cloud.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-cpx-apac.checkpoint.com,SITE NOT FOUND,404,927,virtual-cpx-apac.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-cpx-apac.checkpoint.com,,443,https://virtual-cpx-apac.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-cpx-dach.checkpoint.com,SITE NOT FOUND,404,927,virtual-cpx-dach.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-cpx-dach.checkpoint.com,,443,https://virtual-cpx-dach.checkpoint.com:443,https,nginx,text/html,GET,100.24.208.97,/,729790055,35.172.94.1,Nginx,42,False,,True,,,,True,
virtual-cpx.checkpoint.com,SITE NOT FOUND,404,927,virtual-cpx.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:23:17Z,2023-07-29T00:23:16Z,CN=virtual-cpx.checkpoint.com,virtual-cpx.checkpoint.com,virtual-cpx.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,418cd55fb3ffd84678187d3527c3f42b,67e4ef33aa644a15121c73f4c9a8749610a42fb791ff9e2755282445ef94deab,,ctls,virtual-cpx.checkpoint.com,,443,https://virtual-cpx.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-czech.checkpoint.com,SITE NOT FOUND,404,927,virtual-czech.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T06:53:20Z,2023-08-23T06:53:19Z,CN=virtual-czech.checkpoint.com,virtual-czech.checkpoint.com,virtual-czech.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b984b7ae14e9fed49c4a3214da73d563,fa6804505e6abdc1b9b10ed5bc2482b79baf896ebf11dbfe7d60673e112f1a88,,ctls,virtual-czech.checkpoint.com,,443,https://virtual-czech.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-italy.checkpoint.com,SITE NOT FOUND,404,927,virtual-italy.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-italy.checkpoint.com,,443,https://virtual-italy.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-latam.checkpoint.com,SITE NOT FOUND,404,927,virtual-latam.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T21:47:36Z,2023-08-06T21:47:35Z,CN=virtual-latam.checkpoint.com,virtual-latam.checkpoint.com,virtual-latam.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4cadb7afe2305db8487e5c8b0730f211,1e5b036b638af2b2a0ab2428a1e69d42b73bf8182dad129ab55a3f942488d54d,,ctls,virtual-latam.checkpoint.com,,443,https://virtual-latam.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-russia.checkpoint.com,Please renew your subscription,403,355,virtual-russia.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T06:23:12Z,2023-08-28T06:23:11Z,CN=virtual-russia.checkpoint.com,virtual-russia.checkpoint.com,www.virtual-russia.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c1057f6e1ff35962efa372c7fd2c388,a97890ce9ac429963963a696ab693a711662270e27136a0b3b95e286993deb06,,ctls,virtual-russia.checkpoint.com,,443,https://virtual-russia.checkpoint.com:443,https,ddos-guard,text/html,GET,185.215.4.18,/,-355531085,185.215.4.18,DDoS-Guard,1,False,,,,,,,
virtual-secure.checkpoint.com,SITE NOT FOUND,404,927,virtual-secure.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-secure.checkpoint.com,,443,https://virtual-secure.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-securedatacenter-apac.checkpoint.com,SITE NOT FOUND,404,927,virtual-securedatacenter-apac.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-securedatacenter-apac.checkpoint.com,,443,https://virtual-securedatacenter-apac.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-sko.checkpoint.com,SITE NOT FOUND,404,927,virtual-sko.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:54:20Z,2023-07-11T00:54:19Z,CN=virtual-sko.checkpoint.com,virtual-sko.checkpoint.com,virtual-sko.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42a4a81dbfeb68d8fdd3547fc93b415f,4bd03d8c5cef6e13abb6d9e43b39468d0b27144b4ef8c02ab36e462a21186770,,ctls,virtual-sko.checkpoint.com,,443,https://virtual-sko.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-spain.checkpoint.com,SITE NOT FOUND,404,927,virtual-spain.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-02T14:40:18Z,2029-09-29T14:40:18Z,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,CN=broken-ssl.multiscreensite.com,broken-ssl.multiscreensite.com,,c16fd61b25e7be87e4f21b4c2a8f5af5,ac1fe5e444466ba673c8614ca217336abb607262f45c3d8b7477aae99800aac9,,ctls,virtual-spain.checkpoint.com,,443,https://virtual-spain.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,True,,,,True,
virtual-uk.checkpoint.com,SITE NOT FOUND,404,927,virtual-uk.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T03:04:04Z,2023-07-06T03:04:03Z,CN=virtual-uk.checkpoint.com,virtual-uk.checkpoint.com,virtual-uk.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ace5b16bab4c865063e1aa77167ebd13,2cb39feed465445c6cbc22cb1c43174d9a5bde76b4aa7a45a9b1491bdfefc3c8,,ctls,virtual-uk.checkpoint.com,,443,https://virtual-uk.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
virtual-us.checkpoint.com,SITE NOT FOUND,404,927,virtual-us.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T04:13:03Z,2023-07-04T04:13:02Z,CN=virtual-us.checkpoint.com,virtual-us.checkpoint.com,virtual-us.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9cfba471921015cd1d44d9b1d6143aa,b74fbcb92978456c63519846c92f67ef1d4f6610da375a8177db0a7929053cfd,,ctls,virtual-us.checkpoint.com,,443,https://virtual-us.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
vpnhotspot.checkpoint.com,Service Unavailable,503,268,vpnhotspot.checkpoint.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,vpnhotspot.checkpoint.com,,443,https://vpnhotspot.checkpoint.com:443,https,AkamaiGHost,text/html,GET,184.24.77.14,/,1394331074,184.24.77.11,,9,False,,True,,"Akamai Technologies, Inc.",,,
