new,host,a,soa,status_code,cname,caa,cdn,cdn-name,mx,ns,txt,aaaa
[x],firehousesubs.speakap.com,"52.14.137.30, 18.218.112.99","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],fl.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],flag.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],franktest1.speakap.io,37.48.114.184,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ftp.de9.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],gvirus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],h-135-197-237-25.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],h-135-207-28-29.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],hosting.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],hosting.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],hudsonsbay.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],hudsonsbmachiney.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],hunterdouglas.speakap.com,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],image.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],intergamma.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],internal.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ipg.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],itelecom.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],jl.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],jobs.speakap.com,35.242.209.60,"ns-803.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,secure.recruitee.com,letsencrypt.org,True,google,,,,
[x],k8s-test.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],k8s.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],keysight.okta.com.employee-specialsurvey.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],legacy.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lexicon.speakap.com,"52.14.137.30, 18.218.112.99","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],local.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],log.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],login-usa.speakap.com,"52.14.137.30, 18.218.112.99","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],login.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],login.nl.speakap.io,83.149.119.36,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],login.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],logs.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mab.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mail.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mail.speakap.io,198.2.186.107,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,aspmx.l.google.com,,v=spf1 include:servers.mcsv.net include:spf.mandrillapp.com include:spf.mailjet.com include:sendgrid.net include:sendgrid.mail.speakap.io include:amazonses.com -all,
[x],market.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mccolls.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mcnieuws.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],media.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],media.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],media.speakap.io,83.149.119.18,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],medux.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],meet.speakap.com,"54.84.201.235, 34.239.223.101, 52.204.250.160","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,"02aab200-909e-4c24-82c6-41848ad0a709.outrch.com, app2a.outrch.com",letsencrypt.org,,,,,,
[x],metrics-api-v1.speakap.io,"35.157.33.193, 52.58.162.224","ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],monitor.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],murasakivirus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mysqllogsauth.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],n.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],n.speakap.io,83.149.119.12,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],n2.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],n2.speakap.io,83.149.119.58,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],narcos.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ncnd.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],netlify.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
