input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,final_url,csp_domains_,tls_expired,cdn_name,cdn,tls_self_signed,tls_subject_org_
00000-okta-idp2020.dc1.databussvc.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.databussvc.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.databussvc.speakap.com,443,https://00000-okta-idp2020.dc1.databussvc.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.drop-databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.drop-databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.drop-databus.speakap.com,443,https://00000-okta-idp2020.dc1.drop-databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.emea-databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.emea-databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.emea-databus.speakap.com,443,https://00000-okta-idp2020.dc1.emea-databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.netherlands.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.netherlands.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.netherlands.databus.speakap.com,443,https://00000-okta-idp2020.dc1.netherlands.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.pantheon.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.pantheon.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.pantheon.databus.speakap.com,443,https://00000-okta-idp2020.dc1.pantheon.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.phpdatabus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.phpdatabus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.phpdatabus.speakap.com,443,https://00000-okta-idp2020.dc1.phpdatabus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1.region-databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.region-databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.region-databus.speakap.com,80,http://00000-okta-idp2020.dc1.region-databus.speakap.com:80,http,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,https://00000-okta-idp2020.dc1.region-databus.speakap.com/,,,,,,
00000-okta-idp2020.dc1.stage-databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.stage-databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.stage-databus.speakap.com,80,http://00000-okta-idp2020.dc1.stage-databus.speakap.com:80,http,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,https://00000-okta-idp2020.dc1.stage-databus.speakap.com/,,,,,,
00000-okta-idp2020.dc1.web1databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1.web1databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1.web1databus.speakap.com,443,https://00000-okta-idp2020.dc1.web1databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.dc1toolbar.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.dc1toolbar.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.dc1toolbar.databus.speakap.com,443,https://00000-okta-idp2020.dc1toolbar.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.devopsdc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.devopsdc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.devopsdc1.databus.speakap.com,443,https://00000-okta-idp2020.devopsdc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.jinx-dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.jinx-dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.jinx-dc1.databus.speakap.com,443,https://00000-okta-idp2020.jinx-dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.swagger.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.swagger.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.swagger.dc1.databus.speakap.com,443,https://00000-okta-idp2020.swagger.dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020.traffic.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020.traffic.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020.traffic.dc1.databus.speakap.com,443,https://00000-okta-idp2020.traffic.dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020assets.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020assets.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020assets.dc1.databus.speakap.com,443,https://00000-okta-idp2020assets.dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020reset.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020reset.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020reset.dc1.databus.speakap.com,443,https://00000-okta-idp2020reset.dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020secure.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020secure.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020secure.dc1.databus.speakap.com,443,https://00000-okta-idp2020secure.dc1.databus.speakap.com:443,https,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,,,,,,,
00000-okta-idp2020t.dc1.databus.speakap.com,No network found | 404,404,17334,00000-okta-idp2020t.dc1.databus.speakap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T19:03:26Z,2023-08-03T19:03:25Z,CN=*.speakap.com,*.speakap.com,*.speakap.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b4ae4c6c2fd0145cc6312248424c39f,9adf015e6a85fbd6a626aff1092e1f3db91b116c87594fbbf7f4b23be3748807,True,ctls,00000-okta-idp2020t.dc1.databus.speakap.com,80,http://00000-okta-idp2020t.dc1.databus.speakap.com:80,http,nginx,text/html,GET,83.149.119.8,/,-869545547,83.149.119.8,Nginx,39,False,True,https://00000-okta-idp2020t.dc1.databus.speakap.com/,,,,,,
