new,host,a,cname,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name
,sixxvirus.kinepolis.lu,"95.101.74.200, 95.101.74.196",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,skolajovandamaskin.kinepolis.lu,"23.55.161.167, 23.55.161.155",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all",,
,slovari.kinepolis.ch,"23.50.131.223, 23.50.131.219",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:5200::b81f:f83, 2a02:26f0:5200::b81f:f79",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
,slovari.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,slovari.kinepolis.lu,"23.76.204.149, 23.76.204.146",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,small-poc.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,somagic-easycap-tools.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,spf.kinepolis.com,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,v=spf1 ip4:77.73.101.135 ip4:77.73.101.151 ip4:77.73.101.152 ip4:77.73.101.131 ip4:188.93.155.238 ip4:188.93.155.236 ip4:188.93.155.227 ip4:94.176.99.154 ip4:194.78.185.139 ip4:91.212.215.0/24 include:spf.protection.outlook.com -all,,
,spring-ws-core-2.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,sql1-8.kinepolis.ch,"92.122.101.26, 92.122.101.58",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:fe00::5c7a:653a, 2a02:26f0:fe00::5c7a:651a",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,sql1.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,sql18.kinepolis.ch,"95.101.74.196, 95.101.74.200",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,ss.kinepolis.ch,"23.76.204.146, 23.76.204.149",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
,ss.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,ss.kinepolis.lu,"2.16.186.9, 2.16.186.17",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ee52, 2a02:26f0:7100::1720:ee48",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,ssl.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,stage-githube.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,stage-kbc-backend.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,stage-kinecard.kinepolis.nl,"2.16.186.40, 2.16.186.34","moviecard-stage.edgesuite.net, a1973.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ab",,,,,
,stage-ontour.billing.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,stage-ontourprod.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,stage-prive.kinepolis.be,"2.16.186.9, 2.16.186.24","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17ad, 2a02:26f0:3500:12::1730:179c",,,,,
,stage-privetickets.kinepolis.be,"2.16.186.9, 2.16.186.24","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::1720:ef52, 2a02:26f0:7100::1720:ef28",,,,,
,stage-privetickets.kinepolis.lu,"2.16.238.20, 2.16.238.21","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:3::210:ee8b, 2a02:26f0:480:3::210:eea1",,,,,
,stage2.landmarkcinemas.com,205.206.14.210,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,staging-fiestademascaras.kinepolis.be,"188.93.155.241, 188.93.155.238",,,NOERROR,,,,,,
,staging.kinepolis.ch,"184.25.50.136, 184.25.50.176",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,staging.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,startwww.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,starwww.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,static1.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,static2.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,storefront.kinepolis.ch,,kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,strategyand.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,streamscrolls.kinepolis.ch,"2.16.241.19, 2.16.241.5",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,strict6.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,strictly.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,stromectole.kinepolis.ch,"23.76.204.149, 23.76.204.146",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
,stronzio.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,studenthealth-kinepolis.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,studenthealthbeta.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,studio58gtv.kinepolis.fr,"184.25.50.136, 184.25.50.176",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,suadiyeistrator.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,sub-97-206-232.kinepolis.ch,"2.16.202.59, 95.101.54.232",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,sub-97-52-63.kinepolis.fr,"2.16.241.19, 2.16.241.5",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a4-67.akam.net, a1-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,subsea7.kinepolis.lu,"2.16.186.17, 2.16.186.9",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,summary.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,sun2.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,support.kinepolis.ch,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,support.kinepolis.lu,"23.76.204.146, 23.76.204.149",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,supportfiestademascaras.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,survey.landmarkcinemas.com,,"kinepolis.slgnt.eu, kinepolis.slgnt.eu.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,True,cloudflare
,survey.mjrtheatres.com,"104.17.121.18, 104.17.122.18","kinepolis.slgnt.eu, kinepolis.slgnt.eu.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,mx1.slgnt.eu,,"ca3-34f845b9233144d4b3b48f88033c2f63, v=spf1 a mx include:spf.slgnt.eu -all",True,cloudflare
,suwww.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,sv.kinepolis.ch,"2.16.186.9, 2.16.186.17",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ef33, 2a02:26f0:7100::1720:ef39",kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a5-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
,sw0.kinepolis.fr,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,sweden.kinepolis.ch,"2.16.186.9, 2.16.186.17",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,switzerland.kinepolis.fr,"2.16.238.24, 2.16.238.23",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net",,,
,symposium.kinepolis.ch,"88.221.132.193, 88.221.132.82",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
,symposium.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,symposium.kinepolis.lu,"23.55.161.155, 23.55.161.167",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a4-67.akam.net, a24-67.akam.net, a1-67.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,t-switch-symlink-rel-to-dir.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,t-virus.kinepolis.ch,"23.55.161.155, 23.55.161.167",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
,tagomi.kinepolis.lu,"2.16.241.5, 2.16.241.19",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a6-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,tandfonline.com.ezproxy.bibliothek.kinepolis.fr,"95.101.74.200, 95.101.74.196",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,tango-8.kinepolis.ch,"23.76.204.146, 23.76.204.149",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
,taskland.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,tb3.kinepolis.ch,"88.221.132.193, 88.221.132.82",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:4600::213:cce9, 2a02:26f0:4600::213:cd1a",kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
,tbme1.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,td.kinepolis.fr,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,te-in.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,teachernet.kinepolis.ch,"23.50.131.223, 23.50.131.219",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:5200::b81f:f83, 2a02:26f0:5200::b81f:f79",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a13-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
,test-fiestademascaras.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,test-tickets.kinepolis.be,"2.16.187.107, 2.16.187.121","megatix.edgekey.net, e109944.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::210:16b, 2a02:26f0:7100::210:110",,,,,
,testverktygadmin.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,testvisualizer.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
