input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,final_url,cdn_name,cdn,tls_self_signed,tls_subject_org_,tls_mismatched,location
155-9-183-50.stage.auvik.com,Not Found,404,2362,155-9-183-50.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-183-50.stage.auvik.com,443,https://155-9-183-50.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,103371360,54.157.105.1,HSTS,65,False,155-9-183-50.stage.auvik.com,https://155-9-183-50.stage.auvik.com/auth/login,,,,,,
155-9-184-57.stage.auvik.com,Not Found,404,2362,155-9-184-57.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-184-57.stage.auvik.com,443,https://155-9-184-57.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,1719778472,184.73.119.215,HSTS,65,False,155-9-184-57.stage.auvik.com,https://155-9-184-57.stage.auvik.com/auth/login,,,,,,
155-9-185-20.stage.auvik.com,Not Found,404,2362,155-9-185-20.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-185-20.stage.auvik.com,443,https://155-9-185-20.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,1698038023,184.73.119.215,HSTS,65,False,155-9-185-20.stage.auvik.com,https://155-9-185-20.stage.auvik.com/auth/login,,,,,,
155-9-187-94.stage.auvik.com,Not Found,404,2362,155-9-187-94.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-187-94.stage.auvik.com,443,https://155-9-187-94.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,-1376450122,184.73.119.215,HSTS,65,False,155-9-187-94.stage.auvik.com,https://155-9-187-94.stage.auvik.com/auth/login,,,,,,
155-9-191-28.stage.auvik.com,Not Found,404,2362,155-9-191-28.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-191-28.stage.auvik.com,443,https://155-9-191-28.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,-830083408,184.73.119.215,HSTS,65,False,155-9-191-28.stage.auvik.com,https://155-9-191-28.stage.auvik.com/auth/login,,,,,,
155-9-191-68.stage.auvik.com,Not Found,404,2362,155-9-191-68.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-191-68.stage.auvik.com,443,https://155-9-191-68.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,292897947,184.73.119.215,HSTS,65,False,155-9-191-68.stage.auvik.com,https://155-9-191-68.stage.auvik.com/auth/login,,,,,,
155-9-192-14.stage.auvik.com,Not Found,404,2362,155-9-192-14.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-192-14.stage.auvik.com,443,https://155-9-192-14.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,-1234021226,54.156.106.63,HSTS,65,False,155-9-192-14.stage.auvik.com,https://155-9-192-14.stage.auvik.com/auth/login,,,,,,
155-9-192-35.stage.auvik.com,Not Found,404,2362,155-9-192-35.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-192-35.stage.auvik.com,443,https://155-9-192-35.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,209595413,54.156.106.63,HSTS,65,False,155-9-192-35.stage.auvik.com,https://155-9-192-35.stage.auvik.com/auth/login,,,,,,
155-9-193-26.stage.auvik.com,Not Found,404,2362,155-9-193-26.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-193-26.stage.auvik.com,443,https://155-9-193-26.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,1232507975,54.156.106.63,HSTS,65,False,155-9-193-26.stage.auvik.com,https://155-9-193-26.stage.auvik.com/auth/login,,,,,,
155-9-198-69.stage.auvik.com,Not Found,404,2362,155-9-198-69.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-198-69.stage.auvik.com,443,https://155-9-198-69.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,1817603780,54.156.106.63,HSTS,65,False,155-9-198-69.stage.auvik.com,https://155-9-198-69.stage.auvik.com/auth/login,,,,,,
155-9-202-30.stage.auvik.com,Not Found,404,2362,155-9-202-30.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-202-30.stage.auvik.com,443,https://155-9-202-30.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,-1987182578,54.157.105.1,HSTS,65,False,155-9-202-30.stage.auvik.com,https://155-9-202-30.stage.auvik.com/auth/login,,,,,,
155-9-202-7.stage.auvik.com,Not Found,404,2361,155-9-202-7.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-202-7.stage.auvik.com,443,https://155-9-202-7.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,-591821716,54.157.105.1,HSTS,65,False,155-9-202-7.stage.auvik.com,https://155-9-202-7.stage.auvik.com/auth/login,,,,,,
155-9-204-35.stage.auvik.com,Not Found,404,2362,155-9-204-35.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-204-35.stage.auvik.com,443,https://155-9-204-35.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,1074231419,54.157.105.1,HSTS,65,False,155-9-204-35.stage.auvik.com,https://155-9-204-35.stage.auvik.com/auth/login,,,,,,
155-9-208-91.stage.auvik.com,Not Found,404,2362,155-9-208-91.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-208-91.stage.auvik.com,443,https://155-9-208-91.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,-1080173254,54.157.105.1,HSTS,65,False,155-9-208-91.stage.auvik.com,https://155-9-208-91.stage.auvik.com/auth/login,,,,,,
155-9-210-41.stage.auvik.com,Not Found,404,2362,155-9-210-41.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-210-41.stage.auvik.com,443,https://155-9-210-41.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,-1718788731,54.156.106.63,HSTS,65,False,155-9-210-41.stage.auvik.com,https://155-9-210-41.stage.auvik.com/auth/login,,,,,,
155-9-212-90.stage.auvik.com,Not Found,404,2362,155-9-212-90.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-212-90.stage.auvik.com,443,https://155-9-212-90.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,-1779997213,54.157.105.1,HSTS,65,False,155-9-212-90.stage.auvik.com,https://155-9-212-90.stage.auvik.com/auth/login,,,,,,
155-9-212-94.stage.auvik.com,Not Found,404,2362,155-9-212-94.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-212-94.stage.auvik.com,443,https://155-9-212-94.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,1172420113,54.156.106.63,HSTS,65,False,155-9-212-94.stage.auvik.com,https://155-9-212-94.stage.auvik.com/auth/login,,,,,,
155-9-215-5.stage.auvik.com,Not Found,404,2361,155-9-215-5.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-215-5.stage.auvik.com,443,https://155-9-215-5.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,-1839665900,184.73.119.215,HSTS,65,False,155-9-215-5.stage.auvik.com,https://155-9-215-5.stage.auvik.com/auth/login,,,,,,
155-9-218-44.stage.auvik.com,Not Found,404,2362,155-9-218-44.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-218-44.stage.auvik.com,443,https://155-9-218-44.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,-1488905227,184.73.119.215,HSTS,65,False,155-9-218-44.stage.auvik.com,https://155-9-218-44.stage.auvik.com/auth/login,,,,,,
155-9-225-90.stage.auvik.com,Not Found,404,2362,155-9-225-90.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-225-90.stage.auvik.com,443,https://155-9-225-90.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,1008489692,184.73.119.215,HSTS,65,False,155-9-225-90.stage.auvik.com,https://155-9-225-90.stage.auvik.com/auth/login,,,,,,
155-9-226-89.stage.auvik.com,Not Found,404,2362,155-9-226-89.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-226-89.stage.auvik.com,443,https://155-9-226-89.stage.auvik.com:443,https,envoy,text/html,GET,54.156.106.63,/,2023075714,184.73.119.215,HSTS,65,False,155-9-226-89.stage.auvik.com,https://155-9-226-89.stage.auvik.com/auth/login,,,,,,
155-9-227-5.stage.auvik.com,Not Found,404,2361,155-9-227-5.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-227-5.stage.auvik.com,443,https://155-9-227-5.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,583974115,54.156.106.63,HSTS,65,False,155-9-227-5.stage.auvik.com,https://155-9-227-5.stage.auvik.com/auth/login,,,,,,
155-9-227-78.stage.auvik.com,Not Found,404,2362,155-9-227-78.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,155-9-227-78.stage.auvik.com,443,https://155-9-227-78.stage.auvik.com:443,https,envoy,text/html,GET,54.157.105.1,/,498770445,184.73.119.215,HSTS,65,False,155-9-227-78.stage.auvik.com,https://155-9-227-78.stage.auvik.com/auth/login,,,,,,
