input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,webserver,cdn_name,cdn,final_url,tls_expired
es-us-filexfer.ups.com,UPS,200,1554,es-us-filexfer.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,es-us-filexfer.ups.com,443,https://es-us-filexfer.ups.com:443,https,text/html,GET,153.2.224.150,/,1101614703,153.2.228.150,HSTS,30,False,URL='https://www.ups.com/',,,Apache,,,,
es-us.ups.com,Página de Inicio de UPS,200,1481,es-us.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,es-us.ups.com,80,http://es-us.ups.com:80,http,text/html,GET,153.2.228.150,/,1101614703,153.2.224.150,HSTS,30,False,URL=/us/es/Home.page,,,Apache,,,https://es-us.ups.com/,
etps2vendors.ups.com,Sign in to your account,200,43942,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://etps2vendors.ups.com:443,https,text/html,GET,153.2.183.182,/,1101614703,153.2.183.182,HSTS,95,False,,,,,,,https://login.microsoftonline.com/e7520e4d-d5a0-488d-9e9f-949faae7dce8/oauth2/authorize?client_id=55e1b6c1-54c7-4773-a095-7c518242114d&redirect_uri=https%3A%2F%2Fetps2vendors.ups.com&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3Dxs3mM46B53FvrJa-qz7GL_IlDtZkt1MDGIKB07ig-norXTZQMwJ7iB8Fj5giLYqUCXM3YdfPuFqkGvrV3O_hWxFCUTTwkuBOm-kzvlGWPDFpmCjCIfezjdnU61IzLT0_gJDccHzFsab5ojTaS6u3ruh3gVvqTucnBBX-fo1FMFO1xsk0J_GRvAClJbyu3Nj29sQ3reLsWN4iQs9Gry2fpQ&response_mode=form_post&nonce=638250711573294556.MTM5ZmY5ZmQtMjc1Yi00ZDg3LWJmMmMtMzZjM2U4Mjk3ZjdkMmI2MDI2ZjMtZTlkMi00ZmE0LWI4NmUtYWI2ZjBmNjAyNDdj&x-client-SKU=ID_NET461&x-client-ver=6.26.0.0,
etps2ws.dmz-gslb.ups.com,,200,607,etps2ws.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=etps2ws-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",etps2ws-wzp.ups.com,"United Parcel Service, Inc.",etps2ws4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c4ab87d8a70c00d65f6b56dfc04c4bc9,a2e27c17464136b8cfe0fd177205efe1d0a68c431f64878177d6786130c9f3e5,ctls,etps2ws.dmz-gslb.ups.com,443,https://etps2ws.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.184,/,1631801191,153.2.183.184,Microsoft ASP.NET,25,False,,True,,,,,,
fgv.ups.com,FGV Redirection Page,200,1076,fgv.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=fgv.ups-scs.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",fgv.ups-scs.com,"United Parcel Service, Inc.",fgv.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b2e1c13acc8ecfebed85eb205080e64e,ae2e2925bf617b8eecc2bbd44d3d8716edff9247ee84f1bf781be30c94cc5b0f,ctls,fgv.ups.com,443,https://fgv.ups.com:443,https,text/html,GET,153.2.230.176,/,1101614703,153.2.230.176,HSTS,32,False,,,,Apache,,,,
fixtoken-wzp.ups.com,FixToken,200,515,fixtoken-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=fixtoken-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",fixtoken-wzp.ups.com,"United Parcel Service, Inc.",fixtoken4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cb7335ecaf55b6a6243e950f9d79ee7a,0ad0ee402f2a11b6112f3e07f67eba042f6185d8b89e73ef0c351c8475615a22,ctls,fixtoken-wzp.ups.com,443,https://fixtoken-wzp.ups.com:443,https,text/html,GET,153.2.183.186,/,1631801191,153.2.183.186,HSTS,15,False,URL=/Content/Homepage.htm,,,,,,,
forwarding.ups.com,UPS Forwarding Hub | UPS Supply Chain Solutions,200,18496,scsapps.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,"CN=scsapps.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",scsapps.ups.com,"United Parcel Service, Inc.",www.scsapps.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1b0909a6946215555a5b5dbc28f63ca0,62ebadaf55944dace95691f5f007865143130ed1d72e1945eb146415a26b3a61,ctls,scsapps.ups.com,80,http://forwarding.ups.com:80,http,text/html,GET,20.186.17.209,/,1772087922,20.186.17.209,HSTS,212,False,insight.adsrvr.org,,,,azure,True,https://scsapps.ups.com/,
fp.ups.com,,400,11,fp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=fp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",fp.ups.com,"United Parcel Service, Inc.",fp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6d45c3bd74cbc0ca31fa19b9f40a8ba1,fb336852c4c1378bc20bd7ced70c2615bb738de431ae43b7ebd1ecdcfce53fda,ctls,fp.ups.com,443,https://fp.ups.com:443,https,text/html,GET,91.235.132.73,/,-1840324437,91.235.132.73,HSTS,1,False,,,,Apache,,,,
fr-fr-row.ups.com,,200,155,fr-fr-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,fr-fr-row.ups.com,80,http://fr-fr-row.ups.com:80,http,text/html,GET,153.2.228.150,/,1631801191,153.2.224.150,HSTS,5,False,,,,Apache,,,https://fr-fr-row.ups.com/,
fs.ups.com,Not Found,404,315,fs.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=svrp000b144d.us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",svrp000b144d.us.ups.com,"United Parcel Service, Inc.",us.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,184b4eb8e936ef6e7b1d67c5f46fc275,347b230dff09420d412248e9fe4ab0b856dbf5a1b9b5d056a7e9224b333e1119,ctls,fs.ups.com,443,https://fs.ups.com:443,https,text/html,GET,153.2.183.135,/,225052475,153.2.183.135,Microsoft HTTPAPI:2.0,7,False,,,,Microsoft-HTTPAPI/2.0,,,,
ftp2.dmz-gslb.ups.com,,200,5635,ftp2.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftp2.dmz-gslb.ups.com,443,https://ftp2.dmz-gslb.ups.com:443,https,text/html,GET,153.2.234.177,/,990416144,153.2.234.177,HSTS,60,False,,True,,,,,,
ftp2.ups.com,,200,5635,ftp2.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftp2.ups.com,443,https://ftp2.ups.com:443,https,text/html,GET,153.2.234.177,/,990416144,153.2.234.177,HSTS,60,False,,,,,,,,
ftpedge4.ups.com,,200,5635,ftpedge4.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftpedge4.ups.com,443,https://ftpedge4.ups.com:443,https,text/html,GET,153.2.234.175,/,990416144,153.2.234.175,HSTS,60,False,,,,,,,,
ftpedge5.ups.com,,200,5635,ftpedge5.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftpedge5.ups.com,443,https://ftpedge5.ups.com:443,https,text/html,GET,153.2.235.171,/,990416144,153.2.235.171,HSTS,60,False,,,,,,,,
fwdkim1.ups.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://fwdkim1.ups.com:80,http,text/html,GET,13.225.78.38,/,233513739,13.225.78.40,Amazon Web Services,20,False,,,,CloudFront,cloudfront,True,,
ga-webservices-yellow.wweconomy.ups.com,API Documentation,200,13787,ga-webservices-yellow.wweconomy.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b974e47fbd7b105e0333e9e51ca35e48,879d13a1634999cf4efe799d4e7f2ed748ffff9e1b1c605d747380be9c450e1c,ctls,ga-webservices-yellow.wweconomy.ups.com,443,https://ga-webservices-yellow.wweconomy.ups.com:443,https,text/html,GET,20.121.197.143,/,1101614703,20.121.197.143,Microsoft ASP.NET,374,False,,,,,,,https://ga-webservices-yellow.wweconomy.ups.com/help,
gbscba.dmz-gslb.ups.com,404 - File or directory not found.,404,1245,gbscba.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=gbscba-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gbscba-wzp.ups.com,"United Parcel Service, Inc.",gbscba4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5941685b95236bae2d54d139ccb99dfc,9dfe4f1564d135ab51d936ff6e963bbef2bc4404b52d1565d7cc15d2cc3e9a21,ctls,gbscba.dmz-gslb.ups.com,443,https://gbscba.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.88,/,1631801191,153.2.183.88,HSTS,30,False,,True,,,,,,
gemini-rzp.ups.com,,200,221,gemini-rzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=gemini-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gemini-rzp.ups.com,"United Parcel Service, Inc.",www.gemini.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c55d90324169cb5091a8886c1571c196,cb9f2d4e17b3223216a67a5e1242c23782aac04a0f775a00333ef21462677f27,ctls,gemini-rzp.ups.com,443,https://gemini-rzp.ups.com:443,https,text/html,GET,153.2.181.231,/,900072804,153.2.181.231,HSTS,9,False,URL=https://www.ups.com/us/en/supplychain/other/gemini.page,,,,,,,
gemini.dmz-gslb.ups.com,,200,221,gemini.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=gemini-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gemini-wzp.ups.com,"United Parcel Service, Inc.",www.gemini.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,85da543a76d5ba2d0da51a86ba3f7082,9a8e0f44cf699bd85cfd2ad2ddb856b85fcfd5ed26c7408ea9b48db91d4c1129,ctls,gemini.dmz-gslb.ups.com,443,https://gemini.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.211,/,900072804,153.2.183.211,HSTS,9,False,URL=https://www.ups.com/us/en/supplychain/other/gemini.page,True,,,,,,
gemini.ups.com,,200,221,gemini.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=gemini-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gemini-wzp.ups.com,"United Parcel Service, Inc.",www.gemini.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,85da543a76d5ba2d0da51a86ba3f7082,9a8e0f44cf699bd85cfd2ad2ddb856b85fcfd5ed26c7408ea9b48db91d4c1129,ctls,gemini.ups.com,443,https://gemini.ups.com:443,https,text/html,GET,153.2.183.211,/,900072804,153.2.183.211,HSTS,9,False,URL=https://www.ups.com/us/en/supplychain/other/gemini.page,,,,,,,
globalaccess.wweconomy.ups.com,Log in - UPS WWE Global Access,200,5098,globalaccess.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b974e47fbd7b105e0333e9e51ca35e48,879d13a1634999cf4efe799d4e7f2ed748ffff9e1b1c605d747380be9c450e1c,ctls,globalaccess.wweconomy.ups.com,443,https://globalaccess.wweconomy.ups.com:443,https,text/html,GET,20.172.145.247,/,1101614703,20.172.145.247,Bootstrap,114,False,,,,,,,https://globalaccess.wweconomy.ups.com/Account/Login?ReturnUrl=%2F,
go.ups.com,,200,101,go.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=go.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",go.ups.com,"United Parcel Service, Inc.",www.go.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,03d3003230700eed4755efb7c7bbbba6,2e815b4b85607cb5923d17f214014ad23f1cad7291a9a76eac38922184cc0a2d,ctls,go.ups.com,443,https://go.ups.com:443,https,text/html,GET,104.17.70.206,/,-1840324437,104.17.74.206,Cloudflare Bot Management,7,False,,,,cloudflare,cloudflare,True,,
gops-webapi.dmz-gslb.ups.com,,405,,gops-webapi.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=gopswebapi-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gopswebapi-rzp.ups.com,"United Parcel Service, Inc.",gopswebapi4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fefad077b65c287f6ea5e183a7997597,2900c81485aad17b67484627861acc8cb30aef87538b98275963efbc6e5878d9,ctls,gops-webapi.dmz-gslb.ups.com,443,https://gops-webapi.dmz-gslb.ups.com:443,https,,GET,153.2.181.251,/,-1840324437,153.2.181.251,HSTS,1,False,,True,,,,,,
gops-webapi.ups.com,,405,,gops-webapi.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=gopswebapi-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gopswebapi-wzp.ups.com,"United Parcel Service, Inc.",gopswebapi4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ee4ee5187273be21db641e036eaeaffb,a1d0200ddbf51cb0bdb96d5777169695f62003f8faf7b74bbce4c393baddff6d,ctls,gops-webapi.ups.com,443,https://gops-webapi.ups.com:443,https,,GET,153.2.183.15,/,-1840324437,153.2.183.15,HSTS,1,False,,,,,,,,
gopswebapi-rzp.ups.com,,405,,gopswebapi-rzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=gopswebapi-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gopswebapi-rzp.ups.com,"United Parcel Service, Inc.",gopswebapi4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fefad077b65c287f6ea5e183a7997597,2900c81485aad17b67484627861acc8cb30aef87538b98275963efbc6e5878d9,ctls,gopswebapi-rzp.ups.com,443,https://gopswebapi-rzp.ups.com:443,https,,GET,153.2.181.251,/,-1840324437,153.2.181.251,HSTS,1,False,,,,,,,,
gopswebapi-wzp.ups.com,,405,,gopswebapi-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=gopswebapi-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gopswebapi-wzp.ups.com,"United Parcel Service, Inc.",gopswebapi4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ee4ee5187273be21db641e036eaeaffb,a1d0200ddbf51cb0bdb96d5777169695f62003f8faf7b74bbce4c393baddff6d,ctls,gopswebapi-wzp.ups.com,443,https://gopswebapi-wzp.ups.com:443,https,,GET,153.2.183.15,/,-1840324437,153.2.183.15,HSTS,1,False,,,,,,,,
gsp-navigator.ups.com,UPS Complete View Navigator,200,15166,gsp-navigator.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=gsp-navigator.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",gsp-navigator.ups.com,"United Parcel Service, Inc.",www.gsp-navigator.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,573f8a8c2c3b23e690b7b1fb227bec99,2577df54886f8241ca9eb1419f0d069a244c0a3f590ad1689dd11a860c502dbc,ctls,gsp-navigator.ups.com,443,https://gsp-navigator.ups.com:443,https,text/html,GET,44.195.98.243,/,-2002342636,44.195.98.243,HSTS,359,False,http:,,,,,,https://gsp-navigator.ups.com/Login.asp?mobile=true,
ha.ups.com,Host Manifest Logon,200,9867,ha.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-23T00:00:00Z,2024-04-22T23:59:59Z,"CN=www.ha.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ha.ups.com,"United Parcel Service, Inc.",win-www.ha.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,35719fabb4825952e8c88d4454ab6596,29c702cb2e98f067ac293a3ab696c4598f3ff81611efcfc93df5b76767635d2c,ctls,ha.ups.com,443,https://ha.ups.com:443,https,text/html,GET,153.2.73.45,/,,153.2.72.45,Microsoft Word: 97,161,False,,True,,Apache,,,,
heat-apis-qa.ups.com,,404,,heat-apis-qa.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=heat-apis-qa.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",heat-apis-qa.ups.com,"United Parcel Service, Inc.",heat-apis-stress.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9f8b6d0c2dc1dc21d8db527dd53df95,991ce96c0497bbfcd6a34ed2c3e9960bd32a588d88a97e1a3249a0154dc17a29,ctls,heat-apis-qa.ups.com,443,https://heat-apis-qa.ups.com:443,https,,GET,34.107.248.46,/,-1840324437,34.107.248.46,HTTP/3,1,False,,,,,google,True,,
