input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_issuer_org_,cdn_name,webserver,tech_,cdn,tls_subject_org_,csp_domains_,final_url
midwestdairy.fedex.us.kennasecurity.com,,404,,midwestdairy.fedex.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-11-16T00:00:00Z,2023-12-15T23:59:59Z,CN=fedex.us.kennasecurity.com,fedex.us.kennasecurity.com,*.fedex.us.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,b23fe11c350a1b80bd8be2a064258fd7,29f337853c782aa8ff31868a05a164011ddcf967d9d4275009fcd4403d2c84a7,True,ctls,midwestdairy.fedex.us.kennasecurity.com,443,https://midwestdairy.fedex.us.kennasecurity.com:443,https,,GET,52.222.214.13,/,-382873059,52.222.214.121,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
mijnsecure.api.nos.nl,,503,2503,mijnsecure.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mijnsecure.api.nos.nl,443,https://mijnsecure.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
million.api.nos.nl,,503,2503,million.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,million.api.nos.nl,443,https://million.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
mistat.api.nos.nl,,503,2503,mistat.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mistat.api.nos.nl,443,https://mistat.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mmeta31-00.kennasecurity.com,,404,,mmeta31-00.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,mmeta31-00.kennasecurity.com,443,https://mmeta31-00.kennasecurity.com:443,https,,GET,143.204.98.87,/,-382873059,143.204.98.15,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
mmr-zkqp2ihyoidpddom.next.nos.nl,,503,2503,mmr-zkqp2ihyoidpddom.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mmr-zkqp2ihyoidpddom.next.nos.nl,443,https://mmr-zkqp2ihyoidpddom.next.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
moaxwibsckorhiytxdov.next.nos.nl,,503,2503,moaxwibsckorhiytxdov.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,moaxwibsckorhiytxdov.next.nos.nl,443,https://moaxwibsckorhiytxdov.next.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mobileraid1.api.nos.nl,,503,2503,mobileraid1.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mobileraid1.api.nos.nl,443,https://mobileraid1.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mobility-dr-jnlp.api.nos.nl,,503,2503,mobility-dr-jnlp.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mobility-dr-jnlp.api.nos.nl,443,https://mobility-dr-jnlp.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
moloches-sniffernet-scd05.api.nos.nl,,503,2503,moloches-sniffernet-scd05.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,moloches-sniffernet-scd05.api.nos.nl,443,https://moloches-sniffernet-scd05.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
monkeypox.kennasecurity.com,,404,,monkeypox.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,monkeypox.kennasecurity.com,443,https://monkeypox.kennasecurity.com:443,https,,GET,143.204.98.103,/,-382873059,143.204.98.15,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
monstercastle.api.nos.nl,,503,2503,monstercastle.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,monstercastle.api.nos.nl,443,https://monstercastle.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mortara.api.nos.nl,,503,2503,mortara.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mortara.api.nos.nl,443,https://mortara.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
mots-tts.next.nos.nl,,503,2503,mots-tts.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mots-tts.next.nos.nl,443,https://mots-tts.next.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
mozilla-firefox.api.nos.nl,,503,2503,mozilla-firefox.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mozilla-firefox.api.nos.nl,443,https://mozilla-firefox.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mr11p01addeviceproxy.api.nos.nl,,503,2503,mr11p01addeviceproxy.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mr11p01addeviceproxy.api.nos.nl,443,https://mr11p01addeviceproxy.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
mrprod04c1ffdc.api.nos.nl,,503,2503,mrprod04c1ffdc.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mrprod04c1ffdc.api.nos.nl,443,https://mrprod04c1ffdc.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
mta28.api.nos.nl,,503,2503,mta28.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mta28.api.nos.nl,443,https://mta28.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
mtaiw-aff01e.api.nos.nl,,503,2503,mtaiw-aff01e.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtaiw-aff01e.api.nos.nl,443,https://mtaiw-aff01e.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mtalksoftdev-qdcc.api.nos.nl,,503,2503,mtalksoftdev-qdcc.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtalksoftdev-qdcc.api.nos.nl,443,https://mtalksoftdev-qdcc.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
mtst20.api.nos.nl,,503,2503,mtst20.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtst20.api.nos.nl,443,https://mtst20.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
mtupm13.api.nos.nl,,503,2503,mtupm13.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtupm13.api.nos.nl,443,https://mtupm13.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mtupm16.api.nos.nl,,503,2503,mtupm16.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtupm16.api.nos.nl,443,https://mtupm16.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
mtx.api.nos.nl,,503,2503,mtx.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mtx.api.nos.nl,443,https://mtx.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mx1-ia2-sp4.api.nos.nl,,503,2503,mx1-ia2-sp4.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mx1-ia2-sp4.api.nos.nl,443,https://mx1-ia2-sp4.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mxe-2-3-1.api.nos.nl,,503,2503,mxe-2-3-1.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mxe-2-3-1.api.nos.nl,443,https://mxe-2-3-1.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
my-qa.api.nos.nl,,503,2503,my-qa.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,my-qa.api.nos.nl,443,https://my-qa.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
my-talking-angela.api.nos.nl,,503,2503,my-talking-angela.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,my-talking-angela.api.nos.nl,443,https://my-talking-angela.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
my12-preview-stage.api.nos.nl,,503,2503,my12-preview-stage.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,my12-preview-stage.api.nos.nl,443,https://my12-preview-stage.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
my13.api.nos.nl,,503,2503,my13.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,my13.api.nos.nl,443,https://my13.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
mycb-ml3-1.api.nos.nl,,503,2503,mycb-ml3-1.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mycb-ml3-1.api.nos.nl,443,https://mycb-ml3-1.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
mycb-ml81.api.nos.nl,,503,2503,mycb-ml81.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mycb-ml81.api.nos.nl,443,https://mycb-ml81.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
myco.kennasecurity.com,Cisco,200,7972,myco.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,myco.kennasecurity.com,443,https://myco.kennasecurity.com:443,https,text/html,GET,143.204.98.87,/,-382873059,143.204.98.103,185,False,Amazon,cloudfront,nginx,Ruby on Rails,True,,,https://myco.kennasecurity.com/users/sign_in
mycougarcard.api.nos.nl,,503,2503,mycougarcard.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,mycougarcard.api.nos.nl,443,https://mycougarcard.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
mypoints-startpage.kennasecurity.com,,404,,mypoints-startpage.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,mypoints-startpage.kennasecurity.com,443,https://mypoints-startpage.kennasecurity.com:443,https,,GET,143.204.98.15,/,-382873059,143.204.98.87,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
myroomstest.next.nos.nl,,503,2503,myroomstest.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,myroomstest.next.nos.nl,443,https://myroomstest.next.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,3.125.230.96,94,False,,,,,,,,
n-innovate-zendeskrusk-company.api.nos.nl,,503,2503,n-innovate-zendeskrusk-company.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,n-innovate-zendeskrusk-company.api.nos.nl,443,https://n-innovate-zendeskrusk-company.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
na1-dqcloud.next.nos.nl,,503,2503,na1-dqcloud.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,na1-dqcloud.next.nos.nl,443,https://na1-dqcloud.next.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
na1-ias.api.nos.nl,,503,2503,na1-ias.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,na1-ias.api.nos.nl,443,https://na1-ias.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
na1-ita3.api.nos.nl,,503,2503,na1-ita3.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,na1-ita3.api.nos.nl,443,https://na1-ita3.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
