new,host,ttl,soa,status_code,a,ns,has_internal_ips,internal_ips,cdn,cdn-name,cname,aaaa,mx,txt,caa
[x],account.sony.com,1800,"{'name': 'account.sony.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'n.sonynei.net', 'serial': 2022052826, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'account.sony.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'n.sonynei.net', 'serial': 2022052826, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'account.sony.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'n.sonynei.net', 'serial': 2022052826, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'account.sony.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'n.sonynei.net', 'serial': 2022052826, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'account.sony.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'n.sonynei.net', 'serial': 2022052826, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,"a24-64.akam.net, a13-66.akam.net, dns1.p05.nsone.net, dns3.p05.nsone.net, a12-65.akam.net, a2-67.akam.net, a3-65.akam.net, dns4.p05.nsone.net, a1-22.akam.net, dns2.p05.nsone.net",,,,,,,account-sony-com.mail.protection.outlook.com,,
[x],accurateplayer-validate.mc.spe.sony.com,60,"{'name': 'mc.spe.sony.com', 'ns': 'ns-1139.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mc.spe.sony.com', 'ns': 'ns-1139.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mc.spe.sony.com', 'ns': 'ns-1139.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mc.spe.sony.com', 'ns': 'ns-1139.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mc.spe.sony.com', 'ns': 'ns-1139.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"52.215.124.65, 54.72.91.244",,,,,,,,,,
[x],ack.me.sony.com,180,"{'name': 'ack.me.sony.com', 'ns': 'ns-896.awsdns-48.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'ack.me.sony.com', 'ns': 'ns-896.awsdns-48.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'ack.me.sony.com', 'ns': 'ns-896.awsdns-48.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'ack.me.sony.com', 'ns': 'ns-896.awsdns-48.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'ack.me.sony.com', 'ns': 'ns-896.awsdns-48.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"44.226.230.191, 52.37.97.51","ns-1569.awsdns-04.co.uk, ns-463.awsdns-57.com, ns-896.awsdns-48.net, ns-1273.awsdns-31.org",,,,,,,,,
[x],acm.account.sony.com,20,"{'name': 'acm.account.sony.com', 'ns': 'a1-134.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2019092438, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'acm.account.sony.com', 'ns': 'a1-134.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2019092438, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'acm.account.sony.com', 'ns': 'a1-134.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2019092438, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,"184.86.103.207, 184.86.103.217","a4-66.akam.net, a18-67.akam.net, a9-64.akam.net, a7-65.akam.net, a8-65.akam.net, a1-134.akam.net",,,,,,"2a02:26f0:3500:18::1724:a28f, 2a02:26f0:3500:18::1724:a293","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.eu-west-1.amazonaws.com",,
[x],acorn-ws.spe.sony.com,3600,"{'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",NOERROR,208.84.227.217,,,,,,,,,,
[x],acorn.spe.sony.com,3600,"{'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'spe.sony.com', 'ns': 'udns1.ultradns.net', 'mailbox': 'gns.spe.sony.com', 'serial': 2012124757, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",NOERROR,208.84.227.212,,,,,,,,,,
[x],adfs.eu.sony.com,600,"{'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}",NOERROR,195.2.41.134,,,,,,,,,,
[x],adfs.sony.com,600,"{'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}",NOERROR,,,,,,,"geo.adfs.sony.com.akadns.net, us.adfs.sony.com.akadns.net",,,,
[x],adfstest.sony.com,600,"{'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}",NOERROR,160.33.196.75,,,,,,,,,,
[x],adl.vpn.sie.sony.com,300,"{'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sie.sony.com', 'ns': 'ns-1609.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,217.18.18.116,,,,,,,,,,
[x],admin.esupport.sony.com,600,"{'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,,
[x],admin.servicesales.sel.sony.com,600,"{'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,sel-sony-com.mail.protection.outlook.com,,
[x],admin.servicesalesqa.sel.sony.com,600,"{'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}, {'name': 'sony.com', 'ns': 'pdns1.cscdns.net', 'mailbox': 'hostmaster.cscdns.net', 'serial': 2011042502, 'refresh': 3600, 'retry': 1800, 'expire': 604800, 'minttl': 600}",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,sel-sony-com.mail.protection.outlook.com,,
