new,host,a,soa,status_code,cdn,cdn-name,cname,mx,ns,has_internal_ips,internal_ips,aaaa,txt
[x],snap-sandbox.gopayapi.com,34.87.182.53,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],snap.gopayapi.com,"46.137.248.76, 54.251.86.142, 54.179.122.87","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],sso.gojek.co.id,34.149.214.191,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],staging-driver-ping.gojekapi.com,130.211.28.78,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],staging-driver.gojekapi.com,130.211.31.164,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],staging-gobox-api.gojek.co.id,10.240.0.180,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.240.0.180,,
[x],staging-gobox-cms.gojek.co.id,10.240.0.180,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.240.0.180,,
[x],staging-gofood.gojek.co.id,107.167.191.32,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],staging.findaya.co.id,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],staging.gojekapi.com,107.167.191.32,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],staging.mobileassets.gopaylater.findaya.co.id,35.219.0.60,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,google-site-verification=UQuBbRcgfUXfLymsCFxLv3aMmUnROGpZ78F_b_mgDow
[x],stg-am.gopayapi.com,"13.250.166.29, 54.251.212.121, 18.139.43.231","ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stg-gpl-internal-proxy.gopayapi.com,"52.221.96.2, 54.254.102.57, 54.151.238.138","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],stg-id-pin.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],stg.covid19grant.gopayapi.com,"52.221.96.2, 54.151.238.138, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],stg.gopayapi.com,52.77.26.221,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stgtest.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],support-staging.mab.co.id,35.219.97.19,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],test-driver-ping.gojekapi.com,35.241.25.186,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],th-emoney.gopayapi.com,35.198.224.213,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],toko.merchant.internal.gopayapi.com,"10.15.81.125, 10.15.131.188, 10.15.88.190","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,internal-a7ba21590d17411eab8a202855d3b203-296538343.ap-southeast-1.elb.amazonaws.com,,,True,"10.15.81.125, 10.15.131.188, 10.15.88.190",,
[x],toko.merchant.staging.internal.gopayapi.com,"10.14.48.214, 10.14.53.230, 10.14.105.22","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,internal-a4aaa1cdb47734d179f21a3f143ec93d-1735651262.ap-southeast-1.elb.amazonaws.com,,,True,"10.14.48.214, 10.14.53.230, 10.14.105.22",,
[x],tokopedia.partners-staging-internal.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tokped.di.gopayapi.com,34.87.79.101,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],tools.mab.co.id,35.219.115.23,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],transfer-stg.gopayapi.com,10.14.0.38,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.14.0.38,,
[x],vend.gopayapi.com,13.229.169.102,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],videos.gojekapi.com,"13.225.78.32, 13.225.78.62, 13.225.78.24, 13.225.78.28","ns-953.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d10nqr1om7z3kr.cloudfront.net,,"ns-1469.awsdns-55.org, ns-1700.awsdns-20.co.uk, ns-341.awsdns-42.com, ns-953.awsdns-55.net",,,"2600:9000:21f3:5000:1c:f44e:f6c0:93a1, 2600:9000:21f3:3600:1c:f44e:f6c0:93a1, 2600:9000:21f3:9800:1c:f44e:f6c0:93a1, 2600:9000:21f3:4e00:1c:f44e:f6c0:93a1, 2600:9000:21f3:dc00:1c:f44e:f6c0:93a1, 2600:9000:21f3:e800:1c:f44e:f6c0:93a1, 2600:9000:21f3:4400:1c:f44e:f6c0:93a1, 2600:9000:21f3:ee00:1c:f44e:f6c0:93a1",
[x],viet-staging-dispatch.gojekapi.com,35.240.198.174,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],vn-emoney.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],vn-emoney.staging.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],voucher-allocation-service.gojekapi.com,"35.201.229.114, 104.155.205.243","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],web-staging.di-partner.gojekapi.com,34.126.93.181,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],web-staging.findaya.co.id,35.219.34.220,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],web-staging.mab.co.id,34.111.127.46,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],web.di-partner.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],wonderland-153.gojekapi.com,10.200.128.2,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.200.128.2,,
[x],www.findaya.com,116.206.196.14,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],www.gojek.co.id,"205.251.192.16, 205.251.194.243, 205.251.197.233, 205.251.198.161","ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,gojek.co.id,gojek.co.id,"ns-16.awsdns-02.com, ns-1513.awsdns-61.org, ns-755.awsdns-30.net, ns-1697.awsdns-20.co.uk",,,,
[x],www.gojekapi.com,35.229.255.189,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,gojekapi.com,,,,,,
[x],yarn-rm.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
