new,host,a,soa,status_code,cdn,cdn-name,cname,mx,ns,has_internal_ips,internal_ips,aaaa,txt
[x],api-gocollect-auth-staging.mab.co.id,34.101.131.116,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-gocollect-auth.mab.co.id,34.101.221.243,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-gocollect-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-gocollect.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-kafka-proxy-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-lender-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-loanplatform-staging.findaya.co.id,"34.102.196.85, 35.219.58.136","ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-los-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-los-loanplatform.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-lss-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-lss-loanplatform.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-merchants-staging.findaya.co.id,35.241.12.116,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-merchants.findaya.co.id,35.244.179.18,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-northstar.findaya.co.id,34.117.123.127,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-pi-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-pi-loanplatform.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-recon-service-loanplatform-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-recon-service-loanplatform.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api-support-staging.mab.co.id,35.219.97.19,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.ams.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.ams.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.aos.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.auditservice.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.auditservice.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.auth.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.bcn.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.bcn.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.boss.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.boss.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.cpe.loanplatform.findaya.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.cpe.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.crs.loanplatform.findaya.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.dcs.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.dcs.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.di-partner-stg.gojekapi.com,"13.250.166.29, 54.251.212.121, 18.139.43.231","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.findaya.co.id,34.107.157.127,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.firestore-performance-service.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.foa.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.gocollect.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.gocollect.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.gojek.co.id,34.120.226.254,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],api.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],api.kyc.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.kyc.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.lender.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.lender.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.loanplatform.findaya.co.id,116.206.198.243,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],api.loanplatform.findaya.com,116.206.198.243,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],api.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.los.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.los.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.lss.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.lss.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.mab.co.id,34.120.70.21,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],api.staging.findaya.co.id,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],app.findaya.co.id,34.107.157.127,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],app.gopayapi.com,13.228.102.56,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app.mab.co.id,34.120.70.21,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],app.staging.findaya.co.id,34.96.112.158,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],app.staging.mab.co.id,35.190.39.220,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],auth-aux.gocollect.findaya.com,192.168.1.254,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,192.168.1.254,,
[x],auth-aux.gocollect.staging.findaya.com,192.168.11.254,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,192.168.11.254,,
[x],auth.gocollect.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],auth.gocollect.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],aws-ops.jkt-dc-02.gopayapi.com,,,NOERROR,,,,,,,,,
[x],box-api.gojek.co.id,"104.155.195.95, 104.199.155.199","ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],cf-probe-go-gp-gke-01.gopayapi.com,35.247.171.167,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],cf-probe-stg-go-sy-01.gopayapi.com,34.87.141.63,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],chat1-integration.gojekapi.com,"35.206.216.7, 35.206.205.138","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],chat2-integration.gojekapi.com,"35.206.205.138, 35.206.216.7","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],collect.gopayapi.com,,,NOERROR,,,,,,,,,
[x],courier.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],covid19grant.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],customer.gopayapi.com,,"ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d1qk126z9r46wi.cloudfront.net,,,,,,
[x],customer.internal.gopayapi.com,"52.74.226.191, 52.74.225.161, 13.229.174.156","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,afd7abe4ce6224ba182604a6b87a51b8-878644778.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],customer.sandbox.gopayapi.com,34.117.104.178,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],dashboard-northstar.findaya.co.id,34.117.123.127,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],data-science.findaya.co.id,35.219.26.227,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],di-partner.gojekapi.com,,,NOERROR,,,,,,,,,
[x],dispatch.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],driver-gateway.sandbox.gopayapi.com,34.142.237.85,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],driver-gateway.staging.gopayapi.com,"18.138.157.102, 18.142.203.33, 18.138.84.255","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aafb5372738d54fd58e802dabe782bc8-60ba27b75f198127.elb.ap-southeast-1.amazonaws.com,,"ns-1082.awsdns-07.org, ns-1873.awsdns-42.co.uk, ns-448.awsdns-56.com, ns-928.awsdns-52.net",,,,
[x],driver-ping.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],driver-support.gojek.co.id,10.240.2.129,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.240.2.129,,
[x],driver.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],driver1-gateway.gopayapi.com,"13.214.27.56, 18.142.212.226, 3.0.38.219","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ab6ad40b4178a4752913b7723775f559-9b98fc0804745772.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],driver1-gateway.staging.gopayapi.com,"18.138.157.102, 18.142.203.33, 18.138.84.255","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aafb5372738d54fd58e802dabe782bc8-60ba27b75f198127.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],drivers.gopayapi.com,"13.214.27.56, 3.0.38.219, 18.142.212.226","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ab6ad40b4178a4752913b7723775f559-9b98fc0804745772.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],drivers.integration.gopayapi.com,"18.138.157.102, 18.142.203.33, 18.138.84.255","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aafb5372738d54fd58e802dabe782bc8-60ba27b75f198127.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],ecommercetools-integration.gojek.co.id,35.185.133.208,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],exchange-gsh.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],exchange.staging.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a13ee8a2dd12249418ddef80602dcf75-5ba254cac8c29653.elb.ap-southeast-1.amazonaws.com,,"ns-1128.awsdns-13.org, ns-1542.awsdns-00.co.uk, ns-62.awsdns-07.com, ns-939.awsdns-53.net",,,,
[x],findaya.co.id,34.149.129.101,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,"ns-cloud-a4.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com",,,,
[x],findaya.com,116.206.196.14,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,"mxa-0057bd01.gslb.pphosted.com, mxb-0057bd01.gslb.pphosted.com","ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,,,"v=spf1 include:_netblocks.google.com include:_netblocks2.google.com include:_netblocks3.google.com include:mailgun.org include:spf.mandrillapp.com include:_spf.salesforce.com include:spf-0057bd01.pphosted.com ~all, knowbe4-site-verification=c18f82bf4fd81375a1521297531e0fdc"
[x],fs-stg.gopayapi.com,18.136.11.170,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gate-int.gojek.co.id,35.201.173.33,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gate.gojek.co.id,104.199.164.111,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],get-dispatch.gojekapi.com,35.240.255.128,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,get.gojekapi.com,,,,,,
[x],get-driver.gojekapi.com,35.240.255.128,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,get.gojekapi.com,,,,,,
[x],go-agent.gojekapi.com,35.221.222.241,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gobills-stg.gopayapi.com,13.229.196.204,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gobills.gopayapi.com,13.228.111.201,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gobox-api.gojek.co.id,104.155.233.163,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gobox-api.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gobox-cms.gojek.co.id,,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gobusway.gojek.co.id,104.155.226.160,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gobusway.gojekapi.com,104.155.226.160,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gocollect.staging.findaya.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],gocorp-payments.gojekapi.com,"34.81.161.108, 104.155.220.118","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gofood-cms-portal.gojek.co.id,10.240.11.43,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.240.11.43,,
[x],gofood-web-raccoon.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,raccoon.gojekapi.com,,,,,,
[x],gofood-web.gojekapi.com,34.96.73.197,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],goid.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gojek-web-raccoon-integration.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,raccoon-integration.gojekapi.com,,,,,,
[x],gojekapi.com,,,NOERROR,True,google,,,"ns-354.awsdns-44.com, ns-1408.awsdns-48.org, ns-847.awsdns-41.net, ns-2024.awsdns-61.co.uk",,,,
[x],gomed.gojekapi.com,104.155.228.147,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gopay-portal.gopayapi.com,"54.251.4.96, 18.136.41.80, 46.137.212.193","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a2ba11071a42a4632b858562903abbfe-a51985ad1af6f879.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],gopay-raccoon-integration.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,raccoon-integration.gojekapi.com,,,,,,
[x],gopay-raccoon.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,raccoon.gojekapi.com,,,,,,
[x],gopay-user-profile-store.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],gopay-web-raccoon-integration.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gopayapi.com,13.228.102.56,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1542.awsdns-00.co.uk, ns-939.awsdns-53.net, ns-62.awsdns-07.com, ns-1128.awsdns-13.org",,,,
[x],gopaycc.gojek.co.id,52.77.114.28,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gopaycc.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
