new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips,caa
[x],05-9-2-8.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],05-97-6.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],05-99-3.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],050-0.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],052-2-1.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],057-9-6-5.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],058-v3-client.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],059-0-4-8.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],059-0-4.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],059-6.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],06-08.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],06-5-7-2.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],06-52-28.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],06-56-8.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],06-77-1.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],061-7.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],063-22.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],067-v3-client.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],07-1.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],07-11.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],07-12.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],07-4-1.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],076-v3-client.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],08-45-0.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],086-v3-client.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],094-0.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0c745edc.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0ef9.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0fwww-4-0.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0profile.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0q2z.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0t.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],0warehouse.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],1-0-7-1.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],10-dev-v15-master.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],10-dev-v18-mastercoinbase4py.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],10-dev-v5-lb.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],102c.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],103-122-166-23.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],10i.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],11-3-81.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],11-3.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],11-34-7.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],11-73-2.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],11-9-update-review.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],111-87.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],114-111-16.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],116-6-9.factory.nestle.com,"104.18.27.142, 104.18.26.142",,*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],12-70.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],124-39.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],12mopic.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],13-1-47.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],13-48.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],136-7.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],14-0-8-9.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],14-0-8.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],148-0.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-2-1-1.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-3-6-8.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-7-4.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-70-62.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-8-4-69.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-816-0.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-818-7.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-84-75.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],15-9-9-1.factory.nestle.com,"104.18.26.142, 104.18.27.142","2606:4700::6812:1a8e, 2606:4700::6812:1b8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],154-3-0.factory.nestle.com,"104.18.27.142, 104.18.26.142","2606:4700::6812:1b8e, 2606:4700::6812:1a8e",*.factory.nestle.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
