new,host,ttl,a,soa,status_code,cname,ns,has_internal_ips,internal_ips,mx,txt,caa,aaaa
,upload.tube8.com,2372,66.254.114.39,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,
,usw2-1-pci.marathon-stage.pornhub.com,3280,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,,,,,,,,
,vdownload.pornhub.com,10800,94.199.254.41,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,origin.pornhub.com,,,,,,,
,video-stream.pornhub.com,3600,66.254.114.81,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,,,,,
,videoclick.mobile.pornhub.com,1800,,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'videoclick.mobile.pornhub.com', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.videoclick.mobile.pornhub.com', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,
,vnfr04.marathon-stage.pornhub.com,3600,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,,,,,,,,
,vortex.pornhub.com,10470,66.254.114.62,"{'name': 'etahub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2013100312, 'refresh': 86400, 'retry': 86400, 'expire': 86400}, {'name': 'etahub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010112, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'etahub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2013100312, 'refresh': 86400, 'retry': 86400, 'expire': 86400}, {'name': 'vortex.pornhub.com', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.vortex.pornhub.com', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,etahub.com,"sdns3.ultradns.net, sdns3.ultradns.org, sdns3.ultradns.biz, ns13.digicertdns.net, sdns3.ultradns.com, ns15.digicertdns.net, ns14.digicertdns.net, ns12.digicertdns.com, ns11.digicertdns.com, ns10.digicertdns.com",,,,"google-site-verification=WlyTeg7sRLd0rtvlZIfO3UrzR08vLhtnjrawwobPoo4, bf3ed1e655f544399e9f506a71dbcc01",,
,vx68.marathon-stage.pornhub.com,3600,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,,,,,,,,
,w.tube8.com,3600,66.254.114.210,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,,,,,
,websitedesignroom.marathon-stage.pornhub.com,3600,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,,,,,,,,
,wikiintegration.marathon-stage.pornhub.com,1934,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,,,,,,,,
,ww.pornhub.com,3600,66.254.114.41,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,pornhub.com,"sdns3.ultradns.net, sdns3.ultradns.com, sdns3.ultradns.org, sdns3.ultradns.biz, ns11.digicertdns.com, ns12.digicertdns.com, ns13.digicertdns.net, ns14.digicertdns.net",,,"mxa-002a0701.gslb.pphosted.com, mxb-002a0701.gslb.pphosted.com","google-site-verification=dug_KXFRBOzhEpV6p-hzn-ozaGXa3xfF82rW6mqhOK8, pd5fdxxbzn34ljgl6kbhd5xnz4cdgt3f, MS=ms54289033, kRTRS-5fqACZExtm5Ed_63Uz2-mi2w, google-site-verification=HjPnSnR1Tun0kHE_HxQ90eShcfVw-ZnloCL0FkOHYXw, google-site-verification=z7sWYEKED5sA2wXYfCmlR2OKkV7YiaPiZMv-YkQ8l6Y, 51v423477tpvn79tnhkc6dcd50vfwsmw, google-site-verification=mBLIe_LYyVmp7-dKcYMnE2VgbHqhMMbF0Ib_lNxydxw, kkvchh9nc20zqclz9r1fwfx4ydfh41pd, google-site-verification=A_zvK-GpJnRnZeQsY7Zu6-OhUtttveONsSHeEyesS7E, google-site-verification=oiQAl3PbQ5Ozmw2lDDQ_UuJMGvOpEzzJ_b926wxMXcI, v=spf1 include:_spf.mlsend.com include:sender.zohobooks.com include:mail.zendesk.com ip4:94.199.255.10/32 ip4:208.91.206.64/26 ip4:66.254.113.78/32 ip4:66.254.119.174 ip4:66.254.113.78 ip4:66.254.112.72/30 ip4:162.211.96.66 ip4:162.211.96.67 ip4:67.231.15, 1.26 ip4:67.231.158.156 a:smtp-out.reflected.net a:devilrays-out.reflected.net include:spf.protection.outlook.com -all, j3hm4p54gpzff1dt25w0z1m5q6749v23, google-gws-recovery-domain-verification=50340749",,
,ww.pornhubpremium.com,86400,,"{'name': 'pornhubpremium.com', 'ns': 'ns1.swiftwill.com', 'mailbox': 'dns.swiftwill.com', 'serial': 2014028635, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhubpremium.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010216, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,pornhubpremium.com,,,,"mxa-002a0701.gslb.pphosted.com, mxb-002a0701.gslb.pphosted.com","google-site-verification=5Q5AMnSR-E5GslqwoCikl4fxr5Lo_CQ56G15Cj-OxEY, google-site-verification=diuelJ2kHMEk0VDTkGE7-JOXM9Eg-_0wG2QIGBXHKGg, ms=ms82451068, rtzh97djdktxhb987hffs96gtyxytkbg, google-site-verification=5JahOY2rdngy_NOf13vfShy11VdnizE6tV46BCdiu1E, v=spf1 ip4:208.99.92.125 mx ip4:162.211.96.66 ip4:162.211.96.67 ip4:209.239.167.247 include:spf-002a0701.pphosted.com include:spf.protection.outlook.com mx:mail.pornhubpremium.com mx a:smtp.pornhubpremium.com mx a:smtp2.pornhubpremium.com ~all, 9vfh6jqttdzt250s8ydfk3tyfl8w7kqv",,
,ww.tube8.com,862,66.254.114.210,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,
,wwchina.marathon-stage.pornhub.com,3600,66.254.114.194,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,,,,,
,www-stage.pornhub.com,10729,,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage.pornhubpremium.com,65212,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage10.pornhub.com,10800,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage10.pornhubpremium.com,86372,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage10.tube8.com,3600,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,
,www-stage11.pornhub.com,3589,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage11.pornhubpremium.com,86362,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,stage-adn.pornhub.com,,,,,,,
,www-stage11.tube8.com,3600,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,,,,,
,www-stage12.pornhub.com,10754,66.254.114.191,"{'name': 'pornhub.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014036447, 'refresh': 28800, 'retry': 7200, 'expire': 1209600, 'minttl': 43200}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'pornhub.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010153, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,stage-adn.pornhub.com,,,,,,,
