new,host,ttl,soa,status_code,a,aaaa,mx,ns,txt
,mta-sts.genasys.tech,300,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700:3032::6815:3746, 2606:4700:3037::ac43:aa9f",,,
,mwebb.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,myspeed.genasys.tech,968,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,p98-iwmb2-china.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,portal.genasys.tech,178,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,102.37.210.5,,,,
,prod0.genasys.tech,903,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,quote.genasys.tech,300,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,20.87.227.194,,,,
,qyv16oktat01.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,rotabanner.build-dev.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'rotabanner.build-dev.genasys.tech', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.rotabanner.build-dev.genasys.tech', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,
,seoexpertnepal.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,ski.genasys.tech,197,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,soc5.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,socialbuilder.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,staging.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,team1667658g8.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,tor101-117-grc.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,tstdyamstpsa01.genasys.tech,198,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,tvcaptimes.build.genasys.tech,300,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,usw629-pdb.build.genasys.tech,1800,"{'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'genasys.tech', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2345382422, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
