input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
wwwqa-ffsupload.app.ford.com,FFS Upload,200,3141,wwwqa-ffsupload.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-03T03:14:13Z,2024-03-06T03:14:12Z,"CN=wwwqa.ffsupload.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.ffsupload.ford.com,Ford Motor Company,wwwqa-ffsupload.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,83dd397d9da8f638f053ffc551e008b5,93b10a1c7088f9b373369f05009715007f909b23e19fcb95c0dceb1c7035cc5a,ctls,wwwqa-ffsupload.app.ford.com,80,http://wwwqa-ffsupload.app.ford.com:80,http,,text/html,GET,19.12.110.183,/,1631801191,19.12.110.183,111,False,,HSTS,,,,,https://wwwqa-ffsupload.app.ford.com/
wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com,,401,,wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:05:02Z,2024-04-28T01:05:01Z,"CN=wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c21ece80b000a9cd31607235d5452d4d,239dbac624177965e0b8728117491e63c8213d6b09a4b2517c3b6d9cd95ccb21,ctls,wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com,80,http://wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com:80,http,,,GET,19.12.120.71,/,-1840324437,2620:0:402:2013:0:ffff:130c:6847,1,False,,HSTS,,,,,https://wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com/
wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com,,401,,wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:22:53Z,2024-04-28T00:22:52Z,"CN=wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-fmcdealer-comm-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5a6f6cdf3c27ebe5efbd2da322623423,13320a532179c4527a5b38fde278398669594b8b6fdffeb35b2ad451daa2b657,ctls,wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com,443,https://wwwqa-fmcdealer-comm-dealerconnection-com.pp.cf.app.ford.com:443,https,,,GET,19.12.104.71,/,-1840324437,2620:0:402:2013:0:ffff:130c:6847,1,False,,HSTS,,,,,
wwwqa-fomei.app.ford.com,Not Found,404,315,wwwqa-fomei.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-01T00:00:58Z,2024-05-02T00:00:57Z,"CN=wwwqa.fomei.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.fomei.ford.com,Ford Motor Company,wwwqamg1.fomei.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8f6de308d1a747083edbd609ba65a8ef,0a98c8b8198193fa1b74a9dbc17fa393f55a6a14ff50492accbf1e3de968fe5c,ctls,wwwqa-fomei.app.ford.com,80,http://wwwqa-fomei.app.ford.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,19.12.110.126,/,225052475,19.12.110.126,7,False,,Microsoft HTTPAPI:2.0,,,,,https://wwwqa-fomei.app.ford.com/
wwwqa-gdtsc.cf.app.ford.com,Gdt Dim Syntax Checker,200,936,wwwqa-gdtsc.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:25:13Z,2024-04-28T00:25:12Z,"CN=wwwqa-gdtsc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-gdtsc.pp.cf.app.ford.com,Ford Motor Company,wwwqa-gdtsc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ee4a1aab47aa55126531e90cd15618b8,a3268c9f9f931c8b2706167af14b10d4d4a2def6ba9025e020d601121401951c,ctls,wwwqa-gdtsc.cf.app.ford.com,443,https://wwwqa-gdtsc.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.104.78,/,566218143,2620:0:403:2013:0:ffff:130c:784e,17,False,,Nginx,,,,,
wwwqa-gdtsc.pp.cf.app.ford.com,Gdt Dim Syntax Checker,200,936,wwwqa-gdtsc.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:06:19Z,2024-04-28T01:06:18Z,"CN=wwwqa-gdtsc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-gdtsc.pp.cf.app.ford.com,Ford Motor Company,wwwqa-gdtsc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2f7460ea3d0ef9c93b97a8838f5f48bb,7ed510934b65cb72866b4bae641ddaf493ae23453ec7122891e55d04cda1b790,ctls,wwwqa-gdtsc.pp.cf.app.ford.com,80,http://wwwqa-gdtsc.pp.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.120.78,/,1494302000,2620:0:403:2013:0:ffff:130c:784e,17,False,,Nginx,,,,,https://wwwqa-gdtsc.pp.cf.app.ford.com/
wwwqa-geos.app.ford.com,Login,200,544,wwwqa-geos.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-22T14:22:01Z,2024-03-25T14:22:00Z,"CN=wwwqa.geos.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.geos.ford.com,Ford Motor Company,wwwqa-geos.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e5507f59bb0f9857303b527bd6140a47,b2d9cae9da0237ea24956bbf5160c85a351d0916aa037812470eb61798a38500,ctls,wwwqa-geos.app.ford.com,443,https://wwwqa-geos.app.ford.com:443,https,Microsoft-IIS/10.0,text/html,GET,19.12.110.54,/,989940925,19.12.110.54,25,False,,Windows Server,,,,,https://wwwqa-geos.app.ford.com/ADFS/Login?ReturnUrl=%2f
wwwqa-gfc.cf.app.ford.com,,401,116,wwwqa-gfc.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T22:01:27Z,2024-04-30T22:01:26Z,"CN=wwwqa-gfc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-gfc.pp.cf.app.ford.com,Ford Motor Company,wwwqa-gfc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b503671b59b780cf5a5bb2aa42e24ed9,ced8ac594f4269e5555025980f1920f5734939b99313ba7f6a49bd3e37cd0ef5,ctls,wwwqa-gfc.cf.app.ford.com,443,https://wwwqa-gfc.cf.app.ford.com:443,https,,application/hal+json,GET,19.12.106.104,/,-281096286,2620:0:403:2013:0:ffff:130c:7a68,1,False,,HSTS,,,,,
wwwqa-gfc.pp.cf.app.ford.com,,401,116,wwwqa-gfc.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T22:01:27Z,2024-04-30T22:01:26Z,"CN=wwwqa-gfc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-gfc.pp.cf.app.ford.com,Ford Motor Company,wwwqa-gfc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b503671b59b780cf5a5bb2aa42e24ed9,ced8ac594f4269e5555025980f1920f5734939b99313ba7f6a49bd3e37cd0ef5,ctls,wwwqa-gfc.pp.cf.app.ford.com,80,http://wwwqa-gfc.pp.cf.app.ford.com:80,http,,application/hal+json,GET,19.12.106.104,/,-550594355,2620:0:403:2013:0:ffff:130c:7a68,1,False,,HSTS,,,,,https://wwwqa-gfc.pp.cf.app.ford.com/
wwwqa-gslts.app.ford.com,Login,200,580,wwwqa-gslts.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-02T04:26:52Z,2024-03-05T04:26:51Z,"CN=wwwqa.gslts.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.gslts.ford.com,Ford Motor Company,wwwqa-gslts.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e8b08b2bb1f96dc3ed3ec9722bfb23b1,cab114223cc9fcb3c5a45b963f511c5123688d00a65c87d1a1a2e261bed27bf3,ctls,wwwqa-gslts.app.ford.com,80,http://wwwqa-gslts.app.ford.com:80,http,Microsoft-IIS/10.0,text/html,GET,19.12.110.65,/,-1766874493,19.12.110.65,25,False,,Windows Server,,,,,https://wwwqa-gslts.app.ford.com/ADFS/Login?ReturnUrl=%2f
wwwqa-laracademyus.pp.cf.app.ford.com,Redirect To OP,200,643,wwwqa-laracademyus.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:29:07Z,2024-04-28T00:29:06Z,"CN=wwwqa-laracademyus.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-laracademyus.pp.cf.app.ford.com,Ford Motor Company,wwwqa-laracademyus.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e8b49ed2364e22969c04a40ed4e8c5b,7f7f53f9ffcb58c304dd685ebd9a5a0445749fe58d1f057ef734cd104215eacb,ctls,wwwqa-laracademyus.pp.cf.app.ford.com,443,https://wwwqa-laracademyus.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.104.81,/,-1922271853,2620:0:403:2013:0:ffff:130c:7851,8,False,,Java,,,,,
wwwqa-mit-payments-server.cf.app.ford.com,,404,280,wwwqa-mit-payments-server.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:30:22Z,2024-04-28T00:30:21Z,"CN=wwwqa-mit-payments-server.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-mit-payments-server.pp.cf.app.ford.com,Ford Motor Company,wwwqa-mit-payments-server.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c55c5fbffc5794ce765dfac6f07a8220,725a4dcd44df933e5983c88580b719cef504b0efcca0ea61d1142b94641fb53e,ctls,wwwqa-mit-payments-server.cf.app.ford.com,443,https://wwwqa-mit-payments-server.cf.app.ford.com:443,https,,application/problem+json,GET,19.12.104.84,/,-1840324437,2620:0:402:2013:0:ffff:130c:6854,1,False,,HSTS,,,,,
wwwqa-mit-payments-server.pp.cf.app.ford.com,,404,280,wwwqa-mit-payments-server.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:12:04Z,2024-04-28T01:12:03Z,"CN=wwwqa-mit-payments-server.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-mit-payments-server.pp.cf.app.ford.com,Ford Motor Company,wwwqa-mit-payments-server.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e791b16b27406fa8ba0a3ae1a858a1bd,4951f731fadefd459ba90fd2a6ee2c98c1b2c3a6f5f443d0ff9416bbc640be3f,ctls,wwwqa-mit-payments-server.pp.cf.app.ford.com,80,http://wwwqa-mit-payments-server.pp.cf.app.ford.com:80,http,,application/problem+json,GET,19.12.120.84,/,-1840324437,2620:0:403:2013:0:ffff:130c:7854,1,False,,HSTS,,,,,https://wwwqa-mit-payments-server.pp.cf.app.ford.com/
wwwqa-motorcraft-ar.pp.cf.app.ford.com,.::Motorcraft::.,200,3794,wwwqa-motorcraft-ar.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-05T13:38:39Z,2024-05-06T13:38:38Z,"CN=wwwqa-motorcraft-ar.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-motorcraft-ar.pp.cf.app.ford.com,Ford Motor Company,wwwqa.motorcraft-ar.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b698d6f54b4aec553d793e503a7f2371,b23c548b359be181f826428f1ceb23703af8dae4ec68f9c97abcfc33a20e90fc,ctls,wwwqa-motorcraft-ar.pp.cf.app.ford.com,443,https://wwwqa-motorcraft-ar.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.122.200,/,-1848823506,2620:0:402:2013:0:ffff:130c:6ac8,91,False,,Nginx,,,,,
wwwqa-nvo.pp.cf.app.ford.com,Redirect To OP,200,633,wwwqa-nvo.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-31T16:10:37Z,2024-05-01T16:10:36Z,"CN=wwwqa-nvo.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-nvo.pp.cf.app.ford.com,Ford Motor Company,wwwqa-nvo.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fb2e271b90ac756b9c9da189c3f9a066,c271105c39a2313ae6e8d6a626db971f8e04c2da334c7fc482fdc2150d3c6368,ctls,wwwqa-nvo.pp.cf.app.ford.com,80,http://wwwqa-nvo.pp.cf.app.ford.com:80,http,,text/html,GET,19.12.105.124,/,1761660366,2620:0:402:2013:0:ffff:130c:697c,8,False,,Java,,,,,https://wwwqa-nvo.pp.cf.app.ford.com/
wwwqa-pcm.app.ford.com,Login,200,580,wwwqa-pcm.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-01T21:18:19Z,2024-06-01T21:18:18Z,"CN=wwwqa-PCM.app.Ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-PCM.app.Ford.com,Ford Motor Company,wwwqa.pcm.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,57bcb2ef684334d0a3a674b10a710733,8c3505bd962df7753f6ec3cdd194c0db6a6c021716ad64f9cbe5b0ad5e6bc454,ctls,wwwqa-pcm.app.ford.com,443,https://wwwqa-pcm.app.ford.com:443,https,,text/html,GET,19.12.127.254,/,1932395526,19.12.127.254,25,False,,HSTS,,,,,https://wwwqa-pcm.app.ford.com/ADFS/Login?ReturnUrl=%2f
wwwqa-quicklane-ar.pp.cf.app.ford.com,Quick Lane®,200,13907,wwwqa-quicklane-ar.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-05T13:44:07Z,2024-05-06T13:44:06Z,"CN=wwwqa-quicklane-ar.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-quicklane-ar.pp.cf.app.ford.com,Ford Motor Company,wwwqa.quicklane-ar.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5471eeb30612916b7d777a2fd255ca3,d6e7203135cda85c6e7d8637f32f09488d350cc8662628a440401f5b9b186149,ctls,wwwqa-quicklane-ar.pp.cf.app.ford.com,80,http://wwwqa-quicklane-ar.pp.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.106.201,/,1494302000,2620:0:402:2013:0:ffff:130c:6ac9,374,False,,Nginx,,,,,https://wwwqa-quicklane-ar.pp.cf.app.ford.com/
wwwqa-relatorioconectado.pp.cf.app.ford.com,Ford - Relatório de Indicadores,200,2164,wwwqa-relatorioconectado.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:20:16Z,2024-04-28T01:20:15Z,"CN=wwwqa-relatorioconectado.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-relatorioconectado.pp.cf.app.ford.com,Ford Motor Company,wwwqa-relatorioconectado.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,072e366f15e91aeaaf424d2d00dee21a,660465658b33e266bfa56eb3c2131522fb5cd032083c48ab2fbff253dce5658d,ctls,wwwqa-relatorioconectado.pp.cf.app.ford.com,80,http://wwwqa-relatorioconectado.pp.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.120.249,/,2069991691,2620:0:402:2013:0:ffff:130c:68f9,37,False,,Nginx,,,,,https://wwwqa-relatorioconectado.pp.cf.app.ford.com/
wwwqa-remitosdigitales.pp.cf.app.ford.com,Remitos Digitales,200,10972,wwwqa-remitosdigitales.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-03T17:48:27Z,2024-05-04T17:48:26Z,"CN=wwwqa-remitosdigitales.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-remitosdigitales.pp.cf.app.ford.com,Ford Motor Company,wwwqa.remitosdigitales.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ffc419d7501531f06bc6ebd4d6c7e027,95f410624e79163b154bd273ed0fd7d3deb3daf9505b26d47b471aa742508afc,ctls,wwwqa-remitosdigitales.pp.cf.app.ford.com,443,https://wwwqa-remitosdigitales.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.106.196,/,1876009589,2620:0:402:2013:0:ffff:130c:6ac4,56,False,,Nginx,,,,,
wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com,Direct Sales,200,633,wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:42:52Z,2024-04-28T00:42:51Z,"CN=wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e7d7303f9b8b92ebbbac383260029255,e673dd178933c75a3fa01248d8974d07427cb185438bff5afa7950e240d30fe6,ctls,wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com,80,http://wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.104.251,/,-1851491385,2620:0:403:2013:0:ffff:130c:78fb,13,False,,Nginx,,,,,https://wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com/
wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com,Direct Sales,200,633,wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:23:25Z,2024-04-28T01:23:24Z,"CN=wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-sa-directsales-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0160d1284c66eaabf8a3c52bd47bb154,cb5a258bbc0181d46cb1bce777454f63234f71e494d18ff223f844291d0f489a,ctls,wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com,443,https://wwwqa-sa-directsales-dealerconnection-com.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.251,/,-1851491385,2620:0:402:2013:0:ffff:130c:68fb,13,False,,Nginx,,,,,
wwwqa-seis-dealerconnection-com.cf.app.ford.com,SEIS Sales Exchanging Information System,200,2176,wwwqa-seis-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:26:00Z,2024-04-28T01:25:59Z,"CN=wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-seis-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,48f645f2c1a1b62ef60b6c3aec0f6839,877cbd4acde01ceedd5f6751051436559f2565d2c9b5ff93b192473ed731733b,ctls,wwwqa-seis-dealerconnection-com.cf.app.ford.com,443,https://wwwqa-seis-dealerconnection-com.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.252,/,1032860918,2620:0:403:2013:0:ffff:130c:78fc,39,False,,Nginx,,,,,
wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com,,401,,wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:26:00Z,2024-04-28T01:25:59Z,"CN=wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-seis-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,48f645f2c1a1b62ef60b6c3aec0f6839,877cbd4acde01ceedd5f6751051436559f2565d2c9b5ff93b192473ed731733b,ctls,wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com,80,http://wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com:80,http,,,GET,19.12.120.252,/,-1840324437,2620:0:402:2013:0:ffff:130c:68fd,1,False,,Basic,,,,,https://wwwqa-seis-dealerconnection-com.pp.cf.app.ford.com/
wwwqa-vaccination.cf.app.ford.com,COVID-19 Vaccination Self-Reporting Tool,200,1169,wwwqa-vaccination.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T00:53:51Z,2024-04-28T00:53:50Z,"CN=wwwqa-vaccination.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-vaccination.pp.cf.app.ford.com,Ford Motor Company,wwwqa-vaccination.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4081b4889bae2098081cda667d008610,7ab4187ebb6dc5f21b23b1f6052e2ec3917189145182c1ac0021a3860e6b9885,ctls,wwwqa-vaccination.cf.app.ford.com,443,https://wwwqa-vaccination.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.105.2,/,1707038218,2620:0:403:2013:0:ffff:130c:7901,17,False,,Nginx,,,,,
wwwqa-webcentergear.app.ford.com,IIS Windows Server,200,703,wwwqa-webcentergear.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T14:30:07Z,2024-04-30T14:30:06Z,"CN=wwwqa.webcenter.gear.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.webcenter.gear.ford.com,Ford Motor Company,wwwqa-webcentergear.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bae7cb2e6914b0eb8c4227c6ec93f606,71a15ae85c192b323f519b3e527396e1893c04822b611490d90ae28e03f9696f,ctls,wwwqa-webcentergear.app.ford.com,443,https://wwwqa-webcentergear.app.ford.com:443,https,Microsoft-IIS/10.0,text/html,GET,19.12.124.162,/,1631801191,19.12.124.162,32,False,,Windows Server,,,,,
