new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name,caa
[x],adfsauth-fdspcl2-dealerconnection-com.cf.app.ford.com,19.12.136.146,2620:0:402:2012:0:ffff:130c:8092,adfsauth-fdspcl2-dealerconnection-com.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],admin.qa.magicinfo.ford.com,35.244.142.212,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],advocacy.ford.com,34.110.162.241,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,google-site-verification=93JSLXh8N85Uk19E1gMWrkjGz-ad5alXT2mn7CChQe0,True,google,
[x],ahcvp124-vpnin1.ford.com,103.147.129.6,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ahcvp125-vpnin1.ford.com,103.147.129.7,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ahovp124-vpnau1.ford.com,19.12.54.8,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ahovp125-vpnau1.ford.com,19.12.54.9,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],akamai.au.wwwqa.brandap.ford.com,104.102.23.85,"2a02:26f0:3500:58f::b11, 2a02:26f0:3500:595::b11","akamai.au.wwwqa.brandap.ford.com.edgekey.net, e2833.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],akamai.wwwqa.brandap.lincoln.com,23.37.52.107,,"akamai.wwwqa.brandap.lincoln.com.edgekey.net, e6037.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],alexaremotelogin.ford.com,52.151.224.232,,"fordcfuspp.trafficmanager.net, api.sys.pp01.useast.cf.ford.com, usepppcflb.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,
[x],annualreport.ford.com,"19.12.113.118, 19.12.97.118",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],api-dev.ford.com,34.117.188.36,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],api-dev.katiedoingprodtest.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api-dev.katietest110.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api-edu-ecar.pp.cf.app.ford.com,"19.12.120.214, 19.12.104.214","2620:0:403:2013:0:ffff:130c:78d6, 2620:0:402:2013:0:ffff:130c:68d6",,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-edu.katiedoingprodtest.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api-edu.katietest110.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],api-epsw.prod.cf.app.ford.com,19.12.136.15,2620:0:402:2012:0:ffff:130c:800f,,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-lnp-edu.gcqisservices.tfoamsng.ford.com,"19.12.121.175, 19.12.105.175","2620:0:402:2013:0:ffff:130c:69af, 2620:0:403:2013:0:ffff:130c:79af",gcqisserviceslnpedu.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-lnp-edu.reportingservices.tfoamsng.ford.com,"19.12.121.169, 19.12.105.169","2620:0:403:2013:0:ffff:130c:79a9, 2620:0:402:2013:0:ffff:130c:69a9",reportingserviceslnpedu.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-lnp-edu.rfaservices.tfoamsng.ford.com,"19.12.121.177, 19.12.105.177","2620:0:403:2013:0:ffff:130c:79b1, 2620:0:402:2013:0:ffff:130c:69b1",rfaserviceslnpedu.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-qa.katiedoingprodtest.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],api-qa.katietest110.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api-qa.reportingservices.tfoamsng.ford.com,,,reportingservicesqa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-qavehicleremarketing.cf.app.ford.com,19.12.104.3,2620:0:403:2013:0:ffff:130c:7803,api-qavehicleremarketing.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-qavehicleremarketing.pp.cf.app.ford.com,19.12.120.3,2620:0:402:2013:0:ffff:130c:6803,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-quote-bees.prod.cf.app.ford.com,"19.12.140.58, 19.12.132.58","2620:0:402:2012:0:ffff:130c:843a, 2620:0:403:2012:0:ffff:130c:8c3a",,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-stg01e-gcp.pp.cf.app.ford.com,19.12.120.28,2620:0:403:2013:0:ffff:130c:781c,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-tfoams.cf.app.ford.com,19.12.136.168,2620:0:402:2012:0:ffff:130c:80a8,api-tfoams.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-transformationqa.cf.app.ford.com,19.12.104.17,2620:0:403:2013:0:ffff:130c:7811,api-transformationqa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,"extdns017.ford.com, extdns018.ford.com, extdns020.ford.com, extdns019.ford.com",,,,
[x],api-transformationqa.pp.cf.app.ford.com,19.12.120.17,2620:0:403:2013:0:ffff:130c:7811,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-eza.pp.cf.app.ford.com,"19.12.104.20, 19.12.120.20","2620:0:403:2013:0:ffff:130c:7814, 2620:0:402:2013:0:ffff:130c:6814",,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-gtac-dealerconnection-com.pp.cf.app.ford.com,19.12.104.21,2620:0:402:2013:0:ffff:130c:6815,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-oca.cf.app.ford.com,"19.12.120.22, 19.12.104.22","2620:0:402:2013:0:ffff:130c:6816, 2620:0:403:2013:0:ffff:130c:7816",api-uat-oca.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-oca.pp.cf.app.ford.com,"19.12.120.22, 19.12.104.22","2620:0:402:2013:0:ffff:130c:6816, 2620:0:403:2013:0:ffff:130c:7816",,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-swcm.cf.app.ford.com,19.12.121.11,2620:0:403:2013:0:ffff:130c:790b,api-uat-swcm.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-tfoams.cf.app.ford.com,19.12.120.23,2620:0:402:2013:0:ffff:130c:6817,api-uat-tfoams.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-uat-tfoams.pp.cf.app.ford.com,19.12.104.23,2620:0:403:2013:0:ffff:130c:7817,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api-vehicleremarketing.prod.cf.app.ford.com,19.12.136.78,,,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api.anypointsa.ford.com,"3.138.113.106, 52.15.61.228",,sa-api-ford.lb.anypointdns.net,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],api.katiedoingprodtest.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api.katietest110.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],api.tfoams.ford.com,19.12.136.168,2620:0:402:2012:0:ffff:130c:80a8,api-tfoams.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],api.vehicleremarketing.ford.com,19.12.136.78,2620:0:403:2012:0:ffff:130c:884e,api-vehicleremarketing.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],apiguide.cf.app.ford.com,19.12.136.159,2620:0:403:2012:0:ffff:130c:889f,apiguide.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],apiguide.ford.com,19.12.128.159,2620:0:402:2012:0:ffff:130c:809f,apiguide.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],apiguide.prod.cf.app.ford.com,19.12.136.159,2620:0:402:2012:0:ffff:130c:809f,,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],app-dev.ford.com,35.190.52.176,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],applyforcredit.ford.com,19.12.128.106,2620:0:402:2012:0:ffff:130c:806a,www-oca.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],apps.ford.com,"3.227.38.33, 34.192.225.238",,"origin.corporate.ford.com, fordmotor-prod.adobecqms.net","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],appv2-safetyinsights.cf.app.ford.com,"19.12.128.172, 19.12.136.172","2620:0:402:2012:0:ffff:130c:80ac, 2620:0:403:2012:0:ffff:130c:88ac",appv2-safetyinsights.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],artisan.ford.com,19.12.104.24,2620:0:402:2013:0:ffff:130c:6818,artisan.pp.cf.app.ford.com,,NOERROR,,,,,,
[x],as2mftqa26-gechub.app.ford.com,19.12.124.143,,,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],ashvp141-vpnna1.ford.com,19.12.93.218,2620:0:403:2002::141,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ashvp142-vpnna1.ford.com,19.12.93.219,2620:0:403:2002::142,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ashvp145-vpnna1.ford.com,19.12.93.242,2620:0:403:2002::145,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ashvp146-vpnna1.ford.com,19.12.93.243,2620:0:403:2002::146,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ashvp147-vpnna1.ford.com,19.12.93.244,2620:0:403:2002::147,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ashvp149-vpnna1.ford.com,19.12.93.246,2620:0:403:2002::149,,,NOERROR,,,,,,
[x],assembler.wp.dev.ford.com,34.120.238.181,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],at.ford.com,104.104.67.103,"2600:1408:9000:6b5::bbf, 2600:1408:9000:6a6::bbf","at.ford.com.edgekey.net, e3007.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],authowner.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],authownerdev.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],authownerdev2.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],authownerqa.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],authsupport.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],authsupportqa.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],authsupportqa2.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],autodiscover.app.ford.com,19.12.112.119,,,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],autoshows.ford.com,23.206.85.89,,"corporate.ford.com, corporate.ford.com.edgekey.net, e3007.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],avdata.ford.com,162.159.130.11,,webfarm-202.q4web.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudflare,
[x],aws.ford.com,19.5.38.120,,pah296.ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],backstage-sbevisionqa.ford.com,19.12.108.46,,caasextapps-pp113.app.ford.com,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],blueovalintelligence.ford.com,19.12.97.37,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],bp.lincoln.com,23.206.85.89,,"bp.lincoln.com.edgekey.net, e3007.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],bp2.ford.com,"19.12.113.37, 19.12.97.37",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],bp3.ford.com,184.30.133.32,,"bp3.ford.com.edgekey.net, e4213.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],bp3.lincoln.com,23.206.87.128,,"bp3.lincoln.com.edgekey.net, e4213.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],bp3a.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],bp3b.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],bpbl.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],bpblus.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],brand.ford.com,184.85.147.135,"2001:2030:21:1af::42e3, 2001:2030:21:1a3::42e3","brand.ford.com.edgekey.net, e17123.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],broncopodcast.ford.com,"162.159.129.11, 162.159.130.11","2606:4700:7::a29f:810b, 2606:4700:7::a29f:820b","fordbronco2020mini-farm.q4web.com, webfarm-30914.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,True,cloudflare,
[x],build.ford.com,184.30.133.32,,"build.ford.com.edgekey.net, e4213.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],buildbedu.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],builddev.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],buildedu.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],buildqa.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],buy.ford.com,"19.12.137.197, 19.12.129.197","2620:0:403:2012:0:ffff:130c:89c5, 2620:0:402:2012:0:ffff:130c:81c5",buy.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],caasextapps-pp101-vip-chiadc01-rprxy2-19.chi.ford.com,19.12.108.151,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],caasextapps-pp101.app.ford.com,19.12.124.150,,,"extdns013.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],caasextapps-pp11-vip-chiadc01-rprxy2-19.chi.ford.com,19.12.108.135,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],caasextapps-pp11.app.ford.com,19.12.108.135,,,"extdns011.ford.com, prxlbaas.ford.com, extdns013.ford.com",NOERROR,,,,,,
[x],caetest3.hosts.cloud.ford.com,,,,,NOERROR,,,,,,
[x],campaigna.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],canada.fleet.ford.com,"19.12.97.37, 19.12.113.37",,ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","dns006.ford.com, extdns008.ford.com, extdns002.ford.com, extdns001.ford.com, dns005.ford.com, extdns009.ford.com, extdns007.ford.com, extdns010.ford.com",,,,
[x],capmp-edu-v2.cf.app.ford.com,"19.12.121.107, 19.12.105.107","2620:0:402:2013:0:ffff:130c:696b, 2620:0:403:2013:0:ffff:130c:796b",capmp-edu-v2.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,"extdns017.ford.com, extdns019.ford.com, extdns020.ford.com, extdns018.ford.com",,,,
[x],capmp-edu.cf.app.ford.com,"19.12.121.93, 19.12.105.93","2620:0:402:2013:0:ffff:130c:695d, 2620:0:403:2013:0:ffff:130c:795d",capmp-edu.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],careers.ford.com,"19.12.97.37, 19.12.113.37",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,inbound-smtp.us-west-2.amazonaws.com,"extdns001.ford.com, extdns002.ford.com, dns005.ford.com, dns006.ford.com","v=spf1 include:amazonses.com include:spf.messagelabs.com include:_spf.azell.com ~all, amazonses:/tInPPTHVXX95GH/iAx3BKEi3EXsUvUoC+cnPeT/uRI=",,,
[x],caribe.ford.com,34.110.162.241,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,facebook-domain-verification=dbcshb05go4d0aefyt0tc710q0yaoj,True,google,
[x],ccmerch.ford.com,23.227.38.65,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],cdn.dynatrace.ford.com,23.206.92.234,"2a02:26f0:c900:299::1c26, 2a02:26f0:c900:286::1c26","cdn.dynatrace.ford.com.edgekey.net, e7206.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],cdn.ford.com,34.111.77.233,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],cdnqa.ford.com,34.110.135.16,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],centroamerica.ford.com,34.110.162.241,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,facebook-domain-verification=dbcshb05go4d0aefyt0tc710q0yaoj,True,google,
[x],chargers.ford.com,23.227.38.74,,shops.myshopify.com,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,"digicert.com, globalsign.com, letsencrypt.org"
[x],chivp140-vpnna1.ford.com,19.12.77.217,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],chivp141-vpnna1.ford.com,19.12.77.218,2620:0:402:2002::141,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],chivp143-vpnna1.ford.com,19.12.77.220,2620:0:402:2002::143,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],chivp144-vpnna1.ford.com,19.12.77.241,2620:0:402:2002::144,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],chivp147-vpnna1.ford.com,19.12.77.244,2620:0:402:2002::147,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],chivp148-vpnna1.ford.com,19.12.77.245,2620:0:402:2002::148,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],click.ar-mail.ford.com,128.245.208.175,,tlhr-xsg0hf9vk169wlfkqnh6rxq.click-sap.sfmc-marketing.com,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,
[x],click.br-mail.ford.com,128.245.208.174,,tlctqtzp68xckfk35-m9q5-7mgkm.click-sap.sfmc-marketing.com,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,
[x],cloc-request-increase-prod.ford.com,34.111.225.157,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],cloud.ar-mail.ford.com,128.245.192.146,,tl2dnk8qp1jb40z4sw2x3nxb7p60.cp-sap.sfmc-content.com,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,
[x],cloudmanager.ford.com,19.12.113.141,,cloudmanager.app.ford.com,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],clw.ford.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],cmi-prod.cf.app.ford.com,19.12.130.32,2620:0:403:2012:0:ffff:130c:8a1f,cmi-prod.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],cmi-prod.prod.cf.app.ford.com,19.12.130.32,2620:0:403:2012:0:ffff:130c:8a1f,,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],collision.ford.com,50.56.48.180,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],communication-center.lincoln.com,40.90.247.77,,"fordcfuspd.trafficmanager.net, api.sys.pd01.useast.cf.ford.com, usepdpcflb01.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,
[x],complexity.ford.com,"19.12.132.38, 19.12.140.38","2620:0:402:2012:0:ffff:130c:8426, 2620:0:403:2012:0:ffff:130c:8c26",complexity.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
