input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,final_url,a_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched
media-registrars.nominet.uk,,403,255,media-registrars.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T04:44:39Z,2025-04-02T05:44:38Z,CN=media-registrars.nominet.uk,media-registrars.nominet.uk,,media-registrars.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e8338b2f9de59a1a5b1221e90b10dc1c,097f52a3de738db773079efe681f81352744dffc0d827a633e4e964ffc963d7e,ctls,media-registrars.nominet.uk,443,https://media-registrars.nominet.uk,https,cloudflare,application/xml,GET,172.67.202.252,/,,/favicon.ico,,2606:4700:3031::6815:163c,2,False,error,0,,cloudflare,Cloudflare,True,,
media.nominet.uk,,403,255,media.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:55:31Z,2025-04-02T09:55:30Z,CN=media.nominet.uk,media.nominet.uk,,media.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,793f139cc3fdc65f8a456047596a973b,ecce2099dac9d548d509125c4e2fc818035e7f5ad5bdf404f500ebdbc1d3e5df,ctls,media.nominet.uk,443,https://media.nominet.uk,https,cloudflare,application/xml,GET,104.21.22.60,/,,/favicon.ico,,2606:4700:3031::6815:163c,2,False,error,0,,cloudflare,Cloudflare,True,,
members.nominet.uk,Login – Nominet Member Hub,200,13560,members.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-01T22:44:38Z,2025-04-01T23:44:37Z,CN=members.nominet.uk,members.nominet.uk,,members.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4acb9492cce7bcfca4532fff183e6914,c15d05691835774a482017a22d24057b4566b0fbfb14a54ee6697afeb6ce9d80,ctls,members.nominet.uk,443,https://members.nominet.uk,https,cloudflare,text/html,GET,104.21.22.60,/,1084304708,/wp-content/uploads/2024/05/cropped-MB_RGB_FAVICON_GREY-32x32.png,https://members.nominet.uk/member-login/?inbound_url=/,2606:4700:3033::ac43:cafc,8,False,nonerror,0,player.vimeo.com,cloudflare,WordPress,True,,
ml314.com,,404,,ml314.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-12T04:30:36Z,2025-05-13T05:26:31Z,CN=event-horizon.gcp.bomm.in,event-horizon.gcp.bomm.in,,ml314.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,dcf32db9a83131b1fa149611a703d5e7,5231ad3fadeb68b6518deb02f49d29a9b174698f206634e666a8dcb387a57d2e,ctls,ml314.com,443,https://ml314.com,https,Google Frontend,text/html,GET,34.117.77.79,/,,/favicon.ico,,34.117.77.79,1,False,other,0,,google,HTTP/3,True,,
msoid.nominet.uk,Sign in to your account,200,45869,login.microsoftonline.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-26T00:00:00Z,2025-07-26T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,094cbf3f89ce5145ee6845af015712cf,5eb834726f8e773962d01c88eadd01083d843d7c74e8a4b63ef9d2304d5d8ad3,ctls,login.microsoftonline.com,443,https://msoid.nominet.uk,https,,text/html,GET,20.190.159.128,/,-2057558656,/shared/1.0/content/images/favicon_a_eupayfgghqiai7k9sol6lg2.ico,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638750708531848891.MTI4NWViZjgtNTAxNC00MGJkLWE1MmItOGYwOWI5NGU0Mzk2YjE5NGU2ZWUtN2YzMC00MDVjLTgyZWMtYmViODY1MWQ3ODBk&ui_locales=en-US&mkt=en-US&client-request-id=9536b115-efc9-4eb3-9603-474ce0e31729&state=5pKUp7ygO_JZLWOjAN00ZiU3fA8u4wlcdaAys2GLdeCvClPhgjhhOj6S3oNveOU2dA-5-IhCjKIGTyY0aVkPCez1F6-VzqkrGZZqIum4dMcVT6-DxXMcbVjJBDR-FfFRqxZqAikkExDq7MwIPAth8VRs6nEu6wFq6fKN7JA_U8f-0JsS0iqwIMqGTvjfXVR9Gel_tY2G-ROyJ0Kwids4vCvYifFqmfAjjhr3hqTS1g7LWoBeKl8Cnh8zM6C67-tzD3v3l4nFUsDVEiD0Y4iHPA&x-client-SKU=ID_NET8_0&x-client-ver=7.5.1.0,2603:1027:1:d8::7,97,False,other,0,https://*.azureedge.net,,HSTS,,,
nia.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://nia.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,2a01:618:8009:0:91a:97c:7a3:922c,585,False,other,0,track.hubspot.com,,Yoast SEO:23.9,,,
nominet.org.uk,403 Forbidden,403,151,,,,,,,,,,,,,,,,,,,443,https://nominet.org.uk,https,cloudflare,text/html,GET,162.159.134.42,/,,/favicon.ico,,2606:4700:7::a29f:862a,8,False,error,0,,cloudflare,Cloudflare,True,,
nominet.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://nominet.uk,https,cloudflare,text/html,GET,162.159.134.42,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/,2606:4700:7::a29f:872a,585,False,other,0,px.ads.linkedin.com,cloudflare,Yoast SEO:23.9,True,,
nominetdev.dns.service.nominet.org.uk,ServiceNow - Transform I.T.,200,572,nominetdev.dns.service.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-14T04:56:46Z,2025-05-13T04:56:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",*.static.service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3f17be9ad0f5c34ebef30a506a6d39ad,ed5e8d0033141f98059b161b0fe1df6967ba680590d0b22936320dcf5e374c42,ctls,nominetdev.dns.service.nominet.org.uk,443,https://nominetdev.dns.service.nominet.org.uk,https,ServiceNow,,GET,199.91.141.105,/,,/favicon.ico,,199.91.141.105,32,False,nonerror,0,,,,,True,True
player.vimeo.com,Video Platform Features,200,326586,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-21T09:46:48Z,2025-04-21T10:46:39Z,CN=vimeo.com,vimeo.com,,*.vimeo.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,b08abc74d473d98f17b9f060331be80e,bb8aa26bd73538789978fa3d91636cc24dc18fac2d944a30cfbfed202b8fd5b9,ctls,vimeo.com,443,https://player.vimeo.com,https,cloudflare,text/html,GET,162.159.138.60,/,,/svg/legacy_view_support/iris_icon_v_64.svg,https://vimeo.com/features,162.159.128.61,53,False,other,0,https:,cloudflare,Varnish,True,True,
px.ads.linkedin.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-10-14T00:00:00Z,2025-04-14T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,static-afd.licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,0abbc25f8ddf6554640e92b3e120e09c,e842253f530a793a11309ccc4580689faf42543a3b039ab943c0f8881872e57e,ctls,px.ads.linkedin.com,443,https://px.ads.linkedin.com,https,,image/gif,GET,13.107.42.14,/,1711602358,/favicon.ico,,2620:1ec:21::14,1,False,nonerror,0,,,,,,
rdap.nominet.uk,Domain Registration Data Lookup by Nominet,200,45405,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://rdap.nominet.uk,https,cloudflare,text/html,GET,213.248.242.91,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/lookup/,2a01:618:8009:0:4bd:2ad1:eaaf:d941,429,False,nonerror,0,www.gravatar.com,,Yoast SEO:23.9,,,
registrants.nominet.org.uk,Page Redirection,404,519,registrants.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-02-06T00:00:00Z,2025-03-07T23:59:59Z,"CN=*.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.org.uk,Nominet UK,nominet.org.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3280d0787b587bfd5695a8e1a15bd557,852309b7aa746a9a47b11a660a07d956c4bf6f19cf37234cd4bda0721636f376,ctls,registrants.nominet.org.uk,443,https://registrants.nominet.org.uk,https,,text/html,GET,213.248.236.143,/,,/favicon.ico,,2a01:618:8007:0:d76:db26:a447:5cc9,13,False,error,0,url=https://secure.nominet.org.uk/dashboard.html,,,,True,
registrars.nominet.org.uk,Home – Registrar Resources,200,37340,registrars.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T06:20:31Z,2025-04-02T07:20:28Z,CN=registrars.nominet.uk,registrars.nominet.uk,,registrars.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,0e14155e3995aab616542f6e7063b73f,a034344f34d8fe049300dc80b6bc7c54282a88154588b05dc58135990b180380,ctls,registrars.nominet.uk,443,https://registrars.nominet.org.uk,https,cloudflare,text/html,GET,104.21.63.61,/,-2085839748,/wp-content/themes/registrarresources/library/icons/favicon.ico,https://registrars.nominet.uk/,2606:4700:3030::ac43:8fdf,312,False,nonerror,0,theukdomain.uk,cloudflare,Yoast SEO:23.9,True,,
registrars.nominet.uk,Home – Registrar Resources,200,37340,registrars.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T06:20:31Z,2025-04-02T07:20:28Z,CN=registrars.nominet.uk,registrars.nominet.uk,,registrars.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,0e14155e3995aab616542f6e7063b73f,a034344f34d8fe049300dc80b6bc7c54282a88154588b05dc58135990b180380,ctls,registrars.nominet.uk,443,https://registrars.nominet.uk,https,cloudflare,text/html,GET,104.21.22.60,/,-2085839748,/wp-content/themes/registrarresources/library/icons/favicon.ico,,2606:4700:3033::ac43:cafc,312,False,nonerror,0,www.youtube.com,cloudflare,Yoast SEO:23.9,True,,
research.nominet.org.uk,News Archives - Nominet,200,53707,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://research.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/news/,2a01:618:8009:0:91a:97c:7a3:922c,510,False,other,0,vars.hotjar.com,,Yoast SEO:23.9,,,
resources.nominet.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://resources.nominet.uk,https,cloudflare,text/html,GET,199.60.103.226,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/,2606:2c40::c73c:67e2,585,False,other,0,ajax.googleapis.com,,Yoast SEO:23.9,,,
restapi.nominet.org.uk,Error 404 Not Found,404,400,restapi.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-02-06T00:00:00Z,2025-03-07T23:59:59Z,"CN=*.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.org.uk,Nominet UK,nominet.org.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3280d0787b587bfd5695a8e1a15bd557,852309b7aa746a9a47b11a660a07d956c4bf6f19cf37234cd4bda0721636f376,ctls,restapi.nominet.org.uk,443,https://restapi.nominet.org.uk,https,Jetty,text/html,GET,213.248.242.147,/,,/favicon.ico,,2a01:618:8009:0:929:bb74:d5df:c58a,16,False,error,0,,,Jetty,,True,
s.adroll.com,,403,111,s.adroll.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-03T00:00:00Z,2025-06-01T23:59:59Z,CN=s.adroll.com,s.adroll.com,,s.adroll.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fec9dceb85733b1d92df6a06d0e6d6cc,3f89c45bbf692b71eb0a1244f5d003a3c444eeb6518f0cbabe013d4b5dfa71cd,ctls,s.adroll.com,443,https://s.adroll.com,https,AmazonS3,application/xml,GET,18.245.86.116,/,1151358500,/favicon.ico,,2600:9000:2644:0:6:9280:1080:93a1,2,False,error,0,,cloudfront,Amazon Web Services,True,,
script.hotjar.com,,403,275,script.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-22T00:00:00Z,2025-06-20T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,,*.hj.contentsquare.net,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,7865dc01a354d5e88bb717b9ba6f6033,7694d0eb997d60f5db6d863b42c345e865722405c4c5b392b1b411ad68ae691a,ctls,script.hotjar.com,443,https://script.hotjar.com,https,,application/xml,GET,13.33.187.74,/,,/favicon.ico,,13.33.187.109,2,False,error,0,,cloudfront,HSTS,True,True,
secure.nominet.org.uk,Log In - Nominet UK,200,8143,secure.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-10T00:00:00Z,2026-02-05T23:59:59Z,"CN=secure.nominet.uk, O=Nominet UK, L=Oxford, C=GB, serialNumber=03203859, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",secure.nominet.uk,Nominet UK,secure.nominet.org.uk,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,3d74442f4327375bc36a9020ad8f632c,bb079c2639fa3df367c7fab4304ffab477e71433385593ddfc42418082b4d5cc,ctls,secure.nominet.org.uk,443,https://secure.nominet.org.uk,https,,text/html,GET,213.248.236.144,/,-482368993,/images/favicon.ico,https://secure.nominet.org.uk/auth/login.html,2a01:618:8007:0:ddd:ccab:6435:a9ba,160,False,nonerror,0,stats.g.doubleclick.net,,Java,,,
secure.nominet.uk,Log In - Nominet UK,200,8143,secure.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-10T00:00:00Z,2026-02-05T23:59:59Z,"CN=secure.nominet.uk, O=Nominet UK, L=Oxford, C=GB, serialNumber=03203859, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",secure.nominet.uk,Nominet UK,secure.nominet.org.uk,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,3d74442f4327375bc36a9020ad8f632c,bb079c2639fa3df367c7fab4304ffab477e71433385593ddfc42418082b4d5cc,ctls,secure.nominet.uk,443,https://secure.nominet.uk,https,,text/html,GET,213.248.236.144,/,-482368993,/images/favicon.ico,https://secure.nominet.uk/auth/login.html,2a01:618:8007:0:ddd:ccab:6435:a9ba,160,False,nonerror,0,fonts.gstatic.com,,Java,,,
sjs.bizographics.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-10-14T00:00:00Z,2025-04-14T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,static-afd.licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,0abbc25f8ddf6554640e92b3e120e09c,e842253f530a793a11309ccc4580689faf42543a3b039ab943c0f8881872e57e,ctls,px.ads.linkedin.com,443,https://sjs.bizographics.com,https,,image/gif,GET,88.221.110.227,/,,/favicon.ico,https://px.ads.linkedin.com/,2a02:26f0:2c::216:3dba,1,False,nonerror,0,,,,,,
ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118404,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,ctls,marketingplatform.google.com,443,https://ssl.google-analytics.com,https,sffe,text/html,GET,142.250.186.72,/,873962860,/images/branding/product/ico/googleg_standard_32dp.ico,https://marketingplatform.google.com/about/analytics/,2a00:1450:4001:806::2008,1820,False,other,0,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,google,HTTP/3,True,True,
static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,288779,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-24T00:00:00Z,2025-09-21T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,,hotjar.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,8f0136b31c27ac67c6dfb6dd57a892ed,418f3f14767d2306391137b13cf129c3036a6aefb7dd191dabcefc55c1b02fab,ctls,www.hotjar.com,443,https://static.hotjar.com,https,,text/html,GET,18.66.102.51,/,,/images/touch-icon-192x192.png,https://www.hotjar.com,18.66.102.53,662,False,other,0,,cloudfront,Webpack,True,True,
stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118404,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,ctls,marketingplatform.google.com,443,https://stats.g.doubleclick.net,https,sffe,text/html,GET,64.233.184.154,/,873962860,/images/branding/product/ico/googleg_standard_32dp.ico,https://marketingplatform.google.com/about/analytics/,2a00:1450:400c:c04::9d,1820,False,other,0,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,google,HTTP/3,True,True,
stix-block-analysis.nominet.uk,Error 404 Not Found,404,1267,stix-block-analysis.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-11-04T00:00:00Z,2025-12-05T23:59:59Z,"CN=*.nominet.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.uk,Nominet UK,nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a2932337489c87de9ff25d8caf668b7d,b040ecc4e748b6e6054392b3909d083603fd9aec1682c0fc4affd9d7a9610202,ctls,stix-block-analysis.nominet.uk,443,https://stix-block-analysis.nominet.uk,https,Jetty(8.y.z-SNAPSHOT),text/html,GET,213.248.242.6,/,,/favicon.ico,,213.248.242.6,33,False,error,0,,,Jetty:8,,True,
surveys.nominet.org.uk,Just a moment...,403,8234,surveys.nominet.org.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T05:09:24Z,2025-03-30T05:09:23Z,CN=surveys.nominet.org.uk,surveys.nominet.org.uk,,surveys.nominet.org.uk,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,3ace7bed4a6acc0e08c02fac1a24573c,14e716faf48837c059b0e67e1f90694393f239c6b9165d6269f87fbbab80e2ac,ctls,surveys.nominet.org.uk,443,https://surveys.nominet.org.uk,https,cloudflare,text/html,GET,104.17.190.36,/,-907187357,/favicon.ico,,2606:4700::6811:be24,1,False,nonerror,0,,cloudflare,Cloudflare Bot Management,True,,
surveys.nominet.uk,,530,16,surveys.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-04T00:00:00Z,2025-12-05T23:59:59Z,"CN=*.nominet.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.uk,Nominet UK,nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a2932337489c87de9ff25d8caf668b7d,b040ecc4e748b6e6054392b3909d083603fd9aec1682c0fc4affd9d7a9610202,ctls,surveys.nominet.uk,443,https://surveys.nominet.uk,https,cloudflare,text/plain,GET,104.17.189.36,/,,/favicon.ico,,2606:4700::6811:be24,1,False,error,0,,cloudflare,Cloudflare,True,True,
tld.nominet.org.uk,,530,16,,,,,,,,,,,,,,,,,,,80,http://tld.nominet.org.uk,http,cloudflare,text/plain,GET,104.21.63.61,/,,/favicon.ico,,2606:4700:3030::ac43:8fdf,1,False,error,0,,cloudflare,Cloudflare,True,,
track.hubspot.com,,200,45,track.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T19:30:43Z,2025-04-29T20:30:39Z,CN=hubspot.com,hubspot.com,,*.hubspot.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,b0283ddef031667c7405a29591d571df,298e376e163cc05c0f15ddacab007a4ea7892da6ffed24ee57108187e4de984e,ctls,track.hubspot.com,443,https://track.hubspot.com,https,cloudflare,image/gif,GET,104.16.118.116,/,-1417096262,/favicon.ico,,2606:4700::6810:7574,1,False,nonerror,0,,cloudflare,HSTS,True,True,
vars.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,316312,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-24T00:00:00Z,2025-09-21T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,,hotjar.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,8f0136b31c27ac67c6dfb6dd57a892ed,418f3f14767d2306391137b13cf129c3036a6aefb7dd191dabcefc55c1b02fab,ctls,www.hotjar.com,443,https://vars.hotjar.com,https,,text/html,GET,3.167.227.16,/,,/images/touch-icon-192x192.png,https://www.hotjar.com,3.167.227.97,701,False,other,0,,,Webpack,,True,
vimeocdn.com,,404,182,vimeocdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-09-24T22:55:12Z,2025-10-26T22:55:11Z,CN=vimeocdn.com,vimeocdn.com,,vimeocdn.com,"CN=GlobalSign Atlas R3 DV TLS CA 2024 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2024 Q3,GlobalSign nv-sa,37273300f0b83a323ee4e1c362662350,7f55e8094006659e43a626e4686b25bd77ac792ba9fcad4b0ca10f7b9d014307,ctls,vimeocdn.com,443,https://vimeocdn.com,https,UploadServer,application/xml,GET,151.101.2.109,/,1154390870,/favicon.ico,,151.101.130.109,1,False,error,0,,fastly,Varnish,True,,
webchat.nominet.uk,Nominet Live Help,200,7623,webchat.nominet.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-05T22:52:14Z,2025-05-06T23:52:07Z,CN=webchat.nominet.uk,webchat.nominet.uk,,*.webchat.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,9a926e72b08cf29f32ee39176889e396,e7fec5ceff5d68aec435f76e2a694bcd94bddd18178d0ef88507ae082e2bbb11,ctls,webchat.nominet.uk,443,https://webchat.nominet.uk,https,cloudflare,text/html,GET,162.159.135.42,/,924246179,/img/icon.png,,162.159.135.42,119,False,nonerror,0,,cloudflare,HTTP/3,True,True,
