input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,final_url,a_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched
apply.jobs.nominet.org.uk,Access Denied,403,410,www.sap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-09-10T00:00:00Z,2025-09-10T23:59:59Z,"CN=www.sap.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",www.sap.com,SAP SE,www.deloscloud.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7a34ab2499bcd7ffc455e046c3b2bfc3,879939374d6d97d3aaba44aacb4abde918beb9c5a22878ad3e36121d592e54c2,ctls,www.sap.com,443,https://apply.jobs.nominet.org.uk,https,AkamaiGHost,text/html,GET,130.214.193.81,/,-1270699277,/favicon.ico,https://www.sap.com/products/recruiting-software.html,130.214.193.81,11,False,error,0,,,,,,
assets-members.nominet.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://assets-members.nominet.uk,https,cloudflare,text/html,GET,172.67.202.252,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/,2606:4700:3033::ac43:cafc,585,False,other,0,*.hsleadflows.net,cloudflare,Yoast SEO:23.9,True,,
auction.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://auction.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,213.248.242.16,585,False,other,0,ssl.google-analytics.com,,Yoast SEO:23.9,,,
autodiscover.nominet.org.uk,Outlook,200,11018,outlook.office365.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-06-27T00:00:00Z,2025-06-26T23:59:59Z,"CN=outlook.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",outlook.com,Microsoft Corporation,substrate-sdf.office.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,e7f504ed213e1145c121bd39db377a92,9f8ed1fc113ff4a05bdd72bab5d9ab02e00849860afbb85d567e00e6050190ae,ctls,outlook.office365.com,80,http://autodiscover.nominet.org.uk,http,Microsoft-IIS/10.0,text/html,GET,40.99.150.24,/,,/res.cdn.office.net/assets/mail/pwa/v1/pngs/apple-touch-icon.png,https://outlook.office365.com/mail/?realm=nominet.org.uk&vd=autodiscover,2603:1026:c0d:6a::8,1,False,nonerror,0,,,Windows Server,,True,
autodiscover.nominet.uk,Outlook,200,11018,outlook.office365.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-06-27T00:00:00Z,2025-06-26T23:59:59Z,"CN=outlook.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",outlook.com,Microsoft Corporation,substrate-sdf.office.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,e7f504ed213e1145c121bd39db377a92,9f8ed1fc113ff4a05bdd72bab5d9ab02e00849860afbb85d567e00e6050190ae,ctls,outlook.office365.com,80,http://autodiscover.nominet.uk,http,Microsoft-IIS/10.0,text/html,GET,52.98.179.248,/,,/res.cdn.office.net/assets/mail/pwa/v1/pngs/apple-touch-icon.png,https://outlook.office365.com/mail/?realm=nominet.uk&vd=autodiscover,2603:1026:c0d:74::8,1,False,nonerror,0,,,Windows Server,,True,
autodiscover.pdns.nominet.uk,Outlook,200,11018,outlook.office365.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-06-27T00:00:00Z,2025-06-26T23:59:59Z,"CN=outlook.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",outlook.com,Microsoft Corporation,substrate-sdf.office.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,e7f504ed213e1145c121bd39db377a92,9f8ed1fc113ff4a05bdd72bab5d9ab02e00849860afbb85d567e00e6050190ae,ctls,outlook.office365.com,80,http://autodiscover.pdns.nominet.uk,http,Microsoft-IIS/10.0,text/html,GET,52.98.179.168,/,,/res.cdn.office.net/assets/mail/pwa/v1/pngs/apple-touch-icon.png,https://outlook.office365.com/mail/?realm=pdns.nominet.uk&vd=autodiscover,2603:1026:c0d:82b::8,1,False,nonerror,0,,,Windows Server,,True,
beta1-droplists.nominet.uk,,403,243,beta1-droplists.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2024-12-31T04:52:07Z,2025-03-31T05:52:06Z,CN=beta1-droplists.nominet.uk,beta1-droplists.nominet.uk,,beta1-droplists.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,9a137bb97ff59b3985fd277115350cf7,1cd64d4b3e2552b2ebd0200686c3ce05ce1ed9f34a0b0a375363ddd5bf4362fa,ctls,beta1-droplists.nominet.uk,443,https://beta1-droplists.nominet.uk,https,cloudflare,application/xml,GET,104.21.22.60,/,,/favicon.ico,,2606:4700:3031::6815:163c,2,False,error,0,,cloudflare,Cloudflare,True,,
beta2-droplists.nominet.uk,,403,243,beta2-droplists.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2024-12-30T20:55:42Z,2025-03-30T21:55:39Z,CN=beta2-droplists.nominet.uk,beta2-droplists.nominet.uk,,beta2-droplists.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,bdfb1cc8cd1ca1cc70bbcde97a0716cd,ccacb5fe1b9b2d83e9f6c1d6993bf341775b5fc8f5c6fb86a0c970de2332d25b,ctls,beta2-droplists.nominet.uk,443,https://beta2-droplists.nominet.uk,https,cloudflare,application/xml,GET,104.21.22.60,/,,/favicon.ico,,2606:4700:3033::ac43:cafc,2,False,error,0,,cloudflare,Cloudflare,True,,
bi.nominet.org.uk,Oracle Business Intelligence Sign In,200,8670,bi.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-09-05T00:00:00Z,2025-10-02T23:59:59Z,"CN=bi.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",bi.nominet.org.uk,Nominet UK,bi.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,621463251387da2171573e745907cbf5,f9115b71c583be9444872815cc63b1f48f8a8dd9b841f78730f84ea77d098fde,ctls,bi.nominet.org.uk,443,https://bi.nominet.org.uk,https,,text/html,GET,213.248.236.206,/,,/favicon.ico,https://bi.nominet.org.uk/analytics/saw.dll?bieehome&startPage=1,2a01:618:8008:0:1c56:bd70:22d:5215,95,False,nonerror,0,,,Oracle WebLogic Server,,,
bi.nominet.uk,Oracle Business Intelligence Sign In,200,8670,bi.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-09-05T00:00:00Z,2025-10-02T23:59:59Z,"CN=bi.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",bi.nominet.org.uk,Nominet UK,bi.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,621463251387da2171573e745907cbf5,f9115b71c583be9444872815cc63b1f48f8a8dd9b841f78730f84ea77d098fde,ctls,bi.nominet.uk,443,https://bi.nominet.uk,https,,text/html,GET,213.248.236.206,/,,/favicon.ico,https://bi.nominet.uk/analytics/saw.dll?bieehome&startPage=1,2a01:618:8008:0:1c56:bd70:22d:5215,95,False,nonerror,0,,,Oracle WebLogic Server,,,
bid4818.6214058t.email.nominet.uk,Trust & Safety Policies,200,102709,policy.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-31T13:38:49Z,2025-03-31T14:38:43Z,CN=policy.hubspot.com,policy.hubspot.com,,policy.hubspot.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,54816e8de91fcdebc07e5cad559a0749,7844d5f19a323c1f836e0f203df29d01ed14aaf3aa9fff4f38e9c3e0586b22b0,ctls,policy.hubspot.com,80,http://bid4818.6214058t.email.nominet.uk,http,cloudflare,text/html,GET,158.247.30.142,/,,/hubfs/guidelines_approved-sprocket-2.svg,https://policy.hubspot.com/abuse-complaints,158.247.30.142,1695,False,other,0,,,HubSpot CMS Hub,,,
blog.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://blog.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,213.248.242.16,585,False,other,0,fonts.googleapis.com,,Yoast SEO:23.9,,,
boston.epp.nominet.uk,404 Not Found,404,146,boston.epp.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-07-08T00:00:00Z,2025-08-08T23:59:59Z,"CN=listapi.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",listapi.nominet.org.uk,Nominet UK,listapi.nominet.org.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3ce3d39a73c126800b57dc1c22dfb37a,e5302f25f7a5a4c6dab904cd21351c8d59fd28ed0c78b5d146cb92da21cb4543,ctls,boston.epp.nominet.uk,443,https://boston.epp.nominet.uk,https,,text/html,GET,213.248.242.77,/,,/favicon.ico,,2a01:618:8009:0:92b:71f5:c10a:c1,8,False,error,0,,,,,,True
cdn-cookieyes.com,,200,2,cdn-cookieyes.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-18T09:54:52Z,2025-04-18T10:54:49Z,CN=cdn-cookieyes.com,cdn-cookieyes.com,,*.cdn-cookieyes.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cbf8818bb60b406c33322156b2ac8324,9bf513cec52701e3fed69fa20bb64aff0172536918aae8974f06527e745362f5,ctls,cdn-cookieyes.com,443,https://cdn-cookieyes.com,https,cloudflare,text/html,GET,172.67.20.8,/,,/favicon.ico,,2606:4700:10::6816:3a5b,1,False,nonerror,0,,cloudflare,Cloudflare,True,True,
community.nominet.uk,Nominet Community - A place for members of the Nominet Community to connect.,200,62319,community.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T09:30:42Z,2025-04-02T10:30:39Z,CN=community.nominet.uk,community.nominet.uk,,community.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c940486e6f0d70b9d64f4d5733146257,0a55c7550489ae536b953fdfa8e59078e58c50ee54c9960d0ae25cc89e33326c,ctls,community.nominet.uk,443,https://community.nominet.uk,https,cloudflare,text/html,GET,172.67.202.252,/,-934604326,/uploads/default/optimized/1X/75db3918deff3bcbb7740ededef6f5c8cfbbd3ea_2_32x32.png,https://community.nominet.uk/login,2606:4700:3033::ac43:cafc,490,False,nonerror,0,https://nominethub.adriandavey.mail.rouge-dev3.com,cloudflare,Ruby on Rails,True,,
connect.facebook.net,,200,519,lm.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,ctls,lm.facebook.com,443,https://connect.facebook.net,https,,text/html,GET,157.240.252.13,/,-560962771,/favicon.ico,https://lm.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2Faymh%2Fredirect-cycle%2F%3Ft%3D1%26rcs%3DATBMoBA_1FZPYYnVhRE1My93kXtlF2U2Ns8iRcvj4Ki5aMFbTDk1x1BX3KDrn-MwOA_5RAwmpuyTCeJF-Bxx_PQsYvnI4G7RfEVG6YLqX8x2SWukcAY-vsjkV99HB3sSN2gdp4VL9QEmGl1rCwX53ey6aNOgl7n40tDz1v8Q2uxsbJW3_lYnyXdQC7mHscguTSp9JHxQzh7-3-O_ky8U-iR3qR8pkw4BKCEYcNs8W6S_lik_RDsinMO7IA%26refsrc%3Ddeprecated&h=AT1tiWHRqs6JX9T_TZPBSmY426aAYLyr9SiYM0tArZjQtKLjotQuvtWr2Lln86BgH0zJ2Ksjp_iDmhFhAdl8vX_qugtzzTo_EylO2kjHmY9jU463Z02BAMTaqdZ6EDUjzet0O75fsq9o2XU,2a03:2880:f084:105:face:b00c:0:3,1,False,other,0,www.instagram.com,,HTTP/3,,True,
cti.nominet.uk,Users - MISP,200,7090,cti.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-09-23T00:00:00Z,2025-10-22T23:59:59Z,CN=cti.nominet.uk,cti.nominet.uk,,cti.nominet.uk,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,dc068c45aa2e07e7daf0c76691885366,e19c27837bee4833b1138d446f53fbbe83a6f068c45742bbc9b8197c0381ba41,ctls,cti.nominet.uk,443,https://cti.nominet.uk,https,nginx,text/html,GET,13.41.161.198,/,-137577333,/img/favicon.png,https://cti.nominet.uk/users/login,35.176.162.179,148,False,error,0,,,Stimulus,,,
data.nominet.uk,,200,1129,data.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-06-20T00:00:00Z,2025-07-21T23:59:59Z,"CN=data.nominet.uk, O=Nominet UK, L=Oxford, C=GB",data.nominet.uk,Nominet UK,data.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,598e1d631d1a1a9d628b33b3b40321e1,392f18cdac82cb16c915ee14029c85808f4c22d9377f02ecd28c1d0cfab908a6,ctls,data.nominet.uk,443,https://data.nominet.uk,https,files.com,text/html,GET,18.132.27.123,/,-734781815,/favicon.ico,,3.8.30.204,1,False,other,0,s3-me-south-1.amazonaws.com,,HSTS,,,
dev.visualwebsiteoptimizer.com,,200,,dev.visualwebsiteoptimizer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-29T05:16:26Z,2025-07-31T05:16:26Z,CN=*.visualwebsiteoptimizer.com,*.visualwebsiteoptimizer.com,,visualwebsiteoptimizer.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",fd8b5e3f7f96185d6a518a6ad28683d0,4b41a51377ed781b6d586b68a6be9f2e3f9f971ed2dd12c65d7eabda8c56df48,ctls,dev.visualwebsiteoptimizer.com,443,https://dev.visualwebsiteoptimizer.com,https,gfra1,application/javascript,GET,34.107.218.251,/,,/favicon.ico,,34.107.218.251,1,False,other,0,,google,HTTP/3,True,True,
