new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt
[x],pwnzilla.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],report.secnews.gr,300,"104.19.143.56, 104.19.140.56, 104.19.141.56, 104.19.142.56, 104.19.139.56","2606:4700:1::6813:8d38, 2606:4700:1::6813:8e38, 2606:4700:1::6813:8c38, 2606:4700:1::6813:8b38, 2606:4700:1::6813:8f38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ro.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ru.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],secnews.gr,300,"104.19.139.56, 104.19.140.56, 104.19.142.56, 104.19.143.56, 104.19.141.56","2606:4700:1::6813:8e38, 2606:4700:1::6813:8d38, 2606:4700:1::6813:8c38, 2606:4700:1::6813:8f38, 2606:4700:1::6813:8b38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,"ahrefs-site-verification_c6c789bcf0332a0147cf4e2164fc7cc2426605ac7a7ff12e26f77c49b5a4b1bb, b32f745a77e94b456a7fa5f503c527c5.secnews.gr, ca3-2a76be607b1e440185635a2a968b85da, facebook-domain-verification=i6u8rapx9bl12fngk9ulnt7h2usod4, google-site-verification=5idMRro8mqU3bpdGR8FeYHiBybplvTMCZ7xASmX5pq8, v=spf1 include:_spf.secnews_gr._d.easydmarc.pro include:servers.mcsv.net include:spf.mandrillapp.com ~all"
[x],si.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],sites.secnews.gr,300,142.250.74.19,2607:f8b0:4004:c09::79,ghs.googlehosted.com,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,
[x],sk.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],sl.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],sm.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],so.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],sq.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],sr.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],st.secnews.gr,1187,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],su.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],subscribe.secnews.gr,300,205.201.132.26,,"us4-28e52464-37518ef35642de97a15d07072.pages.mailchi.mp, terminator.capstone.com.akadns.net","{'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}",NOERROR,,,
[x],sw.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ta.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],te.secnews.gr,1621,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],tg.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],tl.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],tr.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],tracker.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],uk.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ur.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],uz.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],webmail.secnews.gr,300,142.250.185.83,2a00:1450:4001:80b::2013,ghs.googlehosted.com,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,
[x],wikileaks.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],www.publish.secnews.gr,1800,,,publish.secnews.gr,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],www.secnews.gr,300,"104.19.143.56, 104.19.140.56, 104.19.142.56, 104.19.141.56, 104.19.139.56","2606:4700:1::6813:8b38, 2606:4700:1::6813:8d38, 2606:4700:1::6813:8e38, 2606:4700:1::6813:8f38, 2606:4700:1::6813:8c38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],yi.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],yo.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],zh-cn.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
