new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt
[x],bn.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],bs.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],bxro41ms5g.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ca.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],calendar.secnews.gr,300,,2a00:1450:4001:812::2013,ghs.googlehosted.com,,NOERROR,True,google,
[x],cdn.secnews.gr,300,,"2606:4700:1::6813:8b38, 2606:4700:1::6813:8c38, 2606:4700:1::6813:8d38, 2606:4700:1::6813:8e38, 2606:4700:1::6813:8f38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],cdnglobal.secnews.gr,300,"104.19.141.56, 104.19.139.56, 104.19.140.56, 104.19.142.56, 104.19.143.56","2606:4700:1::6813:8e38, 2606:4700:1::6813:8f38, 2606:4700:1::6813:8b38, 2606:4700:1::6813:8c38, 2606:4700:1::6813:8d38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ceb.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],cf-protected-www.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],cf-ssl4105-protected-www.secnews.gr,1559,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],cs.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],cy.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],da.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],de.secnews.gr,1181,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],docs.secnews.gr,209,142.250.74.83,2a00:1450:4001:81d::2013,ghs.googlehosted.com,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,
[x],email.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
