input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_mismatched,final_url,tls_subject_org_
accessibility.zapier.com,Sign In,403,2519,accessibility.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,accessibility.zapier.com,443,https://accessibility.zapier.com:443,https,,text/html,GET,52.87.144.228,/,1219667363,44.209.38.104,HSTS,119,False,,,,,,
account-management.vercel.zapier.com,,404,3744,account-management.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,account-management.vercel.zapier.com,80,http://account-management.vercel.zapier.com:80,http,Vercel,text/html,GET,76.76.21.164,/,1785140111,76.76.21.22,Vercel,10,False,,,,,https://account-management.vercel.zapier.com/,
algo2.vercel.zapier.com,,404,67,algo2.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,algo2.vercel.zapier.com,443,https://algo2.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,
api.approval.zapier.com,Not Found,404,179,api.approval.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-04T23:59:59Z,CN=approval.zapier.com,approval.zapier.com,*.approval.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,726f260c00450cd055e7a39170ea2f07,d9d2b950b49e40752aaaea115b0093c71e46703b2065236b7f66702b3f84ee9a,True,ctls,api.approval.zapier.com,443,https://api.approval.zapier.com:443,https,,text/html,GET,52.87.144.228,/,-909858089,52.2.228.131,HSTS,11,False,,,,,,
api.tables.zapier.com,Bad Request (400),400,143,api.tables.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-14T23:59:59Z,CN=*.zables.zapier.com,*.zables.zapier.com,zables.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0e7f44c43defef651cc8f1cc260cf08f,3d83274a9c7b4c595ac5432d6cf5d0a04ad20efba16ee328fa9ebcc74298fd11,True,ctls,api.tables.zapier.com,443,https://api.tables.zapier.com:443,https,uvicorn,text/html,GET,13.32.121.101,/,1164238796,13.32.121.53,Uvicorn,11,False,cloudfront,True,,True,,
api.zapier.com,,404,24,api.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,api.zapier.com,443,https://api.zapier.com:443,https,,application/json,GET,99.86.4.89,/,-889832889,99.86.4.26,HSTS,1,False,cloudfront,True,,,,
approval.zapier.com,404:  Not Found,404,237442,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://approval.zapier.com:443,https,,text/html,GET,52.2.228.131,/,1084554790,44.209.38.104,HSTS,21,False,,,accounts.google.com,,https://zapier.com/apps/approval/integrations,
apps1-fm-ext.vercel.zapier.com,,404,67,apps1-fm-ext.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,apps1-fm-ext.vercel.zapier.com,443,https://apps1-fm-ext.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,
async.zapier.com,Async,200,868,async.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,async.zapier.com,443,https://async.zapier.com:443,https,,text/html,GET,52.87.144.228,/,704638839,52.2.228.131,HSTS,27,False,,,,,,
awsconfig.security.zapier.com,,200,2326,awsconfig.security.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-25T00:00:00Z,2024-04-22T23:59:59Z,CN=awsconfig.security.zapier.com,awsconfig.security.zapier.com,awsconfig.security.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e143b1d1cc1d57576cc3ea0415a9738,90db54aeba5de4bf9858d945dbec8acf687014c406c20b721e0732f410b5d29f,,ctls,awsconfig.security.zapier.com,443,https://awsconfig.security.zapier.com:443,https,gunicorn,text/html,GET,52.204.62.64,/,-986470109,54.147.86.255,gunicorn,20,False,,,,,,
brand-old.zapier.com,Zapier newsroom,200,244871,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://brand-old.zapier.com:443,https,Vercel,text/html,GET,52.87.144.228,/,280311516,52.2.228.131,Vercel,131,False,,,,,https://zapier.com/press,
c3-test.vercel.zapier.com,,404,67,c3-test.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,c3-test.vercel.zapier.com,443,https://c3-test.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,
canada-playbook.zapier.com,Zapier - Sign In,200,22560,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,443,https://canada-playbook.zapier.com:443,https,nginx,text/html,GET,44.209.38.104,/,-973840164,52.87.144.228,Nginx,492,False,,,*.authenticatorlocalprod.com:8769,,https://zapier.okta.com/app/zapier_zapierhq_2/exk3i55sehURZsSC15d7/sso/saml?SAMLRequest=nVZZk6JKFn7vX2HQEfNiWCyKlE5bHckiYgkKIi4vNxJIAWWTTAH99ZfS2rqip%2BfOvECcj7N9Z8nkx886iVslKnCUpSOKfWCon0%2FffqSYGYIzCVMLnc4Ik1ajleJhA4%2Boc5EOM4ijRoQJwkPiDZdAnw25B2aYFxnJvCym3g3YPxtAjFFBmtgfFtyICgnJhzRdVdVD1X3IioDmGIahmQHdKPk4Cr5TLfBmKWUpPieoWKKijDy0smZ3B7jxEJ4erjCPUPHgZQmNYRJzHoxjF3rHn94Zk6yx0%2FxRn%2B9yXYEThB7H9%2Fs95l8wyf%2FtkXrEDHo%2BfOTcjuBB1OmxzQMKnNcZQDjoe489j3ddqiU3FYpSSG4lfAv9Gjc7EngLDvP8Ffvr%2FgpPf3E0qo%2FdiOcxClfWDi8llvcFGuPslivV0uQRFfkd45CUxNqf5jM1t%2Ba9VGm%2B4EVTu6hEI2oPY4xeEHxGWooJTMmI4hiu22H4Dte12cchwww5bke1Fq%2F9EaPUj9Lgz71x70p4OLHtRWcxX9pUy3mblEaBemrmhB3e4hatcVYkkPzZ4wvS0NnfVIcoJRG5UE9fq%2F%2BD%2FnD7EoIbLqOgKe%2B5QK2mWdS7xFIfn5GvpfvsLkswzdKoaXR0vTVFRyTM%2FBaIg6yISJj8hwFjaZZ5GbAOqr2Ox%2FbS7xT9Jf4%2F9PTLqBYYdnAI2TdnFtqjAqUeaq0sbUR9%2F21%2F76p2AVP8Ui38Rf7fMkBpieIsR34HvxF5S%2Bafe%2Fx9dejfpSlHQbMR%2F0%2BtPtfp7sWB8Rk9bZGj7YPuyq90f9oTu4Z%2BUcDaTk5CNrrn8Fn7jrzX%2BVX%2BOiXvTb0bpQw93pu2xmxUAgNR0ws%2B2wU9JZgueCZuH7Tjiaf9jZ0hTT%2Ba80lfmWrr1YBZ1oOAtgz4TfaWpHZVeC0elWe16E%2BFSbkikD1dopC0r0JORMEtiCbUoRJdo0qf99eVklbL9qQI%2BoR8K%2BGu11d4aNJ2nLLCAhysQp8a2wHqng%2B6Xqhl10q0GZ3vVqMPSp8o3Gg9o8sHxw3PDGRI4IckvRya%2B2Y5CHrSNU1a2pIEXE0CplLJ5nb6nO20sPSMRp6JJqhcW5np4KgCdqWIoS553KqWrmAqBoYjgkAHyfigm0wlVVvZMc2JDCzWXTuhblWVGtywZ1k0ps5YD5w1G2%2BXouM2x%2FBuM73CjcV%2Fsp01tsrSmU50a1Upd0yWQY1dzghdtcmqa563nFJNQs%2FQ7aCa21pXt83aOOjM%2BgU73DDmHTuIRDdxJZk3X6pSTa%2B7T3wkUEnbtV7LNpjd%2BXi6OHHIbq3UDRF4xzJdYeLV6tLk3fDSxs4Zbnaxlxq5Pzl%2BssW6qFjT1dGrxzaw75iuy2pdbrkxhurg6kv8YWtLYnoFhhgcT%2BExUgcVIza1HgMwFw9NvYPtUQq2CjifTb6urw4rbuX6kD1W%2FDKxiOlb7rhcD1IlIcC07OdrM7SaZ9EJTdpBiDaCQBMHDPL%2BasuelllYdq87Iz6vl4etmlg704jIXhUnh6NOj2G8p80a%2BWC3ob2eY1xy12%2BfpmL7wpZXFCehF%2BGgD4PFudyT46ldTLmzg8UA7Z3yCAN5zaDyBNuPTRkVAOyvnPCNU9BwesTatt0Da6s%2F02n%2B2gXPh0MW5c75sHByu20mvFAYNKCn6%2Bkzucp1tAezyVzhBTCW%2FU0%2FikDptP1%2BSFjjUW5vrK1oilmaW9l0sYvEtr5qR1hhUHLMl8LYKOGSnNT21RL6p9R1j6wRu4f9nuEv7bo%2FjwNjxvZWpqKu7ZlaK%2Bs5nRf0os8d2biqRq%2BL9XVTPtD7NtG%2FbNqvu%2Fh0%2B3symqtOkxdZHHmX5gyMs0oqUOPq%2Fbr%2Bb%2Fcl%2B8B%2BvS8TGMXA9wuE8evZ%2B%2Btf2tO3vwE%3D&RelayState=05d1ee95-5372-47b7-a71f-f42cb8dc93c8,"Okta, Inc."
careers.vercel.zapier.com,,404,67,careers.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,careers.vercel.zapier.com,443,https://careers.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,
cdn.zapier.com,,403,243,cdn.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,cdn.zapier.com,443,https://cdn.zapier.com:443,https,AmazonS3,application/xml,GET,143.204.215.33,/,1556589176,2600:9000:214f:a600:1c:f7a9:7980:93a1,Amazon Web Services,2,False,cloudfront,True,,,,
community.zapier.com,"Zapier Community | Ask, Learn, Share, Connect | Zapier Community",200,483463,community.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-02T23:59:59Z,CN=community.zapier.com,community.zapier.com,community.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9c9d2e7c9057c246e8da4e8187c5a3ee,47c102435139b59fbab431c26a56cf912f9ce15830649e9e6eefd2820b263614,,ctls,community.zapier.com,443,https://community.zapier.com:443,https,nginx,text/html,GET,13.32.99.37,/,586998417,2600:9000:2251:f800:a:5db3:91c0:93a1,Nginx,5660,False,cloudfront,True,,,,
condor.zapier.com,,200,8127,condor.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-07T06:35:16Z,2023-08-05T06:35:15Z,CN=condor.zapier.com,condor.zapier.com,condor.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5f6033a11256ae31343126933d4bdd90,2404ff31141123b8b953558d4753bb48cfd0dcc0bd968e46758a4513f4b6a02a,,ctls,condor.zapier.com,443,https://condor.zapier.com:443,https,Vercel,text/html,GET,76.76.21.9,/,-2070047203,76.76.21.142,webpack,1,False,,,,,,
config-container-www-test.vercel.zapier.com,,404,67,config-container-www-test.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,config-container-www-test.vercel.zapier.com,443,https://config-container-www-test.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,
contentfulwebhook.zapier.com,,200,11,contentfulwebhook.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,contentfulwebhook.zapier.com,443,https://contentfulwebhook.zapier.com:443,https,,text/html,GET,52.87.144.228,/,-48476174,44.209.38.104,HSTS,1,False,,,,,,
data-ingest.zapier.com,503 Service Temporarily Unavailable,503,190,data-ingest.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-18T21:04:29Z,2023-08-16T21:04:28Z,CN=data-ingest.zapier.com,data-ingest.zapier.com,data-ingest.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56d45e0f54417822b7efac46969cdd42,22efd45d37ab0eb5d674996680599745e894b14140f8348c98d4c53e99c72c54,,ctls,data-ingest.zapier.com,443,https://data-ingest.zapier.com:443,https,,text/html,GET,54.86.243.223,/,1457316476,23.20.210.241,HSTS,8,False,,,,,,
debug-b2b-oceania-exchangedns.vercel.zapier.com,,404,67,debug-b2b-oceania-exchangedns.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,debug-b2b-oceania-exchangedns.vercel.zapier.com,443,https://debug-b2b-oceania-exchangedns.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,
design-system-bff.zapier.com,Error,404,139,design-system-bff.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,design-system-bff.zapier.com,443,https://design-system-bff.zapier.com:443,https,,text/html,GET,52.87.144.228,/,1593207841,44.209.38.104,HSTS,11,False,,,,,,
design.zapier.com,Zapier Brand,200,280805,brand.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T08:26:06Z,2023-07-31T08:26:05Z,CN=brand.zapier.com,brand.zapier.com,brand.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6acacc529067c73037bab70b76a1dedc,e265a024183ec983f83d076f86985e88e6d9a8fa4d65163ef740ccc100cf9b2c,,ctls,brand.zapier.com,443,https://design.zapier.com:443,https,Framer/f914d44,text/html,GET,44.209.38.104,/,712747597,52.87.144.228,HSTS,69,False,,,,,https://brand.zapier.com,
docs.api.zapier.com,Hello from Zapier Public API | Zapier Public API,200,72517,docs.api.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-26T23:59:59Z,CN=docs.api.zapier.com,docs.api.zapier.com,docs.api.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,85b06c7f0a6d75142ad235fbc52e107f,2ede2519b765b8667472fef8dc67782bc090f3cdbf3206754071bd26c03af3dc,,ctls,docs.api.zapier.com,443,https://docs.api.zapier.com:443,https,AmazonS3,text/html,GET,13.224.189.95,/,657359092,13.224.189.83,webpack,16,False,cloudfront,True,,,,
editor.vercel.zapier.com,Zapier | Automation that moves you forward,200,1128358,editor.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,editor.vercel.zapier.com,443,https://editor.vercel.zapier.com:443,https,Vercel,text/html,GET,76.76.21.98,/,134644791,76.76.21.164,Vercel,400,False,,,,,,
email.mail.zapier.com,,404,19,email.mail.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T20:09:52Z,2023-07-08T20:09:51Z,CN=email.mail.zapier.com,email.mail.zapier.com,email.mail.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,944a352156ede494fc0a5f9f98f36a07,1a2e2ae092ed3390757e78357dbbcdc150fc319a312d67b16a7b14690f5b1469,,ctls,email.mail.zapier.com,443,https://email.mail.zapier.com:443,https,,text/plain,GET,34.110.180.34,/,-138391155,34.110.180.34,,2,False,google,True,,,,
engineering.zapier.com,Sign In,403,2519,engineering.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,engineering.zapier.com,443,https://engineering.zapier.com:443,https,,text/html,GET,52.2.228.131,/,1219667363,44.209.38.104,HSTS,119,False,,,,,,
events.zapier.com,,403,42,events.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,events.zapier.com,443,https://events.zapier.com:443,https,,application/json,GET,34.232.45.185,/,478243331,54.205.109.129,,1,False,,,,,,
