new,host,a,soa,status_code,ns,cname,cdn,cdn-name,mx,txt,caa,has_internal_ips,internal_ips,aaaa
,v4api.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,v4apiaccept-domain.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4betavideov2oceania-mx.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4bucketsslvpn.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4cache.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4chef.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4dbmsrepopaymentsstorage.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4ftce2.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4int-database-intwww-test.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4liveconfig.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4mijntempcontainer-corporate.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,v4node-64-4-241-25.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4norresundbypizza.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,v4partners.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4team-beta-devenv-oceania-exchangedns.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4upload.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,v4uploadsb2bconfig-redirect.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4user.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4vipexample.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4winrar.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,va-wai12.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,va-wai4.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,va01.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,va11sa-p02.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,va13sa-x02.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vacanze-mare.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,vaccineub-97-21-244-public.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vaiocare.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vaiodirect.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,validates.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,validation3.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,value-suite-dev-pje-fe-client-vvs-gke-dev.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,value-suite-oi-emory-prod.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,value-suite-pje-autopush.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,value-suite-pje-dev.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,valumart.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vanderbijlpark.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,vanilla-dev1.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vantage06-dmh.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vapor.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,vasanta.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vasculaire.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vasupr24.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vatly77.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vatsan.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vaultfrontend01-dca1.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vavdi.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vavirk.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vb-stage.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vb2.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vbiotestff-nlb.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vcbs.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vcedashboard-maruni-seiki-com.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vcnet.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vcs-va-useast2a-useast2a.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vcse02.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vdi-tok.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vdouglas.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vec01e.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,vec04.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vedere.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,velvet-pilot.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vendorcentral-portal-au.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vendorcentral-portal-sa.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vendorinfo.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vengate.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,venkatranda.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ventana2-dev.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vep.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verdeescuro-color.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verif.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verification.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verifiedme.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verilylegal.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,verkiezingen.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,versionpre.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vespoli.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vet-4-3-2.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vetldr-05.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vetlpride-stlsmo-t01.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,veuncover.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vgcmdm.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vge-2-1-9.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vh4.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vhp-enrollment-api-server-mmurakowski-dev.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vhp-trisotech-dev.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vi-int-jobs.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,viaoneservices.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vic.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,vich1.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,victoria-metrics-dev.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vidcatprocred.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videnciaeamor.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-128raw.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-a173-222-40-91.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-a23-38-189-88.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-acc.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-api.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-aroided.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-b2bconfig-redirect.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-bot.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-bucketprod.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-cacheprodlab-db2-corp.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-internal-support-corp.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-legacyv1-oceania-mx.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-parent.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-platform-splunk.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-preferencesbackup-start-clients.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-s3loginbackup-accept-domain.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-status-sso-signup.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-upload-node-docs.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-uploads-v1-web.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-users-research-corporate-gitvpn.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-vpn-altimgshare.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,NOERROR,,,,,,,,,,
,video-webapp.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,video-wp-mysqlbackups-www-test.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoadmin-alpha-gatewaysignup.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,videoclipf.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoclw.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoconfluence-streamingassets-postmanbackups-www-test.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videodevstoremiembrostunnel-mx.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoelasticbeanstalknwk1.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoinfrastatus.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videojenkins-web01.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,videologexamplestunnel-mx.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videonwk1.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoredirectsalesbetatemp-exchangedns.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videos3videoio.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videosql.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videostatus-sslvpnclients-stats-corp.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoteam-cloudstart-clients.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videotron.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videouploadssh-db2-corp.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,videov1jenkinssecure-infomediaconfig-helpdesk.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,videoweb.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,,,,,
,viesxi3.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vietnamancermediacenterbbva.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,view-pop3.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,view.email.wealthsimple.com,13.111.46.115,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
,viewmail.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,villa.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,villanova.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vils.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vinbo.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vinur.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-api.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-artifactory4.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-awsmail-start-clients.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-bucket-upgrade-log.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-cistorebackups-www-test.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-cs-config.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-downloaddockerintra-backups-www-test.builds.wealthsimple.com,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vip-hosting-loginaccept-domain.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129","ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
