input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url,tls_expired
artifact.lpportal.kkr.com,,403,42,artifact.lpportal.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-04T23:59:59Z,CN=artifact.lpportal.kkr.com,artifact.lpportal.kkr.com,www.artifact.lpportal.kkr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ba895b082d08a5e26b00a6770e614fa0,afc2a876a57854fd0daf295af59bd59729ae45181eaf0cd8b665b19d44957a9d,ctls,artifact.lpportal.kkr.com,cloudfront,443,https://artifact.lpportal.kkr.com:443,https,,application/json,GET,143.204.215.38,/,768769774,143.204.215.30,Amazon Web Services,1,False,True,,,,,,
assets.kkr.com,KKR Brand Portal,200,31309,assets.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=kkr.bynder.com,kkr.bynder.com,assets.kkr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8d22f1fbad8a8fa33f39553983f72c3e,74b004f8b72667cb4af350f612bf347efc5b54989dd4177a3e3fd97df1f27070,ctls,assets.kkr.com,cloudfront,443,https://assets.kkr.com:443,https,nginx,text/html,GET,18.66.97.12,/,-1840324437,2600:9000:223c:7e00:5:7ac0:28c0:93a1,Nginx,596,False,True,,,,fast.appcues.com,https://assets.kkr.com/login/,
au.sso.kkr.com,Not Found,404,1637,au.sso.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,au.sso.kkr.com,,443,https://au.sso.kkr.com:443,https,,text/html,GET,203.193.8.54,/,681743650,203.193.8.54,,54,False,,True,,,,,
auditboard.kkr.com,Submit Form,200,1521,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://auditboard.kkr.com:443,https,,text/html,GET,65.216.176.44,/,1311466170,65.216.176.44,HSTS,26,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=f4167f8a-c076-451b-bb39-fc8899a64b9b&idpid=f784eebf-5f27-4edd-80e2-e251dbc503e7,
autodiscover.o365-test.kkr.com,Page Expired,200,1759,saml.sso.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,saml.sso.kkr.com,,80,http://autodiscover.o365-test.kkr.com:80,http,,text/html,GET,52.98.243.24,/,-1249852061,2603:1026:c0d:75::8,,51,False,,True,,,,https://saml.sso.kkr.com/idp/VaNAj/resume/idp/prp.ping,
aws.kkr.com,Sign On,200,4953,saml.sso.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,saml.sso.kkr.com,,443,https://aws.kkr.com:443,https,,text/html,GET,65.216.176.44,/,1904474102,65.216.176.44,,145,False,,True,,,,https://saml.sso.kkr.com/idp/startSSO.ping?PartnerSpId=urn:amazon:webservices,
awscentralsepam.kkr.com,Not Found,404,315,awscentralsepam.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awscentralsepam.kkr.com,,443,https://awscentralsepam.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
awsprivatemarketsdev.kkr.com,Not Found,404,315,awsprivatemarketsdev.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awsprivatemarketsdev.kkr.com,,443,https://awsprivatemarketsdev.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
awsprivatemarketspreprod.kkr.com,Not Found,404,315,awsprivatemarketspreprod.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awsprivatemarketspreprod.kkr.com,,443,https://awsprivatemarketspreprod.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
awsprivatemarketsprod.kkr.com,Not Found,404,315,awsprivatemarketsprod.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awsprivatemarketsprod.kkr.com,,443,https://awsprivatemarketsprod.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
awsprivatemarketstoolchain.kkr.com,Not Found,404,315,awsprivatemarketstoolchain.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awsprivatemarketstoolchain.kkr.com,,443,https://awsprivatemarketstoolchain.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
awsredirecttest.kkr.com,Not Found,404,315,awsredirecttest.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,awsredirecttest.kkr.com,,443,https://awsredirecttest.kkr.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,65.216.176.44,/,225052475,65.216.176.44,Microsoft HTTPAPI:2.0,7,False,,True,,,,,
blog.kkr.com,KKR – Engineering Blog,200,33387,blog.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-14T23:59:59Z,"CN=blog.kkr.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",blog.kkr.com,blog.kkr.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5bcc1bee57e192b58a09b0a8e549ace3,96a007abf37a8ed565f64b96844e3b8a320ce23eafd23523ef549826d0dc0fa5,ctls,blog.kkr.com,,443,https://blog.kkr.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,460,False,,,,"Cloudflare, Inc.",,https://blog.kkr.com/engineering/,
box-uat.kkr.com,Submit Form,200,1310,sso.services.box.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-29T00:00:00Z,2023-11-29T23:59:59Z,"CN=box.net, O=Box\, Inc., L=Redwood City, ST=California, C=US",box.net,www.box.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,11c00062b85fe4fadeb40315f9b1ba34,b0f903a35ab81f9aa10f16af90097181efbc839f691ba42442f9c5f469d89902,ctls,sso.services.box.net,,443,https://box-uat.kkr.com:443,https,,text/html,GET,65.216.176.44,/,-551040616,65.216.176.44,HTTP/3,26,False,,True,True,"Box, Inc.",,https://sso.services.box.net/sp/startSSO.ping?PartnerIdpId=urn:saml2:kkr&TargetResource=#target_resource%23,
box.kkr.com,Page Expired,200,1759,saml.sso.kkr.com,4443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,saml.sso.kkr.com,,443,https://box.kkr.com:443,https,,text/html,GET,65.216.176.44,/,1438914578,65.216.176.44,,51,False,,True,,,,https://saml.sso.kkr.com:4443/idp/MSGR9/resumeSAML20/idp/startSSO.ping,
briotix.kkr.com,Ping Identity,200,855,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://briotix.kkr.com:443,https,,text/html,GET,65.216.176.44,/,163050653,65.216.176.44,HSTS,22,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=7b905131-6d43-4f8a-abfb-8805b5bd72b2&idpid=7dd5c070-f372-4d37-aeaa-02316d18e86a,
browser.sentry-cdn.com,,403,13,browser.sentry-cdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T14:23:42Z,2023-10-30T14:23:41Z,CN=*.sentry-cdn.com,*.sentry-cdn.com,*.sentry-cdn.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,6e433db3958de2b57c2af1d06e7132fe,b3f3760b62b17bcab6fa6d72972ad45d4ea879940ca4ff1c33252af388c095e6,ctls,browser.sentry-cdn.com,fastly,443,https://browser.sentry-cdn.com:443,https,Fastly,text/plain,GET,151.101.2.217,/,-729950194,2a04:4e42:600::729,HSTS,1,False,True,True,,,,,
bynder-static.s3.amazonaws.com,,403,243,bynder-static.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,ctls,bynder-static.s3.amazonaws.com,,443,https://bynder-static.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.92.2.17,/,-1168297561,52.92.35.33,Amazon Web Services,2,False,,True,,,,,
china.kkr.com,KKR,200,41254,www.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-15T00:00:00Z,2023-10-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,www.kkr.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6427e1caa49833f4aea57af3cc0563ee,460957a187ed83714787c0415a87da39623fb82794203676a2c1be93c3a9aa1a,ctls,www.kkr.com,,443,https://china.kkr.com:443,https,cloudflare,text/html,GET,199.168.174.14,/,-366337701,199.168.174.14,Plesk,701,False,,,,"Cloudflare, Inc.",,https://www.kkr.com/de?lng=1,
click.communications.kkr.com,403 - Forbidden: Access is denied.,403,1233,click.communications.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T21:25:03Z,2024-04-10T21:25:03Z,CN=click.communications.kkr.com,click.communications.kkr.com,www.click.communications.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d2a00fe2248f2e469fb6cd2361997d1d,ed9a14de8733cf1054c6f50bd13f2d95e440b9af567ede4f24f436638d492710,ctls,click.communications.kkr.com,,443,https://click.communications.kkr.com:443,https,,text/html,GET,128.245.97.182,/,1631801191,128.245.97.182,HSTS,30,False,,,,,,,
concur.kkr.com,Login,200,2894,sso.identity.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T07:29:43Z,2024-01-27T19:25:14Z,CN=sso.identity.kkr.com,sso.identity.kkr.com,east.sso.identity.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",446865b07b52c135f14bde634c6de47a,0d287a1499b160dbfc8719f50f9d280c677d434bb4e52e2ba15991cb3b2bdc0c,ctls,sso.identity.kkr.com,,443,https://concur.kkr.com:443,https,,text/html,GET,65.216.176.44,/,-862303474,65.216.176.44,HSTS,1,False,,,,,,https://sso.identity.kkr.com/login/?spEntityID=https://us.api.concursolutions.com/saml2&goto=https://sso.identity.kkr.com/am/saml2/jsp/idpSSOInit.jsp?metaAlias%3D/KKR/Concur%26spEntityID%3Dhttps://us.api.concursolutions.com/saml2%26redirected%3Dtrue,
