input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_mismatched,csp_domains_,favicon,final_url,cdn_name,cdn,location,tls_wildcard_certificate
benz-walter.ltd2.nextcloud.com,Login – Nextcloud,200,24893,benz-walter.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-21T06:54:11Z,2025-04-21T06:54:10Z,CN=benz-walter.ltd2.nextcloud.com,benz-walter.ltd2.nextcloud.com,benz-walter.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,55b5a2bcbe1293a5d8e6054013168ee5,be46a2e66a51221d6a8b1be523c932d6dba9e7ddce5b7342d5aa93f69ab65de9,ctls,benz-walter.ltd2.nextcloud.com,443,https://benz-walter.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,wss://hpb.services.nextcloud.com,1464934096,https://benz-walter.ltd2.nextcloud.com/login,,,,
bitbw.ltd2.nextcloud.com,Login – Nextcloud,200,26266,bitbw.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T09:12:48Z,2025-04-29T09:12:47Z,CN=bitbw.ltd2.nextcloud.com,bitbw.ltd2.nextcloud.com,bitbw.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,1f27d332e564cda6ea425e13982259b0,34cc391acb862f964ca343545091504ae344215d09c7c0146c4524a394c6b6f9,ctls,bitbw.ltd2.nextcloud.com,443,https://bitbw.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1242599000,https://bitbw.ltd2.nextcloud.com/login,,,,
bots.nextcloud.com,502 Bad Gateway,502,166,bots.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-03T04:54:37Z,2025-05-04T04:54:36Z,CN=backport.bots.nextcloud.com,backport.bots.nextcloud.com,backport.bots.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,4977707242ac6be7988d8b32332b67b3,b9b33a8833ed9d8c824aa59f539035f0b84b2a7ed20ac39a5e824e65c4d53d1f,ctls,bots.nextcloud.com,443,https://bots.nextcloud.com,https,nginx/1.18.0 (Ubuntu),text/html,GET,176.9.217.58,/,/favicon.ico,2a01:4f8:130:32f1::58,Ubuntu,8,False,error,0,True,,,,,,,
bounces.apps.nextcloud.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,80,http://bounces.apps.nextcloud.com,http,nginx/1.25.4,text/html,GET,3.143.118.151,/,/favicon.ico,3.22.202.122,Nginx:1.25.4,85,False,nonerror,0,,,-1457628171,,,,,
bounces.nextcloud.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,80,http://bounces.nextcloud.com,http,CloudFront,text/html,GET,18.66.147.78,/,/favicon.ico,18.66.147.34,Amazon Web Services,20,False,error,0,,,,,cloudfront,True,,
bridgeport.ltd2.nextcloud.com,Login – Nextcloud,200,26344,bridgeport.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T15:15:19Z,2025-04-23T15:15:18Z,CN=bridgeport.ltd2.nextcloud.com,bridgeport.ltd2.nextcloud.com,bridgeport.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,9416660356c2a81df4a30ad18afba52d,31c7501b97284a57b5904589d1bf3c03b14d3b9600e9f4a038cd8b00110d8306,ctls,bridgeport.ltd2.nextcloud.com,443,https://bridgeport.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1242599000,https://bridgeport.ltd2.nextcloud.com/login,,,,
c0001.customerpush.nextcloud.com,503 Service Unavailable,503,398,c0001.customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-17T09:36:11Z,2025-03-17T09:36:10Z,CN=c0001.customerpush.nextcloud.com,c0001.customerpush.nextcloud.com,c0001.customerpush.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,3f9350e0ec3c8a9227ddc26b041d424e,18cfde40cd32b344075d16d5d91c04a3bb1cd1b45c8193edac92e0a3d48bbe5d,ctls,c0001.customerpush.nextcloud.com,443,https://c0001.customerpush.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,176.9.217.61,/,/favicon.ico,2a01:4f8:130:32f1::161,Ubuntu,12,False,error,0,,,,,,,,
c0002.customerpush.nextcloud.com,503 Service Unavailable,503,398,c0002.customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-27T21:49:23Z,2025-03-27T21:49:22Z,CN=c0002.customerpush.nextcloud.com,c0002.customerpush.nextcloud.com,c0002.customerpush.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,589e6ef72c7b5f645e63148592451264,677e773668d5d9a5395b700b28ecc53f69244bffeb7fc5f865fbedb1c5099fce,ctls,c0002.customerpush.nextcloud.com,443,https://c0002.customerpush.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,176.9.217.61,/,/favicon.ico,2a01:4f8:130:32f1::161,Ubuntu,12,False,error,0,,,,,,,,
c0003.customerpush.nextcloud.com,,404,19,c0003.customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-04T01:03:39Z,2025-05-05T01:03:38Z,CN=c0003.customerpush.nextcloud.com,c0003.customerpush.nextcloud.com,c0003.customerpush.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,496d0c82c5ba571f27bc892f6a4d6c8f,77ed7d9f82fb5e072930b0bc2bc438303f9ec52d80d734c623ca7314048eea52,ctls,c0003.customerpush.nextcloud.com,443,https://c0003.customerpush.nextcloud.com,https,nginx,text/plain,GET,95.217.53.156,/,/favicon.ico,2a01:4f9:2b:29dc::156,Nginx,2,False,error,0,,,,,,,,
c0004.customerpush.nextcloud.com,,404,19,c0004.customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-04T01:03:39Z,2025-05-05T01:03:38Z,CN=c0004.customerpush.nextcloud.com,c0004.customerpush.nextcloud.com,c0004.customerpush.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,5487884aa866f1b23dd316a3e93aa7d7,cf4f0501ac86e0995b03c38a6c29f4f335446b20ddf4ace37dcf77af7d176f9e,ctls,c0004.customerpush.nextcloud.com,443,https://c0004.customerpush.nextcloud.com,https,nginx,text/plain,GET,95.217.53.157,/,/favicon.ico,2a01:4f9:2b:29dc::157,Nginx,2,False,error,0,,,,,,,,
c0005.customerpush.nextcloud.com,,404,19,c0005.customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-07T01:03:40Z,2025-04-07T01:03:39Z,CN=c0005.customerpush.nextcloud.com,c0005.customerpush.nextcloud.com,c0005.customerpush.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,6f1e6aa256b1f19c0e25b80afcf70362,96f2de6d741ab611dffa64cdb10fc344bc7f31f15bf4d97aa81ab7b8b278995d,ctls,c0005.customerpush.nextcloud.com,443,https://c0005.customerpush.nextcloud.com,https,nginx,text/plain,GET,95.217.53.153,/,/favicon.ico,2a01:4f9:2b:29dc::153,Nginx,2,False,error,0,,,,,,,,
c4ats.ltd2.nextcloud.com,,502,,c4ats.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-07T14:23:29Z,2025-04-07T14:23:28Z,CN=c4ats.ltd2.nextcloud.com,c4ats.ltd2.nextcloud.com,c4ats.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,bdfb1f7631f83d5ea5c4b71c59f62af5,66ad75378360a5f42820ec08e7b75c92b9817ce34f70a88582ce114268649cd1,ctls,c4ats.ltd2.nextcloud.com,443,https://c4ats.ltd2.nextcloud.com,https,Caddy,,GET,37.27.104.209,/,/favicon.ico,2a01:4f9:3070:1b62::2,HTTP/3,1,False,other,0,,,,,,,,
c4atstest.ltd2.nextcloud.com,Login – Nextcloud,200,26262,c4atstest.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-08T10:56:03Z,2025-04-08T10:56:02Z,CN=c4atstest.ltd2.nextcloud.com,c4atstest.ltd2.nextcloud.com,c4atstest.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,9d28e2ca58192188caf1800d983170c6,7304eaa8548699d7c9035a174b7b04564ffa9aa72eed447f03392d409654717b,ctls,c4atstest.ltd2.nextcloud.com,443,https://c4atstest.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,stun.nextcloud.com:443,1242599000,https://c4atstest.ltd2.nextcloud.com/login,,,,
chemnitz.ltd1.nextcloud.com,Login – Nextcloud,200,26316,chemnitz.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-05T11:38:06Z,2025-05-06T11:38:05Z,CN=chemnitz.ltd1.nextcloud.com,chemnitz.ltd1.nextcloud.com,chemnitz.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,86b28abface3fcafc1a3b524d834e636,c5dcf08c7d2436dc937483b41f50fffe89637099b16c1fa941da63121d2af08d,ctls,chemnitz.ltd1.nextcloud.com,443,https://chemnitz.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://chemnitz.ltd1.nextcloud.com,1242599000,https://chemnitz.ltd1.nextcloud.com/login,,,,
chu-poitiers.ltd1.nextcloud.com,Login – Nextcloud,200,25820,chu-poitiers.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-19T11:32:48Z,2025-04-19T11:32:47Z,CN=chu-poitiers.ltd1.nextcloud.com,chu-poitiers.ltd1.nextcloud.com,chu-poitiers.ltd1.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,97bc4d806ac1b7045159fa773f7f3d3f,468a33599542f080ace1e7d0bc82ce280d0afb23cd29ff411f6553ffa2d317bf,ctls,chu-poitiers.ltd1.nextcloud.com,443,https://chu-poitiers.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,91,False,nonerror,0,,https://collabora.services.nextcloud.com,-1859312008,https://chu-poitiers.ltd1.nextcloud.com/login,,,,
cloud.nextcloud.com,Login – Nextcloud,200,38807,cloud.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-24T06:16:20Z,2025-04-24T06:16:19Z,CN=cloud.nextcloud.com,cloud.nextcloud.com,cloud.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,daee443cc12c2737b4959225de8672f9,9583bf36f4f5c98ff0066ca1a749d9b161485cb0f88d740917361be77015dc39,ctls,cloud.nextcloud.com,443,https://cloud.nextcloud.com,https,Caddy,text/html,GET,116.202.53.135,/,/apps/theming/favicon,2a01:4f8:231:37ef::2,Ubuntu,97,False,nonerror,0,,turn.nextcloud.com:443,851804261,https://cloud.nextcloud.com/login,,,,
collabora-test.nextcloud.com,502 Bad Gateway,502,166,collabora-test.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-03T04:54:37Z,2025-05-04T04:54:36Z,CN=backport.bots.nextcloud.com,backport.bots.nextcloud.com,backport.bots.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,4977707242ac6be7988d8b32332b67b3,b9b33a8833ed9d8c824aa59f539035f0b84b2a7ed20ac39a5e824e65c4d53d1f,ctls,collabora-test.nextcloud.com,443,https://collabora-test.nextcloud.com,https,nginx/1.18.0 (Ubuntu),text/html,GET,176.9.217.58,/,/favicon.ico,2a01:4f8:130:32f1::58,Ubuntu,8,False,error,0,True,,,,,,,
collabora.nextcloud.com,,200,2,collabora.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-24T06:16:20Z,2025-04-24T06:16:19Z,CN=collabora.nextcloud.com,collabora.nextcloud.com,collabora.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,349ca85d969b805f30ad6bf5e898d632,fdc00dd3c1b1c5bd8622041194a3642a6c8b27521983e266e24bef4286acd94f,ctls,collabora.nextcloud.com,443,https://collabora.nextcloud.com,https,Caddy,text/plain,GET,116.202.53.135,/,/favicon.ico,2a01:4f8:231:37ef::2,Caddy,1,False,nonerror,0,,,-2053476919,,,,,
collabora.services.nextcloud.com,Welcome to nginx!,200,612,collabora.services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-19T00:01:39Z,2025-03-19T00:01:38Z,CN=collabora.services.nextcloud.com,collabora.services.nextcloud.com,collabora.services.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,ad4b9e74cd46573546d04c44f7efa771,47fcdcb56e2eca62fb217a5cb8775f5cd4376437bc953ebb34b6207aa05f1a10,ctls,collabora.services.nextcloud.com,443,https://collabora.services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/favicon.ico,2a01:4f9:3a:161f::2,Nginx,26,False,nonerror,0,,,,,,,,
customerpush.nextcloud.com,503 Service Unavailable,503,392,customerpush.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-17T09:36:11Z,2025-03-17T09:36:10Z,CN=c0001.customerpush.nextcloud.com,c0001.customerpush.nextcloud.com,c0001.customerpush.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,3f9350e0ec3c8a9227ddc26b041d424e,18cfde40cd32b344075d16d5d91c04a3bb1cd1b45c8193edac92e0a3d48bbe5d,ctls,customerpush.nextcloud.com,443,https://customerpush.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,176.9.217.61,/,/favicon.ico,2a01:4f8:130:32f1::161,Ubuntu,12,False,error,0,True,,,,,,,
customerupdates.nextcloud.com,,403,16,customerupdates.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-31T01:03:39Z,2025-03-31T01:03:38Z,CN=customerupdates.nextcloud.com,customerupdates.nextcloud.com,customerupdates.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,d113755f367dcd9b8eff7b7bf07a2c69,ae8c221bae86d0331295c082f2966673c94e29f941bd649e2dff59724cbbf2dd,ctls,customerupdates.nextcloud.com,443,https://customerupdates.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,176.9.217.59,/,/favicon.ico,2a01:4f8:130:32f1::59,Ubuntu,1,False,error,0,,,,,,,,
cyprien.ltd2.nextcloud.com,Login – Nextcloud,200,24841,cyprien.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-22T07:44:11Z,2025-04-22T07:44:10Z,CN=cyprien.ltd2.nextcloud.com,cyprien.ltd2.nextcloud.com,cyprien.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,67f2920cb78cec98cdf7e402136b4c34,5f6f4533a7b3271b0fb08f759f305f6a487a39faf1fb3df334b87caecbf39c7e,ctls,cyprien.ltd2.nextcloud.com,443,https://cyprien.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,wss://cyprien.ltd2.nextcloud.com,1464934096,https://cyprien.ltd2.nextcloud.com/login,,,,
daily.ltd2.nextcloud.com,Login – Nextcloud Daily,200,36960,daily.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-18T07:14:14Z,2025-03-18T07:14:13Z,CN=daily.ltd2.nextcloud.com,daily.ltd2.nextcloud.com,daily.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,f8208c348f7f2ad4abc655825beb366b,3afc473a447f52106a6d4ffe008b614dc632ccdfa841fc6b60608d9618f240ef,ctls,daily.ltd2.nextcloud.com,443,https://daily.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,96,False,nonerror,0,,wss://hpb.services.nextcloud.com,1242599000,https://daily.ltd2.nextcloud.com/login,,,,
dataport.ltd3.nextcloud.com,Login – dDataBox,200,25129,dataport.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-03T10:48:07Z,2025-04-03T10:48:06Z,CN=dataport.ltd3.nextcloud.com,dataport.ltd3.nextcloud.com,dataport.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,0ef87027eb978ec7b97a42b8caa63b36,05340a90d4f9135cbb5932317b278586821e581f2dc73f544d9143e126cfa99d,ctls,dataport.ltd3.nextcloud.com,443,https://dataport.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,turn.services.nextcloud.com:443,-790495843,https://dataport.ltd3.nextcloud.com/login,,,,
demo-push-notifications.nextcloud.com,503 Service Unavailable,503,403,demo-push-notifications.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-16T17:44:18Z,2025-03-16T17:44:17Z,CN=demo-push-notifications.nextcloud.com,demo-push-notifications.nextcloud.com,demo-push-notifications.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,698fce4bb11a2d62be1f312c10602fd2,5b8f942105f926ad94f796df51023dfd5d937dbc1baa8e856f7cdc685cc4689d,ctls,demo-push-notifications.nextcloud.com,443,https://demo-push-notifications.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,176.9.217.61,/,/favicon.ico,176.9.217.61,Ubuntu,12,False,error,0,,,,,,,,
