input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_mismatched,csp_domains_,favicon,final_url,cdn_name,cdn,location,tls_wildcard_certificate
securfox.ltd2.nextcloud.com,Login – Nextcloud,200,26312,securfox.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T13:34:12Z,2025-04-27T13:34:11Z,CN=securfox.ltd2.nextcloud.com,securfox.ltd2.nextcloud.com,securfox.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,fedfc6c06ea89a2ad25121c390c118a3,243a9bb98af033a15b982fb891d9fc32b7235f412d19791fb38571ba8b105429,ctls,securfox.ltd2.nextcloud.com,443,https://securfox.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1242599000,https://securfox.ltd2.nextcloud.com/login,,,,
sermo.nextcloud.com,Login – Sermo,200,22931,sermo.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-19T01:03:40Z,2025-04-19T01:03:39Z,CN=sermo.nextcloud.com,sermo.nextcloud.com,sermo.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,20a6c8d8a070bb2950c62be5f1d2809d,b86eb13a19c1079db09af5e878e129bbc8e353dc5ae979eef9c878529124d602,ctls,sermo.nextcloud.com,443,https://sermo.nextcloud.com,https,nginx,text/html,GET,5.9.202.146,/,/core/img/favicon.ico,2a01:4f8:210:21c8::146,PHP,93,False,nonerror,0,,wss://sermo.nextcloud.com,167837543,https://sermo.nextcloud.com/login,,,,
services.nextcloud.com,Welcome to nginx!,200,612,services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-29T00:01:39Z,2025-03-29T00:01:38Z,CN=services.nextcloud.com,services.nextcloud.com,services.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,b2cdb4207485feefc2c2ed1d7889286c,7ea10043fc97edf830a84f703eb7e2b1270e64e2d82d571e6b14e18b954e9dcc,ctls,services.nextcloud.com,443,https://services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/favicon.ico,2a01:4f9:3a:161f::2,Nginx,26,False,nonerror,0,,,,,,,,
sgdsn.ltd3.nextcloud.com,Login – Nextcloud,200,27164,sgdsn.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-10T13:18:06Z,2025-05-11T13:18:05Z,CN=sgdsn.ltd3.nextcloud.com,sgdsn.ltd3.nextcloud.com,sgdsn.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,8bbbf44a1870b7c8fec987a089b9782c,4e8bb504fa245190e0337c9f86d98a6cb91f2a89f2e2003d0bf1bb295c22f364,ctls,sgdsn.ltd3.nextcloud.com,443,https://sgdsn.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/core/img/favicon.ico,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,wss://sgdsn.ltd3.nextcloud.com,167837543,https://sgdsn.ltd3.nextcloud.com/login,,,,
stadt-herzberg.ltd2.nextcloud.com,,502,,stadt-herzberg.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T05:44:12Z,2025-04-29T05:44:11Z,CN=stadt-herzberg.ltd2.nextcloud.com,stadt-herzberg.ltd2.nextcloud.com,stadt-herzberg.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,2f2275c91a54fb5eb74e894b866b291c,bb697faec828db751766bf05347aed3bb4705f5e1104cd46ee238b73fa464965,ctls,stadt-herzberg.ltd2.nextcloud.com,443,https://stadt-herzberg.ltd2.nextcloud.com,https,Caddy,,GET,37.27.104.209,/,/favicon.ico,2a01:4f9:3070:1b62::2,HTTP/3,1,False,other,0,,,,,,,,
staging.cloud.nextcloud.com,Login – Nextcloud,200,38931,staging.cloud.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T00:06:20Z,2025-04-09T00:06:19Z,CN=staging.cloud.nextcloud.com,staging.cloud.nextcloud.com,staging.cloud.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,71aa8f83e287bee13f38766c5d738b2b,1850452e520f07a9c6a829e63d31a15cd70a89de02d3de00bf0b740a77fa2f3f,ctls,staging.cloud.nextcloud.com,443,https://staging.cloud.nextcloud.com,https,Caddy,text/html,GET,116.202.53.135,/,/apps/theming/favicon,2a01:4f8:231:37ef::2,Ubuntu,97,False,nonerror,0,,wss://s4.nextcloud.com,851804261,https://staging.cloud.nextcloud.com/login,,,,
staging.collabora.nextcloud.com,,200,2,staging.collabora.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T00:06:20Z,2025-04-09T00:06:19Z,CN=staging.collabora.nextcloud.com,staging.collabora.nextcloud.com,staging.collabora.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,a9d7028727e7d25f059f4c3b26c066e3,7f9e662efef27e1a546b2d61fa4801101b651258b6cb179aafea61f066bca65b,ctls,staging.collabora.nextcloud.com,443,https://staging.collabora.nextcloud.com,https,Caddy,text/plain,GET,116.202.53.135,/,/favicon.ico,2a01:4f8:231:37ef::2,Caddy,1,False,nonerror,0,,,-2053476919,,,,,
staging.nextcloud.com,Nextcloud - Online collaboration platform,200,138105,staging.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-08T01:03:44Z,2025-04-08T01:03:43Z,CN=staging.nextcloud.com,staging.nextcloud.com,staging.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,dd6470a6bf41639a0b463b6eec9b6ddf,343daff83aae62b9ae86756d0ef8903d2844c8f38217ca74a9c2b01e8c6f7a5e,ctls,staging.nextcloud.com,443,https://staging.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,95.217.53.148,/,/wp-content/uploads/2022/03/favicon.png,2a01:4f9:2b:29dc::148,wpBakery,1136,False,other,0,,,1025511440,,,,,
staging.push.cloud.nextcloud.com,,404,,staging.push.cloud.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T00:06:19Z,2025-04-09T00:06:18Z,CN=staging.push.cloud.nextcloud.com,staging.push.cloud.nextcloud.com,staging.push.cloud.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,97d4f947093c261e193f19c62f8118f9,5bba001d9d9408b629320b106e5bd419d4c8c852f5252f199bb2c8b39c20f276,ctls,staging.push.cloud.nextcloud.com,443,https://staging.push.cloud.nextcloud.com,https,Caddy,,GET,116.202.53.135,/,/favicon.ico,2a01:4f8:231:37ef::2,Caddy,1,False,other,0,,,,,,,,
stalebot.bots.nextcloud.com,502 Bad Gateway,502,166,stalebot.bots.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-04T04:54:38Z,2025-05-05T04:54:37Z,CN=stalebot.bots.nextcloud.com,stalebot.bots.nextcloud.com,stalebot.bots.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,f3ff7632366d66329a9b5f51faea82e6,75fa254b4b83d699e2836f1a853f63555de4c517bdf4746cc28e4e1513aae065,ctls,stalebot.bots.nextcloud.com,443,https://stalebot.bots.nextcloud.com,https,nginx/1.18.0 (Ubuntu),text/html,GET,176.9.217.58,/,/favicon.ico,2a01:4f8:130:32f1::58,Ubuntu,8,False,error,0,,,,,,,,
starboard.ltd.nextcloud.com,Login – Nextcloud,200,24751,starboard.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-13T05:02:46Z,2025-05-14T05:02:45Z,CN=starboard.ltd.nextcloud.com,starboard.ltd.nextcloud.com,starboard.ltd.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,d381bfb154f301494de32cd722e8697c,c26dc4521a09d1314b0daa41b415abef5398e48b2a44d9c8a8b2f47c240daf7b,ctls,starboard.ltd.nextcloud.com,443,https://starboard.ltd.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,91,False,nonerror,0,,stun.nextcloud.com:443,1464934096,https://starboard.ltd.nextcloud.com/login,,,,
suiteit.ltd3.nextcloud.com,Login – Nextcloud,200,25798,suiteit.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-30T12:08:08Z,2025-04-30T12:08:07Z,CN=suiteit.ltd3.nextcloud.com,suiteit.ltd3.nextcloud.com,suiteit.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,0ce2f9bfbd5d033a4de5195e1918fe05,55c34d1a52eb7eadff5e6b2a38994d997a75413a3fbabe0265f51b73fd02ffa8,ctls,suiteit.ltd3.nextcloud.com,443,https://suiteit.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,turn.services.nextcloud.com:443,1463428994,https://suiteit.ltd3.nextcloud.com/login,,,,
support.nextcloud.com,Nextcloud Helpdesk,200,2941,support.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-02T11:38:11Z,2025-05-03T11:38:10Z,CN=support.nextcloud.com,support.nextcloud.com,support.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,44abfbaea5d9f81c43fe0f0a96b4cdd6,269df00549645156262bd97eefe2bd65a54969e8c1f1efa56d6e19387d7cd764,ctls,support.nextcloud.com,443,https://support.nextcloud.com,https,nginx,text/html,GET,5.9.104.51,/,/apple-touch-icon.png,2a01:4f8:162:4017::2,Ruby on Rails,78,False,error,0,,player.vimeo.com,1536398574,,,,,
surveyserver.nextcloud.com,Login – Survey Server,200,11263,surveyserver.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T03:38:41Z,2025-04-25T03:38:40Z,CN=surveyserver.nextcloud.com,surveyserver.nextcloud.com,surveyserver.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,b6006174b0009588b643b961b38e7723,a9aa07df4a487d8c3e276269c938574ca981f438a0e03aed57fe72e8199ed309,ctls,surveyserver.nextcloud.com,443,https://surveyserver.nextcloud.com,https,NCSA/1.42;,text/html,GET,65.21.231.50,/,/apps/theming/favicon,2a01:4f9:6a:1de8::2,PHP,90,False,error,0,,,-1356051458,https://surveyserver.nextcloud.com/login,,,,
tech-preview.nextcloud.com,Login – Nextcloud,200,39094,tech-preview.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-19T02:13:38Z,2025-04-19T02:13:37Z,CN=tech-preview.nextcloud.com,tech-preview.nextcloud.com,tech-preview.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,3cf37f79f1d764c6a2347f1d511cfe26,fa49495dffd04761057c54c6ef67f34e27507c66304fa26720351c6381de753d,ctls,tech-preview.nextcloud.com,443,https://tech-preview.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,5.9.202.147,/,/core/img/favicon.ico,2a01:4f8:210:21c8::147,Ubuntu,95,False,nonerror,0,,https://www.youtube-nocookie.com,167837543,https://tech-preview.nextcloud.com/login,,,,
tennessee.ltd2.nextcloud.com,Login – Nextcloud,200,26262,tennessee.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T13:46:49Z,2025-04-15T13:46:48Z,CN=tennessee.ltd2.nextcloud.com,tennessee.ltd2.nextcloud.com,tennessee.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,9142567cf53417f0b35e0de86932e816,247885186b22c0dcc14ffff340917c17cde1be344b3b1ccb73700676c8d727e6,ctls,tennessee.ltd2.nextcloud.com,443,https://tennessee.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,wss://tennessee.ltd2.nextcloud.com,1242599000,https://tennessee.ltd2.nextcloud.com/login,,,,
thales.ltd3.nextcloud.com,Login – Nextcloud,200,26216,thales.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T08:33:13Z,2025-04-10T08:33:12Z,CN=thales.ltd3.nextcloud.com,thales.ltd3.nextcloud.com,thales.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,ade7a9328608bf4f105707481f800236,58cddd2e0bdbf6e0a87429d8c65f0508db03d4b0436b835e90994e89faea41f3,ctls,thales.ltd3.nextcloud.com,443,https://thales.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,stun.nextcloud.com:443,1242599000,https://thales.ltd3.nextcloud.com/login,,,,
thinkfree.ltd3.nextcloud.com,,502,,thinkfree.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-27T19:48:08Z,2025-03-27T19:48:07Z,CN=thinkfree.ltd3.nextcloud.com,thinkfree.ltd3.nextcloud.com,thinkfree.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,953f334e583d7f69d1990dabf7337457,3dc421c9899e1279603bf9dd3f5e86ac25518956bee2668f8586954424510292,ctls,thinkfree.ltd3.nextcloud.com,443,https://thinkfree.ltd3.nextcloud.com,https,Caddy,,GET,95.216.37.161,/,/favicon.ico,2a01:4f9:2a:25de::2,HTTP/3,1,False,other,0,,,,,,,,
tos.ltd3.nextcloud.com,Login – Nextcloud,200,25203,tos.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:48:06Z,2025-03-23T03:48:05Z,CN=tos.ltd3.nextcloud.com,tos.ltd3.nextcloud.com,tos.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,20854025f5cdb4ff76acff7fdd666d44,7cdf37d6c5b8c66579b7b2747f0c4e95aa32028331da25524e1f510771ac1dc0,ctls,tos.ltd3.nextcloud.com,443,https://tos.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,92,False,nonerror,0,,wss://hpb.services.nextcloud.com,1464934096,https://tos.ltd3.nextcloud.com/login,,,,
transifex-sync.nextcloud.com,401 Unauthorized,401,381,transifex-sync.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-21T01:03:42Z,2025-04-21T01:03:41Z,CN=transifex-sync.nextcloud.com,transifex-sync.nextcloud.com,transifex-sync.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,350c43c17b5243cf90b3a85853086a63,1799fb81525edd6b5f7a8672606244a135c67e89a0035461e3a3113d1c1ec188,ctls,transifex-sync.nextcloud.com,443,https://transifex-sync.nextcloud.com,https,Apache,text/html,GET,95.217.53.152,/,/favicon.ico,2a01:4f9:2b:29dc::152,HSTS,13,False,error,0,,,,,,,,
try.nextcloud.com,Try Nextcloud,200,702,try.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-31T01:13:38Z,2025-03-31T01:13:37Z,CN=try.nextcloud.com,try.nextcloud.com,try.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,873f29ee8cbc71f70f2a0a8b4745c3f4,df033e8a4c2da585fa77192c9cc634eb5f3a10ad817ed2c197aecc754490fe6e,ctls,try.nextcloud.com,443,https://try.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,5.9.202.148,/,/favicon.ico,2a01:4f8:210:21c8::148,Ubuntu,23,False,error,0,,https://fonts.googleapis.com,597716612,,,,,
tsystems.ltd2.nextcloud.com,Login – Nextcloud,200,24946,tsystems.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T07:14:11Z,2025-05-05T07:14:10Z,CN=tsystems.ltd2.nextcloud.com,tsystems.ltd2.nextcloud.com,tsystems.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,365b9989fbd95ac4461d92108f639622,0224ed407e8b50a9917c29ac72d5aeb20e597ef5c9d342f61fb96ddb7214510a,ctls,tsystems.ltd2.nextcloud.com,443,https://tsystems.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,wss://hpb.services.nextcloud.com,1464934096,https://tsystems.ltd2.nextcloud.com/login,,,,
turn.services.nextcloud.com,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,80,http://turn.services.nextcloud.com,http,nginx,text/html,GET,135.181.142.14,/,/favicon.ico,2a01:4f9:3a:161f::cafe,Nginx,26,False,nonerror,0,,,,,,,,
updates.nextcloud.com,,200,,updates.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T02:42:04Z,2025-05-05T02:42:03Z,CN=updates.nextcloud.com,updates.nextcloud.com,updates.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,ef4a1c311e31264f5608af042d901a7f,751a0c982ac0bfd27a0325ded449ce152fe0b564dc3669017f84da900db59f16,ctls,updates.nextcloud.com,443,https://updates.nextcloud.com,https,Apache,text/html,GET,5.9.202.145,/,/favicon.ico,2a01:4f8:210:21c8::145,HSTS,1,False,other,0,,,,,,,,
usercontent.apps.nextcloud.com,,200,,usercontent.apps.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T02:42:03Z,2025-05-08T02:42:02Z,CN=usercontent.apps.nextcloud.com,usercontent.apps.nextcloud.com,usercontent.apps.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,12cbc4013116f2cbe055194831dddddc,4f0af993f0a1510107e033ea15fa3a61792c3d16c89a77c03512a2d618905796,ctls,usercontent.apps.nextcloud.com,443,https://usercontent.apps.nextcloud.com,https,Apache,application/octet-stream,GET,5.9.202.145,/,/favicon.ico,2a01:4f8:210:21c8::145,HSTS,1,False,other,0,,,,,,,,
viewwiser.ltd1.nextcloud.com,,502,,viewwiser.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-06T09:19:21Z,2025-04-06T09:19:20Z,CN=viewwiser.ltd1.nextcloud.com,viewwiser.ltd1.nextcloud.com,viewwiser.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,f55914ddee4c68e422044bcdd7c2bb28,5fd2447133f4b21d2103fabfc70f1fb40944ef0f1e126c4c33e499760aa4461c,ctls,viewwiser.ltd1.nextcloud.com,443,https://viewwiser.ltd1.nextcloud.com,https,Caddy,,GET,95.217.44.166,/,/favicon.ico,2a01:4f9:2a:3119::2,HTTP/3,1,False,other,0,,,,,,,,
viktoria.ltd.nextcloud.com,,502,,viktoria.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-16T10:42:43Z,2025-04-16T10:42:42Z,CN=viktoria.ltd.nextcloud.com,viktoria.ltd.nextcloud.com,viktoria.ltd.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,6783c74ecd138ebe26c0bb5a2768c549,949fa8a8d2be5ce2d89ae1f1ec5db5fb97239a88176c16cd38a0d6334111da5c,ctls,viktoria.ltd.nextcloud.com,443,https://viktoria.ltd.nextcloud.com,https,Caddy,,GET,95.217.44.166,/,/favicon.ico,2a01:4f9:2a:3119::2,HTTP/3,1,False,other,0,,,,,,,,
worldline.ltd1.nextcloud.com,Login – Worldline,200,27324,worldline.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T08:12:14Z,2025-05-05T08:12:13Z,CN=worldline.ltd1.nextcloud.com,worldline.ltd1.nextcloud.com,worldline.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,fbf0ca4e4a235366484c90b544c30c24,df945b0251488c58f31f9ff965d0a2244bb54dd6b6375fdbfcaa810257a95d2c,ctls,worldline.ltd1.nextcloud.com,443,https://worldline.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://worldline.ltd1.nextcloud.com,-1202236043,https://worldline.ltd1.nextcloud.com/login,,,,
wss://bitbw.ltd2.nextcloud.com,Login – Nextcloud,200,26266,bitbw.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T09:12:48Z,2025-04-29T09:12:47Z,CN=bitbw.ltd2.nextcloud.com,bitbw.ltd2.nextcloud.com,bitbw.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,1f27d332e564cda6ea425e13982259b0,34cc391acb862f964ca343545091504ae344215d09c7c0146c4524a394c6b6f9,ctls,bitbw.ltd2.nextcloud.com,443,https://bitbw.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,turn.services.nextcloud.com:443,1242599000,https://bitbw.ltd2.nextcloud.com/login,,,,
wss://hpb.services.nextcloud.com,Welcome to nginx!,200,612,hpb.services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-27T00:01:38Z,2025-03-27T00:01:37Z,CN=hpb.services.nextcloud.com,hpb.services.nextcloud.com,hpb.services.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,2ac579368192777d7855ba1e84f969af,293a53a2ff0c884a65c0ed8ce34eb9ae3c94cb4288a345c10757942e32f64185,ctls,hpb.services.nextcloud.com,443,https://hpb.services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/favicon.ico,2a01:4f9:3a:161f::2,Nginx,26,False,nonerror,0,,,,,,,,
www.nextcloud.com,Nextcloud - Open source content collaboration platform,200,198296,nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-01T01:03:45Z,2025-04-01T01:03:44Z,CN=nextcloud.com,nextcloud.com,www.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,715982e461081b920205cfa28904c4c1,395da97efe4917562a42e8d7be79cef6ccc704113ea78313d7edbab3c1bc5bc7,ctls,nextcloud.com,443,https://www.nextcloud.com,https,Apache,text/html,GET,85.10.195.17,/,/c/uploads/2022/03/favicon.png,2a01:4f8:a0:3068::2,wpBakery,2093,False,other,0,,https://nextcloud.matomo.cloud,1025511440,https://nextcloud.com/,,,,
zitsh.ltd1.nextcloud.com,Login – Nextcloud,200,26899,zitsh.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T09:27:48Z,2025-05-05T09:27:47Z,CN=zitsh.ltd1.nextcloud.com,zitsh.ltd1.nextcloud.com,zitsh.ltd1.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,a00f5a4818c1ed5b38283dd8c473899d,eea9fb36dc33929ca95eafeeef00ae06b0c803878bd0b9bff9de67402a2bc827,ctls,zitsh.ltd1.nextcloud.com,443,https://zitsh.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1242599000,https://zitsh.ltd1.nextcloud.com/login,,,,
zitsh.nextcloud.com,Login – Nextcloud,200,24318,zitsh.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T01:03:43Z,2025-05-08T01:03:42Z,CN=zitsh.nextcloud.com,zitsh.nextcloud.com,zitsh.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,3380bb27da38f466140fbe8ce559547c,7e70bae52a9077ecb9cc0d24b22bff76aa9a3e7e6c7fceacd62b7d8761318224,ctls,zitsh.nextcloud.com,443,https://zitsh.nextcloud.com,https,Apache,text/html,GET,95.216.9.12,/,/apps/theming/favicon,2a01:4f9:2a:962::2,PHP,91,False,nonerror,0,,wss://hpb.services.nextcloud.com,1789014827,https://zitsh.nextcloud.com/login,,,,
