new,host,ttl,a,aaaa,soa,status_code,cdn,cdn-name,ns,cname,caa,has_internal_ips,internal_ips,txt,mx
[x],beta.pro.traderepublic.com,60,"18.66.2.90, 18.66.2.113, 18.66.2.34, 18.66.2.66","2600:9000:2491:9a00:d:dc0c:6380:93a1, 2600:9000:2491:6200:d:dc0c:6380:93a1, 2600:9000:2491:1000:d:dc0c:6380:93a1, 2600:9000:2491:2000:d:dc0c:6380:93a1, 2600:9000:2491:6c00:d:dc0c:6380:93a1, 2600:9000:2491:9600:d:dc0c:6380:93a1, 2600:9000:2491:ec00:d:dc0c:6380:93a1, 2600:9000:2491:e00:d:dc0c:6380:93a1","{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,
[x],brand.traderepublic.com,60,,,"{'name': 'frontify.com', 'ns': 'ns-1322.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'frontify.com', 'ns': 'ns-1322.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'frontify.com', 'ns': 'ns-1322.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'frontify.com', 'ns': 'ns-1322.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'frontify.com', 'ns': 'ns-1322.awsdns-37.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,c-b4135294a9e3d095b107f41f9fe3ee9d.frontify.com,,,,,
[x],cards.traderepublic.com,156,,,"{'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cards.traderepublic.com', 'ns': 'ns-1478.awsdns-56.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-312.awsdns-39.com, ns-1703.awsdns-20.co.uk, ns-976.awsdns-58.net, ns-1478.awsdns-56.org",,,,,,
[x],cde.traderepublic.com,900,,,"{'name': 'cde.traderepublic.com', 'ns': 'ns-312.awsdns-39.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cde.traderepublic.com', 'ns': 'ns-312.awsdns-39.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cde.traderepublic.com', 'ns': 'ns-312.awsdns-39.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cde.traderepublic.com', 'ns': 'ns-312.awsdns-39.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cde.traderepublic.com', 'ns': 'ns-312.awsdns-39.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-312.awsdns-39.com, ns-677.awsdns-20.net, ns-1169.awsdns-18.org, ns-1603.awsdns-08.co.uk",,,,,,
[x],clicks.traderepublic.com,60,"52.222.201.30, 52.222.201.106, 52.222.201.88, 52.222.201.66",,"{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,
[x],corp.traderepublic.com,300,,,"{'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-1372.awsdns-43.org, ns-1748.awsdns-26.co.uk, ns-452.awsdns-56.com, ns-987.awsdns-59.net",,,,,,
[x],engineering.traderepublic.com,300,"162.159.152.4, 162.159.153.4",,"{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],fonts.traderepublic.com,60,"13.35.58.47, 13.35.58.120, 13.35.58.72, 13.35.58.46",,"{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,
[x],get.traderepublic.com,300,"104.18.38.43, 172.64.149.213","2606:4700:4400::6812:262b, 2606:4700:4400::ac40:95d5","{'name': 'pageserve.co', 'ns': 'burt.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211364, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pageserve.co', 'ns': 'burt.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211364, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pageserve.co', 'ns': 'burt.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211364, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,secure.pageserve.co,"pki.goog; cansignhttpexchanges=yes, sectigo.com, letsencrypt.org, digicert.com",,,,
[x],github-approval-bot.production.traderepublic.com,60,"52.59.26.117, 3.124.168.36, 18.193.196.56",,"{'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],grafana.production.traderepublic.com,900,,,"{'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'production.traderepublic.com', 'ns': 'ns-157.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],id.corp.traderepublic.com,300,18.184.215.22,,"{'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],info.traderepublic.com,171,,,"{'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-1800.awsdns-33.co.uk, ns-384.awsdns-48.com, ns-894.awsdns-47.net, ns-1107.awsdns-10.org",eu.sparkpostmail.com,,,,"google-site-verification=Qx_Hf7j4nPAg9U0GwAwXHrYd0VQ7zysFmqBUzgAa4CQ, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, yahoo-verification-key=XHqu9ZUI3LEmS5zBLcSjZ4i4IQUu6ZME7y4zdmWg+H4=, 202203052053464ssc9e0bx6sxfn166dy9hz8920yzqh29g2osq7ipzecjw7a4pj",smtp.eu.sparkpostmail.com
[x],kisi-checkin-webhook.corp.traderepublic.com,298,,,"{'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],kisi-checkin.corp.traderepublic.com,60,"3.122.183.16, 18.192.248.38, 35.158.141.125",,"{'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'corp.traderepublic.com', 'ns': 'ns-1372.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],maillink.traderepublic.com,60,"18.196.58.153, 52.59.110.120, 18.198.167.122",,"{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],mp.traderepublic.com,2968,"151.101.194.133, 151.101.2.133, 151.101.130.133, 151.101.66.133",2a04:4e42:8e::645,"{'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}",NOERROR,True,fastly,,mparticle.map.fastly.net,,,,,
[x],news.traderepublic.com,209,,,"{'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.sparkpostmail.com', 'ns': 'ns-384.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-384.awsdns-48.com, ns-1800.awsdns-33.co.uk, ns-1107.awsdns-10.org, ns-894.awsdns-47.net",eu.sparkpostmail.com,,,,"v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, yahoo-verification-key=XHqu9ZUI3LEmS5zBLcSjZ4i4IQUu6ZME7y4zdmWg+H4=, 202203052053464ssc9e0bx6sxfn166dy9hz8920yzqh29g2osq7ipzecjw7a4pj, google-site-verification=Qx_Hf7j4nPAg9U0GwAwXHrYd0VQ7zysFmqBUzgAa4CQ",smtp.eu.sparkpostmail.com
[x],o18.account.traderepublic.com,3600,223.165.127.123,,"{'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'traderepublic.com', 'ns': 'ns-1628.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
