input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tls_mismatched,tech_,tls_wildcard_certificate,final_url,csp_domains_,tls_expired,cdn_name,cdn,location
rauthn.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rauthn.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,87,False,USAA-Service,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL65H4G7OcArixlelJgkUza8buf35Ir3yzFcAe66uBtwvhPG58rk6A6kW5t9MxlRAF,,,,,
rcontent.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rcontent.usaa.com:443,https,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,USAA-Service,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLS83vD2srwUlbX3Grz9RfimufC+aADJ8RdxtcStc6e2xbA9fxixztdoJfD7K5nqIXPl1ikoGqcMSUrjjVrFj7vw%3d%3d,,,,,
rcontentapi.usaa.com,"System Error
	      | USAA",200,44194,rcontentapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rcontentapi.usaa.com,443,https://rcontentapi.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,USAA-Service,,HSTS,,,,,,,
res.exmac.usaa.com,302 Found,302,211,res.exmac.usaa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exmac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exmac.usaa.com,USAA,t.exmac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0c7672bae9705b9196a98fd644f3abd3,92e10bd75f15caebee0ef4940c330325cb3c18bdd3d1f3dba93934eeb280ddde,ctls,res.exmac.usaa.com,443,https://res.exmac.usaa.com:443,https,text/html,GET,108.138.17.67,/,-780928015,108.138.17.37,8,False,Apache,,Apache,,https://res.exmac.usaa.com/,,,cloudfront,True,https://res.exmac.usaa.com/
res.exsac.usaa.com,302 Found,302,211,res.exsac.usaa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exsac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exsac.usaa.com,USAA,t.exsac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cc10536387e189fe8e8a84a6b4093b8b,92aba13adfcad5ba3b871d1f11bd906195b73233c88f0b1377b0e5210d2bc9cf,ctls,res.exsac.usaa.com,443,https://res.exsac.usaa.com:443,https,text/html,GET,52.222.236.94,/,-780928015,52.222.236.110,8,False,Apache,,Apache,,https://res.exsac.usaa.com/,,,cloudfront,True,https://res.exsac.usaa.com/
rguest.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rguest.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,87,False,USAA-Honesty,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL+uXmZ0iCKeX3vJ+9sp8ELuH0iCoW2weWKDd4vWLzilTYrA24XfPQzHxWyMRgYdrG,,,,,
rl.usaa.com,"System Error
	      | USAA",200,44194,rl.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rl.usaa.com,443,https://rl.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,165,False,USAA-Service,,HSTS,,,,,,,
rmapi-a.usaa.com,"System Error
	      | USAA",200,44194,rmapi-a.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rmapi-a.usaa.com,443,https://rmapi-a.usaa.com:443,https,text/html,GET,23.208.148.202,/,1309825595,23.208.148.202,165,False,USAA-Service,,HSTS,,,,,,,
rmapi.usaa.com,Page Currently Unavailable | USAA,498,3014,rmapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rmapi.usaa.com,443,https://rmapi.usaa.com:443,https,text/html,GET,23.208.148.202,/,-24456531,23.208.148.202,100,False,USAA-Service,,HSTS,,,,,,,
rmcontentapi.usaa.com,"System Error
	      | USAA",200,44194,rmcontentapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmcontentapi.usaa.com,443,https://rmcontentapi.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,165,False,USAA-Service,,HSTS,,,,,,,
rmobile.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rmobile.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,87,False,USAA-Service,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLBy0dV3Vkv8lOOp3cwPvEbtos3%2f3vhKRZWFQMLWGvmrXM8w4bbJRC7sNoYGYKg7lk,,,,,
rmobileapps.usaa.com,Page Currently Unavailable | USAA,498,3017,rmobileapps.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmobileapps.usaa.com,443,https://rmobileapps.usaa.com:443,https,text/html,GET,23.37.37.91,/,-233012756,23.37.37.91,100,False,USAA-Service,,HSTS,,,,,,,
rmstatic.usaa.com,"System Error
	      | USAA",200,44194,rmstatic.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmstatic.usaa.com,443,https://rmstatic.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,165,False,USAA-Service,,HSTS,,,,,,,
rmvt.usaa.com,"System Error
	      | USAA",200,44189,rmvt.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rmvt.usaa.com,443,https://rmvt.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,AkamaiNetStorage,,HSTS,,,,,,,
rnvoice.usaa.com,"System Error
	      | USAA",200,44194,rnvoice.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rnvoice.usaa.com,443,https://rnvoice.usaa.com:443,https,text/html,GET,23.1.106.47,/,-485427770,23.1.106.47,165,False,USAA-Service,,HSTS,,,,,,,
rs.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rs.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,87,False,USAA-Service,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLfX2UuROAdgC2bwmxZr5x45ihAnzaHTU8wvmqMkQBdaFrmwZOF2kIYFZnNa9yJhd+,,,,,
rstatic.usaa.com,"System Error
	      | USAA",200,44194,rstatic.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rstatic.usaa.com,443,https://rstatic.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,USAA-Service,,HSTS,,,,,,,
rvlagg.usaa.com,"System Error
	      | USAA",200,44194,rvlagg.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rvlagg.usaa.com,443,https://rvlagg.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,165,False,USAA-Service,,HSTS,,,,,,,
rvlapi.usaa.com,"System Error
	      | USAA",200,44194,rvlapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rvlapi.usaa.com,443,https://rvlapi.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,165,False,USAA-Service,,HSTS,,,,,,,
rws.usaa.com,"System Error
	      | USAA",200,44192,rws.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,rws.usaa.com,443,https://rws.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,USAA-Service,,HSTS,,,,,,,
rwww.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rwww.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,87,False,USAA-Service,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL28HMB5JI46wisT+ItKUYbHq1l5H+OsHAIf7PBKjS6NLezdc7AZvt8juhX9%2fNBTSR,,,,,
s.usaa.com,Enable Cookies  | USAA | USAA,200,4051,mobile.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-22T23:59:59Z,"CN=mobile.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",mobile.usaa.com,United Services Automobile Association,api.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,32c8bca94f05870cfaf08122b339cbe7,3ae7e7509719fb23a7cf11f992cf8b0a6918c09e9ae3d11b44a7021f3bfde70f,ctls,mobile.usaa.com,443,https://s.usaa.com:443,https,text/html,GET,23.201.246.224,/,1923106949,23.201.246.224,53,False,USAA-Honesty,,React,,https://mobile.usaa.com/?view=home&fromwww=true&akredirect=true,,,,,
s1.utv.usaa.com,Access Denied,403,268,s1.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,s1.utv.usaa.com,443,https://s1.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,-1819265191,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
s1.utvqa.usaa.com,Access Denied,403,270,s1.utvqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,s1.utvqa.usaa.com,443,https://s1.utvqa.usaa.com:443,https,text/html,GET,23.1.106.55,/,-784350397,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
san.usaa.com,,200,2,san.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=san.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",san.usaa.com,United Services Automobile Association,statmcstg.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,3ad75aefdbfb4cf84ea47f8b2fa4d7bf,32c53c98680d1dff92225e63271f1be590f3779719b640a34efda4e9ccfa0738,ctls,san.usaa.com,443,https://san.usaa.com:443,https,text/html,GET,2.17.183.238,/,-2088429648,2a02:26f0:1700:386::e9,1,False,,,,,,,,,,
securemail.usaa.com,"System Error
	      | USAA",200,44195,securemail.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,securemail.usaa.com,443,https://securemail.usaa.com:443,https,text/html,GET,23.192.152.116,/,-485427770,23.192.152.116,165,False,USAA-Service,,HSTS,,,,,,,
securemailmortgage.usaa.com,"System Error
	      | USAA",200,44195,securemailmortgage.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,securemailmortgage.usaa.com,443,https://securemailmortgage.usaa.com:443,https,text/html,GET,23.192.152.116,/,-485427770,23.192.152.116,165,False,USAA-Service,,HSTS,,,,,,,
securemailtest.usaa.com,"System Error
	      | USAA",200,44194,securemailtest.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,securemailtest.usaa.com,443,https://securemailtest.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,USAA-Service,,HSTS,,,,,,,
shopping.usaa.com,Enable Cookies  | USAA | USAA,200,4050,www.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.usaa.com,443,https://shopping.usaa.com:443,https,text/html,GET,23.37.33.137,/,-1703142231,23.37.33.137,53,False,USAA-Honesty,,React,,https://www.usaa.com/inet/pages/diamonds_jewelry_main?akredirect=true,,,,,
